Energy_Central_moment_5th_order,Energy_Central_moment_5th_order.1,Energy_Central_moment_5th_order.2,Energy_Central_moment_5th_order.3,Energy_Central_moment_5th_order.4,Energy_Central_moment_5th_order.5,Energy_Central_moment_5th_order.6,Energy_Central_moment_5th_order.7,Energy_Central_moment_5th_order.8,Energy_Central_moment_5th_order.9,Energy_Central_moment_5th_order.10,Energy_Central_moment_5th_order
-2.2589321825403084e+35,6.3019525553113216e+32,-7.766955531421385e+35,-2.23419078818615e+36,-5.063542146186235e+31,-3.571255641004499e+35,-6.076785489953191e+37,-9.661066744120664e+35,-1.5684819343471172e+35,-7.786660022332207e+34,5.003748180540463e+34,-3.4740098306697065e+35
-3.001034071638247e+33,-4.176130887935416e+34,-3.883477764535443e+35,-2.053260696339741e+34,-1.931721439840944e+24,1.1255654680088327e+36,-3.226749962042587e+35,-9.30823307957843e+34,-4.545434912636131e+27,-9.968668904990432e+27,-6.569556446412727e+34,-6.343180372835221e+33
-9.981865962050852e+33,0.0,2.350498781110837e+26,-7.024929396400613e+34,0.0,3.6327388773196135e+37,-2.3915915981656525e+35,2.481187870498836e+31,7.452164915952082e+26,-6.646276507053874e+27,0.0,-2.3562546760768645e+29
2.088366497735487e+34,97352592042.66669,1.1752493905554184e+26,3.714566374017252e+29,-2.952427572703258e+28,7.152921207838343e+37,2.0822395638357243e+37,-8.168972218140191e+36,1.4801451075100924e+26,-3.323884109117314e+27,-6755399441055744.0,-7.92415322172249e+34
-4.760278367273686e+33,194705184085.3333,0.0,4.799489435832526e+29,0.0,3.576460603919172e+37,1.3881597393054154e+37,-1.6649298643579235e+33,5.575065915996067e+24,-1.4917111807545184e+24,-3.602879701896397e+16,8.240093813270066e+31
-1.6073014676926978e+33,292057776128.0,0.0,-1.4343402028957569e+29,1.3487729794500312e+32,0.0,6.940799147751062e+36,-4.8710136793296594e+26,0.0,-5.258785235759399e+28,6.982508503006863e+33,-8.554797030011097e+31
2.0355485723459217e+33,389410368170.6667,2.158747015304472e+27,5.928215802195876e+30,2.6975459589000625e+32,1.152921504606847e+18,9.02447973743782e+29,-9.986610979498584e+25,5.162773455298631e+28,-4.906857482483065e+28,1.3965017006013727e+34,-1.4109214921656736e+32
2.2161079032779184e+32,486762960213.3334,4.317494030608944e+27,8.280438332344764e+28,4.046318938350094e+32,1.973505875560384e+35,0.0,-1.0374701194491036e+32,2.581386727649316e+28,-4.554929729206731e+28,-281474976710656.0,1.442276192847596e+31
5.259016668927625e+31,584115552256.0,6.476241045913416e+27,-6.032066895823925e+33,2.023159469175047e+32,9.867529366605509e+34,-323733159936.0,2.4352824413430554e+28,-60817408.0,-4.203001975930397e+28,4.612168601818874e+27,-1.243003402703887e+32
-5.120356976165846e+31,681468144298.6667,0.0,3.809991408540764e+35,-96757023244288.0,-2.239282307060559e+26,-647466319872.0,6.703321977691575e+23,0.0,-3.851074222654064e+28,5.176709813069367e+24,-1.766516349014906e+32
1.2579360028607608e+32,778820736341.3334,-1.808439644776109e+26,-8.39009544869904e+36,-5.698370223262393e+27,-3.0437020037523984e+36,-971199479808.0,-8.633131955034015e+28,-5.597278454016772e+35,-3.49914646937773e+28,1.0470081041567024e+29,-7.336151863136368e+31
1.128021015235142e+34,876173328384.0,-3.616879289552218e+26,1.3852019381357049e+31,3.9037261139077135e+27,-1.4894640313027784e+23,-1294932639744.0,1.0904319170296318e+28,-4.236046499044411e+31,-3.1472187161013964e+28,1.2062336349919037e+22,-5.302312827972173e+32
-1.2694549017539112e+31,973525920426.6667,-1.8618951774777573e+25,-6.737442047670285e+25,2.099540150826469e+21,-3.005666253304574e+28,-7.611417799655118e+37,-1.0044814276096366e+27,2.2295988761732143e+33,-2.7952909628250624e+28,-6.716828450736792e+23,-1.0066956792960348e+33
-9.676490475221274e+25,1070878512469.3334,1.9312709414410186e+23,-4.6519655470688805e+36,-2.243648818359707e+21,6.048699633038917e+26,-6.089134211794719e+37,-3.288852712521081e+26,-2.5864162950422388e+32,-2.4433632095487285e+28,-1.1873677223167128e+24,-1.2296384762863169e+33
3.34105544635743e+27,1168231104512.0,9.595370572472162e+30,0.0,-1.4957658789064716e+21,7.469882273547085e+23,-4.566850623934322e+37,-3.938282559525103e+24,3.297039984433441e+30,-2.0914354562723946e+28,-4.079197952109611e+26,-2.1243322005101786e+31
-2.8483401088208723e+28,1062028276829.091,-1.9429450842877e+32,6.282135842095072e+32,-7.478829394532358e+20,0.0,-3.044567036073924e+37,-1.4056521770501808e+31,3.561753467718562e+26,-1.7395077029960606e+28,-1.2652960306453093e+30,-2.223897683652676e+31
-1.1170450786784224e+23,955825449146.182,-3.981843874300122e+32,4.19006646426583e+36,0.0,-7.905669601226903e+27,-1.5222834482135265e+37,-9.6047408424848e+22,-3.848426818345902e+27,-1.3875799497197271e+28,-2.0506093292640483e+24,-8.574257972249054e+31
-2.060147340390107e+26,849622621463.2727,-6.020742664312543e+32,4.555374094899547e+35,1.8023771167043828e+16,-7.529846247799723e+25,1.3964687116560164e+30,-1.4247126661912586e+22,-8.053028983463659e+27,-1.0356521964433937e+28,-1.0542109669086338e+28,-2.4912969248158665e+31
-4.056984091218681e+28,743419793780.3636,-8.059641454324965e+32,-1.0664523917613337e+19,3.6047542334087656e+16,1.190760968961058e+28,7.474359230030096e+33,-1.7691580855961537e+22,1.0499677037946057e+29,-6.837244431670597e+27,-1.3192314366111095e+35,-2.556283169636288e+31
-2.272718841656177e+27,637216966097.4546,-1.0098540244337387e+33,-4.706290114329969e+37,5.407131350113148e+16,2.389051784169916e+28,1.4947321991348537e+34,-4.0589749150098565e+22,3.62621532977996e+24,-3.317966898907258e+27,1.631241773591856e+26,-9.57897413544437e+33
-1.0258994836817e+25,531014138414.5454,-1.2137439034349808e+33,2.98006534381073e+36,-5.442800137880069e+20,7516192768.0,-3.177962489855053e+32,-4.119459723146583e+24,-6.067061484930468e+24,2.013106338560854e+26,-1.8089736691380275e+25,-6.790149045076143e+32
-2.35191280527367e+23,424811310731.6364,-1.417633782436223e+33,1.775905604974316e+39,0.0,7.477367289980582e+23,4.045357488006554e+34,-2.7301696597744867e+26,3.040056301698081e+31,1.0915867765461292e+28,3.970500919088219e+28,-1.9787831498017976e+31
9.517722899628716e+25,318608483048.7273,-1.2758704041926008e+33,6.791358630749843e+37,2.7002325866011577e+27,4.3223117201798064e+23,8.122494600911659e+34,-1.0582604757965424e+24,7.64497244393084e+31,2.1630424897066497e+28,-1.537386113072759e+30,-3.483481631407608e+30
1.690809077993378e+25,212405655365.81824,-1.1341070259489784e+33,0.0,5.400465173202315e+27,1.0957332462152473e+29,4.17340473456827e+34,-2.471027775691055e+24,7.646503091240523e+30,1.982788948897762e+28,-4.550020929761811e+26,-4.509157937498647e+30
2.674922509166273e+30,106202827682.90918,-9.92343647705356e+32,5.0458093447023465e+38,8.100697759803474e+27,0.0,2.243148682248792e+33,3.518778738055304e+20,-6.3159393017208806e+32,1.8025354080888747e+28,1.383289798972986e+25,-3.466912066592824e+30
-5.630103851769107e+29,0.0,-8.505802694617338e+32,-7.328453333906688e+35,1.4621976686331663e+27,0.0,-6.181720061560497e+26,-3.4823301315754594e+26,8.394625967553706e+30,1.6222818672799873e+28,-1.9512151190751028e+24,-9.130340464089396e+30
-2.882022341441922e+24,0.0,-7.088168912181115e+32,1.4388307147778866e+32,0.0,0.0,5.891443388064199e+25,-3.1111394200420617e+35,4.386300405442967e+28,1.4420283264710997e+28,6.060656434113513e+24,-1.837716891740469e+31
-2.594465839439465e+26,-185180905730694.75,-5.670535129744893e+32,-4.363444945448709e+34,-1.9815838360430182e+17,0.0,5368709120.0,-1.7569165420350486e+25,1.7551389976570424e+27,1.2617747856622125e+28,1.365705718333431e+23,-1.3096042617011488e+31
-3.305546733446785e+25,-370361811461389.5,-4.252901347308669e+32,3.739217666867059e+35,-1.3243817204881806e+37,0.0,0.0,-1.4018861866128185e+24,1.514276542227342e+28,1.0815212448533249e+28,1.1159754474850871e+32,-1.5274908165881284e+35
-3.796412121052495e+28,-555542717192084.25,-2.8352675648724463e+32,-2.5369909622149457e+37,-1.699894373342117e+37,6.028281759131515e+29,-6.87231716230218e+25,-5.949535912411792e+23,2.658415600863577e+24,9.012677040444372e+27,-3659174697238528.0,-1.2195278294399349e+31
-5.28169361123286e+27,-740723622922779.0,-1.417633782436224e+32,1.9236650964129835e+30,1.6482887207674703e+25,-6.060333193564287e+34,-25165824.0,-1.907724978926524e+24,1.2416552271525808e+30,7.210141632355498e+27,2.6273393075168923e+32,-2.9263292168702017e+31
4.213832645094178e+28,-925904528653473.8,0.0,1.1220558262221116e+37,6.119222634186144e+24,-1.3411030730837326e+27,-1.335714764103088e+22,-5.877497241082735e+28,-4.7003071805132405e+29,5.407606224266624e+27,-5.746909698213145e+24,-3.1591510928224684e+31
1.3904208551924823e+29,-1111085434384168.4,-2.643722083603686e+32,-3.7660903382632647e+37,0.0,-6.50301034819004e+23,-8.904765094026315e+21,-4.307785542741884e+23,-1.8788674793226584e+28,3.605070816177748e+27,-5.988462693323185e+31,-4.5853436695085e+31
2.5265419623817247e+28,-1296266340114863.2,-2.3499751854254985e+32,-1.179353923282443e+29,3.026965831221704e+30,-2.4947502471813243e+25,-4.452382547021747e+21,-3.881372763682846e+32,4.263021504751064e+26,1.802535408088872e+27,-5.8990222917114856e+32,4.320027969062056e+31
-2.7338651667996743e+30,-1481447245845558.0,-2.056228287247312e+32,-1.391028287407445e+34,4.950162766534128e+31,2.704708791395066e+33,-17179869184.0,-8.415478666855895e+27,9.45348967531431e+29,0.0,-2.933658764754396e+28,1.332705997597081e+31
-1.2925113315406636e+27,-1666628151576252.8,-1.7624813890691242e+32,-3.1437604323442663e+28,-5.162387015448236e+29,-5.898770891967622e+37,5.884962876068251e+28,1.36161714969738e+24,2.2149492197935944e+30,0.0,-1.08821481803582e+25,2.02574734784403e+30
-3.44012814206698e+26,-1851809057306947.5,-1.4687344908909367e+32,7.573887636099564e+27,-6.739510653952508e+29,-5.5653655820248166e+35,1.1769925752136502e+29,-2.991012409868848e+26,2.978594827047256e+28,0.0,-6.187226420836145e+25,6.278039181755615e+30
-1.1496806292667423e+30,-2036989963037642.5,-1.1749875927127494e+32,-7.381082013619095e+34,-4.183101593261537e+29,-1.6368053418651609e+35,9.808271460113752e+28,-7.842454491038162e+29,-1.1099999462356866e+29,0.0,-1.422947415735971e+24,1.0562779222903748e+31
-3.2237631055057576e+28,-2222170868768336.8,-8.812406945345621e+31,-1.6195459872475255e+36,-1.2761010076242623e+30,3.048326830550369e+33,7.846617168091001e+28,-3.724418277595216e+26,5.589861280908667e+34,0.0,-6.425607995162807e+25,-1.0806427377418944e+33
-8.842097597665733e+26,-2407351774499032.0,-5.874937963563746e+31,-4.926959081541033e+36,3.440154659001287e+30,-2.6316310530274565e+29,5.884962876068251e+28,-3.5729478751043885e+27,-2.2294070965549103e+34,0.0,-3.3983339664863654e+23,1.281054521552818e+30
-1.1778313372248284e+26,-2592532680229726.5,-2.937468981781875e+31,-9.02684580938136e+29,8.499136463157912e+29,-2.9156956310704885e+36,3.9233085840455007e+28,-2.286053771162036e+35,-1.220905050854976e+34,0.0,-3.1728111847857407e+25,-2.5882944194958e+29
2.24643555320782e+27,-2777713585960421.0,-296.0,-5.039622217264625e+33,-1.0134899993917215e+30,-5.239856845174705e+32,1.9616542920227503e+28,-2.117520650296762e+28,4.842637104990273e+27,0.0,7.850466524895558e+25,1.5345987725280267e+30
-9.035543401960432e+27,-2962894491691116.0,-3.7875587047145e+30,-8.205922368509331e+34,3.795384534417252e+29,-6.530640516552917e+32,-94489280512.0,-8.933858750040062e+32,-2.1133485547758813e+23,0.0,6.731368809755245e+20,1.38528262145662e+30
7.547264101722579e+26,-3148075397421811.0,-7.575117409429e+30,-5.107326279538188e+28,4.888315713363852e+30,5.7043309132384055e+32,10924249317376.0,-4.291166460477832e+26,-4.955920910948194e+23,0.0,5.370119408436948e+23,-2.625979994558544e+28
1.4445406812599752e+27,-3333256303152505.0,-1.13626761141435e+31,-2.4443532330927376e+30,1.5487229561599576e+30,2.034848963803005e+32,21942987915264.0,-1.2820453717097712e+35,-3.370055775329062e+24,0.0,-5.786541408162634e+24,7.539220955250194e+29
1.1717846325736612e+27,-3518437208883200.0,-1.5150234818858e+31,-1.8586641584352305e+26,1.2344167272726124e+31,2.2224819662691195e+31,32961726513152.0,-2.477832287285989e+29,5.756891467862853e+24,0.0,-3.136744238936198e+27,1.2333163906719052e+30
2.959391355049354e+27,-3198579280802909.0,-1.89377935235725e+31,-7.034759583676598e+27,4.007353570968046e+32,-3.208889927768958e+28,43980465111040.0,-3.110783275293765e+34,-4.071195901716318e+24,0.0,-1.4149153651871036e+36,2.3584541201293323e+29
-1.0797199041082205e+29,-2878721352722618.0,-2.2725352228287e+31,-1.2539248099478932e+28,-1.8928745968053607e+31,-1.420018672503217e+24,39982241010036.37,2.301646491856525e+32,-7.131369209418417e+25,0.0,-6.988451109523349e+34,-1.3014398916569153e+30
1.012511683327984e+28,-2558863424642327.0,-2.6512910933001503e+31,-1.1750465443701997e+33,-2.685215688349877e+31,1.117554096545728e+23,35984016909032.73,2.7223424466072564e+35,-1.4730951358991844e+25,-2.8823037615171174e+18,5.1061313453239566e+29,-8.596771263434216e+29
-1.5558887704170157e+29,-2239005496562036.0,-3.0300469637716e+31,-1.6373005823682328e+30,-2.320105219607937e+31,1.8037101968340985e+31,31985792808029.094,-1.676429368225669e+36,-6.496820380888761e+23,4.2801922717797895e+37,6.363388335757933e+19,-6.249201080235903e+30
-2.905371942206252e+26,-1919147568481744.8,-3.40880283424305e+31,1.7734914118527246e+28,-1.383493767208155e+31,4.695793573437571e+30,27987568707025.453,-7.248285873977402e+35,-2.904765304169933e+27,2.1400961358898948e+37,-1.5701701153202696e+23,-2.491009568873455e+29
-3.24379340033883e+26,-1599289640401454.5,-3.7875587047145e+31,-5.797159702411473e+30,3.93679755303839e+32,-5.2945768935565074e+26,23989344606021.82,-4.663329384042813e+26,1.670519213330694e+27,8.646911284551352e+17,2.1502775745560138e+19,-7.9023969386401725e+28
1.56761121643603e+26,-1279431712321163.5,-4.16631457518595e+31,1.6778021648815954e+29,-7.565605879473302e+31,-7.749340281005985e+25,19991120505018.184,6.618241962670747e+26,-3.915052266949346e+24,1.343879273019147e+38,4.379635605272062e+18,2.9721944035904167e+29
-1.88325579953166e+25,-959573784240872.4,-4.5450704456574e+31,5.014365136296579e+27,-7.168219248977768e+31,-4.398774550251746e+34,15992896404014.549,-6.861166004310186e+30,1.0888809896709372e+22,2.687758546038294e+38,-1.3735760162158696e+23,-2.2011354070891247e+29
-4.754250639407965e+25,-639715856160581.5,-4.92382631612885e+31,-7.182454288380171e+33,-4.059762992834055e+31,2.501102261004521e+26,11994672303010.91,5.391731088103621e+31,-1.4067136976861544e+24,4.0316378190574406e+38,-6.503508242716213e+24,1.29853997578717e+29
-4.193556889513607e+25,-319857928080290.5,-5.302582186600301e+31,-2.4970678979546096e+32,-5.053138916253499e+31,2.178662839331493e+24,7996448202007.273,1.146957877663826e+32,1.827144580894703e+20,5.375517092076588e+38,5.4309254385976205e+22,1.734485558758776e+29
