Duration_Root_mean_squared,Duration_Root_mean_squared.1,Duration_Root_mean_squared.2,Duration_Root_mean_squared.3,Duration_Root_mean_squared.4,Duration_Root_mean_squared.5,Duration_Root_mean_squared.6,Duration_Root_mean_squared.7,Duration_Root_mean_squared.8,Duration_Root_mean_squared.9,Duration_Root_mean_squared.10,Duration_Root_mean_squared
271.3217910370629,232.45687624774504,401.6136110112563,312.1626141036968,344.33597155209367,363.28805009279887,836.5493821606075,225.66943556074688,181.5841541192811,221.7665196453515,199.17331793899075,433.7122216826231
115.7666868351806,270.3967621989138,261.5327754803726,149.03960115841355,110.58407871957318,335.6615769085395,126.5791703107118,173.85245728399016,74.57951225399687,88.88955233780048,238.23736855958805,148.23930415701196
124.80581951575304,74.18260878302519,121.45193994948887,224.8053669004748,166.99176628881202,476.9784788383979,200.08116719238967,67.73923959280525,70.60359986966664,101.93234882788856,146.9838209079374,101.61204085214705
172.82262048690234,71.3248582470515,101.10263331247602,127.90936174096667,112.39752594520546,618.2953807682563,311.1858667526509,124.13171253100836,124.25219330501378,114.97514531797664,59.4327956358585,105.56720354256684
161.1792836082134,68.4671077110778,80.75332667546316,286.6373787306239,118.89984387189573,411.9298186834204,229.9958719785641,47.5052274494499,153.55744442271313,128.01794180806473,294.1438931166232,115.91716485296504
160.01900282788387,65.60935717510411,93.11312118147175,84.69298876635766,176.43057761468955,205.56425659858448,148.8058772044774,53.58308547963386,221.05668408497328,204.5216066789739,448.9874235290873,101.91619645906054
159.40976554169086,62.75160663913041,103.70100281846048,191.1834032202066,233.9613113574834,67.28729463668158,67.6158824303907,57.03028302218184,162.76692611205266,196.69886625602825,603.8309539415515,78.24059126772735
150.6432848877943,59.89385610315672,114.2888844554492,150.93470506952627,291.4920451002772,240.98015957980343,71.68944933007997,117.79886947051456,145.39565959720252,188.87612583308257,95.5950439713736,65.70459351034387
139.7680585374925,57.03610556718302,124.87676609243792,219.3497826098039,166.07962019192203,163.53330785370798,162.03719454998455,86.01366031820582,128.0243930823524,181.0533854101369,62.43618347218655,82.8458331781039
136.1964662544182,54.17835503120932,46.9916818585444,325.7784928667389,40.667195283566855,86.08645612761251,252.38493976988912,59.17377348710723,51.44406074625997,173.23064498719123,91.43203573022504,86.13581274539241
113.56346421489036,51.32060449523563,70.96448481564703,246.76296754215096,27.311665963006547,136.4166778075281,342.7326849897937,38.2164636514302,244.26341907592,165.40790456424557,88.92047293858681,98.15870609639104
152.61384129001465,48.462853959261935,94.93728777274964,113.5337740562682,193.34947865228835,50.00732256634886,433.0804302096983,18.69196467100727,62.75483737244231,157.5851641412999,78.66368353152221,109.84035212186818
62.54941669396412,45.60510342328824,23.611964199608938,305.79762969340555,34.3499613939453,53.177691666669,473.02922691247056,34.30797472631025,225.50629352202725,149.76242371835423,69.06341870799992,119.36263416999373
50.38872657703967,42.74735288731455,22.66546772382888,116.86048355506844,51.0233054748177,98.33914585593696,405.97877132339954,42.96133427356522,111.1392319470224,141.93968329540857,89.73272706348877,123.32239370231092
39.3314392367329,39.889602351340855,81.50497330978764,147.23503391557432,45.276301851777696,48.68809483269549,338.9283157343286,21.448047344311945,183.0981820808633,134.11694287246291,74.59847341753735,107.10127506649827
36.156331376519965,45.35957604904621,90.95302752078072,211.7798901857336,39.5292982287377,73.77578154327709,271.8778601452576,39.69866331929625,148.30484821642773,126.29420244951724,73.92555744974312,115.07341892038993
79.72667622265791,50.82954974675157,100.40108173177376,202.4127600327629,33.7822946056977,176.8340833207391,204.8274045561866,34.92295052695787,141.2715973639296,118.47146202657156,97.01803572077203,130.59529487591058
36.24983696885446,56.29952344445692,109.84913594276682,242.01099486187067,26.14360429491701,141.46878678607203,137.77694896711554,23.983073545400657,134.23834651143147,110.6487216036259,110.46156830979908,116.43892010000027
53.74447188960025,61.76949714216228,119.29719015375989,498.8553593195212,18.50491398413633,137.73944920380276,192.4587841277449,31.51425347721996,155.22297252282945,102.82598118068024,130.6739494887914,110.4167276318054
66.90811476783689,67.23947083986764,128.74524436475292,317.9125481154024,10.866223673355648,134.0101116215335,247.1406192883743,35.62649413976826,69.95060205468259,95.00324075773456,100.5774544350346,115.3558429155066
42.418478710705806,72.70944453757298,138.19329857574598,298.73282950465693,7.79801287587274,170.258007562161,71.39160589839912,25.655819072687315,47.16575520496119,87.1805003347889,26.773704937590253,127.1186165485875
52.33973825664296,78.17941823527835,147.64135278673905,613.8682274229777,38.64550201086096,112.4317561356158,134.2678439839231,39.691710136567785,189.0537924601624,137.21718782703277,91.62280405876152,126.05861613147434
75.97030933126408,83.64939193298369,159.81849910881434,330.4029969267877,38.17794405566094,53.24132891075851,197.14408206944705,48.16829591054901,217.7899727363728,187.25387531927663,128.4654031464989,118.25212071092965
61.14269261291955,89.11936563068906,171.99564543088965,81.6696672012086,37.71038610046092,166.2964377235584,158.846767396621,57.407137237331,134.11749341153424,179.2787324313502,51.57729975591047,146.84186313504176
69.34279068961321,94.5893393283944,184.1727917529649,364.2231551810543,37.242828145260894,104.04792102441748,120.54945272379496,70.18314062115178,208.86879021712096,171.30358954342373,39.58000852663225,155.15339847786169
