Energy_Peak,Energy_Peak.1,Energy_Peak.2,Energy_Peak.3,Energy_Peak.4,Energy_Peak.5,Energy_Peak.6,Energy_Peak.7,Energy_Peak.8,Energy_Peak.9,Energy_Peak.10,Energy_Peak
6485171.372385988,-43992.67281557806,186685.6236595553,36829155.166227125,960317.700739046,55865201.04614921,21579390.67968304,855006.253042778,35488924.72363245,421378.2374985704,2660340.881053783,5924426.049146172
13072026.262145497,307749.8396585337,205345.5807987255,2899797.71477146,390347.0866767408,158166.5789617774,28216450.797064696,1918634.3529446167,357665.0669891019,397316.0909878104,111331.15690216576,8028464.863318653
5759022.116969324,659492.3521326454,174509.1630235142,-613807.6257124592,36121.77037999487,1503402.9596198534,63750832.19369307,928147.8972827222,5872718.5197479045,373253.94447705033,211292.1805681695,11480218.73247726
514797.816790628,1011234.8646067572,-164451.90965261936,47253122.77697301,26747.03198214093,575995.5792868844,51418765.11880035,770769.1534337569,5685186.284053358,349191.79796629027,202977.96600676404,14158418.642075842
1273351.2956860787,1362977.3770808687,3377341.8970879605,1337803.0333994045,19364.70341871316,213664.0470927015,39086698.04390763,94968.51773854595,1248282.8265841296,325129.65145553026,758193.9027504642,7987513.905152131
1694071.378090792,1026781.5709983164,3105203.967255248,4875671.384044153,11982.374855285389,84446.36758428748,26754630.96901492,2512675.163729458,323248.17854056804,301067.50494477025,3168844.0474713407,7470855.937033894
130734.913466558,690585.7649157642,2833066.037422536,30521172.09371366,4600.046291857618,710419.3610674359,14422563.89412219,112632.84806208688,418558.4154089025,277005.3584340102,129070.47148527784,6401702.362982273
551225.6213984622,354389.95883321203,2560928.107589823,37012971.88346571,3904.7445633754737,420183.3333911763,2090496.8192294708,57077.84102489497,513868.652277237,252943.21192325017,1002713.1350586916,4926251.192203216
1763075.3884370034,18194.15275065973,2288790.1777571114,56850703.33939918,3209.4428348933297,534072.2373541221,4468310.352083824,98461.81731816496,1018786.929362266,228881.0654124901,33209246.95423825,4155033.5179930776
1154316.8271083322,-318001.65333189256,2016652.2479243989,22478489.406957656,2514.1411064111853,647961.141317068,6846123.884938177,96955.25328946272,129352.450364381,204818.9189017301,474185.9445335447,25221967.04679365
288820.3827656807,-654197.4594144446,1744514.3180916863,29816303.858891383,10015.018913056756,432961.94179072615,1980439.7216509527,217984.11535733807,185046.0020065004,180756.77239097003,231373.38602972528,14276655.714483077
174499.09938921555,-990393.2654969968,1472376.388258974,55230366.5432747,-35034.013565695874,35815.12443742261,5646275.210187905,667322.5139473578,3649361.199414496,284148.54344039835,1156702.4741300428,4124164.877883084
290288.87834267266,-1326589.0715795492,265009.10874717333,81595445.40434977,228728.12485045605,220201.78628747867,9312110.698724857,240139.7372916824,3743130.376708701,387540.3144898267,1779016.3331817836,3742001.269850608
172010.24239878255,-1662784.8776621015,-942358.1707646274,17787750.63260602,492490.263266608,1187014.9721658395,9288653.30126314,277913.0756480238,3042658.927147269,548835.7584305574,534270.5515990962,4717202.1552944295
1930436.205599825,-1998980.6837446536,-2149725.450276428,58834933.645607,756252.40168276,61002.6084271159,9265195.903801424,43875.43401894802,7134641.856948073,710131.2023712883,515406.8206511402,3713944.276244907
2671118.7444093376,-2335176.4898272054,-3357092.729788229,7052633.593455142,217368.19860567417,-157541.43942109286,157936.62375749694,773517.2690302285,2611278.3625956094,871426.6463120191,241135.5096122284,4943109.10518335
114504.9851573368,2015572.7728832725,-4564460.00930003,4763899.30174743,229993.6241969471,236228.091112918,299508.8033508352,36358436.577632286,801134.2996200584,1032722.09025275,232401.1186679093,6585684.643182603
1266590.0345115978,1666517.7275241774,-5771827.28881183,11745672.239026524,10251726.91810388,629997.6216469287,18174.77170065108,382021.30896431,443859.420624745,1194017.5341934806,72474.48588358978,6860474.858498473
595920.7651212884,1317462.682165082,-6979194.568323632,25714673.73430939,19689384.66771348,1023767.1521809394,317482.54703838006,237014.84844038903,729317.8385768738,1355312.9781342116,3378793.035109141,48266448.26716445
1992366.823064496,968407.636805987,-8186561.847835432,65707031.57826105,39230643.249514185,7140644.087384021,139105.0211800481,162904.80074390187,152298.66354005312,1516608.4220749424,-4197095.016871907,6101480.327674292
1777013.742245396,619352.5914468919,-9393929.12734723,1294241.5428698938,154640.89191592706,21622203.06710284,-67455.3018661053,291561.74417724245,1222536.0194028155,1677903.8660156731,6622529.543124072,6616650.031325981
1535976.4782013828,270297.5460877968,-10601296.406859033,49029084.19731272,90075.82102228331,606558.5592994965,58702.11036939334,2389621.4980293224,704500.9316069495,1839199.309956404,243377.90523468627,7878595.648323955
2301836.5490459404,-78757.49927129853,3352522.231332983,112203703.87740897,33983.731608136346,294944.6328027544,-19969.702842708182,192935.2461357286,668833.0528333243,2000494.753897135,4050262.225385636,7113981.239569426
1758419.181056731,-427812.5446303936,2845466.7333866926,2148294.652565416,1780321.339933939,350897.95801994024,-98641.5160548097,12402911.016636845,327391.4791436244,2161790.197837865,8373744.882928297,5465965.565586878
4310083.633077549,-776867.5899894887,2338411.2354404028,18532826.562857017,2454925.3234723685,9677978.401026046,-177313.32926691123,1045142.5004952644,1203599.3573449953,2323085.641778596,924719.7628912036,4759248.041993301
2003712.7909780664,-1125922.6353485838,1831355.7374941127,1238812.3556187083,271706.1949099941,74004134.07284515,424833.8936052638,222295.5674748419,1870589.7810832849,2879950.728029538,224774.7238635984,3847159.481690225
2006546.261155994,-1474977.680707679,1324300.2395478226,1178863.9977200995,690565.9210721822,30758387.27714968,1026981.116477439,593117.867018144,709815.0213661076,3436815.814280479,442978.5310426577,4897461.520742921
4521220.736181903,-1824032.726066774,817244.7416015323,32053906.621107142,2017409.2083623705,30666373.2155235,779316.6895585153,3214391.1310347524,1698199.8723952717,3446321.327816208,314816.0898035461,4160368.410782223
2262817.4005789827,-2173087.7714258693,310189.2436552425,53733750.26805066,3219581.5686143804,29152789.94271857,531652.2626395917,702558.1318268515,19583633.36772485,3455826.841351937,354292.70344884554,18701160.140961427
650825.5646308316,-2522142.816784964,-196866.2542910473,64490831.90270919,3984765.559013885,3680756.806423254,283987.8357206681,788346.6009773889,2368709.989466244,3465332.3548876657,86567.9601348385,3367318.5440960964
954078.783287986,-2871197.8621440595,-703921.7522373376,3877634.322690156,4342255.554805261,71372393.01334915,36323.40880174446,35060204.25918487,15802048.84815472,3474837.868423395,149758.7934815872,3505018.217347676
877433.5322028757,-3220252.907503154,-1210977.2501836284,16232954.42839299,3841080.938621527,11459866.282620016,-211341.0181171792,1132698.2557776086,625716.553189737,3484343.3819591235,328199.173038341,4173968.214321235
2138301.7502341126,-3569307.9528622497,-1099813.1097956495,29402396.09456903,4025797.498892831,17558866.201118298,-459005.44503610267,13086719.912675029,88500.21855853169,3493848.895494852,45344.827048173815,4111756.687236509
511783.4923056716,-3918362.998221345,-988648.9694076708,1364845.201183674,5336975.99210923,8326477.456846502,-289358.518900834,1392150.4775913772,200006.5147390329,3503354.4090305814,109458.3907422245,4728182.213192223
444951.7008047901,-4267418.04358044,-877484.829019692,4217777.961888509,4171797.059361524,5231100.157356836,-119711.59276556526,33261178.020204306,48092.980709786105,3512859.92256631,155847.44721887074,4280768.813449239
687223.4110960929,-4616473.088939535,-766320.6886317134,611649.0002326685,4972457.393988201,3083690.0446144007,49935.33336970344,2122131.3246468394,169585.08155755737,3522365.436102039,474146.3519128694,3241653.021962256
891274.9025435329,-4096015.598191888,-655156.5482437345,1425791.979140312,16899415.547125656,843586.3455897428,219582.25950497208,16971390.446423113,95532.94824148444,3531870.949637768,25430477.47743831,3435027.9034522176
3323232.851504647,-3575558.1074442407,-543992.4078557558,1434225.7732657858,4439837.491416724,174725.8849841201,724614.1885721768,6029941.693750434,160579.70284291264,772571.458397774,18209930.495674152,3450406.038970979
2370962.708456224,-3055100.6166965934,-432828.267467777,14537834.124612909,4537709.338127792,105881.70966987144,1229646.1176393817,28308885.00114024,280106.3691504407,1914294.9893444893,2134398.98739508,4023166.919365226
3208572.389566222,-2534643.125948946,-321664.12707979826,2435232.8312993413,5817222.812023015,3514418.6179714464,1734678.0467065864,13212689.45743528,173711.13347580357,28917394.465650924,19925.28376897429,3598830.791474493
419553.62560108525,-2014185.6352012984,-210499.9866918195,1279552.2306380314,5090730.920798041,3975916.8241094174,2239709.975773792,25985808.299746208,742728.9116992371,11170410.634584084,129078.06089195784,2659849.5390197164
2016852.747521332,-1493728.1444536513,-99335.84630384063,4492052.1273404565,23908567.884661727,553504.5594290659,2744741.904840996,289015.4977419281,299691.44630951097,-6576573.196482754,18064.115985807664,2549056.642128716
764853.1272455635,-973270.653706004,11828.294084138004,2533267.1191767333,6463113.157265639,432291.9268607496,3249773.8339082007,748927.3596428906,244289.78728407985,1068619.712013699,21040.390295871293,3370837.812746487
362180.6135181806,-452813.16295835655,122992.43447211687,1681286.5431353138,6306341.829764208,33495723.6022751,3754805.762975405,1601826.0747115256,37628.02864531172,8713812.620510153,78360.76905248071,3045775.2803518474
468280.7110182338,67644.32778929081,234156.5748600955,23369363.095040184,7074838.031759696,597145.4311685823,4259837.692042611,4023413.8598464895,178845.6165016849,16359005.529006604,323667.7832106301,3144665.7767831404
549894.4120822634,588101.8185369382,345320.7152480744,15004151.184742227,8433451.120227784,228528.5471466311,4764869.621109815,6445001.644981454,13481.770026030645,24004198.43750306,92285.14597009432,2241832.800393088
278704.52886902634,1108559.3092845853,456484.855636053,1507063.4653456751,9981194.159393247,837028.3773656569,5269901.55017702,4591043.393100221,59240.16326912999,31649391.34599951,165571.77632149612,2815041.9168475554
239059.02858288097,1135232.074649788,567648.9960240319,782123.9822221041,137193198.63546476,293449.5946645927,5774933.479244225,5653080.224249528,255340.9664539493,39294584.25449596,67050.38065296106,2293756.272386288
425833.6327628332,1161904.840014991,678813.1364120108,40925546.11619953,29047098.844882187,498399.6793897108,4935371.060214227,3178837.639340993,51531.55966742511,46939777.16299242,812464.6693373034,2998620.1403512643
270463.8201533449,1188577.605380193,789977.2767999893,964282.7252764473,10126162.07565932,223919.93929811503,4095808.6411842303,2100630.137607444,157211.2774249727,54584970.07148887,40697.59808313125,2505911.7139861
3548208.263099092,1215250.370745396,824725.0037292988,37229414.47424472,9673018.289678425,1514101.6018802363,3256246.2221542327,3021932.386936402,18952.539044574823,62230162.97998532,22896.16269051484,2646029.6891827947
1932344.607027232,1241923.1361105987,859472.7306586084,2504443.866657309,7744164.078563476,1168099.3165880337,2416683.8031242355,1697556.589330244,-3474.085843587304,69875355.88848178,13356.951775787453,3008207.180171199
247183.41851542835,1268595.9014758014,894220.4575879179,1050101.0755857285,8224274.584339353,461999.14596752863,1577121.3840942385,1641414.6403396183,6534.466464224422,77520548.79697824,24514.035898156548,2521039.7870287625
297993.07649240823,1295268.666841004,928968.1845172272,7748940.148796385,6525699.758573649,522454.0195495384,737558.9650642411,5666080.913944799,20914.825146597694,32756798.778244164,30591.53177150084,2602794.6888192585
298267.59295529453,1321941.4322062067,963715.9114465368,540206.9707598374,6614172.067557933,744132.1684391686,1900858.406115732,5431186.106488285,70088.33224342478,16648689.53246606,558710.406109158,3228472.766443436
901716.30337381,1348614.1975714094,998463.6383758464,1542514.215583736,6242570.615171018,1123637.014931481,-147997.82514715262,3603110.982496421,-459914.5924411266,540580.2866879585,732966.9878677974,3348387.146093988
447199.6405383416,1375286.962936612,1033211.365305156,2553915.8963203523,71106871.27613163,1143660.6499727664,2951269.5489090485,5679725.532414479,1151526.667228022,943675.6347445814,191233.11760077137,2759841.257804415
879418.6845451179,1401959.7283018148,1067959.0922344655,3893802.605649154,71435235.70840655,2190519.469982628,710055.0828201433,5577997.641871413,247498.8275127252,1346770.9828012043,239546.3483498276,2749591.052686865
476017.5433972116,1428632.4936670172,1102706.819163775,582364.4075756073,6647845.812650454,1143438.3813846614,-2058509.77191874,2238896.0705519123,473903.98357803177,1749866.330857827,71713.4924345756,2813258.5440155063
1916793.8191893897,1455305.25903222,12568.206071175446,110627.60089423491,6312566.699147617,53973891.16750042,-4827074.626657623,4300668.122377764,155137.62917435175,2152961.67891445,1192087.1908208756,2403882.146022899
4299406.864988808,1481978.0243974226,64971.5914463564,201574.9514535045,7216956.353206842,1465441.8964846295,5731710.244854612,3755645.358591799,22064.73236369636,1892403.722397068,39074.31071744701,2330148.9229839896
1642631.7470688848,1508650.7897626257,117374.97682153736,334244.6036025868,6454365.830260158,1475241.351758481,4274028.611796806,4131528.182694516,38565.59302727373,1631845.7658796853,461501.0513134013,3010072.782520679
4641818.195175543,1535323.555127828,7621199.75337621,7356789.831371857,6235163.842583632,1462563.3285893546,2816346.978739,4280292.630228749,54083.15487932284,8078708.087241093,171516.40393560723,5197094.146523619
2676037.8814391457,1561996.3204930308,-13451334.928813595,1517853.0058258718,6873247.862783484,66832807.76856491,1358665.3456811942,5544801.964415269,118397.03738982616,19223283.525081173,70278.4389328197,2467433.945144468
412089.827825927,1588669.0858582333,20285013.904513687,419333.16141143866,6822781.334919252,3080129.8076582844,-99016.28737661226,1516893.1783059847,65562.5875558461,30367858.96292125,1493035.7228535751,2759013.85060535
426632.3023489724,1615341.8512234362,4146511.860152052,3254076.7399793933,11456293.964558702,3930908.32029914,628155.0237772726,5626677.78171679,78386.37890562366,41512434.400761336,108635.6000972974,3282666.064027881
3704452.543784954,1642014.6165886386,3944280.842385378,4144670.153149969,15629691.239681032,1367816.237405758,1355326.3349311575,3706496.219274052,171100.69832431074,52657009.83860142,9382.224146897935,2859478.208459733
1797263.517583744,1668687.3819538415,3742049.824618705,480540.2689127351,4341956.395713703,168716.81765054492,2611121.797813791,7441415.422810837,33611.801457932364,32433962.297352128,84056.16540299129,3393877.2468787683
533712.0843664439,1695360.147319044,3539818.8068520315,9659085.470336,85116434.56838658,86544.51583290579,8439442.363195112,11097792.304572258,361065.7681326043,7518634.820174148,303486.0479499437,3830032.960861472
1211499.0497663522,1722032.912684247,52297.38520094007,2050356.0133092552,7107695.615404466,160600.29531518865,2023132.9273097904,7004313.430865537,36784.63313775568,4104712.7390153846,4676669.552664545,3098458.651621308
139337.90899350177,1748705.678049449,60122.91695703657,5712120.811958548,3088752.748240629,3675661.434806468,-1434296.9394196554,5213383.967409567,67686.38470994655,690790.6578566213,3201700.492499316,3626803.733305607
168838.8283129625,1775378.443414652,67948.44871313307,1250597.3260671273,2985285.018654392,11557832.301693002,-4891726.806149101,301905.600995295,42699.55568193395,487779.9455456557,785434.890670019,2919349.021219111
103475.80940864349,1802051.2087798547,75773.98046922956,193953.4946327337,8921404.754861157,34064698.937395535,-2155468.705048093,3815037.967164205,51879.370957529885,284769.2332346901,4575889.852671825,2896539.1653116075
394944.62213660113,1828723.974145057,83599.51222532605,382271.4289765464,3965357.539542169,375461.65300367656,580789.3960529147,13695695.677411746,34972.40129633252,365519.4068630078,4213907.897065861,3196175.160486661
593668.2389688937,1855396.73951026,91425.04398142255,172648.3363315994,4058274.2118216,208573.9679223931,3317047.497153922,433918.16721072746,40535.34131755024,4351261.332721226,14599192.156830344,3081629.5768774506
94580.12532608268,1882069.5048754627,99250.57573751904,240657.71119873668,13327335.790496323,45822.43166211672,3021795.4743271666,379633.75547472417,21518.29815732836,3846474.775480008,3911557.0422699098,3345351.048653774
147396.0017619278,1908742.2702406647,-48904.27243572436,2074412.0718231644,3655118.199862411,1510710.272700386,2726543.451500411,383334.7870350285,31719.77811275763,3341688.218238789,1583177.432675616,3075630.107375595
235352.96327306773,1935415.035605868,-35962.79736543262,315816.3598403713,17751378.378100105,1746081.4449847012,2431291.428673656,475275.9337683365,42382.41686865804,8852823.884226294,9425.194477097735,3426290.2579647847
319556.1512599223,1887429.6716377293,-23021.322295140875,216938.9699114469,3730693.9356569424,1257462.5301517234,2136039.405846901,2305102.091863837,44456.33777438656,14363959.5502138,333108.60987132473,3600675.010595605
113403.69678666732,1839444.307669592,-10079.84722484913,2280358.8136696746,5667064.27733553,1952588.75684454,1924948.8540946187,392881.3022144939,2630474.780025815,3029182.222502103,-211314.2824723397,3482652.7082832456
104945.9943129974,1791458.943701453,2861.6278454426065,8626307.857822573,5774257.713920301,1495521.8532498316,1713858.3023423366,1240916.0509065418,111458.78661695468,2468158.816774823,-106137.07908355672,3031854.3779938
58307.65727670859,1743473.579733315,15803.102915734344,7723650.927285666,5883138.786399664,1057515.618708708,1502767.7505900546,2255989.760409346,18155.55732204833,1907135.4110475425,-959.8756947737274,3065306.787562007
30033.124316134134,1695488.2157651766,28744.57798602609,350439.56761156383,25752056.085912246,1414781.9581138706,1291677.1988377725,468913.06099414144,483158.95717543294,1346112.0053202622,32015.36689931027,2864327.9463284304
31059.411224526804,1647502.8517970382,41686.05305631783,1075245.930536186,4839260.244378395,64079390.92380841,1080586.6470854904,1707236.897981422,327403.3907080556,785088.5995929819,80714.14538070273,2608049.675490454
199897.50342183287,1599517.4878289,54627.52812660957,11198518.52849447,4107535.993106266,938451.0454221136,922406.2390472252,2086981.2926848845,509152.13172166125,224065.1938657015,129412.9238620952,2527476.9908292294
23399.20136440181,1551532.1238607615,67569.0031969013,16679332.67605349,2926102.339247536,910704.7119974294,764225.8310089598,1742133.2038418655,65837.72861241802,368030.56002046063,178111.70234348765,2472532.4212746737
25836.881347946222,1503546.7598926232,42887.57412259243,252355.82133013225,2529320.7644624347,23211804.889237083,606045.4229706946,1008654.8139404554,433598.2295257164,511995.9261752198,267911.6935336982,2503564.599182697
78816.87319070194,1455561.3959244848,18206.14504828356,4890930.470207858,1939848.518033067,1724302.3052746006,447865.0149324293,519764.85950334056,70317.80360626528,655961.2923299789,357711.6847239088,2437967.477763375
98055.60907869838,1407576.0319563467,-6475.284026025318,,1849927.972840788,1164330.7730076455,289684.606894164,534286.6704549371,1076187.974121846,799926.6584847381,447511.67591411935,2579393.5715087336
59479.801867631424,1359590.667988208,-16940.791210162788,,2442352.0284757093,694065.4438380785,131504.1988558988,413132.8687268876,373590.01524535567,943892.0246394972,537311.6671043299,3007354.7733764667
72338.98450056443,1311605.30402007,-27406.298394300265,,2214893.2400488835,451230.58855206304,2747955.5973682194,730129.7573936805,922586.7257272116,1087857.3907942565,426547.9083204013,2280877.7554199025
94709.00072227772,1263619.9400519317,-37871.805578437736,,30717254.054755066,527607.050858404,5364406.99588054,802176.9607196837,1251603.5034252172,1231822.7569490157,315784.1495364727,2745410.8388038096
73261.10569834393,1215634.5760837933,-86361.67548254904,,1748766.8420162257,444546.5908086846,4626332.9758904185,472244.2287963022,1073763.2471370243,1375788.1231037749,167368.9363797042,2586270.4625691324
871875.2469212966,1167649.212115655,-134851.54538666032,,1781600.932107384,1059451.166405333,3888258.955900296,656663.5767791809,1133686.5918930925,1519753.489258534,147937.208773843,2277928.462065159
249035.97825299023,1119663.8481475166,-183341.41529077163,,1543106.5596949044,434144.7936144612,3150184.9359101737,616502.2319454101,859818.4949560142,1663718.8554132932,74125.8548214132,2425465.672441777
98226.48585029312,1071678.4841793785,266891.26580815687,,8264546.764763483,8968077.19612684,1810801.535513003,688040.8989983199,772163.4543294893,1807684.2215680524,408380.95372352615,2051956.3400182407
11503.473337840956,1023693.12021124,260538.702481683,,1784094.2567486176,2147393.4893708345,64178.37202436711,751409.4283132332,618362.1146141549,1951649.587722812,164244.80692216678,2201330.232634525
58477.48496009525,975707.7562431016,254186.13915520912,,1675447.4824903642,1339904.375528511,131330.12157489426,5199904.389510058,983292.9802129042,2095614.9538775703,497980.6303502423,46599092.53006585
67606.96815262789,927722.3922749632,247833.57582873525,,1696753.7433708597,956606.046296706,203747.7205612168,566887.8396609481,984863.0354576802,2239580.3200323298,342438.96076601115,2424881.974985203
385092.1104118314,879737.0283068251,241481.0125022613,,41329313.04018739,732116.8912465048,276165.3195475394,708167.3221436321,247419.86022661487,2383545.686187089,203188.3792576829,1715358.7210329268
71835.30738240699,831751.6643386867,235128.44917578748,,1919331.4395469143,606306.245998542,348582.918533862,767649.6391384343,841682.8490690857,2527511.052341848,3870659.406424388,2074158.895493973
74183.26602382645,783766.3003705484,228775.8858493136,,2166961.400431136,460607.8784427936,421000.5175201845,745424.9685244476,192210.1592631993,3320786.6487757377,49522651.11435214,2841170.291130422
12842.401636639175,735780.93640241,2225830.589755645,,4659573.068232602,25974899.61307204,493418.1165065072,441198.4268684872,181295.7913837261,2848460.499048973,55155979.35562484,2202401.696792515
16372.676683999693,687795.5724342717,12211389.452842196,,28831357.853256416,5896218.744706894,565835.7154928297,318126.7227007481,158968.0631647604,2376134.349322208,37539263.45187308,1663739.3416625634
6905.125895404737,639810.2084661333,1294032.3551039328,,1718081.5194574478,362680.3057796258,638253.3144791522,283011.03397934284,145266.08484538255,1903808.199595443,34011652.183401965,1378417.6439177874
6294.16305442888,591824.8444979952,18128297.93269674,,14556638.63300544,1266272.471977714,710670.9134654748,474662.3504212084,51613.57903225626,1431482.049868678,29984.939154625343,1214415.7683506378
89668.25849404887,543839.4805298569,37432229.00624758,,16504724.799620165,236988.41456511425,783088.5124517974,271516.6525883491,65368.254233819454,959155.900141913,357388.3122862643,1938968.7873394096
97715.59779302026,495854.1165617185,3937781.2301114993,,5528342.062833188,32746448.65370977,855506.11143812,392732.23019368935,88739.68786958509,486829.7504151482,224001.2473886216,1663618.6886636207
106712.60077961897,447868.75259358017,12263175.26196868,,4994319.3069192525,30104305.12809395,927923.7104244424,534094.6476802195,98543.95944773426,14503.600688382983,249607.676059846,1376361.0624320123
640268.6940322549,399883.3886254418,9434630.011266226,,6131034.112715045,2257931.1107229544,1000341.3094107652,583925.5046553875,6589.047025856249,-457822.5490383818,132298.38755914668,1587950.661389445
92286.28229283023,351898.02465730347,6606084.760563771,,5505976.045201736,4926466.142983677,1072758.9083970876,514914.09361931984,4488.908177632173,-930148.6987651464,262419.8532315881,1282540.3862023663
24217.62740049875,303912.6606891651,3777539.509861317,,5206175.003617204,160496.38456403278,1145176.50738341,613873.019008854,4900.179011257214,12267135.556460807,214318.2145157625,1491096.39547994
113969.08046292156,255927.2967210268,288360.37031209166,,23975902.36714352,8875601.505596863,1217594.1063697329,680857.0591517887,8278.236821615885,25464419.81168676,225821.8887424079,1941872.383286585
105525.34155985503,207941.9327528884,165328.9482327943,,29651499.51145685,2238140.738736862,1290011.7053560554,715549.3424377011,264339.4669201307,51363122.64503797,272487.58766231843,1143378.9231468749
80766.19833785476,159956.5687847503,42297.526153496896,,6026375.8744571805,388541.5896194992,1362429.304342378,680839.740045494,176464.45360184723,77261825.47838917,282986.681186985,1347634.845759473
67235.08747483585,111971.20481661196,8197.554027340366,,5748788.467866449,1937730.7086729028,1434846.9033287005,663217.6922510529,187550.7650303328,103160528.31174038,325720.37492003915,1910010.3369732583
105837.40658521428,63985.8408484736,1719061.9322772855,,21044909.344628148,36674044.97521615,1507264.5023150232,718756.8994866777,236678.81328332025,306930.5225963572,368454.0686530933,1849783.9912901348
37300.122145601184,16000.476880335247,1828768.557697756,,42804918.84778153,268647.7843402188,1579682.1013013455,877797.1711072857,254482.7809520777,79341.1163866737,379901.8807210366,1332085.265986994
14477.793017654958,-31984.8870878031,1938475.1831182265,,39116713.74003837,409473.5437255866,1652099.7002876685,468559.9829912349,300458.7843623952,-86636.72141466262,83420.40866433669,1214217.9388821027
19336.227461691906,-79970.25105594145,2048181.8085386967,,48062314.64853133,417768.80907757336,1724517.2992739908,681452.0579688163,302343.2537472126,450412.1674449083,638087.3434944528,1632026.868726682
56271.522688475685,-127955.6150240798,2695882.8386227726,,53637515.13832092,45406925.1447071,1796934.898260313,600961.6721022318,733442.6283423649,-309538.42385144136,305834.7497475993,2508598.829850992
128844.1492408103,-175940.97899221792,3343583.8687068485,,9462978.530479528,487398.7985905728,1869352.497246636,870599.5418958291,138997.99293589397,131162.3547126152,305552.8495045336,1490221.5294955391
87327.829475504,-223926.3429603565,3991284.898790925,,,543828.5414965436,1941770.0962329584,38805977.75559788,260901.916010692,148039.61095983232,432145.5207844211,1846783.18539562
35985.17870138004,-49116.82812929651,4638985.928875001,,,432459.0577551516,3527627.6504531624,14367312.132214297,343904.0149467634,291474.282475556,345165.2023584567,3603305.782332685
103541.65967035816,125692.68670176348,5286686.958959077,,,6833538.297358353,5113485.204673367,1512350.2492134236,99402.48086590048,20653.1678358032,326821.0368351425,3803269.817183187
2252.57793122392,83533.61930348497,5934387.989043153,,,564069.3143386284,6699342.75889357,2072664.7469817,52532.4014446044,14840.640467221529,376587.8877436447,1389096.8998895811
6356.158736992188,77664.56726753624,10108379.020357337,,,579474.4294719468,8285200.313113774,2242431.6110922806,5662.322023308316,16776.0010598808,1218751.379218542,3707433.914361588
27724.62479807428,92454.1049685569,8042223.184414461,,,564959.0057805035,9871057.867333978,2133825.1286391034,131396.25455202587,24443.49197786148,575959.9815359601,1646782.1265279157
100836.3144424312,68550.94069980251,5976067.348471586,,,575536.5694367997,9488669.713696271,3805557.236232121,224811.34105166845,32481.780220447698,318058.32659900724,2199756.049369708
99965.44239541604,44647.77643104812,3909911.51252871,,,2138809.199921151,9106281.560058568,2431725.373197616,223780.4322924306,40520.06846303392,389971.9646543354,5608048.339821415
168506.14750253217,20744.61216229373,1843755.6765858345,,,348295.206008379,8723893.40642086,28960925.13092084,295543.07124691526,-8466.1548733574,443630.689521156,4709432.23536708
4847632.769684024,-3158.5521064606583,-118707.7697832188,,,452297.0791270703,8341505.252783155,3373007.3409803463,153464.84559962287,18500.529425733388,455385.3411858964,3967375.1874274937
8386618.858280508,-27061.71637521505,1785764.748415272,,,466400.957973912,7959117.09914545,3504026.4002363263,142198.6085607012,25180.486070867635,2910435.82909552,5526867.695019757
