Counts_Crest_factor,Counts_Crest_factor.1,Counts_Crest_factor.2,Counts_Crest_factor.3,Counts_Crest_factor.4,Counts_Crest_factor.5,Counts_Crest_factor.6,Counts_Crest_factor.7,Counts_Crest_factor.8,Counts_Crest_factor.9,Counts_Crest_factor.10,Counts_Crest_factor
5.690011037334417,3.158479339577508,3.583641502262534,3.6193541369278863,3.2285844637539487,3.5868855636766663,6.564787250693239,5.722399246493865,2.9322363281099144,1.812770892190369,1.4243136826233185,7.941554521655886
2.935453909549525,1.2334310413223533,2.563400176421621,1.922814964127329,1.0404752081798412,1.2931863053275403,2.321127394597568,2.211853773929886,1.4384422598638316,0.9508985069330196,1.7442016361519683,2.0389125810437343
2.510563823603336,0.493360448602305,1.543158850580708,2.832467337690717,1.0410802480918857,1.2480294175129325,1.1376110148462302,2.9295433295661613,1.699752791804339,0.862823527129306,1.1295543119077462,2.073369841369642
3.1029492464121486,0.5398461637339284,1.2936640176959642,1.7104204145061686,-0.0284545099562052,1.2028725296983247,1.1554997365492716,7.566627815406489,1.2563999039109537,0.7747485473255924,1.4138045577732392,4.429078483620916
2.2818404727707247,0.5863318788655517,1.0441691848112205,1.132116073611153,1.0854249873869437,1.2610740629575674,1.2019178487169089,3.8322703980506376,1.212865539123124,0.6866735675218788,1.3578454838167069,3.829992170656421
2.110200648025901,0.6328175939971751,1.1136247192609825,0.858300014148711,1.112544182366642,1.31927559621681,1.2483359608845457,2.380959192248276,1.058707861937574,1.2301025111097297,1.3516882339564786,4.4377010884125605
2.272331835560785,0.6793033091287984,1.151546465757885,1.854319036610769,1.13966337734634,1.3721071282890154,1.2947540730521827,3.5145197676778825,1.247093987493961,1.2300710761535938,1.3455309840962504,4.510595470896285
2.302804654716522,0.7257890242604218,1.1894682122547875,1.0483662453406328,1.1667825723260383,1.8682131982195231,1.2684754346944715,2.034773495366687,1.2085047325955782,1.2300396411974577,0.9666836036291604,6.463882092151558
2.444619366222753,0.7722747393920453,1.2273899587516903,1.7019397038293538,1.257723123360829,1.601791188458221,1.290873221755896,1.763385579980756,1.1699154776971954,1.2300082062413218,2.490470495819631,3.693212111593189
2.577327082560464,0.8187604545236686,-0.0911083342229937,1.120211797197893,1.3486636743956195,1.3353691786969188,1.3132710088173205,1.4591229743672285,0.8796508644237577,1.229976771285186,2.009131007855008,3.363432063655069
2.287897104433669,0.865246169655292,0.4498292424100344,2.076165125360796,0.6190226154312081,3.1491293169138967,1.3356687958787452,3.336144021533763,2.379592182076116,1.22994533632905,2.925304658081106,4.596638850421389
2.417480561922291,0.9117318847869154,0.9907668190430624,1.6520463439111592,1.5101077043055844,2.7487071866263904,1.3580665829401697,11.753512952130643,1.2672055388257009,1.229913901372914,2.42013202571727,4.583952806860234
3.277324730343321,0.9582175999185388,0.6291851787947819,-0.4496166072883307,1.6740281008798548,6.234547404908034,1.7110628497505016,4.094553460052858,1.2685691177931406,1.229882466416778,2.38542930509966,4.583927539684513
4.28794621307807,1.004703315050162,1.506966025077482,2.919341196916823,1.6896293987561597,2.2360489577427547,1.71324425321082,4.089088329038156,1.9903188345555367,1.229851031460642,2.808448851970068,4.633708972514657
2.987906722150092,1.0511890301817854,1.3818189236114853,1.1514160274799348,1.3562383093964605,2.3189936808321368,1.715425656671138,4.442954106416123,1.2219703133256443,1.2298195965045062,2.2757049229918733,3.9475888813265887
5.829444784142261,1.0362764170514471,1.3788521689172435,1.3959652839974177,1.0228472200367609,0.3889629991287054,1.7176070601314566,3.862422149454526,1.201608319884243,1.22978816154837,2.945549093135017,4.292691126203119
2.6571769003456684,1.0213638039211088,1.3758854142230017,1.1149635953020611,0.6894561306770614,1.1571615228894778,1.7197884635917748,4.154454381914484,1.5674348058686256,1.2297567265922342,2.0289251808896225,4.082380547834891
2.9243105053520178,1.0064511907907705,1.3729186595287597,1.4402638696159802,0.9804050914857458,1.893208753539064,1.721969867052093,4.0564649846352285,1.933261291853008,1.2297252916360983,2.1108796761291133,3.927865174982825
2.7090520429369884,0.9915385776604322,1.369951904834518,1.0180288131750057,1.2713540522944302,1.5729249410667911,1.4057894662766253,6.657421615213146,1.505461861303795,1.2296938566799624,2.7827247446956065,3.748568603279565
3.056249653973879,0.976625964530094,1.366985150140276,0.8644516704905804,1.5623030131031146,1.2526411285945185,1.0896090655011572,6.893824535804045,1.784824338823217,1.2296624217238263,2.2005863175324176,3.991248104498876
3.2439508186177712,0.9617133513997556,1.364018395446034,1.2206799769132046,1.574010879872476,1.069674308789684,2.127016148288782,5.035859262912217,0.9551883724025676,1.2296309867676904,2.1624098680886448,3.682823391549559
3.223966291255471,0.9468007382694172,1.3610516407517923,0.8313465725556771,-0.969720632120972,0.9103245637456996,1.5603655430936731,6.000652736291949,1.5711696720361503,1.1304979802162147,1.343183571417133,4.361151954245185
1.637153249569726,0.9318881251390788,1.1527538189580266,2.1740056593464203,-0.0408167228118706,2.096718151574209,0.9937149378985642,3.820485288054011,1.349128808840628,1.031364973664739,1.2978422647055134,3.3896695124002445
1.5452698358981232,0.9169755120087404,0.9444559971642608,1.391864053567927,0.8880871864972307,1.4799786449960086,1.6220024909329416,4.044006887474463,1.6408463389768857,1.0425467477676489,3.533292492575689,3.15178976659526
1.3890709896701086,0.9020628988784022,0.7361581753704951,1.32469056863993,1.816991095806332,1.0363404890231072,2.2502900439673192,2.950542852413248,1.5521420148037308,1.0537285218705583,3.208152056370086,3.3808117523262275
2.969230141685746,0.8871502857480639,0.5278603535767293,1.2158167445194552,1.0627051074792426,0.830647273062798,2.632024922019016,3.796782546186064,1.7904471993116515,1.0649102959734684,5.462655814475773,3.6637793198116655
2.8300817514670604,1.3363886798752684,0.3195625317829635,1.6899358855205642,-0.8400531838183153,0.5976145777855464,1.2650021937580922,4.384298926492154,1.6372017851304552,1.076092070076378,2.184880270681256,3.2490597779149364
3.8928136335227768,1.2289366631597958,0.1112647099891979,1.809700198189569,0.7942258814557275,0.3645818825082949,0.4481638081744853,3.487481379424217,0.8832107449353346,1.087273844179288,2.2293591916667146,3.3203266255942565
4.407831199832695,1.121484646444323,-0.0970331118045679,2.1904388353908137,0.7332217322251238,0.1315491872310434,1.0350279089650376,4.6009548757769085,2.167508553288816,1.0984556182821978,2.0631800863144623,2.699712654909189
1.81869647440276,1.0140326297288509,-0.3053309335983336,2.0710940008588854,2.9457514992142366,1.4551445550683926,1.2074311718319386,5.325815427843774,1.263101868643142,1.1096373923851075,-0.6789330483564837,3.51915295877746
3.789631148119236,0.906580613013378,-0.5136287553920993,1.363445289142787,1.993913943062983,3.164517229531687,-0.5009929614776121,6.547109840507097,1.4744867286361518,1.1208191664880174,2.111151896703636,2.878999339225427
3.056935024193082,0.7991285962979056,-0.7219265771858653,1.6986412776786792,1.3103202498821849,3.544689382293988,0.8111599327968934,3.0429868095396984,1.0361407762316286,1.132000940590927,2.9795706589813644,2.964992109187365
2.454902595153702,0.6916765795824329,1.1719259893452425,3.5966709944148136,1.1670490414830064,2.065785286070226,0.2684774987216378,5.308868115214758,1.4457033362800296,1.143182714693837,2.0121247131519007,2.935714050879352
2.698338934036877,0.5842245628669603,1.016304923215784,3.4023877764664423,1.459333593750909,3.909243143141018,-0.2742049353536177,5.05303497936283,1.9427471028386136,1.1543644887967466,2.289207154189624,2.924160284883
3.058238848026308,0.4767725461514878,0.860683857086326,3.7976820783345535,1.1720817115566666,2.3606040909542725,-0.8168873694288731,4.207474446970696,1.3793794996921211,1.1655462628996565,1.7286140268987606,2.7863016173422257
2.43332169175806,0.3693205294360152,0.7050627909568677,2.5384820292652326,0.8706655137810203,2.0176926828106185,0.5060418543185791,2.512082099091705,1.1717446644547005,0.2924030260116042,1.5690352331577846,3.104760148795425
2.781173955416228,0.2618685127205427,0.5494417248274095,2.355210873193824,1.423737234669036,3.6628586745379135,1.828971078066031,3.022466846052532,1.5937455282958874,-0.5807402108764482,4.556397611997366,3.021568302657621
2.285033440706502,0.15441649600507,0.3938206586979512,3.451632842430673,2.8019625702379494,2.199204776498413,1.7544476796681785,2.2350543202732243,1.4579881510357386,-0.3880351143784178,3.5243685331373813,2.724981084614451
3.010817200813418,0.0469644792895973,0.238199592568493,2.7625006719976293,3.17706397403114,4.817671004798265,1.6799242812703252,3.5996050715546954,2.114535511253244,-0.1953300178803874,2.3186441201885097,2.8569520740288787
2.775599326043933,-0.060487537425875,0.0825785264390348,3.83168116626624,3.530846494199608,2.88485240189935,1.6054008828724724,3.7475505086241343,0.9237692352295224,-0.0026249213823569,1.4195281402043654,2.797033761972481
2.994281484536537,-0.1679395541413477,-0.0730425396904235,2.6895318963712915,4.237322817074278,4.5047802927604375,1.5308774844746196,8.626600201439848,2.099797103229471,0.1900801751156734,2.2119071631314737,2.236121510893096
