Energy_Central_moment_6th_order,Energy_Central_moment_6th_order.1,Energy_Central_moment_6th_order.2,Energy_Central_moment_6th_order.3,Energy_Central_moment_6th_order.4,Energy_Central_moment_6th_order.5,Energy_Central_moment_6th_order.6,Energy_Central_moment_6th_order.7,Energy_Central_moment_6th_order.8,Energy_Central_moment_6th_order.9,Energy_Central_moment_6th_order.10,Energy_Central_moment_6th_order
5.783807860484628e+34,8.8117789579312e+37,7.494413645206374e+38,7.77892862888096e+34,7.027954801428803e+35,2.431665870778025e+46,1.830413990885267e+35,1.0731225219451756e+30,1.7359495372189503e+37,2.840482869211386e+34,5.390359624334144e+30,9.28544335725188e+37
1.798313003158271e+35,7.948361366243339e+37,6.2453447043386445e+38,3.553358490415752e+34,1.2992040942354968e+36,6.969838381853689e+43,3.6607882863356144e+35,6.068892700388824e+32,5.53134066782995e+34,5.367036559539761e+30,1.2126994632102274e+32,1.9169421135233377e+38
1.4506949442846286e+37,7.084943774555481e+37,4.996275763470916e+38,1.630032206548267e+43,2.5371880897977345e+36,8.015302927065086e+43,3.05066642171278e+35,6.676194683491894e+36,3.650814454427495e+35,8.327343919596801e+38,1.986694385447568e+31,1.7433924188275796e+38
3.0353273847167843e+35,6.221526182867621e+37,3.747206822603187e+38,6.65611730787045e+44,5.021231343372723e+37,2.2152189916068626e+42,2.440544557089945e+35,7.76813594219268e+32,5.573580695469308e+42,1.6654687785523232e+39,9.94350888949954e+31,7.225701632300002e+40
2.6081794288152593e+33,5.358108591179762e+37,2.4981378817354583e+38,1.267850211272569e+45,8.098204172050009e+37,8.865457003408995e+37,1.830422692467112e+35,5.377048425091182e+33,2.609947657170492e+41,2.4982031651449663e+39,4.786266580940234e+28,4.484681854907216e+37
1.0475874469285071e+34,4.494690999491903e+37,1.2490689408677295e+38,4.065567161690321e+37,1.4246014088882555e+38,5.9619058261885246e+44,1.2203008278442768e+35,1.8277241602245547e+43,1.3690857582600252e+42,3.3309375517376105e+39,1.0061339404172146e+31,2.213832705185245e+37
8.768817890218062e+33,3.6312734078040432e+37,3.626495722899824e+17,2.114330277166206e+41,7.821256470294855e+37,4.594835058903406e+40,6.101789632214423e+34,3.8633347290111856e+34,8.535832024385311e+33,4.163671938330253e+39,1.6423516273718895e+32,7.644882020575283e+37
1.5674700494775806e+35,2.767855816116184e+37,1.3099568514711333e+37,7.935535148431143e+42,1.0862971987799709e+38,7.501365533220249e+40,5.709859860813546e+30,3.0332930405599045e+40,4.530505006600175e+28,4.9964063249228967e+39,1.2329339928360428e+26,4.207785332858255e+37
6.194490587039541e+32,1.9044382244283243e+37,2.6199137029422666e+37,1.7120419843598318e+35,2.657067348416552e+38,1.421397040530611e+40,1.328102061709004e+34,5.538206562606592e+34,5.875351260061516e+29,5.829140711515541e+39,5.49131026060196e+28,5.624422388030518e+37
1.6342142906822676e+33,1.0410206327404652e+37,3.9298705544134e+37,7.94812166990398e+37,2.4264754910956614e+38,1.4816287567121838e+39,2.6556331374319266e+34,1.1230978502284766e+43,7.185852840959128e+29,6.661875098108184e+39,2.253843155434496e+30,4.457929497530284e+37
2.859081863882702e+33,1.7760304105260626e+36,5.239827405884533e+37,7.564833904959482e+32,7.455694117918473e+38,1.5479485351932694e+38,3.983164213154849e+34,4.548847971454632e+36,1.918682978705036e+30,7.494609484700827e+39,2.5842632901332705e+33,2.2632874385979204e+37
4.381819899566584e+33,2.042623010783008e+36,6.549784257355666e+37,7.3395786068795535e+34,2.6255269660907765e+40,6.31154766943012e+34,5.310695288877772e+34,3.276050963691764e+42,7.547656345424717e+29,8.327343871293471e+39,6.902067409614427e+43,1.4009055284568623e+37
2.3519943815420577e+36,2.3092156110399528e+36,7.8597411088268e+37,1.4968694010882275e+35,4.086000400413935e+38,1.0487096479613818e+30,5.276102368133604e+39,7.563736942891356e+39,2.131491124730284e+31,6.983134719355918e+33,3.753327256823511e+42,2.37442467916516e+37
3.033836186302906e+35,2.575808211296898e+36,9.169697960297932e+37,1.3217961530299077e+41,3.507201346418756e+38,1.2042330894103838e+28,1.0552151629314321e+40,5.897766651109731e+43,1.4526434535854304e+31,4.004077843633729e+40,1.1163677940222614e+36,3.3772412901609963e+37
2.3741797961275003e+36,2.8424008115538427e+36,1.0479654811769066e+38,1.648951730029097e+37,8.380383640215693e+38,4.913630267712202e+37,1.5828200890495036e+40,4.645319038551513e+43,8.871998361182876e+29,2.0586850690143677e+45,8.107572083032198e+24,5.104217046991762e+37
3.090345254544869e+32,3.1089934118107875e+36,1.17896116632402e+38,3.2712063288894577e+35,3.981199211579406e+38,8.650019869006885e+37,2.1104250151675752e+40,3.8478290002089043e+43,1.3058835143365529e+34,1.0293460431144683e+45,1.3188263024385148e+29,6.646144611456938e+36
1.859552689202504e+35,3.375586012067733e+36,1.3099568514711333e+38,2.3764854288790847e+38,1.7461437754895674e+41,1.5143162757449438e+33,2.638029941285646e+40,2.429513006108052e+32,7.526017088563237e+32,7.017214569220902e+39,1.359852128041804e+24,4.2118360632208586e+36
6.086890998491127e+32,3.642178612324678e+36,1.4409525366182468e+38,3.54426005155988e+36,1.8671873471496703e+39,3.179446524351676e+32,3.1656348674037185e+40,2.979096114589474e+33,3.5680454065419427e+30,1.7762402736342358e+46,2.795480772317392e+24,5.63525525426864e+36
3.998383163250367e+31,3.908771212581623e+36,1.57194822176536e+38,1.011133668141801e+35,1.902116465211948e+39,4.3397705355204473e+42,3.6932397935217894e+40,2.905405474605645e+37,8.922329128918847e+26,3.552479845547015e+46,1.8580704851438945e+28,4.93666569293026e+36
2.16689248171646e+32,4.175363812838568e+36,1.7029439069124735e+38,4.600335846708635e+41,1.481361257858327e+39,1.6277935092863182e+33,4.220844719639861e+40,2.742713902493093e+39,2.3456913649851723e+30,5.328719417459794e+46,7.861694953636006e+30,4.4481342542359535e+36
1.085888431189194e+32,4.441956413095513e+36,1.8339395920595865e+38,2.2086695184982602e+40,3.9808347134350155e+39,3.895859854294291e+30,4.748449645757933e+40,5.45637375024013e+39,5.534507172866493e+25,7.104958989372574e+46,2.259834129366011e+28,3.1751334895330187e+36
7.133981068410095e+30,4.7085490133524586e+36,1.9649352772067003e+38,9.976874796805094e+34,1.9808307888476825e+40,1.149171958849772e+33,5.276054571876004e+40,5.8671497729679796e+38,2.579368840452241e+27,8.881198561285353e+46,3.0604842066908803e+30,4.073111936496173e+36
4.830779923908305e+30,4.5744939486765816e+36,2.0959309623538133e+38,2.915601477278097e+33,1.3634251430492154e+46,2.6977178786178897e+30,5.803659497994082e+40,2.036586824432484e+39,1.1267516422987951e+32,1.0657438133198131e+47,5.176989088946816e+27,3.662516013122367e+36
3.908914624938844e+31,4.440438884000705e+36,2.2269266475009267e+38,1.3684395096430677e+43,5.623332759286069e+41,2.063870810166007e+32,4.836388648028482e+40,1.5667063385684616e+38,6.918601995856647e+28,1.243367770511091e+47,2.1295435978214538e+34,4.712451793110115e+36
4.090366377503087e+30,4.306383819324828e+36,2.35792233264804e+38,5.255167571193292e+33,1.5705401227051495e+40,2.25724577262781e+30,3.8691177980628753e+40,5.978458967966757e+36,1.5969643321250182e+31,1.420991727702369e+47,3.966161022942483e+26,6.526762790778253e+36
8.85287778761793e+36,4.172328754648951e+36,2.1401906510484164e+38,6.635458430081013e+42,1.13864093188494e+40,4.705243261750253e+34,2.9018469480972747e+40,1.4486567704497116e+38,8.114356728476108e+28,1.5986156848936471e+47,1.9446511696135893e+25,1.4759495245786204e+37
3.335124429043547e+35,4.038273689973074e+36,1.9224589694487927e+38,1.2056255192331778e+36,4.565495434154568e+39,4.279747277083745e+33,1.9345760981316741e+40,6.796679454664335e+34,3.430945683007966e+18,1.7762396420849247e+47,4.336130767402052e+23,7.218048956758204e+36
4.022065733917845e+30,3.904218625297197e+36,1.7047272878491687e+38,8.101419673713129e+33,3.237382418802148e+39,3.140902925488308e+32,9.673052481660736e+39,1.139345962972383e+39,4.993783926054912e+23,1.9538635992762028e+47,8.986455974372717e+24,6.027091763897157e+36
1.300417672103281e+31,3.77016356062132e+36,1.4869956062495454e+38,5.532740485446064e+38,1.810541184340727e+39,5.315478735312396e+32,3.439820047389558e+35,2.4560503847771893e+40,3.7172714750461634e+25,7.177341462193876e+44,4.447345525817326e+25,1.1735618233366977e+37
3.03776998637735e+31,3.636108495945443e+36,1.2692639246499217e+38,1.2174397472254702e+32,3.473662514642458e+39,9.182465260133668e+33,6.969304061021412e+37,8.730328694314359e+36,5.189227075916586e+30,3.588670731238019e+44,4.80246938218159e+33,7.721809861432284e+36
5.78365474518647e+33,3.502053431269566e+36,1.0515322430502978e+38,3.49480801057147e+34,1.553689864667584e+39,1.211219670158282e+35,2.967829774986016e+34,8.968353272393288e+38,1.3023007011212037e+31,2.8216086131140235e+34,2.466301151451358e+33,6.879773231489833e+36
1.6071138309804188e+32,3.367998366593689e+36,8.338005614506743e+37,2.721811422917249e+36,3.1538787014638752e+44,3.1722014410798854e+35,6.245285143777589e+37,6.823189942673605e+39,1.5742386972017183e+36,2.3673745829014343e+34,3.723491862385636e+30,1.121849738701083e+37
7.465593175713848e+33,3.233943301917812e+36,6.1606887985105065e+37,4.813719348275334e+37,2.6425261080074225e+44,5.7814189738432026e+35,1.0427961725421564e+37,2.422451145566196e+39,5.546385164635116e+29,1.9131405526888449e+34,1.1266809159610883e+31,1.1822235438276485e+37
4.5561684347738405e+32,3.099888237241935e+36,3.983371982514269e+37,4.632664078534131e+32,2.3730718490597182e+39,9.31370876679412e+34,5.420591358794693e+36,4.044615768294916e+37,4.080487756829507e+33,1.4589065224762552e+34,7.388801595470012e+27,1.1014222117885664e+37
3.1245612707580645e+35,2.9658331725660585e+36,7.263154868703398e+27,4.622177894476987e+28,1.427382655765035e+39,5.7241559017811845e+43,4.1322099216782135e+35,2.19668906565782e+38,1.7680717363906536e+33,1.0046724922636656e+34,1.6393249006518056e+35,6.592238599627656e+36
9.115379203947967e+37,2.8317781078901815e+36,8.12083916204857e+28,4.295251661665243e+29,1.2327984962359835e+39,1.0890767647880308e+36,8.093997380202031e+39,6.611865513641786e+38,2.5543145994891203e+25,3.4022410241770586e+37,7.237372536809131e+25,8.519149782428785e+36
1.253645349084946e+35,2.697723043214305e+36,1.5515362837226798e+29,1.1427114052532523e+31,1.6307616038640198e+39,1.4356718172418858e+36,6.070498035418614e+39,2.196645656338079e+38,1.4391902372850012e+27,6.803477375861853e+37,2.23473900345846e+32,9.216104448603056e+36
4.580104776090465e+37,2.563667978538428e+36,5.094566411174994e+39,6.0015556627015265e+38,8.193460649388003e+38,1.1388365063359064e+36,4.046998690635198e+39,7.841321843504136e+38,2.5831700301594885e+28,8.075027550108218e+39,7.353261952620588e+29,4.957148416340894e+37
2.947213996718085e+36,2.4296129138625503e+36,2.4544039341098038e+39,3.279427878522831e+35,2.1494536700336566e+39,7.33643207719466e+44,2.023499345851781e+39,3.204769420580601e+39,1.3269531388530922e+30,1.4923494872984156e+45,3.4265332480017634e+27,7.383298050922249e+36
3.685318389412111e+31,2.295557849186673e+36,5.0456860754507615e+43,4.662008827928854e+32,2.1659631376189006e+39,4.524341509726485e+37,1.068365719193191e+30,5.537118969972346e+36,5.133880842067856e+27,2.9846908995692816e+45,1.2214935333187407e+36,1.197833176577884e+37
3.213867008602683e+31,2.1615027845107967e+36,1.4102562964626085e+38,2.545624858779177e+37,5.088427976167876e+39,2.318481508383136e+38,1.2929134582623998e+36,1.7366770479794325e+40,1.0473068577038469e+28,4.4770323118401475e+45,2.934385023177844e+29,1.5763807723360603e+37
1.2004827877207291e+37,2.02744771983492e+36,9.440260658262144e+37,3.881890807556882e+37,3.334215317729363e+40,7.673994839441479e+35,2.5858258481590804e+36,4.0240454543367635e+38,1.679513450378885e+30,5.969373724111013e+45,2.9654279464674707e+23,5.759647014671789e+36
1.0043539493142769e+35,1.8933926551590432e+36,4.777958351898202e+37,1.4275004578546984e+33,1.0819601996692522e+38,2.3056937920146333e+29,8.08506143239338e+38,1.6499219420484351e+40,6.588478990843002e+29,5.424423070536325e+44,4.318336893793881e+27,1.0542780937932928e+37
9.22542620122014e+31,1.759337590483166e+36,1.156560455342608e+36,7.470290160417193e+40,1.0438656603706007e+45,1.016361390444286e+29,1.5126531842800206e+42,1.677192425926284e+41,3.100223831654867e+31,2.370821768071183e+39,4.19219131247472e+32,1.8424668313595373e+37
3.30428578317384e+34,1.625282525807289e+36,9.047713235880665e+31,4.6535081679466525e+40,1.3448677822751765e+38,4.888801118522249e+29,1.4229768403511538e+37,4.838080397058566e+40,4.552889289717665e+25,1.1855433770708012e+39,2.124359481379884e+38,9.091833458964582e+36
3.809588305875749e+28,1.491227461131412e+36,7.547294274560449e+31,1.994313917171608e+39,2.3219513383023683e+37,3.494666308658585e+37,7.119444187961759e+36,3.15321142306522e+38,1.9970444161519243e+27,2.649860704196724e+35,6.735331063889151e+38,1.6675923297102564e+37
8.825472302244306e+28,1.357172396455535e+36,6.046875313240233e+31,1.2946058427886292e+36,1.9310055231884696e+37,9.217837019566568e+37,9.119972411981096e+33,1.7768604872113797e+31,1.936638271950594e+26,1.336122263287952e+35,5.769650639112373e+33,8.072149650662299e+36
7.456882600053017e+27,1.2231173317796584e+36,4.546456351920017e+31,1.3437860432609303e+31,4.20774159092207e+38,1.5441863717511318e+44,1.8040380699780007e+40,1.451497298386272e+37,1.4175581301622007e+27,2.2383822379180136e+33,2.1492334234498903e+39,1.1077504578044805e+37
1.117073676315e+31,1.0890622671037814e+36,3.0460373905998006e+31,5.610426350265859e+31,8.823867001238919e+37,7.346011648580026e+32,3.6080752279587614e+40,5.07475023186001e+40,1.5659114992238746e+25,1.4737107125521956e+33,1.2709555703635849e+38,9.186623275938064e+36
1.4118241190114542e+32,9.550072024279045e+35,1.5456184292795846e+31,4.97687901768897e+30,8.013071955034463e+37,2.8178021296416084e+31,5.4121123859395245e+40,7.089783598264511e+31,2.986006509638304e+25,1.9153161330069835e+38,1.6696889852902696e+42,1.772976949084354e+37
1.129719422108569e+28,8.209521377520272e+35,4.5199467959368406e+29,8.165764932942468e+30,9.186115313211252e+39,2.7786978361759685e+27,4.067889671587241e+40,1.0410095723051782e+31,6.407999308262579e+23,4.6915549731956076e+39,4.1423799129459352e+37,2.762846886972328e+37
4.69277605923859e+28,6.868970730761508e+35,8.064737681009829e+26,6.3502495306951945e+35,2.954595154131626e+37,1.167855904643659e+36,2.72366695723496e+40,3.940224412201456e+31,4.577224068529272e+24,9.191578333090516e+39,1.6963440427952154e+36,2.7861380507525063e+37
1.1333905799112417e+30,5.528420084002736e+35,7.7885378663313e+26,3.78298638778672e+31,4.2380020186173285e+40,2.855616432912532e+36,1.379444242882679e+40,2.2391999192412035e+32,4.426245830253278e+25,1.44330703429821e+42,8.573459990133551e+30,2.529928206814691e+37
6.938638150108007e+30,5.405566304798535e+35,7.512338051652772e+26,1.898922264117193e+30,1.1216907159876376e+38,6.880088178835604e+34,3.5221528530398534e+38,1.1203038139855786e+36,4.877500932331736e+25,2.877422490263329e+42,4.42286542195136e+32,1.682020360464547e+37
4.512074519374181e+28,5.2827125255943336e+35,7.236138236974244e+26,1.7079116549871195e+39,4.821135852368528e+38,3.967817451030031e+36,2.8177899048753475e+38,1.143905457676666e+32,2.57764652344534e+36,3.3128397082821604e+29,2.51734338184326e+28,2.7761720599185643e+37
6.715630508594688e+28,5.159858746390132e+35,6.959938422295714e+26,4.326362530216992e+39,2.422398363178829e+39,8.235486449458344e+35,2.113426956710842e+38,1.8145475495036712e+34,1.2375863934653345e+28,6.284434085472506e+31,1.358044527541041e+28,1.744990536368636e+37
3.181625918462601e+26,5.037004967185931e+35,6.683738607617185e+26,2.034249676558336e+39,1.931445378751792e+39,2.1111625634894925e+34,1.4090640085463364e+38,2.485123449578912e+35,3.246883174637885e+23,1.2535739773862191e+32,1.9874567323882204e+27,2.7030400619469306e+37
1.237482046844262e+26,4.9141511879817295e+35,6.407538792938657e+26,2.7176733069416576e+31,2.789271401987762e+41,9.818038165625265e+35,7.047010603818304e+37,1.6715704223789717e+32,1.802744284542483e+32,1.878704546225188e+32,4.2689359594020665e+25,1.9315942072639585e+37
9.583347369955726e+25,4.791297408777528e+35,6.131338978260129e+26,5.538278869206484e+35,5.7157052436513435e+38,3.5301632152798155e+44,3.381122173243706e+34,4.249661852647559e+34,4.464233063332007e+31,2.503835115064156e+32,2.0295152831972816e+28,4.8828965599956e+36
1.3975782249300028e+29,4.668443629573327e+35,5.8551391635816e+26,2.7536990215555045e+40,1.1171413332493552e+38,6.383407891998794e+34,3.8338542201935247e+40,3.907155608698882e+35,2.413127532487758e+32,3.128965683903124e+32,4.054761630435161e+28,3.03935170690894e+36
3.913384665627397e+25,4.545589850369125e+35,5.578939348903071e+26,7.938124676320546e+41,1.5293413054824865e+37,7.243638461455804e+34,7.66770505926488e+40,1.0207974281435543e+35,1.0608971203318262e+27,2.233617725109992e+37,6.08000797767304e+28,3.938300580364727e+36
1.0065717186487252e+25,4.422736071164924e+35,3.719304928632416e+26,8.767820258188698e+30,9.352068875650472e+36,8.344694642916765e+41,1.150155589833623e+41,1.2454835412688066e+34,1.8334090283734533e+31,4.467204160563145e+37,5.283792994383694e+33,3.711502523920053e+36
1.2753285065753811e+28,4.299882291960723e+35,1.85967050836176e+26,2.2056378029402408e+38,1.5326634256944325e+36,3.1684485557102003e+35,1.533540673740758e+41,4.0491791603439465e+32,7.624579783017362e+26,6.700790596016298e+37,1.056752518868761e+34,5.319293123316125e+36
