Rise-Time_Central_moment_3rd_order,Rise-Time_Central_moment_3rd_order.1,Rise-Time_Central_moment_3rd_order.2,Rise-Time_Central_moment_3rd_order.3,Rise-Time_Central_moment_3rd_order.4,Rise-Time_Central_moment_3rd_order.5,Rise-Time_Central_moment_3rd_order.6,Rise-Time_Central_moment_3rd_order.7,Rise-Time_Central_moment_3rd_order.8,Rise-Time_Central_moment_3rd_order.9,Rise-Time_Central_moment_3rd_order.10,Rise-Time_Central_moment_3rd_order
-1888521.889528016,75193.4171860489,-4228794.379858236,-1392294.1584695622,-237128.78400763625,-1372664.8128119465,-14937206.192837551,-284797.0145372232,-58694.11921164335,-969475.2879929498,-3703.272267077569,-63835037.1432481
-582.6876749765281,-12075.880916135182,-2114860.845841765,-3285.191825792764,-511.5202278051995,-2290.7957161047,666.7785424592565,-171812.05832570785,2851.7394221854825,-88.24529170521743,9760.747107649482,-20676.664361373856
-3988.174165514464,0.0,-927.311825294047,712.7278540290083,0.0,-2137.3005032919564,1058.6051296876378,-978.822462573216,-9610.52746328454,-1192.4514185228347,0.0,-9427.375720315436
-27860.37187228199,0.0,-463.6559126470235,377.6007873698312,-1911.4231684189624,-1983.8052904792123,-490.3536783322809,-29065.965111234,4778.861421055378,-2296.657545340452,0.0,-4145.789124023286
-8093.090208708866,0.0,0.0,2692.476933748615,0.0,-991.9026452396062,-406.489187737494,-262.5898059568033,-23623.82202320609,-3400.8636721580697,0.0,-6028.219054461519
-9367.12271864493,0.0,0.0,-162.17929172479597,943917.0722125664,0.0,-322.6246971427071,-66.83949799673879,0.0,241085.18750703905,18724786.763387296,-54552.92827962565
-8938.116878625426,0.0,-60672.416262564366,-450.2814390681775,1887834.1444251323,0.0,-238.76020654792023,-455.72165219352166,-5028.988684696853,224926.0491401292,37449573.52677459,-19122.043800644733
-19286.55090242885,0.0,-121344.83252512872,2644.382616187572,2831751.216637699,-649.4817339104636,0.0,428.59424139350216,-2514.4943423484265,208766.91077321937,7.958078640513122e-13,-17998.657416634163
-466.0344628162589,0.0,-182017.2487876931,-1141.3431270899234,1415875.6083188497,516.9345105775226,-9.094947017729282e-13,268.97131368942667,0.0,192607.77240630952,-10135.99425232259,-36392.791794339166
-4525.186164153173,0.0,0.0,-26264.96638059386,0.0,1683.3507550655088,-1.8189894035458565e-12,-1133.615027831456,0.0,176448.63403939968,496.703449159333,-30850.61449953111
-536.9897716195419,0.0,-1920.9566399557848,1431.9692164410235,-810.5828042500493,-7782.732659355501,-2.7284841053187847e-12,-263.27632357625384,-1200.7238181474418,160289.49567248984,-8367.194243375696,3888.5371021413816
-297.1644717050444,0.0,-3841.913279911571,139.7963467661271,-1145.4059098092548,-7903.453186266418,-3.637978807091713e-12,-7.606219099342206,363.3440204494938,144130.35730558,2991.0342592428474,-19841.914429631743
24.34254718794237,0.0,-3672.184799433212,137.74042522287405,-47.66120438963432,-48373.1582695731,123271.11849031303,-8708.178181704117,21660.495555601072,127971.21893867016,-43568.7370033402,-20054.23929593377
-643.6360690031298,0.0,3238.0230536094728,-130471.540934673,102.11510505654952,-267292.257735089,101634.92213403824,-87.93373430140687,1557.0739650458274,111812.0805717603,-5594.936656002114,-12070.33240845251
-356.55367291163475,0.0,23430.35431129353,0.0,68.07673670436634,-12551.778013254829,79998.72577776344,-1019.612810657624,39563.29032461729,95652.94220485046,-8977.261347622843,-37672.15459412837
-1201.590221580093,0.0,20449.54907137932,-1023135.0664281348,34.03836835218317,0.0,58362.52942148865,183.00572918022704,-78.50018272521083,79493.80383794062,1832.2014066926176,-25280.33989727425
-32767.985032380708,0.0,17468.743831465108,778.7742397776126,0.0,-6353.243935202772,36726.333065213854,-523.7441298368122,-664.9145880970802,63334.66547103078,-11968.629550397058,-34559.02537685169
35.3151293396447,0.0,14487.938591550896,-908.5791639554162,-0.35160617356436,-5578.843478605408,15090.136708939051,196.8349428320037,-1251.3289934689496,47175.52710412093,-17656.39076712085,-119191.36370153504
399.9332127127054,0.0,11507.133351636689,0.0,-0.70321234712872,-397.0674174035739,6621.906804237156,-145900.15122182912,423.4475154183917,31016.38873721109,-7868.559445179967,-56254.0303879703
641.289258244467,0.0,8526.328111722476,-124.26382808848834,-1.05481852069308,4784.70864379826,-1846.3231004647373,10629.464910760336,-312.8392873684779,14857.250370301248,-10119.195849225143,-83866.5011105301
