RMS_Shape_factor,RMS_Shape_factor.1,RMS_Shape_factor.2,RMS_Shape_factor.3,RMS_Shape_factor.4,RMS_Shape_factor.5,RMS_Shape_factor.6,RMS_Shape_factor.7,RMS_Shape_factor.8,RMS_Shape_factor.9,RMS_Shape_factor.10,RMS_Shape_factor
114.4577424309562,-11.995263486712885,-10.675113403163692,-14.564209259278288,11.41126323287967,10.75541030362788,-15.72651543705678,44.94233573857118,16.653861694236433,-7.519715657039184,-14.87829415919379,-44.0345017213664
12.400349458648032,2.008169502913171,-0.8834009923980801,9.402246170095262,-8.510437103827728,2.3905192398091164,-1988.39430336772,31.049590846927373,14.28147343171855,-8.425404051270837,-14.3386789643174,-16.918857047686764
7.355512230780913,-1.0362920145123755,8.90831141836753,-6.358722516505773,1.0005394062392448,3.143487449626908,3.9011752463794704,53.72950328575771,-3.5083945857780865,6.441165891932279,1.0000059923447957,14.786910166229852
2.9766324050780124,-0.0820796178441497,3.756536425972051,5.692903657163913,5.94698710424998,3.896455659444699,-1.8504227911255424,-46.10614623757253,-4.283115215150152,21.3077358351354,-1.2107578211676842,215.0862738522713
9.4663085970067,0.872132778824076,-1.3952385664234277,1.131520914570639,-2.988305873211913,-5.289242501539992,0.2052383729078331,89.1281775755586,-3.4084637941052405,36.17430577833851,1.0084049415264982,12.850931001076852
10.89336264767525,1.8263451754923017,1.1132922958920666,-2.143873678846821,-2.8481554284130066,-14.474940662524684,2.2608995369412086,23.02043270439355,-1.7302808902130569,-2.6451945204696967,-0.3094635151440288,9.851413418457035
4.460652041503487,2.780557572160528,0.0605009744427884,-4.585638122901315,-2.7080049836141,-1.0654555303468694,4.316560700974584,53.21708705727559,-2.3601018144022703,-2.763843778382148,-1.6273319718145558,7.634960295481
4.448346865703606,3.734769968828753,-0.9922903470064895,22.024408550645266,-2.567854538815194,46.50534951045999,-6.904417736258631,7.108334459082855,-3.563785716704317,-2.882493036294598,-16.23084042138029,5.816773570481518
4.817299088810035,4.688982365496979,-2.045081668455768,11.395733503229966,-0.7830034429259309,25.32625192854277,-7.143255261988069,-35.047315814020735,-4.767469619006365,-3.0011422942070496,13.115510228440211,8.222620574015332
6.190806271099553,5.643194762165205,-11.796204383891345,43.25372846950111,1.0018476529633322,4.147154346625553,-7.382092787717507,-2.9189595379888966,22.31666255505328,-3.1197915521195005,15.953579339860406,6.627966986689873
5.631192885623236,6.59740715883343,-19.80232991599369,2.9095577229909813,-8.38994182569469,26.39348373191936,-7.620930313446945,167.97483228526045,4.837691313046838,-3.2384408100319515,41.638355614121146,10.336322117740291
3.695616228000768,7.551619555501657,-27.80845544809605,4.357722715147797,-3.0499010734247936,-540.373610798841,-7.859767839176383,134.50346878748013,-6.417060656915169,-3.357090067944402,7.394600365979392,8.322792466164847
23.751969324797617,8.505831952169883,3.2772361942252948,5.586480081043852,3.1818286347674207,38.48466651771563,16.725454549102746,-18.431302199897576,-3.7972387533561176,-3.475739325856853,16.514059012603308,9.82581380943724
-13.8909690328568,9.460044348838109,-2.024399070854013,17.06094948608886,18.5198800793299,-45.750916572949926,14.16379372404745,-17.630707613794886,95.77313400778482,-3.594388583769304,-10.182052868686036,17.100117457646473
-12.842303033121086,10.414256745506334,-5.220505039378947,-1.045285398733163,14.051300272572796,24.38746991125765,11.602132898992153,41.58814466082752,2.979720277316271,-3.713037841681755,-13.078991800923982,30.154812058676228
20.88193036343607,8.548759626033972,-4.042727698103244,7.265240835084721,9.582720465815688,-1.0394750503988754,9.040472073936858,-956.8385718917862,-5.748512943761227,-3.831687099594206,22.363084913656056,20.54475123029757
12.324863713781962,6.68326250656161,-2.864950356827541,2.38330054267392,5.114140659058582,3.100369270942556,6.478811248881561,247.0147117076515,-4.569576175207095,-3.950336357506656,-25.81092124995222,35.35172106392342
14.01544291090046,4.817765387089248,-1.687173015551838,-4.738850179969095,2.950607722921018,-16.700318048576484,3.917150423826264,-67.75438510085993,-3.3906394066529626,-4.068985615419107,-80.3028880635963,-54.21689357070226
-30.896606059572967,2.952268267616886,-0.509395674276135,1.0943835084814069,0.787074786783454,-11.580977307847933,0.0366499844841126,-18.697724243659646,-145.80979069433704,-4.187634873331558,80.09528064665639,-78.83351153157057
27.52662577954552,1.0867711481445248,0.6683816669995686,-7.509223894722591,-1.37645814935411,-6.461636567119378,-3.843850454858039,-12.255387120681034,-3.652344131338928,-4.306284131244009,-11.197146280550797,32.39261376208218
10.88883128236786,-0.7787259713278374,1.8461590082752712,6.705571904146463,-20.53724974736529,-1.9016040687645464,-30.89665709042088,-9.902521907760873,-3.1431746023212046,-4.42493338915646,-14.197802873235323,-52.07452929500465
18.26203217817269,-2.6442230908002,3.023936349550973,2.810838110695931,1.9729394292714328,4.557786657368163,-17.35103789015753,-8.680431407488943,-29.942949707639723,-5.336847471673998,2.541883448006258,25.36078656635015
