RMS_Clearance_factor,RMS_Clearance_factor.1,RMS_Clearance_factor.2,RMS_Clearance_factor.3,RMS_Clearance_factor.4,RMS_Clearance_factor.5,RMS_Clearance_factor.6,RMS_Clearance_factor.7,RMS_Clearance_factor.8,RMS_Clearance_factor.9,RMS_Clearance_factor.10,RMS_Clearance_factor
3.273855913472773,3.469373728831487,4.553813538348183,5.7888937271766405,3.4262737855453587,5.067864477756196,5.838099746086911,7.290387930469621,5.134020132683859,2.350195243338527,4.791544212518976,8.349686498162518
7.28034446557842,2.9531814687887983,2.813066132023797,3.2035809944602214,1.2765110688892567,1.55959558953225,2.7194422725693888,4.380866346644368,1.9736768262188749,1.363926591014627,2.313776651410161,4.764264167383251
7.203942955974275,-0.7421264890521359,1.0723187256994111,2.4952387761412544,1.0331284982144893,1.7639131876158396,2.6934847343059185,7.221613663990632,1.0755870665994356,1.252888000249261,1.0034649028006672,2.7764141729198286
9.657340009959094,-0.5886967094484693,0.5142079748723145,1.401630841751893,2.005350969475032,1.9682307856994288,0.677652131349542,12.557620951159713,1.153947777058616,1.1418494094838954,-0.3667742586979604,4.33137032811666
11.664640518239889,-0.4352669298448027,-0.0439027759547821,1.967227910544837,0.6666124858841745,1.4500494911059054,0.9692984463027764,3.797056973609131,1.084324888660157,1.0308108187185294,1.134734187744056,7.13099549134872
13.852803714548628,-0.2818371502411362,1.5910425654544014,1.0509414052452923,0.7446745025090611,0.9318681965123816,1.2609447612560103,2.9282727937684374,0.3420915866996631,0.9278876783464588,1.0551272665487883,6.557754553275708
11.334408999395476,-0.1284073706374696,1.293333195028603,1.906395829062226,0.8227365191339476,-0.6552615861238162,1.552591076209245,2.4835167342536457,0.7636135441163927,0.9445523376776392,0.9755203453535212,3.858791762887512
9.065469857731369,0.0250224089661968,0.9956238246028049,2.624261717611619,0.9007985357588342,3.768723742359468,0.8582439641356229,2.482136259833643,0.779168838743911,0.9612169970088196,0.9391671288271662,6.294307491726639
10.935305985929888,0.1784521885698634,0.6979144541770064,3.107257501011917,0.9812991855537486,2.619770292044122,0.8625187143688892,1.454726492788983,0.7947241333714292,0.97788165634,7.070750970072062,5.314043917948605
7.284562525457991,0.33188196817353,0.9165823876648408,1.5283310935840573,1.061799835348663,1.4708168417287766,0.8667934646021555,1.1854400867913644,1.0453806967903794,0.9945463156711803,4.296106716244703,8.80994573438125
6.81785565267486,0.4853117477771965,1.307371827969272,3.0352486344890046,1.5682784400316236,5.380290364310004,0.8710682148354217,3.688288342524213,5.183422586595708,1.011210975002361,10.05178062488508,5.199385697033561
