Amplitude_Impulse_factor,Amplitude_Impulse_factor.1,Amplitude_Impulse_factor.2,Amplitude_Impulse_factor.3,Amplitude_Impulse_factor.4,Amplitude_Impulse_factor.5,Amplitude_Impulse_factor.6,Amplitude_Impulse_factor.7,Amplitude_Impulse_factor.8,Amplitude_Impulse_factor.9,Amplitude_Impulse_factor.10,Amplitude_Impulse_factor
-333.9526016048331,-23.333018690368185,-41.63579296963758,-334.2941042512163,-12.66480041046949,-17.0250982981188,-57.66139868698094,-140.92027278634015,-51.24674485997079,-28.761737794110537,26.77819837620719,-77.87982019596883
27.79555165747088,9.736833074670534,-19.401852402664755,35.48332815353018,3.822012387288349,4.034792429058887,27.10648050910177,-207.94362928276536,-3.426058443019517,3.28667834138074,25.18663085087965,68.60635079401155
44.57118005394173,0.6189558277992714,2.832088164308068,-24.87587389455102,-29.791322482606493,56.90220695389284,-3.85080563091367,-2.947325580521642,2.186497232678429,1.402352021662416,2.1397495959608075,5.494593196578344
13.44981403900518,0.7243257661330169,58.81555010715571,7.681974540271981,-9.76842358816742,109.76962147872678,-4.660149512636149,50.74452863578317,-5.458359636703212,-0.4819742980559076,0.8320115856186723,33.05714990570568
11.24211561594777,0.8296957044667624,114.79901205000336,-16.891641075160493,26.38473177735228,58.5067346903858,-2.039222389791359,27.645814124675454,-4.000499756711827,-2.366300617774232,2.126497788385631,32.685144399602564
11.340859219218975,0.935065642800508,1.0878043790852292,-1.923834916714048,16.55319982803573,7.24384790204482,0.5817047330534315,8.226202974256232,-68.98619860048879,4.620736610629356,-2.668864896296564,32.27271405672609
13.239209809299812,1.0404355811342536,8.625795925579457,80.70626563458103,6.7216678787191775,1.4707972445563888,3.2026318558982223,40.29827420764185,42.57663922749363,5.327589627214989,-7.464227580978759,32.85317516051381
11.987342684669724,1.145805519467999,16.163787472073686,-7.872124176707482,-3.1098640705973724,22.8672486679746,0.751637249561135,-8.426631504347629,54.50962780567238,6.034442643800621,0.4986213136140246,36.50594424800055
8.921823763516768,1.2511754578017444,23.701779018567912,21.61229452426953,-3.231311262752296,10.301998276059392,2.657606438287645,18.86224673681687,66.44261638385113,6.741295660386254,37.67801837664749,16.412068746247886
8.690067333222604,1.35654539613549,-3.799058537114551,-13.54108184802474,-3.35275845490722,-2.263252115855815,4.563575627014155,-5.560641580807486,0.962811482953794,7.448148676971886,180.6990941362674,27.724614972923185
30.905933628198515,1.4619153344692355,0.2801179438233165,27.48543080354997,-1.2024104762657497,21.528712688653894,6.469544815740665,-69.44004767503553,10.953901669152236,8.15500169355752,38.301571430062815,163.5033931463696
9.150995183641566,1.5672852728029811,4.359294424761184,7.045736867520295,-11.863366541480154,94.6161623604761,8.375514004467176,233.8655052191928,17.825602470402664,8.861854710143152,21.64888544853672,65.37200446111406
43.43017518670489,1.6726552111367263,-1.01119819036318,0.6817600807843431,2.68835963524131,148.14148213473453,23.1413771484347,585.8946793568211,13.854199625605265,9.568707726728784,27.542310624232105,41.556739905189694
-84.95988182135429,1.7780251494704724,3.363703721676057,-10.217997125020622,-6.355648470943781,-25.36292607796899,20.08587161079958,422.65946096824325,-8.793557040819975,10.275560743314418,16.596003024678797,45.8497048269087
