Counts_Root_standard_squared,Counts_Root_standard_squared.1,Counts_Root_standard_squared.2,Counts_Root_standard_squared.3,Counts_Root_standard_squared.4,Counts_Root_standard_squared.5,Counts_Root_standard_squared.6,Counts_Root_standard_squared.7,Counts_Root_standard_squared.8,Counts_Root_standard_squared.9,Counts_Root_standard_squared.10,Counts_Root_standard_squared
552.9002519487644,228.55948174175407,574.4867849008613,430.0320968986582,309.8573057323739,277.0639218095129,1127.184376304065,428.85937217121904,253.4874060011029,96.1371399344789,126.66959648479845,1059.7993473410777
236.7527501039129,81.22485415739798,301.0511507037636,106.94639289515762,38.086037375128896,114.063599926745,78.3880477721195,164.48975998217443,50.58829728982468,23.59224263092981,105.57380303671516,146.30245679288203
388.5722760140316,16.860716931905674,27.61551650666592,270.0054521133336,20.111621603993424,135.34830035570616,60.28998651048203,117.3600265642514,28.44928501134808,29.35000318349954,30.141765243310253,94.5235779376182
850.9324634005613,16.39360478437011,22.125003740613653,47.05805600591674,19.349983935303616,156.63300078466733,59.87523438722842,294.3888242431081,35.989271593526134,35.107763736069266,15.00755946880431,278.7476806463833
1020.37616653959,15.92649263683454,16.634490974561388,69.60545805428407,15.382101437369228,97.66310691390544,46.681382868865086,208.3257897705965,51.91565624703832,40.865524288638994,21.011210311038614,323.07781263034843
1418.7533979625484,15.459380489298972,13.356105242405144,33.64086096835075,36.31052703724743,38.69321304314357,33.487531350501754,36.86806999871444,47.68245946933874,59.37946142849045,74.79586698704463,615.5709447710244
1203.9143298458846,14.992268341763404,15.577404555623508,65.95026209943536,57.23895263712564,11.152316528359616,20.29367983213842,49.14688829576745,44.50335106377787,57.04537333654814,128.58052366305066,555.062758392505
1104.293637286536,14.525156194227836,17.798703868841873,69.04003264295197,78.16737823700385,91.52242933003954,11.609387532162154,80.84558065547702,30.850774908377105,54.71128524460583,16.9276250952818,492.85967781205625
945.594744181428,14.05804404669227,20.02000318206024,95.85647768010917,43.22521009704839,69.17617883500175,18.396157384225376,42.3230220987702,17.198198752976335,52.37719715266352,209.047491288047,653.0832801608799
1053.127110187851,13.590931899156702,12.346699429790627,97.93425665867952,8.283041957092927,46.82992833996395,25.1829272362886,33.83713466332903,11.504971875072917,50.04310906072121,359.06614541313,748.0916911304382
258.8893569534425,13.123819751621134,21.08943125867292,116.98984927860648,9.824954644954156,326.6115751160933,31.969697088351825,107.03885982476712,174.04264021152267,47.7090209687789,201.5792249749832,765.9499729464592
810.8173412701246,12.656707604085566,29.83216308755521,52.10479967146058,66.98026021455836,96.78660895293496,38.756466940415045,56.28382471044386,27.667133599083744,45.37493287683659,138.8199070336896,987.7800311422068
155.14790013220193,12.189595456549998,9.10578499908518,72.76754098976377,10.776141008778444,80.16398522490417,114.7733301712691,101.88115939073406,68.41824647283917,43.04084478489428,119.58618298627437,1082.4483262908832
58.71813270906912,11.722483309014432,4.460824173779098,133.8209124509443,21.83358465687789,69.43399410723502,99.53913884783265,118.07439895363665,128.8699308584587,40.70675669295197,261.3162976379656,1107.8776011033756
84.7521265808511,11.255371161478864,20.14984339690108,25.282182613157627,16.323515488605235,99.30692531345984,84.3049475243962,100.98768540741864,59.092443029534095,38.37266860100966,324.8699013416747,851.1923507211011
108.28884799923344,11.99023656127397,22.187075482795063,93.663597531414,10.81344632033258,11.974335168200364,69.07075620095974,186.35482633465048,27.044009159099687,36.038580509067344,240.05619712526456,927.6252204841556
230.56981141551003,12.725101961069075,24.22430756868905,70.18651862714506,5.303377152059925,49.62496676722557,53.83656487752329,118.63376533974642,37.21971455467269,33.70449241712504,285.8190380735007,1091.8413057384855
71.70302947379717,13.459967360864184,26.261539654583032,114.21121019775973,5.277206151527882,56.36751891341868,38.60237355408684,136.1316122919792,47.395419950245696,31.37040432518273,307.3421571529217,899.9402690097849
205.0351036052019,14.194832760659288,28.29877174047701,92.9369735225657,5.251035150995839,50.05906602833267,46.499732216137794,62.942053760428784,55.77913928386945,29.036316233240413,264.9358377092482,900.1926341455385
145.1066675413058,14.929698160454397,30.336003826371,91.28127325977334,5.224864150463796,43.75061314324667,54.39709087818875,65.4782882027475,32.23578179220724,26.7022281412981,75.95233623627942,963.46863183294
57.41599605779165,15.6645635602495,32.37323591226499,93.80826887643936,6.960544695141076,36.51414419950226,137.32539425556436,74.11206205145344,11.563342964228347,24.36814004935579,41.36264833947688,1046.4326089082367
141.3090002055983,16.399428960044606,34.41046799815897,219.9665432784656,3.5127659089546306,32.21067624673832,94.68517296061712,110.57974517934927,87.31939245189291,27.123149479486067,39.33343757761917,1018.8968012404418
52.67970513128908,17.134294359839714,35.76937640181281,157.57979066378462,8.500153720276355,47.93718779205379,52.04495166566985,117.65035350401028,76.68893459096975,29.878158909616342,62.370360384697214,1000.6359740749506
37.33621825718279,17.86915975963482,37.128284805466656,13.937502596973475,13.48754153159808,54.28079384759053,84.36716360784399,109.490815110554,52.63632351329282,28.97763376250933,62.021600873033,1124.949724966168
41.63443482217836,18.604025159429924,38.4871932091205,116.7389010324077,18.474929342919808,17.428154681140867,116.68937555001811,158.4798718429846,75.73815180845811,28.077108615402327,86.49494740051007,1069.9891347443809
121.83339950404869,19.33889055922503,39.84610161277434,112.19567774669964,41.51122978848234,16.73305000763764,57.006716908533136,171.48122589041512,28.594681735037057,27.17658346829532,55.40643287797504,975.6420261321936
80.49962720538122,17.83584191323041,41.205010016428176,81.01071663845744,20.064338700693312,14.995975030322793,44.57322941459688,211.5187915478304,75.75359016076514,26.27605832118831,93.41676722275656,1076.0314000539388
215.8963099255604,18.849382048130902,42.56391842008202,86.6528853504602,4.237535922742406,13.258900053007949,6.676424227198017,117.38665955379928,60.82524900099122,25.3755331740813,52.219472438187225,1110.4069203057163
136.79586749477426,19.8629221830314,43.92282682373586,89.09901644396069,105.04227123513736,11.5218250756931,24.503768597800995,115.08169304843312,49.28620450043463,24.47500802697429,42.29009305411043,1160.9965327766304
436.1331148527288,20.876462317931896,45.2817352273897,122.9141122534002,124.48596465078936,45.0336060103471,32.74479949573386,103.03973383036282,48.27931515550073,23.574482879867286,39.18364927233077,1249.3416031925767
213.08537723586272,21.890002452832388,46.640643631043545,89.24319003885819,34.066802787446285,180.95368117675395,13.313858433173635,107.69752781432068,24.41003549780793,22.67395773276028,60.84656985835058,1204.1943962853788
487.54730447898015,22.903542587732883,47.99955203469739,145.98601441953187,17.963831207556304,65.29888632450195,23.215883660767684,225.00287712370348,29.658697029685342,21.773432585653268,69.58747820464396,1265.39533978524
550.3573599159313,23.917082722633378,25.01905944768277,319.863549372439,7.428215838216015,51.92040343723362,28.70206524033451,53.95938924633821,44.15286755346274,20.872907438546264,109.48929292049344,1196.948644743671
514.1871409273854,24.93062285753388,23.20005446205605,288.3425080823687,49.43097418538371,37.06640011803688,34.18824681990134,162.4386860198911,31.526076030867927,19.972382291439253,113.46972603401537,1307.9572430181229
433.895739383607,25.944162992434364,21.38104947642932,330.550707518469,56.871866301354295,49.65201930866829,39.67442839946816,155.49987044082883,55.049489281024144,19.071857144332245,77.82341398548199,1347.134544802817
543.5274158930255,26.95770312733486,19.5620444908026,237.7985550613552,23.953648427985776,265.0677632543136,59.56983350571963,170.8113787843491,76.69404109233749,22.095737489727988,32.28059678962913,1087.855463239924
