Amplitude_Central_moment_5th_order,Amplitude_Central_moment_5th_order.1,Amplitude_Central_moment_5th_order.2,Amplitude_Central_moment_5th_order.3,Amplitude_Central_moment_5th_order.4,Amplitude_Central_moment_5th_order.5,Amplitude_Central_moment_5th_order.6,Amplitude_Central_moment_5th_order.7,Amplitude_Central_moment_5th_order.8,Amplitude_Central_moment_5th_order.9,Amplitude_Central_moment_5th_order.10,Amplitude_Central_moment_5th_order
8904.098447964743,-21678.46182840122,8194.278274674245,-21935.288398533983,21837.48425548427,53506.044397270605,26701.65205722781,-7637.115042288409,36145.15061911535,6408.723743307415,12014.098923909363,33568.81320315017
34337.9146030897,-206168.8914141244,4420.107938194788,-5715.798475803881,-15768.774807577076,-1317829.596515283,6131.198337375844,-28776.19239809102,10304.25846636145,-19054.05677946984,15348.81151115404,82.65221118185674
-2038.646608202354,0.0,645.9376017153309,-78904.58162780292,0.0,-743533.6235687607,10682.862580731076,5824.413846224096,1807.350362929516,-12953.150994002928,0.0,-37807.18646071174
-44854.70825234277,-5.684341886080804e-14,322.9688008576654,-808.594104702897,120.04676506398891,-169237.6506222385,89654.53072304309,54.84853196414112,28186.03518161828,-6852.245208536015,6.418476861114186e-17,-4978.979802589964
-37791.62705977834,-1.1368683772161605e-13,0.0,7436.154110935109,0.0,-84618.82531111925,59475.23362632246,-344.2767927476476,6857.092543119633,-751.3394230691008,0.0,-264.89428519612886
-40423.5351007651,-1.7053025658242404e-13,0.0,106.66357078150074,6865.736155057636,0.0,29295.93652960181,-916.4642172107568,0.0,-4159.001400175403,13606.292039545096,4407.454678279494
-31444.119062681344,-2.273736754432321e-13,-738.9342499407843,-3911.481275587884,13731.472310115272,4.973799150320701e-14,-883.360567118824,23.77508788501533,23594.611523882857,-3885.7932352234257,27212.58407909019,7446.494720056824
-26797.02859137629,-2.842170943040401e-13,-1477.8684998815686,9716.41314750553,20597.20846517291,17659.061993743,-1.4210854715202004e-14,14676.576687109762,11797.305761941428,-3612.585070271448,0.0,436.4728390280298
-29014.719169364307,-3.410605131648481e-13,-2216.802749822353,-7971.944319897095,10298.604232586456,9015.075282573873,-1.0658141036401504e-14,-3401.586061621982,0.0,-3339.376905319469,-412.589079301168,89.5439396319435
-32603.47859176983,-3.979039320256561e-13,0.0,41969.02015590901,0.0,371.08857140474817,-7.105427357601002e-15,263.0900869876578,2.087089182034596e-18,-3066.1687403674914,336.46903137911465,865.9669154456983
-5416.417513592106,-4.547473508864641e-13,-30723.759585167525,-5664.475682525151,40.47026249365806,4738.767917073047,-3.552713678800501e-15,-547.4038640100382,-42720.53335163336,-2792.9605754155136,-235.00741383050348,4435.446321642793
-63645.40446194474,-5.115907697472721e-13,-61447.51917033505,-68.42123071526132,38891.63100759885,43.77581269621084,0.0,33.44623586280681,-67.76262819075379,-2519.7524104635354,-78.58425503834376,5554.488890939574
-317.3116791381048,-5.684341886080801e-13,6.472726746399087,291.2299686219262,-3.244418342175125,1636.7211685758336,-27115.951817042544,-72.50088888286726,-127535.89517686635,-2246.544245511557,166.8310193313376,1577.1218046129843
-13.54637381367459,-6.25277607468889e-13,-98.83975053684216,868.1537148582669,2600.9572973187123,57.99536861469806,-21497.44002443497,-73.40319532320302,895.9086422053705,-1973.33608055958,-1355.089524964734,6381.79443130795
519.9840806706402,-6.821210263296962e-13,859.4920874556877,0.0,1733.9715315458084,-0.33083371661994,-15878.928231827402,26.6582846198259,111589.3196866759,-1700.1279156076016,-3175.551100413716,833.6400782133277
-224.4219418715269,-6.200816375519351e-13,1126.1269465221562,-56770.65175758231,866.9857657729042,0.0,-10260.416439219827,-951.9618030882192,-415.8661328263368,-1426.9197506556234,-5664.872920067464,1745.323519600642
201.50574887336123,-5.58042248774174e-13,1392.7618055886246,-394391.9380863329,0.0,-2464.657466787618,-4641.90464661226,111.02261985806908,-2221.177793506576,-1153.7115857036451,880.504071586026,5036.185267222447
4097.847249257394,-4.960028599964129e-13,1659.396664655093,-6382.635476952888,0.0136609841098379,-3765.505940435145,976.6071459953084,223.71565636962868,-4026.489454186815,-880.5034207516674,-27550.04885708699,4227.481043994461
-107.55052748675016,-4.339634712186518e-13,1926.0315237215607,8.326672684688674e-16,0.0273219682196758,22206.42391698172,55920.74642361159,-3.620845412658906,-2366.964004387661,-607.2952557996896,3334.728869907085,3312.213489725321
334.2573329141213,-3.719240824408907e-13,2192.6663827880298,22246.52873759541,0.0409829523295138,48178.35377439859,110864.88570122786,11.82737663223297,-813.1673055922653,-334.0870908477113,8399.83850742857,2578.004851642974
68.15390219401462,-3.0988469366312965e-13,2459.301241854498,-63210.56735029199,-0.0324899860011248,0.0,-8014.010278421013,-149.4610425808825,96.00869967700442,-60.87892589573308,-16.3944644130949,2398.609553636792
