Rise-Time_Root_standard_squared,Rise-Time_Root_standard_squared.1,Rise-Time_Root_standard_squared.2,Rise-Time_Root_standard_squared.3,Rise-Time_Root_standard_squared.4,Rise-Time_Root_standard_squared.5,Rise-Time_Root_standard_squared.6,Rise-Time_Root_standard_squared.7,Rise-Time_Root_standard_squared.8,Rise-Time_Root_standard_squared.9,Rise-Time_Root_standard_squared.10,Rise-Time_Root_standard_squared
1967.775338654819,680.2616724266074,2228.952904549346,1161.4459729765854,733.2656672007133,1206.117705318845,2720.201192947163,937.3480391351518,541.2558416474731,734.2461604879259,172.67755908853476,7058.479256846768
246.6642592730149,117.85637410949889,1135.7434142910488,130.44383150547702,21.8247695850713,57.62705323485969,88.64644401040098,510.3917290807602,76.48627916640255,10.07459006251265,70.57643149948406,297.7178882528196
382.5537361210861,23.743515452510408,42.533924032751486,216.2278683608158,24.089415744791,45.06845718852789,44.99916918262461,133.05704881934594,57.71387890044844,18.075956306440755,160.44009349457176,200.0255078960529
947.9002572646248,23.5169450000769,37.44017617407587,50.26895822350327,62.154568523027,32.509861142196094,18.655345186471227,578.2088513381555,38.70636238256871,26.077322550368866,245.49601784886968,867.740136205755
705.9048273666352,23.29037454764339,32.34642831540026,66.94417884822849,100.6657479693264,38.953933591019705,19.31592757872841,174.72436914184394,61.35167963789432,34.078688794296966,272.1181722351019,681.2960617455441
1136.9754557251526,23.063804095209875,13.15258928014372,17.086935277521587,167.23021261379563,45.39800603984331,19.9765099709856,82.87023888220065,28.90565667840789,128.71264040033284,603.8914826488547,1658.535865602077
840.2386195219877,22.837233642776365,49.56509857545198,41.62109282947339,233.79467725826487,24.476947881668536,20.63709236324278,76.69886095766623,39.03533055152026,122.4187919157084,935.6647930626076,1666.03078754154
899.5931475514154,22.61066319034285,85.97760787076022,49.03129419619721,300.35914190273405,70.48119382236007,12.369381756854796,62.77496848483095,31.87307847425887,116.12494343108396,50.89904444354116,1706.710421411413
629.0062685214568,22.38409273790934,122.39011716606848,57.979111092688754,166.40570074759455,66.47777018889164,21.62757672333666,31.8251713549498,24.710826396997483,109.83109494645952,425.3822755279384,1884.6979481328096
973.9042217595684,22.15752228547583,20.97102008505382,68.98472297614092,32.45225959245504,62.47434655542321,30.88577168981852,40.770245725796975,31.60558847039371,103.53724646183508,626.2828962736093,2056.660001681624
199.59291445951013,21.93095183304232,26.31068735358256,95.79577885269416,63.51479536196931,559.5905128307055,40.14396665630039,119.52817136616872,115.16648954958237,97.24339797721063,689.7693673851469,1413.5202081311415
722.9026853798416,21.70438138060881,31.6503546221113,33.83738536381356,36.35091083260311,520.556067391675,49.40216162278225,49.64570621553151,33.426903099749616,90.9495494925862,457.6260273394663,1464.3876210932522
197.0198667385497,21.477810928175305,33.08446699304494,32.65776603338845,23.01459550609125,307.3633279667513,222.67601200861472,307.44794082242527,94.27448244855988,84.65570100796177,542.4576550270464,1642.420038039042
170.85863095895377,21.25124047574179,32.932739685014845,518.7510122451014,34.697631610830776,523.8914545681104,194.18362190476947,280.76100801904363,88.53253255879538,78.36185252333732,686.9220914902328,1367.03817824554
185.60558671870865,21.02467002330828,70.36382390634645,351.5807424235516,27.85392029013825,342.6332673194976,165.69123180092424,280.73010630395527,90.99547686490142,72.06800403871289,679.0091346819054,1764.7523858629254
325.9713281405978,21.84294012182166,64.60482488059289,315.159157984213,21.010208969445728,21.050424183511005,137.198841697079,292.71829920456554,21.422688467160143,65.77415555408845,490.63341325208336,1993.810978355569
1216.408053781777,22.66121022033504,58.84582585483932,56.51008681074516,14.166497648753207,82.9990336924032,108.70645159323374,334.0066407661328,47.06222067910083,59.480307069464,703.1400471808895,2594.441953817003
147.93268432235706,23.479480318848417,53.08682682908575,70.89516577098576,10.679828123928928,91.96668474391352,80.21406148938848,313.7053937491348,72.70175289104152,53.18645858483957,475.7324559831434,2442.5441684905963
