Counts_Peak,Counts_Peak.1,Counts_Peak.2,Counts_Peak.3,Counts_Peak.4,Counts_Peak.5,Counts_Peak.6,Counts_Peak.7,Counts_Peak.8,Counts_Peak.9,Counts_Peak.10,Counts_Peak
178.39377764284995,85.07677814168571,156.52422022563036,131.5430577329424,117.08802021727354,127.24261356456796,620.9711799115055,153.38153426027597,72.19421933542043,38.96898723233741,33.50264029183439,472.7151687932245
43.95419128705655,40.900459673198064,87.79114257949992,40.3289542371954,19.813788833316224,60.21886223292622,41.74188194073962,56.82027755489247,21.00641169365496,12.95217680389008,44.660995063360495,40.59320526808714
47.82956293928128,5.882004734364806,19.05806493336948,101.29780072216988,14.80526885478406,84.49857867055417,28.000342904610434,35.844804108289715,27.918783566603462,13.311663761248674,24.074695509185045,30.987528113482472
79.8655861851742,6.089016833984472,15.66998010811142,32.859521007032555,-0.2752971552697545,108.7782951081821,39.944450392525255,110.96120606428263,26.105999416609684,13.671150718607269,15.003219133639476,60.898097842675206
54.16198860469174,6.296028933604137,12.281895282853364,39.40072893716095,11.805937733070929,72.43699162276863,30.20525238083294,34.29253086347333,36.35384720115432,14.030637675965863,20.17374022526881,58.78995894839666
49.72521405167231,6.503041033223803,10.517286318506972,14.436975722555136,25.42290754278722,36.09568813735514,20.466054369140625,9.6938306681396,35.69601937065191,42.17129445183713,45.40220038696698,65.98280135367276
54.21733133954996,6.710053132843469,11.740475344036712,40.76427549348423,39.03987735250352,10.820270299077109,10.726856357448307,24.67538720504735,27.74993076748518,40.513182794885104,70.63066054866515,49.648117833624745
51.96236504940698,6.917065232463134,12.96366436956645,27.356781227848096,52.656847162219805,54.069701899101815,10.413012071306188,35.07203905981399,20.98861478046344,38.85507113793308,11.570853273767002,59.675255161623305
53.62822745815281,7.1240773320828,14.18685339509619,49.18914726423672,30.277981872108285,38.852901021802495,17.114199348954152,26.386328365053902,14.227298793441696,37.19695948098106,25.77485789924406,43.139820095236274
55.24356504479592,7.331089431702466,-0.795415380059441,49.06251096244655,7.899116581996764,23.63610014450317,23.81538662660212,13.693478972273798,7.15617409162491,35.53884782402904,29.40251432983265,40.96322005944997
40.02475000756819,7.538101531322131,8.134581662647246,73.23416438295126,2.482912671396668,56.705360804923984,30.51657390425008,22.0195475501448,86.35635008903549,33.88073616707702,35.43047618472298,61.10429625881292
56.70248164475868,7.745113630941797,17.06457870535393,32.5350094082816,38.23012637786351,13.506035570419847,37.21776118189804,30.57935815212806,13.251413613051271,32.222624510124994,25.469251610320303,71.29062679874525
28.51358452096584,7.9521257305614625,3.307769574472152,-18.88945448803243,6.3779486167096096,41.36259740658187,74.22631922241638,20.805942684695253,38.815132385219,30.56451285317297,23.689917769103268,76.59059309107498
18.31431430334469,8.159137830181129,3.8811277615839272,43.67811115964585,10.649418121940768,20.212845225398954,65.3265028979276,21.50636276970811,38.66766167540693,28.906401196220955,35.767778494175715,79.1846206911021
19.774053988133023,8.366149929800795,13.921717456822917,20.58409779468965,7.961444642764674,16.707147254529307,56.42668657343882,22.434182578917515,36.104605561988784,27.24828953926893,32.6094794429484,52.97008175302332
27.190459322449616,8.708452582331418,15.795738857581386,43.5837101760534,5.27347116358858,3.2934016781595483,47.52687024895005,30.9172416568056,16.248153204299932,25.590177882316908,37.5288287723499,62.8277160953601
25.706842979212382,9.05075523486204,17.669760258339853,27.66746665155074,2.585497684412485,23.443291520974327,38.62705392446127,27.90262178280929,23.395365068971262,23.93206622536489,29.440238411159704,69.333049685109
15.333460765675564,9.393057887392663,19.54378165909832,49.59689140336034,2.8344843632036727,32.1759279290461,29.72723759997248,25.10059629837965,30.5425769336426,22.273954568412865,38.09663479418565,57.34274240026247
25.45904413181125,9.735360539923288,21.41780305985679,66.90115225347697,3.0834710419948608,28.34247008328075,31.973845329933965,19.146051140035063,34.281983460279704,20.615842911460845,56.54399614604903,54.791034077217375
28.68647895610816,10.077663192453912,23.29182446061526,39.4541245769591,3.3324577207860484,24.50901223751541,34.22045305989545,20.06699230363972,21.746264542367328,18.957731254508825,34.11724266219409,61.70305887562991
19.41839142055313,10.419965844984535,25.165845861373725,46.74846090853616,2.284478307199345,27.61834774947885,37.39871876987098,16.382448163367172,6.37693230317941,17.299619597556802,15.118626221890349,64.58120896014259
23.7808450876924,10.76226849751516,27.039867262132194,81.78124890279173,-2.408689655053538,16.92916262856221,33.629015514646994,30.413794200264643,43.384419695053424,17.54541679896218,19.96862930415065,75.51012200064677
20.917424454568764,11.104571150045782,21.88560334802972,114.193118900564,0.835976500035922,20.95794468392688,29.859312259423007,21.37965207645751,39.10543313095462,17.79121400036756,23.367354300013947,58.99049559938953
15.419512236281369,11.446873802576404,16.731339433927246,13.717241424756736,4.080642655125383,30.36355510508656,36.514005241569365,23.533577077858286,32.6440804820907,17.618476987887973,24.655227648406687,66.73211904711086
