RMS_Root_mean_squared,RMS_Root_mean_squared.1,RMS_Root_mean_squared.2,RMS_Root_mean_squared.3,RMS_Root_mean_squared.4,RMS_Root_mean_squared.5,RMS_Root_mean_squared.6,RMS_Root_mean_squared.7,RMS_Root_mean_squared.8,RMS_Root_mean_squared.9,RMS_Root_mean_squared.10,RMS_Root_mean_squared
11.61039834335126,9.635479794758142,11.809813629024069,12.765864128665674,17.6494538848794,15.078683917598088,11.025784348272246,11.282929467738237,9.810073396601526,10.812157298240004,11.048166864273886,9.09239711460782
6.556296551389198,7.937622837260712,9.49226384121863,6.925877069402347,3.4148944855729866,9.877537755730597,5.023370195966631,6.810359518584119,4.838699599854887,2.957793975729296,3.050798395272472,6.177557422566928
7.851406500498019,17.791153757490648,7.174714053413193,6.279252283853117,4.310890737142895,6.806127250701759,3.640203687075052,4.34098862688928,2.6028103347349028,4.3014087797759215,1.8574506694844248,4.784095909981074
13.189560182577166,16.54183490820998,5.664855626649304,0.9897299086079414,2.8450230948448243,3.734716745672921,1.574330658151576,3.6976008831505167,1.5481110436840066,5.645023583822547,2.097143811331544,2.954008875765643
6.631904692969896,15.292516058929314,4.154997199885415,1.7152506425977938,6.179717484010007,3.165749230091037,3.102558922086348,2.9826837724612125,0.8509436635870812,6.988638387869172,3.510445756205827,3.891600934258677
4.739161961445808,14.043197209648646,3.38616293503248,2.060960779077169,5.031224534537879,2.5967817145091523,4.63078718602112,2.015952291907152,1.6057310495860504,4.729150784435124,2.664348048564816,4.11087010667484
5.405434337654243,12.79387836036798,3.310189993003632,3.280635653061994,3.88273158506575,0.750912027716212,6.159015449955891,1.661603611354717,10.222116325998194,4.504028805457426,1.8182503409238049,4.36028140944121
4.935744535986739,11.544559511087312,3.2342170509747827,2.356448103688336,2.734238635593621,8.584066834735166,9.084130212667286,4.327346124009956,11.881958024281428,4.278906826479729,4.229757214213372,5.251931305766198
4.269569560926497,10.295240661806645,3.1582441089459343,3.414783859706985,2.7031631492333994,8.401219768774366,7.858538881100993,3.400870931169041,13.541799722564663,4.053784847502032,3.69636718854518,6.127366610405828
3.531134655340673,9.04592181252598,7.808706721241466,3.867476445976682,2.672087662873178,8.218372702813566,6.6329475495347,2.4933477819057326,6.349787761400019,3.828662868524335,3.7190635626155952,5.772306267538046
5.447767133188616,7.796602963245311,7.47332655801657,9.34795844826739,3.051357738846181,5.308630888419267,5.407356217968406,2.0710380813496148,12.440998144514328,3.603540889546637,9.376954856769803,5.071934325580375
4.560756188265713,6.547284113964643,7.137946394791674,12.53113713116181,3.196547497861758,2.8627336440724327,4.181764886402113,1.6890179473739426,5.725790092277211,3.37841891056894,5.407932463325548,4.594153454468437
7.246578604725371,5.297965264683977,9.88221050930693,15.44123215887115,2.5153679506184883,2.3008190224792244,3.973247335318237,1.3905091576707995,3.81245749360658,3.1532969315912425,8.96811336967253,4.646795130510043
2.4320953945804944,4.04864641540331,4.367067837034639,2.7440851964794275,3.847503900318364,5.667501069305748,4.114159059985638,2.2315771307665084,3.3183465787835846,2.9281749526135457,11.550967071423024,4.640373139566761
2.822697541642372,2.799327566122644,6.501747730764136,7.10140584534576,5.082129787534342,6.3584297171687805,4.255070784653039,2.048270233451048,9.195792330150496,2.703052973635848,9.854652409717492,4.707503753762469
3.7872604164294055,2.967783668161806,7.27917479805488,4.113600611416901,6.31675567475032,6.215577457127547,4.395982509320439,2.245959924559193,6.552399167431511,2.4779309946581507,5.739483216943487,6.189651737681726
9.927753339071693,3.136239770200968,8.056601865345623,4.119998654801262,7.551381561966298,3.4004609662138177,4.53689423398784,2.771326894006324,7.487775651116708,2.252809015680453,6.210661435204334,5.039415401564647
4.648253073702969,3.3046958722401296,8.834028932636368,12.392582735695022,5.691466038796097,8.397952647993987,4.677805958655241,2.1386519577149987,8.423152134801906,2.027687036702756,4.946135690505594,6.732005125468009
3.9924407125876495,3.473151974279291,9.611455999927111,18.020273762978988,3.8315505156258967,7.170012011052563,3.667077013071207,1.8003504934031107,4.386866925528644,1.802565057725059,5.726227980262034,6.507331725962709
5.591634838146834,3.641608076318453,10.388883067217854,18.31269104965737,1.971634992455696,5.94207137411114,2.656348067487173,2.5056934911718907,4.46630146054934,1.5774430787473617,9.698868470241685,7.272709137060023
6.9332324019127,3.810064178357615,11.1663101345086,10.900216625975151,1.1504660530141884,7.298071870788503,1.8135279720214064,2.9836515317633445,4.375703526199072,1.3523210997696642,2.695227961859866,8.407174621524254
3.287955235389244,3.978520280396777,11.943737201799342,21.32296136563406,0.8769731995476058,15.289013599348598,3.3504546833065563,2.52238903085622,2.725752432257204,2.9376274215397213,9.084955937276188,6.981755545453835
9.125154870588508,4.1469763824359385,11.767315018803234,25.55950675069949,0.8493540961801307,6.970716213892397,4.8873813945917055,5.062799401996429,6.830560480296047,4.522933743309779,9.352995628394924,7.357650916044049
9.646104663897503,4.3154324844751,11.590892835807129,23.560069067420446,0.8217349928126555,5.042034085170646,4.174585414809161,3.0173507274868165,6.00378441793411,4.476076775367772,2.702182385080933,9.628504605992726
9.919464616831814,4.4838885865142615,11.41447065281102,19.05566401207602,0.7941158894451804,20.38161309419571,3.461789435026616,2.846203238202546,8.786924959076895,4.429219807425764,9.107254164399812,10.715257111890416
3.7835452605841247,4.652344688553423,11.238048469814911,10.882519752412591,6.137528953650258,12.379453166337726,3.0828291016557428,2.814184977126371,4.964356760162611,4.382362839483756,2.328156870711532,9.445506331821225
4.637948720485386,3.5083656713809184,11.061626286818807,16.088932604809116,5.030373559924048,9.02017634049187,5.595529075383846,2.2087075526693307,11.030329564588769,4.3355058715417485,7.069091573626896,8.034407920116893
4.540413650186494,3.800188015519619,10.8852041038227,26.670130610391283,4.947389343697269,5.660899514646016,6.387929820855999,2.123689267693662,11.15098785126197,4.288648903599741,7.279464415345422,6.264292277525034
4.103795158923724,4.092010359658319,10.708781920826592,17.54319838473221,4.048931637431182,2.3016226888001614,4.286447650631963,2.6134652082228125,6.885447340587016,4.241791935657734,8.782192987477456,6.52759387134208
3.413560683320592,4.383832703797021,10.532359737830484,17.307043998142813,5.170650239148372,10.99794810345664,3.13230103472677,2.636219942050212,3.934657882957697,4.194934967715726,17.318676553561556,5.610882990330576
5.881628764678448,4.675655047935721,10.355937554834378,30.13644564641552,2.941717896427265,6.6467786535960585,5.027022011245869,3.01009757092773,5.091794756742368,4.148077999773719,10.54096610295425,6.040234992990808
9.694844944677738,4.9674773920744215,10.17951537183827,15.689444012548456,5.7311093783000775,6.279163092076554,4.456031605593726,2.980506195134258,4.14202999391069,4.101221031831711,10.334215535216046,7.017984992641182
9.39173501893781,5.259299736213123,6.480097302039411,13.906593170845914,10.621702046969755,5.311757655235723,8.275882310247386,2.8247481668688708,12.510409023002884,4.054364063889703,13.297986955537043,6.226173821303544
10.30988489224606,5.551122080351823,6.354470154021469,14.02377299813612,9.089343504236057,2.4689794642049034,12.095733014901048,3.382574612362001,4.998212312621668,4.007507095947696,13.227031364519574,6.391335744970146
9.124563086067363,5.842944424490524,6.228843006003528,16.88649265413635,5.207217129792085,8.42225037020808,15.915583719554707,5.248026038739707,5.634879884147792,3.960650128005688,15.532316243022947,6.8839125376454975
11.44505058056422,6.134766768629224,6.103215857985586,15.770704211122302,3.3499951401591828,13.1557858549823,10.406799152166014,3.546768239545175,5.5336105769071455,5.469108074703684,7.589436352548406,7.843401264694962
8.878708733372939,6.426589112767925,5.977588709967645,14.544157038457174,4.287409611450297,6.8214956538281495,4.898014584777322,4.161802525314097,6.4137589575155465,6.977566021401679,6.638842886381738,9.012841661453685
8.5022386698281,6.718411456906626,5.851961561949704,15.59813178473891,4.377488365611607,10.960298476021082,5.583869946134553,4.796311708744095,5.892008182826834,6.9489952595361215,5.4053399790312495,9.43521402145722
6.373646988089386,7.010233801045327,5.726334413931762,14.5701975627213,7.368057967301815,4.869816843271158,6.269725307491783,4.277057675816518,3.3551122478166664,6.920424497670563,9.99452376222604,10.181840786709069
3.6881190189663617,7.302056145184027,5.600707265913821,15.540771587741606,7.414747392985981,5.568915666920866,6.955580668849013,3.329640563156151,5.73337577287509,6.891853735805006,3.079453931897989,10.584572269471614
5.916330046099014,7.593878489322728,5.475080117895879,16.15759068426806,7.734858809895565,3.09624839564601,7.641436030206243,4.473859693515532,5.510590529381709,6.863282973939447,6.19332228353794,11.488461530330024
5.898973649069939,7.885700833461429,5.349452969877937,21.04251809278988,5.6603943894718265,3.82692197388408,8.327291391563474,4.016117006689889,5.009135381555235,6.83471221207389,11.47068462203178,10.422049683492782
