RMS_Standard_deviation,RMS_Standard_deviation.1,RMS_Standard_deviation.2,RMS_Standard_deviation.3,RMS_Standard_deviation.4,RMS_Standard_deviation.5,RMS_Standard_deviation.6,RMS_Standard_deviation.7,RMS_Standard_deviation.8,RMS_Standard_deviation.9,RMS_Standard_deviation.10,RMS_Standard_deviation
11.60995520936326,9.601938461746805,11.757882955511644,12.735736901090153,17.581553844806585,15.013367687300525,11.003471544353202,11.280136059804288,9.792372129701995,10.71612607266668,11.02318382580276,9.090052247517566
6.534943076572152,6.883479475180183,9.44362448660526,6.886593135837241,3.391237987914357,8.971768579367424,5.023369560693926,6.806826540503761,4.8268231691084615,2.93688686255845,3.0433700123198872,6.166757402788894
7.778509031226712,4.667104535296041,7.129366017698878,6.201116730751256,0.1415351649821854,6.290697620316992,3.5185791322873823,4.340236708657119,2.494841602541591,4.2865804298930605,0.0064302629355303,4.773143431103665
12.42298004297482,4.510378524739004,5.013442563124565,0.974340973679692,2.8045128542627373,3.60962666126656,1.3246375752058706,3.696731074999439,1.5053256249441214,5.636273997227671,1.1823154509640252,2.9539769487183696
6.594797023736514,4.353652514181966,2.8975191085502514,0.8026148933885066,5.823437240043233,3.100102050765594,2.880245695439041,2.982496030724477,0.8134967529542366,6.985967564562282,0.452293441486892,3.8798007699077353
4.719151113448211,4.196926503624928,1.4882593571476763,1.8230228491427365,4.721753791894538,2.590577440264628,4.435853815672211,2.0140493378056217,1.3104028434873216,4.378189231666755,0.9433689002289658,4.089636207453701
5.267850827438514,4.040200493067889,1.910480912754308,3.2016794410136167,3.620070343745843,0.2591402242241412,5.991461935905382,1.6613102292793631,9.259168949832883,4.174132308338429,1.4344443589710396,4.32271967678598
4.809410814102695,3.883474482510852,2.3327024683609388,2.354017896076506,2.518386895597148,8.582082077106978,8.988345781146318,4.284311221981888,11.249858923402636,3.9700753850101016,4.221721654106867,5.173737956861394
4.1765652766605,3.7267484719538135,2.7549240239675696,3.40161078530914,1.3402979072560588,8.27897772780618,7.778204479421433,3.3994862842310134,13.240548896972388,3.766018461681775,3.6856073119270407,6.081884752698161
3.4847631842087456,3.570022461396776,7.780597623160281,3.866442712388824,0.1622089189149695,7.975873378505378,6.568063177696548,2.342464853628972,6.343409697153801,3.561961538353448,3.71175024307193,5.706229074959432
5.361180098505841,3.413296450839738,7.4569636676614355,8.778493784694673,3.029605901440184,5.304819220633502,5.357921875971663,2.071001380720855,12.172300209849531,3.357904615025122,9.374250230097552,5.048142302541606
4.390614619373516,3.2565704402827,7.133329712162589,12.196730318526583,3.0198409369345374,2.8627287421881573,4.147780574246777,1.6889712660353713,5.655839060351413,3.153847691696795,5.358253649279328,4.56087115314468
7.240153261292103,3.099844429725662,9.410918531321036,15.19183186697179,2.387911196096522,2.300042148930647,3.9661393194327794,1.3884610547570702,3.677879877035689,2.9497907683684685,8.951655936485263,4.622667457723471
2.425785104889404,2.943118419168624,3.797064240727953,2.7393674490104827,3.8418909702224746,5.666147084168494,4.0774729742715214,2.227984669195439,3.318165688105604,2.7457338450401414,11.495124074045728,4.632431750023399
2.814126998479871,2.786392408611586,6.38135095480267,2.0675951575577285,5.02979839393975,6.353081992301415,4.188806629110264,2.047678016335809,8.662472087363753,2.541676921711815,9.825805527156389,4.704914546131275
3.782915283254048,2.953948854473795,7.079980213188358,4.074447721840098,6.217705817657025,1.6966331882295052,4.300140283949006,2.245958697982305,6.452495176514266,2.3376199983834884,5.733742096838556,6.182315187305778
9.895021284834494,3.121505300336004,7.778609471574045,3.7397866349094886,7.405613241374301,3.2187235915588284,4.411473938787748,2.7713041841754134,7.250488449040702,2.1335630750551617,6.205998451333793,5.037398819304718
4.636406305222543,3.2890617461982123,8.477238729959733,12.113518960251309,5.388687717583366,8.382883671427999,4.52280759362649,2.1384190097319937,8.048481721567137,1.929506151726835,4.945752168278098,6.730859923402907
3.990349006256723,3.456618192060421,9.17586798834542,7.320959559900715,3.371762193792432,7.126682974722466,3.543844351119645,1.7977738135600774,4.38676375487108,1.7254492283985083,5.725781665029405,6.506808163287504
5.587943819742446,3.62417463792263,9.874497246731108,18.149584854348863,1.3548366700014975,5.870482278016933,2.5648811086127994,2.4973380655209643,4.2956332352293085,1.5213923050701816,9.660111934069713,7.269242744458429
6.90393279101316,3.791731083784839,10.573126505116797,10.778326502342312,1.1491014168024032,6.207475944490878,1.812577837584988,2.968399139878899,4.148344136313455,1.3173353817418547,2.6885343142006968,8.405624344145437
3.283022093397255,3.959287529647048,11.271755763502483,19.927909840121604,0.755976858970627,14.916480379601104,3.264095894641323,2.5055952839122706,2.7242319253439846,2.8909884923602647,8.3523771820199,6.976325816962963
9.078266599668437,4.1268439755092565,10.225928119613124,25.221717633240576,0.7686898685727382,6.970510343514808,4.715613951697658,5.036970099929919,6.650828498446954,4.464641602978674,9.239626911066688,7.357335007927567
9.593995706059037,4.294400421371465,9.180100475723766,1.598806748045856,0.7814028781748495,4.929717425305552,4.088187802877321,2.972965713729086,5.952137681374726,4.155477195786228,2.6965991369516087,9.622591477968824
9.2885246871197,4.461956867233674,8.134272831834405,17.70894600082115,0.7941158877769607,20.380210959075903,3.460761654056983,2.837598962393628,8.781384942836784,3.846312788593782,9.092781890943114,10.686178034745687
3.775925469488505,4.629513313095883,7.088445187945046,10.874974748088556,6.116404600753672,11.992918685015308,3.079972135933537,2.8069627726140003,4.964356289244051,3.537148381401336,2.3281130053935746,9.443143081731222
4.607379089533205,0.6230277385966043,6.042617544055688,16.06364605966932,3.231229256673904,8.754306699105257,5.595522150176662,2.207308077156616,10.479411642430405,3.2279839742088896,7.003611211306456,8.030029602239287
4.515253156342811,1.0436056786360497,4.996789900166328,26.66904471348619,4.942078455218022,5.515694713195206,1.670458679421289,2.1236824289894747,10.991136139170928,2.918819567016443,7.277307687138136,6.263609053435253
4.090612532474814,1.4641836186754946,3.950962256276968,17.346942373384497,4.023830369394532,2.277082727285155,3.776633893140617,2.6125987671584165,6.584094318040105,2.6096551598239968,7.819132650865392,6.524291658380428
3.404006529482792,1.88476155871494,2.9051346123876094,17.181352720731944,5.157101721744471,10.728723837616828,2.577719991077932,2.6327469014362648,3.465797243053714,2.300490752631551,17.278415464678666,5.608326705695675
5.853289736667164,2.305339498754385,1.8593069684982504,27.331222077546133,2.2942771488231046,6.6307236700216405,4.608809379681023,3.0081567200089387,3.0461480416068776,1.9913263454391044,10.539909869444068,6.040121354264943
9.607427577004607,2.72591743879383,0.8134793246088909,15.233012319498268,5.672313026820061,6.20114340039759,3.9544949386127737,2.971658319865842,3.8874111287908217,1.682161938246658,10.333500480611576,7.014274474217334
9.379175901783585,3.1464953788332752,5.7543570629976895,13.898414637805663,10.620898095170691,5.311097547815517,7.92626667159425,2.820133635197976,9.933790846976972,1.372997531054212,13.292140249832752,6.2258908140630425
10.171884514448724,3.5670733188727204,5.5692172337830295,14.021626650984691,8.842295036524215,2.427715323527836,11.898038404575727,3.3614826595825744,4.848514252250396,1.0638331238617655,13.226854186612549,6.369669127481365
8.893432591381583,3.9876512589121655,5.384077404568369,16.886435247727373,4.314222771678175,8.265809630447084,15.869810137557204,5.199657988905039,5.389390437714883,0.7546687166693193,15.530275971379035,6.870713331608573
