Amplitude_Skewness,Amplitude_Skewness.1,Amplitude_Skewness.2,Amplitude_Skewness.3,Amplitude_Skewness.4,Amplitude_Skewness.5,Amplitude_Skewness.6,Amplitude_Skewness.7,Amplitude_Skewness.8,Amplitude_Skewness.9,Amplitude_Skewness.10,Amplitude_Skewness
0.0454982171970443,-0.0360514914432548,0.1075764860102397,-0.0680603943186955,0.2140012256367356,0.3083942656849799,0.1211721897770932,-0.0932691701258752,0.2169644365660177,0.1288731661278268,0.0990906639794753,0.1410296744871838
0.4767645448906206,-0.1934002998882164,0.2279534378701103,-0.1533781313135469,-0.7362319568479491,-0.6716692526105325,0.232360144842176,-0.2609930995208302,0.4890139848063751,-0.6794820525245981,0.0179271960270401,-0.0293431908778757
-0.0350284919213747,0.0,0.348330389729981,-0.1496089653657883,0.0,-0.388253896143809,0.2393501978799165,0.096850017045079,0.5397344804499066,-0.5277565761685179,0.0,-0.2840215381998243
-0.1452097917969276,-2.3063012668024922e-17,0.1741651948649905,-0.0396948316618246,0.0055797607177722,-0.1048385396770857,0.7070940878285499,0.1245950211284609,0.4284715942395716,-0.3760310998124377,1.371776025461466e-15,-0.1189553036790536
-0.3187415155460033,-4.6126025336049826e-17,0.0,0.0167565160965248,0.0,-0.0524192698385428,0.3364752298570758,-0.16987008118681,0.1600267926625477,-0.2243056234563575,0.0,0.1801462147160369
-0.3993956961791239,-6.918903800407473e-17,0.0,0.1280280916732891,0.1479910284902871,0.0,-0.0341436281143981,-1.0180819125395546,0.0,-0.3775157078925523,0.1801304588348241,0.3154644395405884
-0.3246961981276633,-9.225205067209964e-17,-0.0882002947610099,-0.254876387245201,0.2959820569805743,2.829924915248521e-16,-0.4047624860858722,0.0843920305492927,0.1124112031225089,-0.3824976285084525,0.3602609176696483,0.7213774123577794
-0.3033871623183861,-1.1531506334012458e-16,-0.1764005895220198,0.0627944083435102,0.4439730854708615,0.1144772141307298,-8.498351687836757e-16,0.5076914558519345,0.0562056015612544,-0.3874795491243527,0.0,0.3293878449790656
-0.4276869940774623,-1.3837807600814951e-16,-0.2646008842830298,-0.1237853676704068,0.2219865427354307,0.3417120789190025,-6.373763765877568e-16,-0.3952678256667843,0.0,-0.3924614697402529,-0.0488646721889928,-0.0025051333656375
-0.4124893949253734,-1.6144108867617442e-16,0.0,0.2705031744620536,0.0,0.5689469437072754,-4.2491758439183774e-16,0.5506201963648665,7.581815488314e-15,-0.3974433903561531,0.0160298035868915,0.0691089881432102
-0.1751529381549189,-1.845041013441993e-16,-0.3463535809990234,-0.1779148543607097,0.2689090715626072,0.0252522945825908,-2.124587921959189e-16,-2.5183819272734875,-0.1867706807319541,-0.4024253109720533,-0.0090224907643891,0.3558667361530792
-0.4432221370320497,-2.0756711401222423e-16,-0.6927071619980468,0.0085980726431821,0.3445433638741399,0.2460392241942711,0.0,0.6054551209912902,-0.2178907478721615,-0.4074072315879535,0.0346492051217342,0.2146776244045865
0.1554288213518548,-2.3063012668024916e-16,0.1559662760579004,0.7071030956523205,-0.312543520292128,1.1740323136161883,-0.2585440648565851,-1.7505878562326558,-0.3027468418521225,-0.4123891522038538,0.0472744278706974,0.0948074382279033
-0.5090841901050369,-2.536931393482741e-16,-0.6778598292550434,0.1876202358812018,0.8485364791138617,-0.0021315661955899,-0.2146192946098775,-0.4842271610228848,-0.1316535194723705,-0.417371072819754,-0.2318475636193757,0.300051441009753
0.2234498339814051,-2.76756152016299e-16,0.2644692310708074,0.0,0.5656909860759078,0.0211898405234618,-0.1706945243631699,-0.0315616928850437,0.7215603889302069,-0.4223529934356542,-0.1461435829109441,0.1656763579780043
-1.1848574732853925,-5.231887344637798e-17,0.2784428050920468,-0.5508192462857101,0.2828454930379539,0.0,-0.1267697541164623,-0.3397532035898731,-0.1258116182406388,-0.4273349140515544,-0.0463340248519656,0.2074356733326469
0.0729812070221346,1.7211840512354303e-16,0.2924163791132861,-0.1509934932210515,0.0,-0.1269901775014264,-0.0828449838697547,0.7599905262869351,-0.1009159256776586,-0.4323168346674546,-0.0707453212817694,0.2076347229298037
1.11632975558575,3.96555683693464e-16,0.3063899531345255,-0.0480787998021597,0.1961612403586131,-0.2774483611099241,-0.0389202136230471,3.702929270381847,-0.0760202331146784,-0.4372987552833549,-0.1426187981608552,0.2815014368802291
-0.0771249249761378,6.20992962263385e-16,0.3203635271557649,4.0016267471976956e-15,0.3923224807172263,0.115467465905052,0.137900980418317,-0.3222899213240439,-0.3721211766452812,-0.442280675899255,0.1877028090747189,0.2517254424203816
0.1596868152128088,8.454302408333061e-16,0.3343371011770043,0.3968276950041451,0.5884837210758395,0.5083832929200282,0.3147221744596812,-0.2606834142820861,-0.1228296393002999,-0.4472625965151553,0.2854844527532656,0.2164006528497244
0.0484029881481632,1.069867519403227e-15,0.3483106751982437,-0.651534403263755,0.0294954453209971,0.0,-1.7937244865438584,-0.8827164580958597,0.6849085543330505,-0.4522445171310555,-0.2806629222027145,0.1763999877977475
0.2738049436712275,1.294304797973148e-15,0.3622842492194831,0.9477823660797662,-2.7430904704415547e-15,0.7028654916993619,-0.5538106384259471,-0.0928367769644047,-0.1150973728200148,0.1240575817339209,0.1195573203048031,0.2329065467984084
-0.0263702022119056,1.518742076543069e-15,0.3260558242975347,0.3809138306650451,0.1992208017613292,0.2985873096116172,0.6861032096919643,0.5700065875223795,0.356893044985517,0.7003596805988973,0.0119736983252778,0.054790051524223
-0.0554564661121372,1.7431793551129901e-15,0.2898273993755865,0.0,0.3984416035226611,-0.5705941220773323,0.3943234686895628,0.5446985373176358,-0.4236314395380752,0.6419963738823226,-0.6901083251403934,0.0282154844584112
