Counts_Impulse_factor,Counts_Impulse_factor.1,Counts_Impulse_factor.2,Counts_Impulse_factor.3,Counts_Impulse_factor.4,Counts_Impulse_factor.5,Counts_Impulse_factor.6,Counts_Impulse_factor.7,Counts_Impulse_factor.8,Counts_Impulse_factor.9,Counts_Impulse_factor.10,Counts_Impulse_factor
-355.6526070546749,-35.54620209164953,-26.980165198807725,-37.19208320831317,-20.687221998077,-17.93951555220659,916.1642708488351,-628.6178439490373,-20.015996501711506,-18.562846652288457,43.52314058017729,-584.1973530952134
463.6343038335047,19.291923728299057,-11.051477995627131,78.2683669234584,2.471322668091644,9.460320455044878,10.293013166370232,-29.6308010915578,-4.656211853036077,4.706459211068621,-14.30190428582739,-21.355602290118465
-81.59356326336764,-1.1859544704510676,4.877209207553463,-32.61863788152811,24.810664221956337,0.9383655971565884,-2.668635849265357,-50.1090885037375,2.3493779888375954,2.57223365921685,8.108512255982722,28.153323803792382
18.253461201242104,-0.999404540567146,13.991497246393068,11.621065879548594,0.0370192079062964,-7.583589260731702,-5.488290364026124,60.91985750282634,-16.22530931901761,0.4380081073650794,2.049297026302129,166.9959668171379
12.383515544521211,-0.8128546106832246,23.10578528523267,-13.04144182487616,12.13686630409222,-2.162762661416248,-13.090466249960478,22.1081181781419,-9.26204527808728,-1.6962174444866918,1.5490463435229274,39.917507614897616
10.842715770243975,-0.6263046807993031,1.1218632747696518,-2.2318468585611924,6.068388186475389,3.2580639378992067,-20.69264213589484,-62.11892656831112,17.48709869968565,4.444531736034033,-1.838792911857428,28.249503662878645
10.696897135375211,-0.4397547509153816,2.073442896828356,91.37520981168292,-8.993114144217884e-05,2.6653619364816112,-28.29481802182919,-21.93128099577012,14.16804214564164,3.5187997532555726,-5.226632167237783,30.03393636185924
11.328472544175428,-0.2532048210314601,3.0250225188870603,-4.931249018215064,-6.068568048758272,19.350022367044872,3.944267855408874,10.667631897246492,10.200695764508245,2.593067770477112,-29.49092456868361,57.42340876623625
9.677291709792698,-0.0666548911475386,3.976602140945764,16.381052164751406,-1.5732647911846414,7.808006564587576,3.662932197935133,-24.610713107300747,6.233349383374848,1.6673357876986508,23.054604177969207,32.311146051885515
9.300743681980016,0.1198950387363828,0.1212850090185299,-10.924653310056634,2.9220384663889893,-3.734009237869721,3.381596540461392,-6.340969848639701,-7.726579401156226,0.7416038049201901,19.186536180975867,34.196187332527366
31.300294089009704,0.3064449686203043,1.834857396518192,-52.64570907905357,-1.27965359916958,4445.942396343771,3.1002608829876515,-19.7567085712032,17.407031512674926,-0.1841281778582706,30.36854619003849,40.982498634969694
8.739927022775438,0.4929948985042258,3.548429784017853,15.448535451108448,-6.073107187155763,469.3048557619714,2.818925225513911,-325.36388299874585,-3.547362372592914,-1.1098601606367318,26.288813716573262,35.89760669409424
-81.28259988955422,0.6795448283881473,-1.1588598760640825,0.4791455959713035,4.694765133197018,-173.4973182460384,-32.9104178819951,24.170024241627697,10.028653613693358,-2.035592143415192,42.277720079598346,38.26916113986122
-41.1031830845393,0.866094758272069,2.861874593072393,-65.75785922992104,-12.065249845539745,-55.389035878548185,-25.018463852977657,28.54578718321004,-8.492762907918234,-2.961324126193653,20.321571116800907,195.85190780106345
-34.23067329093988,1.0526446881559903,-6.036976683710521,1.1674462901040537,-8.886390085963393,30.5496223456026,-17.126509823960212,-23.627835340994743,-9.690253548448878,-3.8870561089721134,9.821457216416066,120.12516088669476
