Energy_Shape_factor,Energy_Shape_factor.1,Energy_Shape_factor.2,Energy_Shape_factor.3,Energy_Shape_factor.4,Energy_Shape_factor.5,Energy_Shape_factor.6,Energy_Shape_factor.7,Energy_Shape_factor.8,Energy_Shape_factor.9,Energy_Shape_factor.10,Energy_Shape_factor
-30.903391736727293,-17.14751706120415,-11.07568584120935,-24.61601102502013,-13.064061898415993,-5.57827668464074,-12.54174938579988,-8.736167044366159,-38.17733703973947,11.452621242146249,-16.058241410587012,-34.71888919848922
-89.66413779768787,10.752526673021771,-4.653194718369874,-319.7750403126663,-1.0804983052557124,-5.596939701880585,4.016633101122175,157.83930473563646,-2.0845481797058723,-8.056956087867162,9.758694773345956,39.31459653607998
-4.812730473776747,-1.0492949562873295,1.7692964044696016,-5.568138360065292,2.2740794858220488,-4.523999587308698,9.069495645172344,13.608333980949231,-9.599822561672816,-5.8665602870240185,-59.346618984027785,-33.68343996001066
-6.178934431005813,-0.8771208813760943,5.361851080112022,-13.322231710378372,-26.677910957116342,-3.451059472736811,-3.4238668272438773,-52.502821860301445,-2.61396285927675,-3.676164486180874,1.4139000733541651,-335.24636408845936
-12.673749298913828,-0.7049468064648592,8.954405755754442,-12.714795878474131,1.2692241999366405,-1.200827958155268,-1.6702325390625603,-23.27039900215685,-1.2141411396788797,-1.4857686853377294,1.2067693038751517,42.19798870661264
-43.81075753609323,-0.5327727315536239,1.1478131677014085,-3.350874589070933,-1.3433096014681682,1.0494035564262747,0.0834017491187562,20.15254335512765,-10.84498373355359,3.631263788077818,-1.1895547437145306,-42.89265332474972
-10.273229685069342,-0.3605986566423887,8.516284913754262,-17.194291738096016,-3.955843402872977,1.2226735888534883,1.837036037300073,11.189769094376048,-2.7949740433232644,3.160589082738851,-3.585878791304213,13.247639969513507
-6.318804227355787,-0.1884245817311536,15.884756659807117,-2.521345940665066,-6.568377204277787,-4.5357968273068,1.1833434177875508,-4.462527626624731,-0.8862274125626475,2.689914377399884,1.5704685135045409,41.56352193686877
-6.355416300630912,-0.0162505068199183,23.25322840585997,14.169670757850248,-3.81217702055058,0.4580582361228664,1.137509428699712,1.306209697905058,1.0225192181979694,2.2192396720609167,14.897177176467064,36.759536072608576
-13.21583931343769,0.1559235680913167,8.203136889457141,-4.447212224467679,-1.0559768368233728,5.451913299552533,1.091675439611873,-1.56571702342516,1.0021192523113165,1.7485649667219494,-13.053220513828183,18.87626438525451
-8.303021047306434,0.3280976430025519,5.889823097094305,5.300086736550168,1.387789254644026,-18.74776533530311,1.0458414505240343,-18.23838871471393,35.08615243538079,1.277890261382982,-31.570679741673512,-6.299894697565881
-6.221194998979637,0.5002717179137872,3.576509304731468,3.028938355653471,-3.270010925820888,-48.471909196181365,1.0000074614361956,1283.977789605439,-1.846487296018428,0.8072155560440151,66.18647989334995,-7.127016680487918
-18.700355207335235,0.6724457928250223,2.5492961588127065,-1.0177905731792434,1.924919103977912,-7.442793712379675,26.461918013640368,-34.718141995605166,-5.610036557103764,0.3365408507050476,-13.038616338547447,-5.5382354220800885
-31.705118735598543,0.8446198677362575,-1.01696748827396,-5.850624279153986,7.214991128173588,-9.64798725150643,22.53194485132734,75.57539259820699,-27.72058870690389,-0.1341338546339194,15.2131807138189,-9.046959060463116
77.77500291904691,1.0167939426474928,1.4804825384043132,-9.679402849637848,3.8847669619777614,-65.90063470168158,18.60197168901432,-12.931200209864466,-2.466168800326709,-0.6048085599728865,8.03638685158652,-9.271471310173824
-39.88615404911874,0.8322397966841876,1.0624094069090384,-1.8191456462448363,0.5545427957819378,-1.8357188033998888,14.671998526701284,-9.947524788514343,3.155116302652453,-1.075483265311854,12.255097616944552,-5.99072291075544
40.75728039505623,0.6476856507208824,0.6443362754137637,-3.356975869395461,-2.775681370413887,-11.994353616089873,10.742025364388256,9.222659782915786,0.3886032029688069,-1.5461579706508215,12.873575122703452,-10.24295624057842
-8.94542987582633,0.463131504757577,0.226263143918489,-57.0036670812482,-2.532708186294458,32.30190561099668,6.812052202075228,-16.678366650968393,-2.3779098967148395,-2.016832675989788,121.13248071228102,-5.437208202731652
