Energy_Crest_factor,Energy_Crest_factor.1,Energy_Crest_factor.2,Energy_Crest_factor.3,Energy_Crest_factor.4,Energy_Crest_factor.5,Energy_Crest_factor.6,Energy_Crest_factor.7,Energy_Crest_factor.8,Energy_Crest_factor.9,Energy_Crest_factor.10,Energy_Crest_factor
7.230792398177069,3.7076220384310177,4.775428965216163,4.889052221670419,3.634051367289631,3.0589538527463,5.00898799699518,5.129371838153788,4.216231764850884,2.333403779766065,2.1025508564020328,7.921839888098033
4.382425485124514,1.2686962244491409,3.3686245600301787,2.7450123747303548,-0.437111216229136,1.288247343718428,2.24101261604986,2.8565793770705,0.8049723535585613,1.0303598666636775,1.660672533562188,3.1679809469904963
2.373879083504733,-0.6501162604295317,1.9618201548441947,2.918779021390306,1.337864287336472,1.1755023559479696,1.0043519391322897,7.450665375497986,1.2691740253183077,0.7942022652413468,0.9830078664098528,2.289388663395369
2.6293610340510405,-0.498899772888325,1.533620798635294,1.5344040388350244,1.1126160766893696,1.0627573681775109,1.0400738068554842,10.6183470065283,0.9000930467159501,0.5580446638190162,1.4142135276043877,6.901113817403144
3.0227288233485106,-0.3476832853471182,1.1054214424263928,1.0854933665271227,1.4037079950174918,1.1594471828881332,1.2944514727550709,9.629469007940433,-0.0716131373665794,0.3218870623966854,1.3884128483286111,3.194009274559661
2.5015419278838054,-0.1964667978059113,1.3621112768359809,0.7388407869646179,1.337279179886411,1.2561369975987553,1.548829138654657,3.422419935216153,0.9035311892988092,1.0458619401494926,1.3879099750085189,2.997688235856507
2.505243925510921,-0.0452503102647046,1.3342155021201731,1.7369687991227585,1.2708503647553304,1.3932689246602616,1.8032068045542435,4.303680412946982,1.242606721223107,1.0465891148726234,1.3874071016884264,3.172935059177412
2.382121105417201,0.1059661772765021,1.3063197274043656,1.2842246697935025,1.2044215496242496,1.6364400351267383,1.3797296147540852,2.147640754657936,1.2146487062692963,1.0473162895957542,1.407820782410649,3.1461830519215503
2.637726672895693,0.257182664817709,1.278423952688558,2.00692598622988,0.2893463682364965,1.5836172171526504,1.2857610936615995,2.0041395888190268,1.186690691315486,1.048043464318885,7.959199946778138,3.266743229827261
2.178999259413714,0.4083991523589158,1.114446409074169,1.2948561229363156,-0.6257288131512567,1.5307943991785626,1.191792572569114,1.2246389719847073,1.0628857594432437,1.0487706390420155,2.228842160830228,2.610604115771427
3.1881461761708416,0.5596156399001225,1.0916527096050803,1.840156874293975,1.599187700403825,7.361763042320086,1.0978240514766284,4.695450027911719,2.5398650464781243,1.0494978137651465,8.998272905465146,2.648409884736157
1.9029468863129184,0.7108321274413293,1.0688590101359916,2.416827759219016,1.369360662750529,3.962645628507473,1.003855530384143,14.05531202337386,0.1952692769624115,1.0502249884882773,2.6984917672305224,2.6551954826674025
4.140213960031104,0.862048614982536,1.3866490735518788,-0.7871296205994823,2.360112470555515,5.719590832420637,1.4845802592991666,10.549239357195408,1.3111190238328312,1.050952163211408,3.4840173596492026,3.367443995479673
6.4341443506236695,1.013265102523743,-0.7280082549614568,3.7887720344332174,1.3999139342818,3.351034415406508,1.5234166358833696,11.141249130992223,2.920946759952178,1.051679337934539,2.292993551298935,5.332633706342268
5.521865284006228,1.1644815900649497,1.830244669057025,0.891336823915789,1.124134436074044,3.1263233091356435,1.5622530124675724,3.503817325360613,1.1668725824198554,1.0524065126576698,6.294488447284536,6.1905059869041805
11.388494887055572,0.983585591524216,1.5938920950175104,1.2176464638449496,0.8483549378662877,0.2938555214601008,1.6010893890517754,5.067030008651547,1.947488145465837,1.0531336873808006,7.078838497202059,4.203705437196257
5.400361231743876,0.8026895929834821,1.3575395209779957,1.4831026463245724,0.5725754396585315,1.4459794610835854,1.6399257656359782,5.939181057384985,1.4709635388516538,1.0538608621039314,1.5678831180465802,3.817440846445696
6.374050486319702,0.6217935944427482,1.1211869469384808,1.995307570126063,0.6313743710411434,1.884155744698249,1.6787621422201813,6.974372774013279,0.9944389322374706,1.054588036827062,5.253381365838026,3.017182177967866
10.995309303519113,0.4408975959020144,0.884834372898966,1.0898407437801534,0.6901733024237552,1.630301199382706,1.350661644090621,5.388514602180304,1.830324482788044,1.055315211550193,6.556696993752906,2.916313754555528
7.214335064838703,0.2600015973612806,0.6484817988594513,0.677135636718571,0.748972233806367,1.3764466540671627,1.0225611459610606,5.270205034995764,1.3696713680012,1.0560423862733237,2.4964118678952327,12.352386783441736
3.961596132655811,0.0791055988205466,0.4121292248199364,1.3369524887027824,1.3477967909105086,1.2511911244964418,1.416611189092642,5.825316227786409,1.3319534416776446,1.0567695609964545,3.1593155183689383,7.765420396733659
6.889625463567586,-0.101790399720187,0.1757766507804218,0.8109486125357704,-0.9804426138761858,0.5414441437785625,1.221621260946156,9.915707539929585,1.6563341491007006,0.9428843903864002,1.8790082166004984,2.7397517284504795
