Counts_Root_amplitude,Counts_Root_amplitude.1,Counts_Root_amplitude.2,Counts_Root_amplitude.3,Counts_Root_amplitude.4,Counts_Root_amplitude.5,Counts_Root_amplitude.6,Counts_Root_amplitude.7,Counts_Root_amplitude.8,Counts_Root_amplitude.9,Counts_Root_amplitude.10,Counts_Root_amplitude
19.9900689095496,16.699302147199614,23.26961402123882,22.10831754744175,23.007131999790133,22.82634566036249,28.049978171523303,15.548143493262645,17.46308789958237,16.38238001233456,20.368559700751995,17.623546228620246
8.018981668727944,31.424231436414985,16.478135391769218,15.88614789681213,18.861633891422468,40.17120708644738,12.691521789618452,16.972679248792467,12.5695656051271,13.410866641509768,20.905101270140342,14.777125314664708
11.379336140904789,10.24124206013578,9.686656762299618,22.611893698558905,14.202270676063456,62.47980513923829,20.80041015869156,4.070481047153615,9.437044086426948,13.033615085417528,21.00068993533304,10.108213020185596
18.157555058816133,10.049657964607162,10.715493434816874,13.42934224131304,5.69605408159975,84.78840319202921,33.54689275513003,4.748923122554489,17.83044099277544,12.656363529325288,5.004521782182406,7.248715518114593
19.11136865602285,9.858073869078543,11.744330107334132,33.47128473906589,10.81132404345314,54.25587360333651,24.81250295058804,3.992573876410949,27.03193918075189,12.279111973233046,11.95406102750612,8.700371953898182
18.721768633239165,9.666489773549928,9.339902057383616,12.352973740485693,21.546260515259704,23.72334401464381,16.078113146046043,1.3578408930031698,33.6237608032329,32.645717111514145,26.952968852974223,7.9430514736141875
19.10405642076105,9.474905678021308,9.94063925930054,12.818973426617216,32.28119698706627,6.08342193856887,7.343723341504049,2.4631828345190505,21.839511568729947,31.33234541399833,41.95187667844233,6.148852329160511
17.75875516702446,9.28332158249269,10.54137646121746,18.71831112587022,43.01613345887282,19.20296552826996,7.541940829324371,12.42255429782696,16.83715709569627,30.018973716482503,11.95998846120035,5.229569726508036
16.697792416050827,9.091737486964073,11.142113663134383,21.85291634719765,23.916326187073704,16.036717534630366,11.165821373297652,10.83739639526881,11.83480262266259,28.705602018966687,6.448344258764834,7.898363094483106
16.233561920722547,8.900153391435454,4.844392450228729,42.50611061736807,4.816518915274586,12.87046954099077,14.789701917270936,7.543952593825709,8.055729431303929,27.392230321450867,11.581467132705232,8.151661366324335
13.012260414816826,8.708569295906836,11.00858694968042,20.16409476562504,2.546165684523616,13.41227468719623,18.41358246124421,1.7434977825496698,21.526994044687747,26.078858623935048,8.397962933774348,8.4403716128649
17.33832752390968,8.516985200378219,17.172781449132113,16.62319118944771,21.99763307192286,2.381284985395717,22.0374630052175,0.9046391397172358,8.198475570016365,24.765486926419232,7.469185504761481,10.890257664688937
3.502415465776183,8.3254011048496,4.955160110813305,37.79955911816429,2.787506043209428,1.441360958479588,23.69539919075337,1.635788053324411,29.260531331206,23.452115228903413,7.214439414625358,11.988735844977858
2.5914711943837694,8.133817009320982,2.2107901665419862,6.272015000558959,4.63113648168769,5.773410440194648,21.952293487184043,2.070176822734221,7.299153523856473,22.1387435313876,9.642569812379634,11.823280886718544
3.278730014460657,7.942232913792364,8.77985895922272,17.507260578002924,4.265429138321276,4.139472993567917,20.20918778361472,1.4761405176788511,26.890796539762377,20.82537183387177,11.07579069748091,9.37654030200885
2.366875125896185,8.452616841924046,10.18245721445892,24.317510122502583,3.8997217949548606,6.780254127784045,18.46608208004539,2.8462107767962785,12.467210083550611,19.512000136355955,8.22225400014144,9.991120442567496
6.674946253549496,8.963000770055729,11.58505546969512,23.059608413056743,3.5340144515884457,18.293723216379743,16.72297637647606,2.297484560334113,12.45446028505146,18.19862843884014,11.28608161717343,12.091475192676036
2.9291920135808835,9.47338469818741,12.98765372493132,30.143415777323124,2.993773934138225,11.919889514821536,14.979870672906731,1.489637602157014,12.44171048655231,16.88525674132432,12.742399497226764,9.917258248355605
5.178068163122523,9.98376862631909,14.39025198016752,65.70004617897868,2.4535334166880034,11.90724471279277,17.013569016949546,1.4125878075090736,17.165510840587803,15.5718850438085,10.7395321396645,10.351219690071495
4.856098464624502,10.494152554450771,15.79285023540372,41.97892845691332,1.9132928992377825,11.894599910764002,19.04726736099236,1.128723793948521,8.713610700203446,14.25851334629268,10.999902296776256,10.185583286067155
3.339675862123136,11.004536482582456,17.19544849063992,34.02947271884239,1.0591729718937752,25.71797948542699,9.799532132606124,1.5062411209644873,5.78831202664914,12.94514164877686,2.928519287181603,11.854128560342478
3.578719580864221,11.514920410714137,18.59804674587612,92.38241457631024,2.4822418246274087,18.51919090207588,19.835965049275885,1.759138248074909,20.638904397551364,14.17941121310626,13.696547243915186,12.287455838090908
8.779244511704201,12.025304338845816,19.97274514430612,33.948662916517364,2.7339705779572445,5.428586015112592,29.87239796594565,2.558954468969562,26.51677001459395,15.413680777435658,16.238818990225983,12.238940374144594
8.471384227158325,12.5356882669775,21.34744354273611,6.95556760438085,2.9856993312870803,16.51029460838559,22.143026274845973,2.332984090448171,16.51930130575621,15.224614924583175,1.7865680277189089,14.8476856011836
10.603650766536544,13.046072195109184,22.7221419411661,38.74774013965271,3.237428084616916,12.31088796815069,14.413654583746297,3.9328301653627378,21.56614565240016,15.035549071730694,2.5265250473034806,14.295991502936005
4.50817833765999,13.556456123240864,24.096840339596096,24.71585072957789,22.71575205608792,11.611138560457125,6.437551669631283,3.071366772753968,7.682918914939342,14.846483218878213,1.037275151090664,13.355637601538628
3.655157552055396,10.630882651903764,25.47153873802609,14.664059212491564,13.949771368899272,9.37046476631203,14.107603691577788,4.65747975248446,15.387262571147184,14.65741736602573,5.935902555392373,14.983903683540657
7.73571593299439,11.3795492671514,26.84623713645609,20.44934319234492,2.9157950811697178,7.129790972166938,3.9421571001892417,1.8191474517893893,26.008081611047,14.468351513173246,9.57171903831494,15.774710838482491
