RMS_Root_amplitude,RMS_Root_amplitude.1,RMS_Root_amplitude.2,RMS_Root_amplitude.3,RMS_Root_amplitude.4,RMS_Root_amplitude.5,RMS_Root_amplitude.6,RMS_Root_amplitude.7,RMS_Root_amplitude.8,RMS_Root_amplitude.9,RMS_Root_amplitude.10,RMS_Root_amplitude
7.805151447452176,6.346394741060474,7.1839967844542665,6.733590709163401,11.801335700859342,9.441618714260152,6.506883272403844,6.1504050862772965,5.776467654091573,7.743289798588123,5.36591602947193,4.654604637674001
3.5648219404329327,5.515907554824231,7.112282599577103,4.3018206279132505,3.0280314339365333,9.316169741290311,3.710083438984164,4.291322344435304,3.857869855410928,2.6733659794584206,2.427388152487751,3.564875614641606
3.972501557423839,16.844816704004757,7.040568414699939,4.35159930845908,4.307404008380681,6.054715808740522,2.653429096303399,2.190797222307362,2.521316866464862,4.102741213309533,1.857433973823844,3.409652903469771
5.544348630284333,15.672739867447437,4.436675314985089,0.8184523779031515,2.348980952337522,2.793261876190733,1.5088482537658972,2.1170753283799866,1.5124313379048278,5.532116447160645,1.49895046624935,2.09591180506536
2.455746631467372,14.500663030890117,1.8327822152702389,1.408949353888643,5.633663439230196,2.690364866023779,2.8011422473484435,2.158572521625445,0.7092846885352521,6.961491681011758,3.4664329941538177,2.601902757988501
2.5191051095693724,13.328586194332797,2.8470861069455804,1.931942790535581,4.458762232180632,2.587467855856825,4.0934362409309895,1.5415274015306948,1.1177862844538984,4.409036915365192,2.450829920222814,3.0884782173033805
2.9255226813206288,12.156509357775477,2.7161569040139195,2.515046546394618,3.283861025131069,0.6800948615160662,5.385730234513536,1.2314882781292016,8.104684956391868,4.198730334074368,1.435226846291811,3.2287011352621624
2.6866311639632143,10.984432521218157,2.585227701082258,1.580380116570537,2.1089598180815057,4.3971177293171415,8.939937674111729,3.17080298295747,10.595550325509503,3.988423752783543,4.21769621207522,3.6830335214365313
2.1245580900350824,9.812355684660831,2.4542984981505973,2.138814475431586,2.38682547084688,5.890781353987371,7.737615265629074,3.0203908184317414,13.086415694627142,3.778117171492719,2.487898142294229,4.542241062479876
2.441450808448184,8.640278848103513,7.766492114573852,2.548434281005988,2.6646911236122537,7.3844449786576,6.53529285714642,2.1716375312167564,6.340217455347792,3.5678105902018946,2.783848135602484,3.943735323463229
2.507670789324208,7.468202011546193,6.457660175411167,5.931687964022583,2.598622484616001,3.6467317425816224,5.332970448663764,1.5028859799102126,5.861024596730294,3.35750400891107,5.121457343549748,3.500785988912289
2.303505711004286,6.296125174988873,5.148828236248482,9.949244402803323,2.4481818505131514,1.7354596398121005,4.13064804018111,1.1623217394474294,4.711876910290142,3.147197427620246,3.8323461311266014,3.2160672306539806
4.649578708935478,5.124048338431553,9.875327305102475,14.980549115822017,1.5837884317943274,1.5509278587928497,3.1228771802527584,0.967033201369808,3.0438839291051245,2.9368908463294217,6.151681634952958,3.35774151138326
1.4807692168760558,3.951971501874232,4.260764649083445,1.4190439588434614,2.8507097774760912,3.0784142605724467,3.0913696805730644,1.5839190685806497,2.4113737957288737,2.726584265038597,9.611710072267512,3.358902100413554
1.9721782542125448,2.779894665316912,5.371619772076707,6.632614591703674,4.3442283070010905,4.223720497627356,3.0598621808933704,1.398963084395823,8.253876441846106,2.5162776837477727,7.504340128859012,3.532817988199466
2.80502659463128,2.9469988818234536,6.310221399001062,3.516352986461847,5.837746836526089,5.856659323175829,3.028354681213676,1.5638819827870123,6.32669351899925,2.3059711024569483,3.951361614412314,4.502556449288536
5.968867480514602,3.114103098329996,7.248823025925416,2.7630104922283825,7.331265366051089,2.56488253896936,2.996847181533982,1.5645040542997823,6.175331082833126,2.095664521166124,4.716762801513435,3.7597473960711256
1.8728168506686995,3.281207314836537,8.18742465284977,11.49886991555578,5.284952752968115,6.47958587535457,2.965339681854288,1.522044053574246,6.023968646667002,1.8853579398753,3.621568140261375,4.8962157582709365
1.882672127062448,3.448311531343079,9.126026279774123,15.60764481016194,3.238640139885142,6.000799466325039,2.80258497843951,1.180924285950422,4.044557566699564,1.6750513585844753,2.795162424097513,4.773245016867815
2.88288172644848,3.615415747849621,10.06462790669848,16.215926472195942,1.1923275268021685,5.522013057295507,2.639830275024732,1.678789153427682,4.138956462076683,1.4647447772936513,6.662171539822215,5.2983794876058
3.548247131008162,3.782519964356162,11.003229533622834,10.45366741878704,0.7621047805202164,5.543187816558262,1.289085218433233,2.0072776995779646,4.25888473111764,1.254438196002827,1.9048995008392515,6.222601707396437
1.6177370648356804,3.949624180862705,11.941831160547189,20.351392376301146,0.6837334334810558,14.767748922468137,2.476260121807613,1.5235377907682215,1.875713356368587,2.6634339195410472,7.402641665953701,5.181914751939317
7.244274944162002,4.116728397369247,11.760710942867522,21.53399335907354,0.6548094833054875,3.4655813449933808,3.663435025181993,2.4139455217113253,5.826179156907378,4.072429643079268,8.186664160877,5.508189766385834
7.233626967306296,4.283832613875788,11.579590725187856,23.47853996950857,0.6258855331299192,3.1308688950055377,3.018177131159529,1.525276644916818,4.47271299610391,4.053986848117654,1.5364093114836996,7.498156630647083
8.49599705979063,4.4509368303823305,11.39847050750819,16.35219143098534,0.596961582954351,20.37950984328004,2.372919237137065,2.0531698713993123,7.234676865070899,4.03554405315604,3.2225678421930866,8.333148492710892
2.331781916630005,4.618041046888872,11.217350289828524,7.507549416542891,5.452281267756882,11.79321137431886,1.4364882932658904,1.9561024366086708,3.723331269255512,4.017101258194427,1.3260771434143372,7.172232107470462
2.1197332896178724,3.4242636039420504,11.036230072148856,11.321975321084372,2.979224253625796,8.61703393797273,4.64038702233794,1.5744319476936623,9.615684318922067,3.998658463232813,3.450435319309185,5.984695191338603
2.82216272891408,3.685234706976452,10.855109854469193,20.23884920481496,4.939420154296128,5.4408565016266,6.050347501839005,1.440310148355795,8.701783464562604,3.9802156682712,6.519308793633392,4.608807012962142
2.21858576452761,3.946205810010853,10.673989636789525,10.356428021697567,3.3810386777921786,2.264679065280471,3.4814501538091616,1.813375580982293,4.643075798730174,3.9617728733095854,6.996792208089163,4.954725936696276
1.5783899609130327,4.207176913045254,10.492869419109857,14.474413996380315,2.5546430643213105,10.308208094870771,2.7202970079001365,1.693123975627863,3.2389883365337937,3.943330078347973,17.25823790361167,4.338264845044439
3.272007422123305,4.468148016079655,10.31174920143019,23.21736032189976,2.6858202457839497,3.0905679199610794,4.378729730360988,2.195444556785868,2.901579409749944,3.9248872833863593,7.883559092539443,4.505265908805503
7.262667434108508,4.729119119114056,10.130628983750524,10.14851654484187,4.810142670001898,3.118177118144163,4.373662797028656,2.0116852430589005,3.766925025092119,3.9064444884247456,5.390059940326923,5.457561817030043
7.889788152054955,4.990090222148458,6.230892200995417,10.218959135932414,10.62049608884118,3.842493373996696,8.19806091219954,1.6688046483950234,10.490366976805742,3.888001693463132,9.970736106363129,4.835909245428523
8.654664443875742,5.251061325182859,5.887510687728715,10.032678051547984,8.697062353647384,1.8374878490159765,12.022459027370424,1.427826399895741,4.787161830031315,3.869558898501519,9.764796333448563,5.064114890211237
6.694952937655643,5.51203242821726,5.544129174462012,12.882545755640498,4.979651551502222,4.541326542316161,15.846857142541309,2.6877045173933123,4.045968919707102,3.851116103539905,13.243879937931592,5.412995011910878
8.913696694727896,5.773003531251661,5.20074766119531,11.930737609172873,2.5920361886443715,9.527777115167758,9.496089837973043,2.546163874363853,3.92121412814319,5.389542442226121,6.15538177940138,6.420825092783317
