Duration_Root_standard_squared,Duration_Root_standard_squared.1,Duration_Root_standard_squared.2,Duration_Root_standard_squared.3,Duration_Root_standard_squared.4,Duration_Root_standard_squared.5,Duration_Root_standard_squared.6,Duration_Root_standard_squared.7,Duration_Root_standard_squared.8,Duration_Root_standard_squared.9,Duration_Root_standard_squared.10,Duration_Root_standard_squared
4784.811902747594,1972.462002338672,5282.402314389128,3693.557860676815,2942.007830588639,2837.3703754980424,9968.636384613885,3610.71096897195,1869.523290276099,991.7700261210972,1072.5811422852644,7722.026568336186
1830.432037853002,662.3340954880216,2776.988554057704,759.9558346048367,221.1681574391464,822.1995896838943,551.7458117416166,1113.1988829723764,258.3510088552565,153.96122091112332,982.2778345403856,1089.3319650297497
2545.549236483056,104.91005143317167,271.5747937262795,1697.2433002588798,236.16202069027617,946.5593016298296,490.0967667618446,649.7319612088169,122.28902217152596,187.9861084794587,207.8665129774232,642.6509735817226
5713.610973814383,100.8685818673187,192.88862175873223,313.312669590441,224.7950518904109,1070.919013575765,538.9897318129501,2491.9267381927584,215.21111175615337,222.0109960477941,84.05066563797959,2140.1781618876657
6928.834763964021,96.82711230146572,114.20244979118505,573.2747574612478,168.14977176767846,680.815386598313,414.5346246961252,1105.9641387418449,265.96929562057323,256.03588361612947,415.9822829347506,2439.7740827061048
9634.419784779977,92.78564273561274,131.68183880972686,169.38597753271532,280.39285855039856,290.7117596208612,290.0795175793003,485.2154759078233,312.62136068619395,354.241814013601,947.5300054947812,4219.379767995368
8043.482526197514,88.74417316975976,159.88552705881688,573.5502096606199,392.6359453331187,95.1586046505895,165.6244104624753,399.2119811552728,325.5338522241053,340.6924301466363,1479.077728054812,3945.529581697703
7372.292132022133,84.70270360390678,188.08921530790687,399.3356938228465,504.8790321158388,762.0461751830235,101.38419152165788,552.5256738538845,253.29384261787607,327.1430462796715,135.19180767996895,3507.6654321392507
6024.635651064517,80.6612340380538,216.2929035569969,727.5009267627433,281.19556561476713,494.9047646737793,229.1551981414759,243.2833699427184,181.053833011647,313.5936624127068,1261.1490866196575,4631.96380235958
6691.669335251166,76.61976447220083,66.45627380307522,728.4628556574585,57.51209911369541,227.7633541645352,356.9262047612939,213.35407447045668,72.75288841090621,300.04427854574203,2243.347928650265,5290.870825239264
1680.5857992326912,72.57829490634785,115.44623987913256,818.4201754919628,66.899645634705,2474.374422909784,484.6972113811119,619.7668906351367,1171.4462051964424,286.4948946787773,1479.9316168699418,5655.849790611371
5275.673088922974,68.53682534049487,164.4362059551899,300.3821315594826,511.5546366379469,985.0300180090388,612.4682180009299,404.36902236286846,166.0336932537844,272.9455108118126,1037.6452517956516,6976.375743713112
1115.4158821462693,64.4953557746419,40.89712166022008,529.6570314631116,97.15636254061934,642.5484931779985,1251.5176972755387,687.8727543580277,504.24740166927336,259.3961269448478,831.6336883071141,7732.819609682549
692.7304611351522,60.45388620878892,39.25774167498413,1045.2319404505174,176.749914904983,755.3573120403611,1062.829882545029,964.4795623820988,737.2142637131067,245.8467430778831,1841.161625423333,7995.05840816251
503.6881837396835,56.41241664293594,163.0099466195753,208.22178181986783,133.75840300314238,671.1190728202666,874.1420678145191,428.9609468862389,366.1963641617266,232.2973592109184,1691.264370055933,6793.970038083755
839.4188948016963,64.14812763205497,176.25457200604066,635.3396705572009,90.76689110130177,104.33471083317713,685.4542530840095,924.220350988686,296.60969643285546,218.7479753439536,1392.864227306675,7293.331140687682
1900.105988638296,71.88383862117398,189.49919739250603,572.5097408714081,47.775379199461135,433.15327326861626,496.76643835349967,616.86229560138,349.66236798357494,205.19859147698887,1911.033676046918,8395.764206057702
495.7090650877939,79.619549610293,202.7438227789714,802.6596650974536,40.72248727653156,469.1988853161889,308.0786236229898,527.6276179988145,402.7150395342944,191.6492076100241,1881.09272533374,7177.777095550276
1172.5659431935617,87.35526059941202,215.9884481654368,705.4880148121704,33.669595353601984,384.4273022871362,368.0693664222455,689.7231143701647,380.2170790389859,178.09982374305935,1703.779851609317,6800.27214450242
1034.3743526435976,95.09097158853103,229.23307355190207,635.8250962308047,26.61670343067241,299.6557192580834,428.0601092215012,801.3981687361263,185.071897095934,164.55043987609466,492.7268859877194,7189.177519132315
406.8637547435448,102.82668257765008,242.47769893836752,731.7430017042532,37.39795596930897,240.78118339702905,557.5862668304273,584.4798765900773,81.693484392349,151.0010560091299,158.39537449995206,7585.690941460819
1002.685139853992,110.56239356676907,255.7223243248329,1372.6510857450787,54.652993068476285,194.7375140110804,449.5249166931191,865.9708784347723,597.8405844668805,237.66714098814245,242.4111539618824,7418.204148545797
313.2336097836488,118.2981045558881,268.25081771984185,991.208990780363,93.3246884022808,255.3364435332765,341.4635665558108,1012.6804288961972,576.2181059039798,324.333225967155,445.0172105291096,6799.239866191096
228.7750074623789,126.03381554500712,280.7793111148508,115.49835099044633,131.9963837360853,439.9790181324757,537.3686303160338,1080.1088415748468,354.8415340302633,308.0949827428766,458.4290677506961,7801.9888494411
250.0189874151673,133.76952653412616,293.3078045098598,892.1608827001181,170.66807906988987,147.1459810494559,733.2736940762567,1265.2445609133115,552.6148755574227,291.85673951859826,566.6994797672729,8085.859217972388
918.4352396310096,141.50523752324517,305.8362979048688,767.8606239192868,322.87272892406054,111.80984676217103,430.7714694260988,1247.8431044690608,149.93458585579774,275.6184962943199,494.5341873586908,7969.945310897246
783.1239516254225,111.08089306112024,318.3647912998777,504.4547231094152,141.19458501808617,96.6711487395251,238.37670366899223,1829.0425148915383,521.5005573640007,259.38025307004153,498.4096273512128,8085.310845641286
1627.2998454318456,119.53478614962948,330.8932846948867,679.8713569960555,93.81038222229505,81.53245071687914,34.812243821733546,950.110782645453,376.174653389134,243.1420098457632,339.7607329784352,8061.876586313487
1050.5099026399498,127.9886792381387,343.42177808989567,638.9571459919184,846.0717317001239,66.3937526942332,290.7806484155407,804.4969436490858,430.5384379852514,226.9037666214848,274.1592864110169,8893.684503354662
1037.5209387368495,136.44257232664793,355.95027148490465,991.2278078267818,949.6943566955972,356.4911257436929,349.2973591802853,694.0125039690018,232.0296372417994,210.66552339720644,356.81436330458666,9839.17816207702
1439.4832533431709,144.89646541515717,368.4787648799136,677.991922165742,237.180816143134,1519.9231667526562,107.42111299053984,449.2003776134415,146.64002618168143,194.42728017292808,475.3368218572122,9190.819092015548
3200.0507291334475,153.3503585036664,381.00725827492255,1277.2875043406827,134.66558464043982,528.4689483616579,130.78288392905066,1510.095755618838,291.6425905025076,178.18903694864971,634.302018773998,9479.067984749565
4232.468296103393,161.8042515921756,198.56699660301567,2581.122774544563,59.021707910058026,401.8798065473062,153.7378532417619,571.1446722625409,415.1797404269672,161.95079372437135,779.4773927054043,9211.875579463987
4460.570679788815,170.25814468068484,187.74711304135377,2519.316056517576,424.89691226709766,306.618656882803,176.6928225544732,831.3298261463761,205.61088907705445,145.712550500093,794.9919021195635,10229.005370663775
3468.494815905788,178.71203776919407,176.92722947969182,2801.4920910122087,412.3252281735956,464.1830957883272,199.64779186718445,1073.9247691313435,386.3463770060369,129.47430727581462,591.7411065897313,10162.66887786242
4093.335954706869,187.1659308577033,166.10734591802986,2386.794019801458,146.99699861704735,1796.747046925091,404.3807789277287,1403.962344809705,588.5896198058845,116.0612274578421,347.7003474426654,8082.126485984799
4307.505952320432,195.6198239462125,155.28746235636788,1829.9894879493704,241.27202664074323,735.290248403551,609.1137659882728,731.1501661845674,550.0029158836684,102.64814763986956,630.685766441581,8861.641047032215
5500.969381216855,204.07371703472177,144.46757879470593,1751.8306880374469,425.6037419339921,816.7122760368001,545.6695374476402,2030.1939287368907,386.6803356770198,111.78641131843251,757.1522908054415,10772.043019525308
3434.7513464563854,212.527610123231,133.64769523304398,1744.845936166836,683.3681075057497,2028.1009768186343,482.2253089070076,682.4265946742398,1229.6098295239708,120.92467499699548,831.6221485557431,10215.719523188533
4745.722681714015,220.98150321174023,122.827811671382,2195.007646201036,1179.4135692873929,1290.5390777374205,418.781080366375,518.7997680666048,377.2077760948596,130.06293867555846,184.12589102767643,9192.279331690726
