Amplitude_Root_amplitude,Amplitude_Root_amplitude.1,Amplitude_Root_amplitude.2,Amplitude_Root_amplitude.3,Amplitude_Root_amplitude.4,Amplitude_Root_amplitude.5,Amplitude_Root_amplitude.6,Amplitude_Root_amplitude.7,Amplitude_Root_amplitude.8,Amplitude_Root_amplitude.9,Amplitude_Root_amplitude.10,Amplitude_Root_amplitude
5.696506401875256,5.310521092513409,5.797819359314076,6.056373862825029,6.050092900695883,5.88687205715649,5.810819508705717,4.759778158001312,5.775500353621273,5.445566277074635,5.160412611221243,5.047986989931741
3.023358847129514,10.94578982242716,4.501396285405401,4.977246277965546,5.27994385740761,15.351395967465722,4.069885925027887,4.582290225020343,4.6979748864267785,6.817199807127492,5.774340276100109,5.2807738151558485
4.1513737143712985,4.826315006170847,3.204973211496727,6.526110444043749,8.61544708686182,12.704051276317752,6.008748342108955,4.408721969259745,3.928956030990497,5.686986523302679,2.6961975625307386,5.903850037093132
7.013131221276276,4.718847283530484,5.359166566891583,4.358575494730484,5.717199418299941,10.056706585169785,8.938401271135037,1.195845488003859,7.169672336892516,4.556773239477865,2.885373634559436,3.1133293884618323
6.583720651504371,4.6113795608901205,7.51335992228644,10.448050241218963,5.84750577799766,10.87173828719407,7.244573297653441,0.8340550147011017,6.142120705178591,3.4265599556530506,1.545252650917384,2.3002780594702568
6.614095878606169,4.503911838249757,3.606921002186128,2.663992943537562,6.251912552269905,11.686769989218355,5.550745324171846,0.6118738575425096,12.300211039173176,5.132902139224937,3.898864936337521,2.292726365365173
6.459836392493308,4.396444115609394,3.7568590887799833,3.6787959123191856,6.65631932654215,5.004682432940654,3.8569173506902494,0.895461284787048,8.652561804371826,4.920697478944546,6.252477221757657,1.7364963240412954
5.927780062515765,4.288976392969031,3.906797175373838,6.753697358783714,7.060726100814395,6.097345300900094,6.248677171324896,3.5082268923592963,8.611911771608417,4.708492818664156,3.43561841769444,1.5217930343762471
5.493707261400653,4.181508670328667,4.0567352619676935,6.513440540727528,4.280161103398914,4.547242183638396,7.006472572119392,4.890537080995952,8.571261738845008,4.496288158383765,2.982219515727103,2.332300403070388
5.850194746358294,4.074040947688304,3.904345399248272,9.207687051938525,1.4995961059834333,2.997139066376698,7.764267972913888,1.1981179488610534,4.709222475620599,4.2840834981033735,4.074779727126585,2.4040944720057444
3.891599321245427,3.966573225047941,6.075928889484642,5.171898385302909,1.8242895245805004,4.626097917347721,8.522063373708384,0.2838383766069152,6.419705402666434,4.071878837822982,2.887329435046976,2.251547909639891
6.328810844511219,3.8591055024075778,8.247512379721012,3.921699636382473,7.062450248438912,0.6497410358175097,9.27985877450288,0.2208079305106393,2.4081409622186216,3.859674177542592,2.1999864316230267,2.56561262848124
1.6749847054457403,3.751637779767216,1.756183859231299,12.161934948128962,1.239972625261573,0.3636163488709439,7.298227870762395,0.2113224762417002,11.075761004610838,3.647469517262201,2.283389482174963,2.6006902195186887
0.7054847713814314,3.644170057126851,2.372587386384585,1.524214465220269,2.9532736045078307,1.435578194372828,6.84610556418655,0.3732109097556611,1.7346127801744915,3.43526485698181,3.754217593524089,2.49766878632571
1.5223528818305965,3.536702334486488,2.6850282998970774,5.307164840722109,2.129973332331814,0.9498601414969304,6.393983257610703,0.5674439283909565,7.709196713965483,3.2230601967014194,4.242385927684696,2.1798206481503697
0.7568709393803564,3.9820668582926015,3.0458132825223703,4.068874989658309,1.3066730601557988,1.353656466518827,5.941860951034857,0.9540337625581022,3.376739278714393,3.0108555364210288,3.915904473300198,2.1741819775151763
1.880799104967782,4.427431382098717,3.4065982651476627,13.387469657468824,0.4833727879797828,5.152065725137975,5.489738644459012,0.4815110539878421,4.45571366886034,2.7986508761406377,5.517738903554047,2.528117200040907
1.387204729815987,4.872795905904831,3.767383247772956,6.79261843921151,0.4777653320230514,3.9926885146116753,5.037616337883165,0.2405186932091934,5.534688059006286,2.586446215860247,5.220216469532498,2.2628797703306693
1.4817525108684202,5.318160429710946,4.1281682303982485,14.46991692686924,0.4721578760663201,4.760464595836348,7.339217233881057,0.5614727374968876,5.040184004890677,2.374241555579856,2.838777865720356,2.4728518860079385
1.7103402490649562,5.763524953517059,4.488953213023541,6.616574221855654,0.4665504201095888,5.528240677061021,9.64081812987895,0.4200475585890365,2.51401756242278,2.1620368952994653,3.6563974161822905,2.5109835174762183
