Amplitude_Standard_deviation,Amplitude_Standard_deviation.1,Amplitude_Standard_deviation.2,Amplitude_Standard_deviation.3,Amplitude_Standard_deviation.4,Amplitude_Standard_deviation.5,Amplitude_Standard_deviation.6,Amplitude_Standard_deviation.7,Amplitude_Standard_deviation.8,Amplitude_Standard_deviation.9,Amplitude_Standard_deviation.10,Amplitude_Standard_deviation
7.51114234849465,7.107256428867661,7.210566035461707,8.120486092018888,7.385163020828361,7.896399463151022,7.649368981502425,6.46720980368029,7.623930263579665,6.570813156404268,6.550000073244756,7.17554720644119
5.882071108649458,12.331523673086265,5.334296396579741,6.090159187632261,5.775384570491715,15.007549741259991,5.532196135127458,7.736414698682023,5.259185339748617,6.456154150436411,7.108538088023659,6.873667990531668
6.765263894642373,1.9111300576392656,3.4580267576977737,8.338685343709345,8.617720038876339,14.764453383655734,6.804049556670846,6.00878599035583,4.220699527150718,5.632421199724176,3.644037838214467,7.372716365687336
9.607520155543297,2.1064295516806,5.4857658643666,5.871600383275196,5.780577501264319,14.521357026051476,8.730336942752036,3.103954926137612,7.65657232211468,4.808688249011941,0.4881780986616564,4.879300504677295
7.909336901032008,2.3017290457219346,7.513504971035427,10.589054454514752,5.849776179631839,13.14202332915527,7.07259019361366,2.16980123790569,7.0275098049230325,3.984955298299706,2.116191958484408,4.671593810102538
7.737914009715686,2.497028539763269,0.3173162383947905,3.0169382429525955,6.279873423784798,11.762689632259065,5.414843444475284,1.8435608701845527,12.30083891259346,5.355780950756208,4.667985703414037,4.50484019526309
7.67652532409762,2.6923280338046034,1.901665538902804,4.967962637040289,6.709970667937758,2.5036009217818496,3.757096695336908,2.7216014336550267,9.116432022986931,5.146687235303043,7.219779448343666,3.441613184151026
7.317833864441479,2.887627527845938,3.486014839410817,8.505962593222073,7.140067912090717,8.4598175550677,1.5766389873538285,5.299972456833169,8.844097079109439,4.937593519849878,1.84700839942951,2.798007796479001
6.846641085408314,3.082927021887272,5.070364139918831,8.167467611654025,4.329995665728096,5.696022171326107,3.5132050278078166,5.210109813184015,8.571762135231946,4.728499804396713,4.221823290646769,3.377727903383487
7.148349562690051,3.2782265159286066,3.9476727332704256,9.608562513186127,1.5199234193654747,2.9322267875845145,5.449771068261805,2.1560688473099034,0.1751895924454261,4.519406088943549,5.151276465308858,3.55691200304524
5.531276095049855,3.473526009969941,6.038016398805009,6.534918021359174,2.0188031904928083,5.880561259393715,7.386337108715793,1.4308345344709656,8.877054152998536,4.310312373490383,4.195481995046308,3.5242660619511743
7.890664694382929,3.6688255040112754,8.128360064339592,5.507843385172718,8.038394406256158,1.889396149608077,9.32290314916978,0.8469763466600234,2.572039049774887,4.101218658037219,3.389460669700928,3.960050842821533
3.26264534388506,3.86412499805261,1.7539746502874924,2.775636968788161,1.241247670395475,2.012188781321622,8.197420454636447,0.9269570130746854,11.503988006672124,3.892124942584053,3.242619176516485,4.055723739623192
1.5546731784472525,4.059424492093944,2.2551235839206107,2.923171871254898,3.620021771789456,2.4327855008374444,7.637745172001308,1.3161393565642,3.939231175598575,3.683031227130889,4.409414507116944,4.011405591282031
2.6596040989716863,4.254723986135279,3.96093391869368,5.534800228321858,2.574561219477817,1.5133376739093063,7.078069889366169,1.5719412368387702,8.576186961889261,3.473937511677724,5.683281448054416,3.370499106329812
1.4943822284178798,3.92346134130242,4.104022495798879,7.033496259505635,1.5291006671661784,1.3793522197110213,6.518394606731031,2.700374661072436,3.974393025409997,3.2648437962245587,6.428573835340713,3.4439463756034208
3.290566023238448,3.592198696469562,4.247111072904077,15.196615024176376,0.4836401148545397,5.546214621316379,5.958719324095892,1.4861197502671122,5.126558752099125,3.0557500807713938,7.133960810394308,3.825748072976327
3.1856139095019294,3.2609360516367034,4.390199650009276,8.005895870999426,0.4646976200881725,4.888207106778792,5.399044041460753,1.1100131312151655,6.278724478788254,2.846656365318229,7.758047891129438,3.583782363144348
2.6245412724017,2.929673406803845,4.533288227114474,0.6576061094159913,0.4457551253218054,6.1793929017414015,8.054470992020455,1.3683288350341976,4.95137159065121,2.637562649865064,5.411221780996915,3.819390343948237
2.840490130654857,2.598410761970986,4.6763768042196725,7.000939216823282,0.4268126305554383,7.470578696704011,10.709897942580158,1.207353390276488,4.010306426456075,2.428468934411899,6.200554168946701,3.8889774185821775
