Counts_Shape_factor,Counts_Shape_factor.1,Counts_Shape_factor.2,Counts_Shape_factor.3,Counts_Shape_factor.4,Counts_Shape_factor.5,Counts_Shape_factor.6,Counts_Shape_factor.7,Counts_Shape_factor.8,Counts_Shape_factor.9,Counts_Shape_factor.10,Counts_Shape_factor
-62.50473060967671,-11.254213901682306,-7.5287009545385,-10.275889509911805,-6.407520766553989,-5.00141842658009,139.55734372840317,-109.85214712765696,-6.82618802237321,-10.240040113320104,30.557271976785227,-73.5620905834193
157.9429683175145,15.640861209084145,-2.184082442737965,40.70509559352247,2.3751865000367096,7.315512402251083,4.434488684389859,-13.396365275499928,-3.236982104152621,4.949486382357039,-8.199685167925905,-10.474015653572735
-32.500095196249134,-2.403829641818448,3.160536069062569,-11.51598023655297,23.83165396464861,0.5054731979408089,-2.3458245520118086,-17.10474393671392,1.382188045323732,2.4762593367669843,7.178505867759431,13.578534442844338
5.882616746744426,-2.1200617739337715,12.644464153960945,6.794274542673661,-1.3009961501102365,-6.304566006369465,-4.749711480174014,8.051123828079238,-12.914128112005626,0.0030322911769298,1.4494910311576583,37.70444968060562
5.426985668934397,-1.836293906049096,22.12839223885932,-11.519527130532987,11.181672105513767,-1.917490232348177,-10.450951120442143,5.768934830221699,-7.636498011794069,-2.470194754413125,1.140811942142918,10.422347053533576
5.138239238238965,-1.5525260381644186,1.00739796393361,-2.600310872387446,5.7207437245361685,2.4695855416731107,-16.152190760710276,-26.089874522231465,16.517397601716084,3.613139308222716,-1.371813208202344,6.365796861947717
4.707453800529684,-1.268758170279742,1.751560261609454,49.27696259792163,0.2598153435585697,1.942531950697796,-21.853430400978407,-6.24019281310248,11.360845523850502,2.860378184061433,-3.8844383585476057,6.658530244099079
4.919424025382639,-0.9849903023950656,2.4957225592852983,-4.703746462776292,-5.20111303741903,10.357502230198442,3.109455451424569,5.242663088317884,8.344439736743068,2.107617059900151,-30.50731848349104,8.883733946193065
3.9586087893696686,-0.701222434510389,3.2398848569611425,9.624930970171354,-1.517247713903732,3.7806324160015503,2.851014088563057,-13.956512623614245,5.328033949635635,1.354855935738868,9.25712800720483,8.748792399564355
3.608678054451718,-0.4174545666257125,-1.3312175011528224,-9.752310533939786,2.166617609611566,-2.7962373981953403,2.5925727257015447,-4.345740530464584,-8.783688749305963,0.6020948115775853,9.549669038984089,10.167051596507076
