Energy_Impulse_factor,Energy_Impulse_factor.1,Energy_Impulse_factor.2,Energy_Impulse_factor.3,Energy_Impulse_factor.4,Energy_Impulse_factor.5,Energy_Impulse_factor.6,Energy_Impulse_factor.7,Energy_Impulse_factor.8,Energy_Impulse_factor.9,Energy_Impulse_factor.10,Energy_Impulse_factor
-223.45601004781577,-63.57651216049239,-52.89115097574567,-120.34896339053822,-47.47547200429501,-17.063690956166646,-62.82147213479327,-44.81104921077899,-160.9645011243678,26.723589694653185,-33.76326923014031,-275.0374813230478
-392.9464025863036,13.641689993351402,-24.71005481478192,-877.786442788167,0.4722979283438449,-7.2102427038998735,9.001325453658268,450.8805027989652,-1.6780036543240509,-8.301564200409913,16.20599637351251,124.54789276491996
-11.424840206244443,0.6821637130690879,3.471041346181831,-16.2521654335572,3.0424097306458058,-5.438940793284858,9.1089655381807,101.39114281007112,-12.183845442939797,-5.693792706114724,-58.33819330612761,-77.11448558860698
-16.24664942484302,0.7239865559052107,6.684716736389548,-20.441686142700608,-29.68227262337513,-3.667638882669842,-3.5610742051777486,-557.4931813346205,-2.3528097940087465,-3.086021211819536,1.999556610418297,-2313.573315445032
-38.309307305719805,0.7658093987413335,9.898392126597267,-13.801826582830069,1.781620156920742,-1.1747221250155424,-1.269864175894881,-224.0815859936773,0.0869484562182388,-0.478249717524347,1.6754940064688348,134.7807672966846
-109.5944468688886,0.8076322415774563,1.5634492594269174,-2.475762818408909,-1.4492849123504548,1.3181946326387566,1.021345853387987,68.9704661238967,-9.798781050703916,3.797800590593664,-1.6497898471902706,-128.5788022762737
-25.73694626389844,0.8494550844135791,10.951460896747731,-29.865948272087003,-4.680189981621652,1.7035131163524029,3.3125558826708543,48.15719007686569,-3.473053531877611,3.3030464521001783,-4.975073700849376,42.0339013106294
-15.05215691098365,0.8912779272497019,20.339472534068545,-3.237974658085782,-7.911095050892849,-7.422559519405689,1.6326939579458,-9.583906199726224,-1.1298197469754463,2.8082923136066924,2.210938211433252,130.7664482959461
-16.76385109353023,0.9331007700858248,29.72748417138936,28.43748046025129,-3.625169959036071,0.4615994121782245,1.475486223606383,2.617826566870868,1.2134140379267186,2.313538175113207,118.56961179008114,120.08396559678503
-28.797304076511384,0.9749236129219476,9.14195644959936,-5.758499978849206,0.6607551328207073,8.345758343762137,1.3182784892669663,-1.917438085986344,1.0651382825456086,1.8187840366197208,-29.09356821583427,49.27845349453503
-26.471244802636026,1.0167464557580703,6.482370322398401,9.75299104261711,2.219335506779318,-138.01660597152406,1.1610707549275494,-85.63744279956833,89.11409218602698,1.3240298981262355,-284.08159212661815,-16.684703389830382
-11.8386036524538,1.0585692985941932,3.82278419519744,7.320422298906507,-4.477824328583562,-192.07699908165924,1.0038630205881325,18046.70846398632,-0.3605622392137967,0.82927575963275,178.60367109417336,-18.923622494926747
-77.42347168694968,1.100392141430316,3.534979156827004,0.8011331077163074,4.543025582108818,-42.569734684924754,39.28484110624351,-366.2499899487368,-7.355425654416384,0.3345216211392641,-45.42676566930504,-18.649697617636427
-203.99531059850403,1.1422149842664386,0.7403607264908613,-22.166681652834622,10.100366616049769,-32.33073731920128,33.715035954529114,842.0042771091697,-80.97036376739784,-0.1602325173542214,34.88372527153207,-48.24411882572418
429.46308858216827,1.1840378271025616,2.709645273546508,-8.627608193397636,6.203815417027604,-206.0266903547004,28.145230802814712,-45.30856333302991,-2.877704756720504,-0.6549866558477073,50.5849441952207,-57.3950986530414
-454.2432614526996,1.1524301379002542,2.2862419199385715,-2.2150762633689607,2.3072642180054386,-0.5394361062271869,22.57542565110031,-50.40440661520731,6.144551596981654,-1.1497407943411928,86.75185679779632,-25.183234472678823
220.10403695677635,1.1208224486979466,1.8628385663306348,-4.978739795548141,-1.5892869810167267,-17.34358897783959,17.005620499385913,54.77504628139975,1.8899327091678173,-1.6444949328346783,20.18426110379117,-39.10187954113992
-57.01862165034961,1.0892147594956392,1.439435212722698,-113.7398484521604,-1.5705139109907122,60.86182102166003,11.435815347671516,-116.321146285525,-2.3646861786460187,-2.139249071328164,636.3551169716311,-16.40504768718263
-381.701162512193,1.0576070702933316,1.0160318591147617,1.094718647199053,-1.551740840964698,25.58181941761172,3.989680053586941,-52.05877746114193,16.4345443708387,-2.6340032098216493,177.48988143134096,-21.00061785209201
-160.42492710851107,1.0259993810910242,0.5926285055068248,-2.1275010014977487,-1.5329677709386835,-9.698182186436584,-3.4564552404976348,-136.64326481960558,-8.008175753956285,-3.128757348315136,-57.46498400688241,-97.68413605907163
