Counts_Standard_deviation,Counts_Standard_deviation.1,Counts_Standard_deviation.2,Counts_Standard_deviation.3,Counts_Standard_deviation.4,Counts_Standard_deviation.5,Counts_Standard_deviation.6,Counts_Standard_deviation.7,Counts_Standard_deviation.8,Counts_Standard_deviation.9,Counts_Standard_deviation.10,Counts_Standard_deviation
31.34808422410276,26.829448395960352,43.29041766937818,36.1718413479641,35.82166966358463,34.75808232738182,94.58878319155016,26.80260016286027,24.3552501709728,21.394167955609085,23.50935471609415,59.5187614238158
14.973258530076148,33.09206462663415,27.50298574518984,20.96758304120672,17.272999690033032,46.12915529204602,17.5202333601597,25.61731265498687,13.889247291612692,13.34008241672728,25.414277242692776,19.81829499393032
19.042302787879017,10.841726950452609,11.715553821001494,35.6280054463851,14.208538806675069,67.70821658805167,22.264853374135296,12.21470024974592,11.338880179567788,15.121250390046637,21.10563105578646,14.904905047828432
25.36398969986421,9.9731169108887,11.732949224855926,19.002145943223468,6.188893625784763,89.28727788405732,33.79413403301867,14.5509957470667,20.71602711411133,16.90241836336599,7.682065127618126,13.74477237787479
23.32965796276084,9.10450687132479,11.750344628710357,34.671347436956125,10.833204126448742,57.15204473918023,25.28814989623069,8.81289551082272,29.71541505809296,18.683586336685345,7.15041118826365,15.27907153306429
23.11363711881359,8.235896831760883,1.1424484438413192,15.52687345577363,21.98478796393329,25.016811594303142,16.782165759442716,4.068405457241025,33.65474197045667,32.94355679906424,28.936959433694017,14.68408569915855
23.31521335156871,7.367286792196973,4.426367180275157,21.97889357847196,33.13637180141784,6.760682686987055,8.276181622654741,6.930246410231054,22.16530709187775,31.677261307108328,50.72350767912439,10.882159056716612
22.09369751736528,6.498676752633065,7.710285916708996,25.498157205941013,44.28795563890238,28.80672514368592,7.77297532607689,16.91987756860293,17.05507870522264,30.41096581515241,11.96320629229712,9.173431412057122
21.22576270568435,5.630066713069156,10.994204653142834,28.745401098798435,24.74189124456963,22.668098590185952,11.83346689326492,14.924988223765704,11.944850318567536,29.1446703231965,10.288830337504647,11.60428512630668
20.59503096094266,4.761456673505247,5.762817879732107,43.566669972285794,5.195826850236877,16.529472036685984,15.89395846045295,9.132888961498471,8.08235031011482,27.87837483124059,14.553986329778237,12.11994084929845
17.44732437096601,3.892846633941338,11.150714880270666,35.24632647253113,3.510487497197804,18.006674503811965,19.95445002764098,6.505517362694599,35.949708079872025,26.61207933928468,12.055399407822788,13.20937599767586
22.54008237622684,3.024236594377429,16.538611880809228,19.58083153537802,24.521032643034548,4.91351133271089,24.01494159482901,2.6000225946601248,9.767211913419784,25.34578384732876,10.479220404164376,15.42489765785404
8.693187276328075,2.155626554813521,4.414887898631631,14.520652236132731,3.55950359787124,6.630133754332289,43.321570605929686,5.007925803223954,30.35178932588389,24.07948835537285,9.91527134628247,16.5882125919077
4.247810870806601,1.2870165152496114,2.189485000448764,14.946881306899106,6.240703233597936,9.032167083832006,37.988481516251234,5.205211130419968,18.88682934088576,22.813192863416937,12.61356823029235,17.084036970179024
6.592769326742027,0.4184064756857033,9.80744961933074,2.9523677792085925,5.363125757270462,7.183694801679089,32.65539242657279,4.959311161008425,29.31035846730097,21.54689737146102,13.939429858316128,13.411090569658793
4.663665521118524,1.616370448667145,10.993724812307002,29.96874700517235,4.485548280942987,7.402962822926059,27.322303336894336,7.961518697386203,13.520767937944932,20.28060187950511,12.740491517422576,14.601374625250848
9.669846707134246,2.814334421648587,12.180000005283263,24.710691844316376,3.607970804615512,20.09877845204578,21.989214247215887,6.650550249024125,14.610654676350338,19.0143063875492,14.442440917398011,16.953956504195205
5.237460793945793,4.012298394630029,13.36627519825953,34.323015935095704,3.031335828963733,16.989388171151965,16.65612515753744,6.186773371846486,15.700541414755744,17.748010895593282,18.039378124324315,14.551450850916028
9.39684127154985,5.21026236761147,14.55255039123579,1.1956661334864125,2.454700853311955,17.848934581535207,23.9654534167824,2.8711674643831464,22.36350770358872,16.48171540363737,19.99098876416601,14.568847788986782
9.37828778518789,6.408226340592912,15.738825584212057,39.18495403804128,1.8780658776601769,18.70848099191845,31.274781676027363,2.899965525056783,12.181250827132173,15.215419911681458,15.12215069564005,15.328799615452263
5.936965049972598,7.606190313574354,16.92510077718832,38.03356726995487,1.4513735390567235,1.866502542381438,17.28472392826952,3.1888995991027564,6.409774066960211,13.94912441972554,6.438712485921244,17.349551469009135
