Amplitude_Root_standard_squared,Amplitude_Root_standard_squared.1,Amplitude_Root_standard_squared.2,Amplitude_Root_standard_squared.3,Amplitude_Root_standard_squared.4,Amplitude_Root_standard_squared.5,Amplitude_Root_standard_squared.6,Amplitude_Root_standard_squared.7,Amplitude_Root_standard_squared.8,Amplitude_Root_standard_squared.9,Amplitude_Root_standard_squared.10,Amplitude_Root_standard_squared
132.46467893150344,60.57493916931536,94.98865140884313,96.0847857113618,63.79108978096974,62.201569954141405,91.25853201773404,103.49120272627415,78.5756330218954,29.43669309705952,35.41115802666979,127.87986299163788
93.81363096134812,30.456078013928924,52.64205581056233,31.09322430619422,12.198269208705408,38.20307867329113,24.19132738923103,49.54084170600876,20.057803109532788,11.87690588309762,29.42023990465152,50.53374339222429
138.33968686415284,7.590485839179114,10.295460212281537,63.155493873545474,12.193722045355882,31.67815373104619,17.433611500182938,64.82043833388663,11.192932493146488,10.730089150866304,6.855839894601755,49.415366574982464
325.3451565963977,7.715314058233471,10.460785543626985,14.788386441692625,11.622118998435209,25.15322878880125,15.586233639280891,62.56122840754916,13.547469278083828,9.583272418634987,4.1673214820582,99.47403438832094
346.7415576687468,7.840142277287827,10.626110874972428,21.22099435925592,8.279249494789363,21.00009019149223,13.936438383247031,51.173083561262665,12.561411574147083,8.43645568640367,4.00181216932469,98.91369815924809
478.57384962414426,7.964970496342183,5.130489686960457,6.724740160644092,9.859196158302868,16.84695159418321,12.286643127213177,17.620695715194486,17.397788931693302,9.673989234666422,10.99874281510499,188.3921763967972
394.672437562271,8.08979871539654,6.351292233566071,14.906427591535412,11.439142821816375,8.312269127402887,10.636847871179318,19.10737429928237,18.24164047287068,9.285999077165496,17.99567346088529,176.74422466999332
364.9839789599839,8.214626934450896,7.572094780171685,22.75880985320406,13.01908948532988,26.82161708332497,9.25035598985558,25.66392137531412,15.182678953719115,8.898008919664573,5.827908261649118,150.95416163709166
306.0300589900083,8.339455153505252,8.7928973267773,27.18631472928743,7.612290914888379,17.71774883360311,10.264069481654015,14.773262659644791,12.123717434567553,8.510018762163646,85.49622464753135,193.341209803778
364.5353257657314,8.46428337255961,5.702767664566244,21.56587991243373,2.205492344446878,8.613880583881249,11.277782973452451,8.304551236096124,6.666755743168947,8.122028604662722,126.39859964680304,222.3085714933333
82.15605260382583,8.589111591613966,10.081811208721644,21.705194766088034,6.167676057469121,107.57783779501554,12.291496465250887,23.284139594348336,43.27450710996497,7.734038447161797,70.00442576732738,203.1956875457126
289.87979502503674,8.713939810668322,14.460854752877044,15.108191467778544,21.429721160536843,37.23767853925378,13.305209957049325,18.34609601700106,6.822666279101488,7.346048289660873,45.07638214349924,252.59198000941413
58.36623956518892,8.838768029722678,3.5959996435136485,21.898280404335733,4.267088772852638,24.33564778498515,21.72810612764961,18.58773349946712,25.81293323564661,6.958058132159947,39.256595139181,264.42356368199194
21.41462636941019,8.963596248777035,4.135156955609487,27.28442866819105,13.077295634328722,18.790559966083688,19.84569289964712,29.55035377851322,27.16690497651017,6.570067974659022,91.43720862314294,262.3451635159416
34.084428695634635,9.088424467831391,7.929905069832243,8.422162153476487,8.94643898601008,20.87427583441468,17.96327967164463,31.50655399863129,18.05261586490344,6.182077817158097,130.15385793716973,215.1720030531276
34.69711231931613,9.350997766336729,8.229052401664843,21.175050963549985,4.815582337691438,2.020764922451132,16.080866443642144,63.15337713434236,8.564629807784797,5.794087659657173,121.15297491496214,218.88477195980184
79.3780781809263,9.613571064842066,8.528199733497445,43.44357210676158,0.684725689372796,13.598669804011283,14.198453215639653,26.31653925651897,13.716710912215918,5.406097502156247,141.97091704590312,247.51538736618497
43.71786936931386,9.876144363347406,8.827347065330045,26.55270400728286,0.9026817779351458,16.56829614324073,12.316039987637163,24.60255122391918,18.86879201664704,5.018107344655323,132.18280364261884,220.9194252717356
57.27229022937348,10.138717661852745,9.126494397162643,20.49522970771336,1.1206378664974956,17.11439106691366,15.62222560644432,30.23551964432152,13.235465999535087,4.630117187154397,72.30852235074725,235.7500232901838
43.96500635052101,10.40129096035808,9.425641728995243,15.94340267040078,1.3385939550598454,17.660485990586597,18.92841122525148,27.368248850741377,10.827514408384156,4.2421270296534725,32.10139346526291,243.3515987714684
19.861262589123594,10.663864258863418,9.724789060827849,20.36604896329877,2.9296993364054527,10.792665427809927,25.6376647913426,41.48327492655356,4.278678190305841,3.854136872152547,9.177282923151743,217.72441173348545
27.7842013167611,10.926437557368756,10.023936392660447,29.54376454205124,2.3770850175303457,6.552235928960688,20.925133678673703,40.506809126214414,23.495842401170524,6.173826192694788,15.252765222766746,223.87962744517128
16.40100981847455,11.189010855874097,10.08417118159437,27.26041691509472,5.329106783579504,13.242724053550754,16.212602566004808,37.86189425753151,21.28746144351388,8.493515513237028,15.278971922805953,228.391373340114
15.787295460972176,11.451584154379432,10.144405970528291,2.386263752428812,8.281128549628662,15.564743453024738,22.49866473768208,36.07613922577991,15.514669364500785,8.386648723293103,20.408134895027136,230.1422168071124
19.718390630614262,11.71415745288477,10.204640759462212,13.644546831279357,11.23315031567782,3.063010894986925,28.78472690935934,27.86562592568681,23.93257609067381,8.279781933349177,35.96769801469966,240.595870942278
27.441605676374383,11.976730751390107,10.264875548396134,29.11605565157148,12.22837105820998,5.921650582460928,20.94494131805208,48.15169382882918,7.388908163348088,8.172915143405252,16.148519973904506,237.0807846331372
25.4141505428586,10.2006433018349,10.325110337330056,27.90921561841939,3.5881486455888285,6.149960620939381,27.635398692880585,33.72365552769965,21.22321045609371,8.066048353461326,18.08788131349075,273.7803126293146
71.08880099176311,10.172307634699568,10.385345126263978,24.376300908969533,2.6420916097333547,6.378270659417834,3.776692233980097,30.00911128995307,14.875374082206124,7.959181563517401,11.324266675659954,285.67818117433626
58.5001325594444,10.143971967564235,10.4455799151979,28.249429085927524,26.42179265109124,6.606580697896287,5.6894991757473,25.60575136682517,17.19533582049672,7.852314773573475,7.603230451177409,310.81301553058404
54.03703782578645,10.115636300428903,10.50581470413182,32.814005134880695,32.55780209149366,11.332121583558765,12.823194524981975,24.9762673570374,15.21536316709834,7.74544798362955,13.061998462651578,304.1610660807615
77.31373556564753,10.087300633293571,10.566049493065742,30.26783302008121,11.643535564972227,38.27339111691183,3.733244539764112,22.356355654473152,7.046902779212987,7.638581193685623,21.342876784424472,322.4510640647502
190.50263089656767,10.05896496615824,10.626284281999665,41.29738128224903,8.075991390443942,25.318855901901703,8.131138670002745,56.40437071055016,6.686968087950653,7.531714403741698,28.304729353497407,312.7710153563785
201.2238285675571,10.030629299022907,14.741614162607894,86.33678612882834,4.6194877137471,16.436299823498377,10.516152163953445,19.94792366082985,17.36770343487672,7.424847613797772,34.844572923289434,290.83035665697594
