Duration_Skewness,Duration_Skewness.1,Duration_Skewness.2,Duration_Skewness.3,Duration_Skewness.4,Duration_Skewness.5,Duration_Skewness.6,Duration_Skewness.7,Duration_Skewness.8,Duration_Skewness.9,Duration_Skewness.10,Duration_Skewness
-0.3482153956640391,-0.172693462787644,-0.4394037885389574,-0.2377329412871856,-0.4755563483901291,-0.1595715928727023,-1.3459471155536238,0.1372756267486503,0.108147950393631,0.144350430436283,0.0063898057993549,-1.712990650026405
-0.473515816031051,0.224826103329085,0.0356344420336182,0.1058473457656399,-1.0376847071836748,-0.3534320407755531,0.2754130749550573,-0.3139367419168438,0.1850044265983708,-0.6287067177169572,0.1052875322657962,-0.0461031662140399
-0.0177806647853369,0.0,0.5106726726061939,-0.2526849017746006,0.0,0.0604987434161453,0.9559406683375417,-0.2888221391710588,0.051727650586675,-0.4667482393351465,2.164358280517498e-16,-0.1225639442404521
-0.123967029959821,0.0,0.2553363363030969,0.2014474291781027,0.6591913175396581,0.4744295276078438,0.6975256644268831,-1.771712860481957,-0.1375376215724552,-0.3047897609533359,0.0,-0.2415992144257643
-0.2981538006606118,0.0,0.0,0.1566733028387009,0.0,0.2372147638039219,0.2561515474919177,0.1270425343188733,-0.0118066813460527,-0.1428312825715252,2.738607610301589e-16,0.1764382112159231
-0.2424997453974151,0.0,8.333468158118778e-15,-0.497556393349814,0.1834360896530605,0.0,-0.1852225694430477,0.9378095982219128,0.0,-0.3794114958417035,0.3287513393412606,0.2838252914445955
-0.3125014056372602,0.0,-0.131292233395798,-0.0671700182757121,0.3668721793061211,0.0,-0.626596686378013,1.7446246877917635,0.1442223657179088,-0.3206779276260253,0.6575026786825209,0.2523025737139073
-0.2716793477195218,0.0,-0.2625844667916044,0.1927794221923022,0.5503082689591816,0.3030360347960881,0.0,0.1478178758768797,0.0721111828589544,-0.2619443594103471,0.0,0.3123592297191831
-0.3003033137462491,0.0,-0.3938767001874108,-0.0218204000116925,0.2751541344795908,0.1855544225586653,4.883143794684206e-17,0.2382498113639087,0.0,-0.2032107911946689,0.0431276636382258,-0.0842832614304701
-0.3548552855825178,0.0,-2.971888518315742e-16,-0.0621048805999847,0.0,0.0680728103212425,9.766287589368412e-17,0.343599104395557,0.0,-0.1444772229789907,-0.1167335544298203,-0.1488898932153539
-0.2415923619784132,0.0,-0.340349446246131,-0.1816120767442166,0.2444243649368902,-0.5033776123183629,1.4649431384052618e-16,-0.6993334088425323,-0.0824491001681828,-0.0857436547633125,-0.0103008213887812,0.1235576829071744
-0.31881127644181,0.0,-0.6806988924922618,0.3652649103866394,0.765733054969182,-0.0432874071767853,1.9532575178736824e-16,0.4615279139458719,-0.2612970475734303,-0.0270100865476343,-0.0315128099053232,-0.0340804909366146
0.0887269293681289,0.0,0.1836954180395665,0.7070738022895598,0.0492382648478204,-0.2313738120682952,0.3843656924696606,-0.3781159387614746,-0.2651050340778579,0.0317234816680438,0.0373297556107335,-0.0959299729127799
