Duration_Clearance_factor,Duration_Clearance_factor.1,Duration_Clearance_factor.2,Duration_Clearance_factor.3,Duration_Clearance_factor.4,Duration_Clearance_factor.5,Duration_Clearance_factor.6,Duration_Clearance_factor.7,Duration_Clearance_factor.8,Duration_Clearance_factor.9,Duration_Clearance_factor.10,Duration_Clearance_factor
10.564649582885204,5.134078432836599,7.893684604217647,6.270165808977983,6.670877525056998,4.38274983173581,23.704150641801977,12.989002728185824,3.2134861128094427,2.4503044299564865,1.8061281157761468,31.72155428954234
6.453625117167536,1.4563233934403308,4.538587140083591,3.089518023779097,1.154381530470465,1.6334353521607743,3.4862791882381887,3.558839809425389,1.92039054741828,1.0291542377871516,2.0577373078141425,2.622652874289588
4.024681842444082,-0.7752983507199251,1.1834896759495337,5.326612593956893,1.041950293283331,1.4931461506436825,1.6285124702129516,12.796153813579986,2.13244054562178,1.136639891313506,2.1205448883023665,3.3021997435857475
5.822129162575071,-0.6290718915139294,1.1195771323257535,1.892576324700992,1.1968861509547994,1.3528569491265905,1.0551853475117432,44.55341771943577,1.6424037773194604,1.2441255448398607,1.2586522773901154,14.323846075218327
3.980213716460136,-0.4828454323079336,1.0556645887019738,1.304292855617647,0.946471764889974,1.4112675196796567,1.3882748500340438,12.35587753402486,1.770954855500254,1.3516111983662151,-0.3288851963466865,6.468371398342399
2.9653430508605463,-0.3366189731019379,1.027732783746142,1.0980742808317452,1.0323654965620326,1.469678090232723,1.7213643525563445,8.911510394179485,1.0332767711976198,1.4167609415875242,0.6200233521220291,8.310230175205607
3.0496303033091423,-0.1903925138959421,1.153448553454594,2.720904107238753,1.118259228234091,1.8549545922350408,2.0544538550786453,10.551768644133624,1.304112527166722,1.422157775160357,1.5689319005907445,7.4749059077001885
4.506093492298134,-0.0441660546899463,1.2791643231630456,1.5454730838838762,1.2041529599061496,2.857831135280594,1.1423489788242889,4.577532025078489,1.3007289423664794,1.4275546087331896,0.7378186937253048,9.905225853498289
3.721888269214217,0.1020604045160493,1.4048800928714975,2.8408068199172973,0.3199256360694891,2.3713349620611925,0.9167910280614628,1.6182916350117793,1.297345357566237,1.4329514423060223,5.6500946758405926,5.771950586729606
4.6475690774653655,0.248286863722045,-0.6939658997646685,1.4580240776842155,-0.5643016877671714,1.884838788841791,0.6912330772986366,2.509553061527728,0.8231191248285031,1.4383482758788548,3.19013781679433,6.795581903009124
3.230473388053894,0.3945133229280408,0.1727282386516172,3.0990691255418747,1.833515303458234,4.5905014731190175,0.4656751265358105,9.700380651299382,4.303189848990579,1.4437451094516875,4.246150723338222,6.596212858944039
3.4294105319144617,0.5407397821340367,1.039422377067903,2.4735778066532284,1.4689176827990365,8.163219639573775,0.2401171757729844,25.325827782902937,1.1607818490524586,1.4491419430245205,4.246652409515299,6.9094874882403365
6.628428574318046,0.6869662413400324,-0.1751862205085881,-0.5022232494163341,2.244395140900991,16.252118592211332,2.0854590673252136,12.170326033068449,1.3453670405724238,1.454538776597353,3.607874407601049,5.428502485593381
6.443345296979728,0.833192700546028,3.0518602527594214,6.954273577488058,1.0108028661321578,5.28712388396345,2.016136099857762,12.41739890810702,4.849569992079573,1.4599356101701857,3.233736917255966,6.071588786821041
4.616265641573588,0.979419159752024,1.1950181009369407,2.0259722344212507,0.8951890443536816,3.9904510553740975,1.94681313239031,31.21885484349644,1.2255589726307583,1.4653324437430184,3.951820186439359,5.453166745698581
10.409799271505008,0.9653477719658728,1.1631939813663943,1.5689290203058128,0.7795752225752055,0.2900540150973785,1.8774901649228584,14.988083039799877,1.6636221157281232,1.4707292773158511,6.486754808928044,6.507328770935214
5.023982757324789,0.9512763841797218,1.1313698617958476,1.22148438126141,0.6639614007967294,1.4964509490932525,1.8081671974554063,15.119504157247512,2.2495465780039448,1.4761261108886838,3.580845241223116,5.710995819155372
6.616604315103544,0.9372049963935708,1.0995457422253012,2.5006779768918337,0.8653387462098406,2.055814654738452,1.7388442299879547,40.47852913634001,2.8354710402797663,1.4815229444615163,2.866242002290876,6.387865729637244
6.077033337316819,0.9231336086074196,1.0677216226547548,1.020627307994216,1.066716091622952,2.010099070360112,1.6999481389130315,32.41676607799863,1.912904450588651,1.486919778034349,5.47775358185221,5.633680943212229
6.044949184595433,0.9090622208212684,1.035897503084208,0.8812125097444956,1.268093437036063,1.9643834859817704,1.6610520478381083,15.89735950182725,2.568038600814816,1.4923166116071818,2.7345620329049707,6.677595294766833
4.436687674449424,0.8949908330351174,1.0040733835136617,1.4918637965230257,2.5279011528624507,1.221356912663396,6.889890155592519,10.82498951853756,1.000348447282326,1.4977134451800145,4.878556997330476,6.616694285094089
8.039650132361682,0.8809194452489663,0.9722492639431152,0.9180654800071972,-0.8598313320046782,0.9330680067267338,3.967067832099676,17.573909684690296,2.114769283872925,1.3832414226092464,1.2441707200837984,6.216233797293924
2.3673756389816134,0.8668480574628151,0.8036886109071726,2.8342981629314594,0.0811094388903398,3.354524905914989,1.044245508606832,7.801488686455023,1.4851964873635022,1.2687694000384784,1.7926427290699278,4.588782370672342
1.3557474267567948,0.8527766696766641,0.6351279578712301,1.7144704876052406,1.022050209785358,1.7561727431420682,1.973829517225176,8.324158520435342,1.8342190645405123,1.2385636831866362,6.488793772805535,5.097840612951581
1.891693737436463,0.838705281890513,0.4665673048352875,1.7152333815689602,1.962990980680376,1.200628148183546,2.903413525843519,9.660856771554029,2.2748854071337345,1.208357966334794,8.386949865267882,5.233674188853144
8.519346346438834,0.8246338941043618,0.2980066517993449,2.409913649250285,1.1643720532261186,0.8594848169180516,5.233367995551762,11.778959210691252,2.8475483221001965,1.1781522494829515,8.627965443623395,5.132269969599014
5.729381114293132,3.3666778310439347,0.1294459987634023,2.89719874631356,-0.99818497672397,0.8338784696781127,2.425226242823292,6.926553060589803,2.6408558264372672,1.1479465326311096,5.180690913715936,4.7072168530458205
6.088816717545766,3.1436241834310943,-0.0391146542725401,2.2819184686067,0.9407450684403909,0.8082721224381738,1.0359134045018246,12.484374583229652,1.1976203958937943,1.1177408157792672,3.143764272300656,4.577290159417183
5.894540628771484,2.9205705358182543,-0.2076753073084828,3.30539036510228,0.7600293512963381,0.782665775198235,1.1969128241925824,7.70798062632994,3.637245646883769,1.087535098927425,3.029811065848264,4.105474114515655
