Amplitude_Clearance_factor,Amplitude_Clearance_factor.1,Amplitude_Clearance_factor.2,Amplitude_Clearance_factor.3,Amplitude_Clearance_factor.4,Amplitude_Clearance_factor.5,Amplitude_Clearance_factor.6,Amplitude_Clearance_factor.7,Amplitude_Clearance_factor.8,Amplitude_Clearance_factor.9,Amplitude_Clearance_factor.10,Amplitude_Clearance_factor
3.5235634147876977,2.9465190914801784,2.898469095250308,2.8177292556663738,2.2962198659782738,2.99669973719959,3.6579040676998114,3.3510034853901804,3.1017607062332835,2.0480355641805303,3.013101259160837,4.856510721230711
7.152295110897512,1.4146292111815413,2.7923709064035034,2.1873459888641653,1.4193049370935131,1.1156874086239277,2.947683767449161,4.242759402615477,1.766451355822231,1.113924025996006,2.700887502297867,2.683787312257864
5.212420576332932,-0.6432190693933183,2.6862727175566987,2.534318421415428,0.9677785724133308,1.4235632435550114,1.3381754244070432,2.0675617025356186,2.72327026503148,1.0610455537886068,2.5373750915520765,2.407208807427849
4.085698679553738,-0.3758812772991391,1.8475398075774228,2.476106725169001,1.0156293524806246,1.731439078486095,1.1372533812730292,11.804942410778976,1.2168797312963335,1.0081670815812074,-0.8379657640821055,5.4973420899575896
2.7008414017674496,-0.1085434852049599,1.0088068975981468,1.0900336857587134,1.0397973225047008,1.4495666741203372,1.3608599872378284,11.647685282927297,1.1670232290468665,0.9552886093738082,2.5851762319659173,7.270464398101451
3.1177337288039952,0.1587943068892192,1.0899091369687328,1.0720195619904325,1.0380833785095185,1.1676942697545794,1.5844665932026276,8.37151776314024,0.9857617849216952,1.4264898059302074,2.1042050207009595,9.049390201769182
3.0754035199151444,0.4261320989833984,1.2157746586742617,2.0121165057827266,1.0363694345143362,1.5628146475184277,1.8080731991674268,9.41169307061464,1.3920352797511872,1.4150459971535838,1.6232338094360017,12.541326692064509
2.9099966769958803,0.6934698910775775,1.34164018037979,1.4942344473091822,1.0346554905191538,2.285571404238614,-0.7636001544678899,3.265549043964127,1.2036875576058734,1.4036021883769605,-0.5346491966029787,9.792788811531134
3.051031573550884,0.9608076831717568,1.4675057020853186,2.3060052452710047,0.9076785739628436,1.6770013845577425,-0.2874873294874791,1.421915056919829,1.0153398354605594,1.392158379600337,3.83017453470074,5.213885670492505
2.951921494182516,1.228145475265936,0.8004106328759019,1.2242142541344514,0.7807016574065332,1.0684313648768708,0.1886254954929316,3.760220179397337,-0.9631446019953684,1.3807145708237134,2.6471804055360777,7.710229237823212
3.768367173276828,1.495483267360115,0.9040858121714028,1.8678092672909272,0.9918418589718596,3.5905266117680523,0.6647383204733424,29.074638369917064,2.761301736429353,1.36927076204709,3.972946245136456,9.139550336882452
4.103897412964182,1.762821059454294,1.0077609914669037,2.7079688749435924,1.6704506448146776,9.219963280245375,1.140851145453753,45.15292596044817,1.3737092451158834,1.3578269532704663,4.278383273820062,9.33546242952217
6.750447752329288,2.030158851548473,0.6396168646119365,-0.6914354565183972,1.8591332497030624,35.10219384530438,1.574812422209721,40.46125294413183,1.1996268025222716,1.346383144493843,4.064753753120792,7.332675181215649
11.659386879664709,2.2974966436426527,1.1111460697101012,5.846398058504038,2.30457092743894,4.540509014539866,1.600037790326238,21.586492570821687,5.681669730254349,1.3349393357172197,2.8524484007235813,9.779815437798048
6.42512504857462,2.564834435736832,2.255509592669776,1.4571001971188429,1.88557623830276,4.218466960336355,1.6252631584427548,10.930460069870064,1.4180820470753568,1.323495526940596,2.881005044327017,6.91444774582882
13.04903279663342,2.2472221931205274,2.0327804593705125,2.8060061076422285,1.4665815491665797,0.7434286544025764,1.6504885265592717,12.515834810511691,2.084840182684995,1.3120517181639726,3.5707859248033644,8.6716898787962
5.512493747366521,1.929609950504224,1.8100513260712487,1.4095430344674575,1.0475868600303992,1.2479107715525273,1.6757138946757884,15.0430582380758,1.748327930034928,1.300607909387349,3.082609800915341,9.277234798776291
8.10782648998446,1.6119977078879193,1.5873221927719856,1.5298636622710642,1.023655233017502,2.1245760087878924,1.7009392627923052,30.60288875362769,1.4118156773848611,1.2891641006107255,2.528484322411188,8.97191704524732
5.956971913199896,1.2943854652716151,1.3645930594727222,1.0459627775174616,0.9997236060046047,1.977915714410052,1.4701242609073135,9.995331597637104,1.7164885920055497,1.2777202918341022,4.698695412195705,7.292905888618577
5.93402944930037,0.976773222655311,1.1418639261734589,1.008068447513867,0.9757919789917076,1.8312554200322104,1.239309259022322,14.2764093857891,2.9518694102810263,1.2662764830574786,3.4305565926416604,7.193753539473076
4.5143474173172695,0.6591609800390068,0.9191347928741952,1.2460653102840242,2.073763965311855,1.0252640279445675,7.442862744873166,6.889503660801648,0.8625902781763155,1.254832674280855,5.74213097341462,7.810434684126815
7.856647343280557,0.3415487374227028,0.696405659574932,1.0290958251803954,-0.9316509862305646,0.7971154220270846,4.248669046551667,11.796751415143431,2.062740560571871,1.0115732908508115,1.718079870687106,7.906149620385337
2.5210747720894155,0.0239364948063984,0.5629858181170325,2.207447852038023,0.7343129395152432,2.998586376493689,1.0544753482301683,12.57889805966929,1.4092464836044225,0.768313907420768,1.6282907324441236,5.791413737147865
2.1423273296678182,-0.2936757478099059,0.4295659766591331,1.721569448179728,2.400276865261051,1.6871390336646386,1.8773235540326207,9.426428803527756,1.3818003496899771,0.8164161538636879,10.838361290922284,6.683346295290754
1.7447114373138046,-0.6112879904262098,0.2961461352012338,4.348997379274473,4.066240791006859,2.271326333448352,2.700171759835074,10.596115504567038,2.149535803169119,0.8645184003066079,7.871184326144259,6.2886015051863655
5.687308070073112,-0.9289002330425136,0.1627262937433343,2.108477420332484,1.1521316156675985,0.4274723880705318,5.821695716963856,15.211353619120976,2.2383263110737888,0.9126206467495278,35.31066026791081,5.450752675246263
8.06591997365284,1.6786722586375362,0.0293064522854349,1.7630857459618987,0.649837836032033,0.3052787963384097,1.9240433465220887,21.49421932271363,3.1278836548169444,0.9607228931924476,16.75556865246994,6.06995635996612
4.30408033669749,1.595809498887872,-0.1041133891724643,2.1717930084315578,0.963624423517766,0.1830852046062877,0.6855960785178532,19.778255767400225,0.8772761167853208,1.0088251396353678,2.7171636469471414,4.8472036273345775
