RMS_Skewness,RMS_Skewness.1,RMS_Skewness.2,RMS_Skewness.3,RMS_Skewness.4,RMS_Skewness.5,RMS_Skewness.6,RMS_Skewness.7,RMS_Skewness.8,RMS_Skewness.9,RMS_Skewness.10,RMS_Skewness
0.0130333511097868,-0.5741041354445535,-0.1939851255853861,-0.200017951472681,-0.0896849770177604,0.2702942997900254,-0.3347617422596888,-0.3630326735756088,0.073867083797552,-0.1212407225926702,-0.6058527370786824,-0.1514999260547262
0.5570781321880451,0.5235007258625005,-0.2902689637492848,0.0765637026290614,-0.0676922397672434,-0.5113046495499755,0.0215982194053281,-0.0963876497044585,-0.0458879187086244,0.4798246340082016,0.1655893775009671,-0.1777796682169709
0.4029340004278722,4.892667002183122e-16,-0.3865528019131835,-0.0254151322414506,0.0,-0.204446659492633,0.6026650787360089,-0.3657067321879672,0.5765503479215944,0.3155521176258989,0.0,-0.4838496898506347
0.8456686507099442,4.484944752001195e-16,-0.1932764009565917,-0.4941806051109142,0.4776387513388655,0.1024113305647094,0.7069332567655203,-0.4382616862440637,0.6418362722141644,0.1512796012435963,0.0,0.0474361605764216
-1.726612462257391,4.0772225018192684e-16,0.0,0.5278665180172005,-1.4391696671584744e-16,0.0512056652823547,0.3283772660996686,-0.0161014241737069,0.0855120428375083,-0.0129929151387064,0.0,0.2794492597891113
0.9123782831368034,3.669500251637341e-16,2.020810616702304e-16,0.8072934997507338,-0.0448480711558434,0.0,-0.0501787245661831,-0.0586852385063178,2.9603768525934453e-16,0.4069165698120436,0.2336944635419545,-0.1609443554006357
0.7354235940657055,3.261778001455415e-16,-0.0402457480562547,0.1817813234604987,-0.0896961423116866,-6.9778849596622565e-16,-0.4287347152320347,-0.1223089409044539,-0.1478947414728152,0.409773189905839,0.4673889270839091,-0.1541524365988942
0.5478727454038048,2.854055751273488e-16,-0.0804914961125096,0.2223525232386852,-0.1345442134675299,-0.2856576378751554,0.0,0.0054012905334139,-0.0739473707364076,0.4126298099996343,0.0,-0.0717346766563255
1.0948326718032635,2.446333501091561e-16,-0.1207372441687645,-0.1318222504043879,-0.0672721067337649,-0.4778605929451693,0.0,-0.192012095007187,0.0,0.4154864300934297,-0.0816499940141883,-0.1415106073910608
0.3642560579109718,2.0386112509096342e-16,0.0,-1.1752057333505916,0.0,-0.6700635480151833,0.0,0.2309131122277396,0.0,0.4183430501872251,-0.0317683691926,0.0673223382973783
0.1465640635186653,1.6308890007277075e-16,0.0579900763266211,0.1149923367674675,0.4432943525264874,0.0380518363542388,0.0,0.0796347069735514,0.8713566149513874,0.4211996702810204,-0.5102160539522089,0.1009278660341929
1.4439263638873516,1.2231667505457807e-16,0.1159801526532422,-0.5502985456371615,0.4069201112301316,-0.2359863967040074,0.0,0.4722741633775057,0.2645923179644559,0.4240562903748158,0.0876347903010779,-0.0051712074980332
-0.0507177055780084,8.15444500363854e-17,-0.7069446730487765,-0.661007260119092,1.122751547453885,0.990956916882104,-0.0743930003353038,-0.1018824505710387,-0.433241929169546,0.4269129104686112,-0.0194026933940072,-0.0749138973924181
0.0152365414433276,4.0772225018192674e-17,0.7056166316289423,0.5274749893941322,-0.254577980926146,0.0967559431223834,0.0056571233046216,-0.005917520062499,-0.0986412426674819,0.4297695305624066,0.1790200232393244,-0.0975713518285839
0.0024611456049583,0.0,0.2321996355069354,0.0,-0.1697186539507639,-0.035489321953917,0.0857072469445471,0.3130831496699314,-0.834235573673298,0.4326261506562019,0.1130459588814491,-0.0218738493029474
-0.0656897964428404,0.0,0.0981175915055894,0.2429051439196248,-0.0848593269753819,0.0,0.1657573705844726,0.2061895111714909,-0.0073038614143499,0.4354827707499973,0.1007236767254742,-0.0844895519675606
-0.0449858011003533,0.0,-0.0359644524957564,-0.2349766394487667,0.0,0.3939788707009994,0.2458074942243981,0.1716274778251314,0.369765952662167,0.4383393908437927,0.0591411242382532,-0.208955872492549
0.3098850390303001,0.0,-0.1700464964971023,0.4157426770226435,0.0126879246167413,0.2557258270620111,0.3258576178643236,0.0275219892975935,0.7468357667386839,0.4411960109375881,0.0721909855026221,-0.1457842817102184
0.0403828289704926,0.0,-0.3041285404984482,-4.346077053961753e-16,0.0253758492334826,0.2132351725066698,0.5123142672100525,0.0921823861667223,0.1716598339437414,0.4440526310313835,0.0883206711388879,-0.1094502483677015
0.156154926379118,0.0,-0.4382105844997941,-0.1014586487395991,0.038063773850224,0.1707445179513285,0.6987709165557813,-0.0541900758418921,0.1917272209941322,0.4469092511251788,-0.3291579762701997,0.0041821540757386
