Energy_Kurtosis,Energy_Kurtosis.1,Energy_Kurtosis.2,Energy_Kurtosis.3,Energy_Kurtosis.4,Energy_Kurtosis.5,Energy_Kurtosis.6,Energy_Kurtosis.7,Energy_Kurtosis.8,Energy_Kurtosis.9,Energy_Kurtosis.10,Energy_Kurtosis
22.700962829479067,5.231567018806761,13.93468948256919,12.0416310467319,5.358530497567571,3.632107810150651,14.85753963748892,15.74133939128262,7.907015304316651,0.5122818743232034,-0.0096747707823654,33.54584923775625
7.873949150374941,-1.6564531525322768,6.4124997424643695,2.446374340702884,-1.1185007306330068,-1.4932345301040335,4.469820921877062,4.262676799216313,1.0878720027772122,-1.4999999999999996,-0.8851259817517869,3.637872561341858
0.3113699468144859,-2.0,-1.1096899976404515,5.527875813240897,-2.0,-1.4966172650520169,0.2223628631112388,31.57945866524368,-1.5,-1.4475851865969644,-2.0,0.716045003565934
-0.3597679194282919,-2.0,-1.5548449988202258,-0.9553236989164337,-1.8923832977924475,-1.5000000000000004,-1.5,84.23311959349111,-1.5,-1.3951703731939291,-2.0,27.259381577473167
-0.2876645130135324,-2.0,-2.0,-1.928174379764152,-2.0,-1.7500000000000002,-1.4485172935958086,63.08805764165598,-1.5000000000000002,-1.3427555597908942,-2.0,0.0859280548744605
-1.2499853822320932,-2.0,-2.0,-1.5596228752566703,-1.8333333333333333,-2.0,-1.3970345871916172,22.621778524119044,-2.0,-1.4999999999999998,-1.4751891327433726,-0.8149931516726454
-0.7501364620100524,-2.0,-1.8333333333333333,-0.5791396198324223,-1.6666666666666667,-2.0,-1.3455518807874258,11.30751368764289,-0.715800429036813,-1.4999999999999998,-0.9503782654867452,-0.2500703830341559
-0.860547152378798,-2.0,-1.6666666666666663,-0.7222730072090968,-1.5000000000000002,-0.8562467660278807,-2.0,1.2413288668474651,-1.3579002145184065,-1.4999999999999998,-2.0,-0.6119980407373333
-0.6066814051921456,-2.0,-1.4999999999999996,0.2832625287263126,-1.75,-0.8872968495374651,-2.0,-0.7969006998782833,-2.0,-1.4999999999999998,22.73989112886564,-0.4716873385782261
-1.0333180009494496,-2.0,-2.0,-1.3740303556648643,-2.0,-0.9183469330470496,-2.0,0.4122312178804197,-2.0,-1.4999999999999998,-1.0630717620480734,-0.6155869238124798
1.2910066340376245,-2.0,-1.75,-0.049142539859682,-1.4125722206507805,37.02011479677255,-2.0,48.18745224610253,1.9447613123348857,-1.4999999999999998,45.93543936629926,-0.1482163286577629
-1.1501554597369614,-2.0,-1.4999999999999998,0.5679522607047445,-1.0434341449997235,7.393617589692372,-2.0,155.48572881404334,-0.316827122272167,-1.4999999999999998,-0.8161148697758467,-0.0649159382134954
8.845519545092074,-2.0,-1.5000000000000004,-1.4999999999999991,0.0938917531788945,20.64694079321401,-1.2267723886580637,82.33945380818005,-1.5075680582860298,-1.4999999999999998,1.4703545456620146,0.316470852672913
23.17555000580423,-2.0,-1.5000000000000004,8.574891666528442,-1.4934402865888792,2.7811987031889,-1.1690447936427708,82.35096275857721,3.966431680713234,-1.5,-1.4004988607519273,1.6318404535934503
14.90948873366617,-2.0,-1.178888069011256,-2.0,-1.662293524392586,2.555919669056977,-1.111317198627478,30.386836884168765,-0.7001187629156309,-1.5,11.925729653446316,1.620896942553805
98.0179693833732,-2.0,-1.224761202009648,0.8751063477828476,-1.831146762196293,-2.0,-1.0535896036121852,55.687014070908255,-0.7090111216518955,-1.5,30.66864124555415,0.4485614014254393
7.028439309702572,-2.0,-1.27063433500804,-0.4694039005045485,-2.0,-0.9398537242506984,-0.9958620085968924,15.951584883375691,-0.9284737304681866,-1.5,-1.434342623506389,1.010625542320505
26.13604336510353,-2.0,-1.316507468006432,0.160633069836459,-1.8054418032963828,-0.432094921643809,-0.9381344135815994,49.51459200822608,-1.1479363392844777,-1.5,10.24259591578026,0.123078365685973
93.00853918168208,-2.0,-1.362380601004824,-2.0,-1.6108836065927654,-0.8720196291063971,-1.2190672067908,6.717290050308064,-0.9951464284493404,-1.5,27.814272931059435,0.4847260348245616
26.06187856634653,-2.0,-1.408253734003216,-1.3491013561325622,-1.4163254098891482,-1.3119443365689851,-1.5000000000000004,8.875589592815933,-1.3610755355417012,-1.5,0.8135928797080281,36.161032057251965
6.0948069620175165,-2.0,-1.454126867001608,-1.4723143853951033,4.56959301958301,-2.0000000000000004,11.30548120031142,12.274415500730402,-1.5000000000000002,-1.5,5.681473170808362,6.054670772827269
16.84329538432733,-2.0,-1.5,-0.3037457988924603,-2.0,-1.4999999999999996,4.90274060015571,60.75174879456164,-0.9149510144208516,-1.5,-1.3812552356805896,-0.1158499312771867
