Counts_Max_Min_difference,Counts_Max_Min_difference.1,Counts_Max_Min_difference.2,Counts_Max_Min_difference.3,Counts_Max_Min_difference.4,Counts_Max_Min_difference.5,Counts_Max_Min_difference.6,Counts_Max_Min_difference.7,Counts_Max_Min_difference.8,Counts_Max_Min_difference.9,Counts_Max_Min_difference.10,Counts_Max_Min_difference
335.99285950683543,163.26741308426892,328.30390827496245,255.9233407694825,238.83194299854856,233.3619075814005,1289.632703499297,298.93437125621506,134.4088717384393,77.64909969846673,72.03781075996476,920.4672506787808
98.20191269173364,82.65961744396262,182.1143244992935,75.44189261679023,41.623780561253945,127.47266411459476,70.54383960908893,114.80747877948356,43.7928982599656,29.04449990229873,83.76902834491563,79.03200846646311
96.5630850196898,21.683453900905217,35.924740723624524,213.50155706144045,28.417077613350138,168.21284620013557,62.49269823808231,77.50276314108952,24.136961958006584,36.27822553894909,42.21126211157292,59.71618340909312
171.11992744405194,19.9462338217774,29.712714990522617,57.39817034377539,16.373101130214742,208.9530282856764,77.20462789599442,218.0378893480401,49.796872633314265,43.51195117559944,15.364130255236253,138.1336130478195
105.7033569273282,18.20901374264958,23.50068925742071,81.67917570521759,21.666408252897483,129.49332573714133,59.363468412946304,60.38766822712202,70.79703176661697,50.74567681224979,14.3008223765273,102.55438840518984
95.97203985294698,16.471793663521765,2.2848968876826383,40.33046230028888,48.774149356529406,50.033623188606285,41.5223089298982,34.46622671266012,67.30948394091334,77.77829599980018,75.80585377333716,116.0511617822887
105.338857571878,14.734573584393946,10.111316455454748,82.52795988545691,75.88189046016132,13.521365373974108,23.681149446850085,46.20499372534303,49.322940028820106,74.78391111522663,137.310885170147,92.28979148032649
109.5129695244934,12.99735350526613,17.937736023226854,67.35078789551198,102.98963156379324,96.36257764136724,15.54595065215378,69.433870624837,36.60632033297759,71.7895262306531,23.92641258459424,104.76017554912268
100.60839598798871,11.260133426138312,25.764155590998964,92.64384259156006,56.690642632133496,76.24670621875508,23.66693378652984,51.69323814489343,23.889700637135075,68.79514134607955,52.38701972278305,87.84151943573228
109.94344933523216,9.522913347010494,11.525635759464215,102.06731377939296,10.391653700473752,56.13083479614292,31.7879169209059,29.10255980614686,16.16470062022964,65.800756461506,55.56215939714343,91.86907884340904
82.31952368121301,7.785693267882676,23.58058771913372,135.2739151426469,11.29682777033992,132.97677241628912,39.90890005528196,60.05414882730175,170.86400123779342,62.806371576932456,63.72682787613142,109.35560769511602
106.12191918901829,6.048473188754858,35.63553967880323,58.16334441244668,71.19599037345796,27.241678466866524,48.02988318965802,60.76339518675122,31.4449977203054,59.811986692358914,50.271005969823534,127.16981947355146
57.75141904331059,4.311253109627042,10.11392101457895,31.019406792191926,10.387994852767989,88.85563004447829,149.971045246243,37.76148599457089,71.41613030633397,56.817601807785366,46.71566704419847,141.6069270574688
35.73139237175393,2.5740330304992227,5.339604967828571,90.58749774823998,20.59087241202375,44.399177147347565,128.93906184697494,42.73209944294405,95.8220584160095,53.82321692321182,60.25874709739328,156.57112741716367
39.88915985072202,0.8368129513714067,25.83268552024451,5.904735558417185,16.132562144426174,34.0524126046876,107.90707844770688,46.782589969696105,71.86696889338279,50.82883203863828,55.73520926772759,101.1743119016598
