Counts_Central_moment_3rd_order,Counts_Central_moment_3rd_order.1,Counts_Central_moment_3rd_order.2,Counts_Central_moment_3rd_order.3,Counts_Central_moment_3rd_order.4,Counts_Central_moment_3rd_order.5,Counts_Central_moment_3rd_order.6,Counts_Central_moment_3rd_order.7,Counts_Central_moment_3rd_order.8,Counts_Central_moment_3rd_order.9,Counts_Central_moment_3rd_order.10,Counts_Central_moment_3rd_order
-2247.695882130779,-876.6694267755673,-22487.067643263123,-7278.560324940506,-11578.540072200118,23158.44298164325,-378450.0749807699,-80.66059150750516,2438.93402564326,2969.6636634705123,-1161.8693074936575,-310278.5703957413
232.96892471274643,-2249.970929400881,-11780.269393157618,223.93072753347,-5843.695689377273,-46340.36593378758,-583.348296093342,-5004.092744451824,1273.9919370235457,-1661.5383435326112,2859.467571629358,-702.3816608173679
-536.9371888975669,0.0,-1073.4711430521118,-24205.69521828828,0.0,173871.48176829447,6012.007757713698,60.40944354696533,1030.6803216351548,-2041.5244834336647,0.0,-460.5569536014224
-2153.319548275467,0.0,-536.7355715260559,766.0923389673671,-91.55947047403173,394083.3294703765,24409.63898613661,-3794.1874257033337,3447.429731780953,-2421.510623334719,0.0,-700.252746321876
-4038.3686099333145,0.0,0.0,2222.8965715162867,0.0,197041.66473518824,16250.44946896028,182.8242295248025,11998.252032122276,-2801.4967632357734,0.0,588.8139152618796
-3781.374784300239,0.0,0.0,368.9270981608213,16758.52603076118,0.0,8091.259951783948,-151.44060620418944,0.0,-18294.02584233123,27938.42564999092,1252.2468699561953
-4334.603220091977,0.0,-242.61451454476463,584.3297831388049,33517.05206152236,-5.684341886080804e-14,-67.9295653923823,37.63378057800123,400.5157781478784,-16979.831467541197,55876.85129998183,276.73576448229744
-3635.971106954828,0.0,-485.2290290895293,-1927.0789499835284,50275.57809228353,1889.054136403813,0.0,-951.023881698874,200.2578890739392,-15665.637092751163,0.0,363.37803271438975
-3556.607283913807,0.0,-727.843543634294,-1542.6575464322932,25137.789046141766,1543.575299571217,0.0,529.1058238856833,0.0,-14351.44271796113,-52.35416550484428,-111.014066557699
-2939.0109287526107,0.0,-4.263256414560601e-14,26167.97493378925,0.0,1198.0964627386215,0.0,175.2082979823167,0.0,-13037.248343171095,-364.4713091678225,-282.1707139137771
-1036.766720107,0.0,-1593.7735568916694,10230.105933892317,-36.76611217371568,-2240.6048703790107,0.0,-776.4864430963505,-12277.03182668446,-11723.053968381064,17.037138899669376,372.3176557031689
-4898.631497267408,0.0,-3187.547113783339,624.0563858835743,10608.657260216574,5.471750384767266,0.0,-21.9883139112542,260.37095480695183,-10408.859593591033,-16.292175378649684,-455.0105844692672
22.1124045614612,0.0,53.8236662848308,2163.4532719903227,5.071252728845906,-256.1616386649006,1507.6726759634598,131.131135471929,-7175.209788730683,-9094.665218801,5.232947702846412,-364.374601190104
15.80257671061102,0.0,-2.058484146716306,-586.6693643657934,70.21652305660348,-162.19818299565165,1353.201968325394,29.97104717593268,-7958.945327425577,-7780.470844010966,-83.78525046967874,144.31765119866648
-16.31943644528447,0.0,810.7573589872941,2.3092638912203256e-14,46.81101537106899,51.436628928822586,1198.731260687328,-191.9201268420317,5229.424811830116,-6466.276469220933,-768.1060623369762,-69.40110212599777
-118.24337329868813,0.0,328.81560744810207,2658.051415765793,23.40550768553449,-5.684341886080804e-14,1044.260553049262,-310.0426942360926,-200.7206330664378,-5152.0820944309,-566.316246179134,-174.6597930902894
-30.83824059517381,0.0,-153.12614409108994,-2302.939343761509,0.0,-934.6102126119036,889.789845411196,345.4079598943768,36.6030753308647,-3837.887719640866,-522.9171757047442,237.7096675913547
-5.032363681842575,0.0,-635.067895630282,-10458.531620746538,-0.8452038715322717,251.2734529508789,735.31913777313,-265.66581899210126,273.9267837281672,-2523.693344850836,-446.2849125020282,-341.6900806079127
-528.5294679226903,0.0,-1117.009647169474,0.0,-1.6904077430645434,859.1696036490046,-1328.8429197360952,21.557212417221145,-2265.612901498626,-1209.498970060802,4.990484130688813,125.08446412821084
10.829166304685298,0.0,-1598.951398708666,39007.35298500801,-2.535611614596815,1467.0657543471302,-3393.0049772453203,22.36110375092925,598.8126825386005,104.69540472923109,1479.2396309319672,-9.763933100509956
35.70717139543612,0.0,-2080.893150247858,-24756.281638894405,-0.0061222094663947,1.8651746813702643e-14,-2059.8858541208533,-5.181139067573188,52.19956197459146,1418.8897795192631,-82.9149210749287,-445.9651504546284
-73.89153628317901,0.0,-2562.83490178705,477944.10572626273,0.0,3515.435522554139,6690.863321415121,129.87527264928974,-465.94126025696,1436.844126887194,742.5741151024707,167.6897923895174
163.0769659065168,0.0,-2306.551411608345,131806.2312037608,-0.2094538471287051,-64.553988584783,15441.612496951097,54.21254636967716,5443.27706897355,1454.7984742551243,1209.5079211047205,226.78394610349991
35.54060962856478,0.0,-2050.2679214296404,-1.7053025658242404e-13,-0.4189076942574103,-3320.4058412397635,7335.021586782869,140.90361368651452,-1345.5409825881056,1333.5652680671974,-74.5594236878975,1176.0741283666475
440.4115462398444,0.0,-1793.9844312509354,80720.77497427545,-0.6283615413861154,0.0,-771.5693233853575,215.561370125874,-7389.830865877652,1212.3320618792702,-407.7261337280336,1412.8530232679325
-413.53730362221967,0.0,-1537.7009410722303,-1595.344458952197,6262.914009291715,0.0,200.85386796324343,654.4906209308939,536.2853345201967,1091.0988556913433,25.74003130195665,980.0292712473118
-179.7111144747648,0.0,-1281.4174508935253,-124.40165392451388,0.0,0.0,931.2708050660424,-260.1572033662962,4382.781425023287,969.8656495034164,-1053.0993053830243,602.5513270512383
35.87356048282676,0.0,-1025.1339607148204,1378.5602790462528,0.0,0.0,0.0,6.305202225875984,4850.201513276799,848.6324433154892,2505.970958625508,359.2621446167992
-2.0001469423605864,0.0,-768.8504705361156,453.13284033661216,-8185.9975202390115,0.0,0.0,146.36749248444005,3243.74202869634,727.3992371275622,3847.5143282547215,1134.1384924163378
-25000.04136420308,0.0,-512.5669803574106,5367.930210786831,-387.7353179619873,-2217.579403491442,-1067.8885487586624,169.06399795950597,443.3612197183349,606.1660309396352,0.0,911.6282366364608
-177.45904078602746,0.0,-256.2834901787055,23605.10112516118,1744.794787584652,-4203.493633433774,-2.131628207280301e-14,393.12556300419055,-159.4805748812496,484.93282475170815,1511.15660215826,-677.9465270873212
583.2697281028311,0.0,-7.958078640513122e-13,-7930.046635315341,567.5746085119182,51.644037768787015,1147.8522121165795,-166.95676280490295,-1311.0344035916737,363.6996185637811,413.9044913260029,-1107.72829818668
996.6149433895388,0.0,483.7993748831083,-2628.526506736682,-1.2212453270876722e-15,155.9474484156109,765.2348080777197,4.098299195925287,-184.6749909524356,242.46641237585413,642.8053734747158,-1941.120134733314
182.47595768562925,0.0,430.0438887849852,-129.30810566864528,4213.294060499767,437.1983034089194,382.61740403885983,-605.9370232023423,1292.0789582702107,121.23320618792718,-1170.2054444754913,-366.9425470572628
-43.01214867884477,0.0,376.288402686862,-528.1049652953327,236.00751603505432,-271.44422755072264,0.0,99.79962917973909,3918.033357769726,0.0,302.6436270987617,-2293.7230463188293
167.00374388891575,0.0,322.5329165887389,121.0181958081291,774.4080588571086,-70684.37834834395,1735.8988974271242,8.435227025231622,5280.65808250213,5.684341886080804e-14,-259.0146773974945,1796.03124847075
138.48720271505124,0.0,268.77743049061576,-210.8448924703848,-77.86279908963543,4118.890760945135,3471.7977948542484,5757.645458007646,1397.561891446412,1.1368683772161605e-13,-50.75455180940719,1327.6321648391242
