Duration_Crest_factor,Duration_Crest_factor.1,Duration_Crest_factor.2,Duration_Crest_factor.3,Duration_Crest_factor.4,Duration_Crest_factor.5,Duration_Crest_factor.6,Duration_Crest_factor.7,Duration_Crest_factor.8,Duration_Crest_factor.9,Duration_Crest_factor.10,Duration_Crest_factor
5.209286094182832,3.0642947034441166,3.620747999712835,3.556601687028777,3.591969039882561,2.736166716713111,5.931596931971102,6.828367199471986,2.3083853677201414,1.9328417653463577,1.4904788672143074,8.691071103570327
3.324465463132674,1.2116874331554857,2.368462401678526,2.057783105419244,1.092619655908058,1.3536989228581129,2.4576586407876766,2.2460460514733325,1.6319038043356628,0.948052499081353,1.56596427519088,1.978451428491203
2.4565621668975,-0.744011793035631,1.116176803644217,3.471689524681373,1.0406056756085384,1.2888064346642285,1.2518983083117874,4.540650325302138,1.594249850162158,0.9423791129591758,1.400660431757201,2.2659065865594137
3.981124924749387,-0.6004187334712142,1.0847309430418608,1.529454887274963,1.0634945071443864,1.2239139464703437,1.051827554143714,9.270729546644844,1.240003203230051,0.9367057268369984,1.205916757054936,6.582765298784378
3.1509370039315794,-0.4568256739067973,1.0532850824395046,1.2058630981284766,0.9443881564071772,1.2633889307581927,1.1878031288664537,5.10630596254784,1.1626681815691298,0.9310323407148212,-0.2256355424320435,3.629245377119116
2.309426449564008,-0.3132326143423805,1.027148516894966,0.6719561738096168,1.010571783350189,1.3028639150460417,1.323778703589193,3.2616843478019955,1.032433609735745,1.299228335262068,0.5315420617636742,4.519588638533268
2.435809213998383,-0.1696395547779636,1.1163268631955747,1.7085194993126886,1.0767554102932009,1.3813405767883835,1.4597542783119324,3.318860878396768,1.2066342698204566,1.3004544983500614,1.288719665959392,4.24633852324372
3.453988463381587,-0.0260464952135468,1.2055052094961831,1.3225622305268367,1.1429390372362125,1.796009773146768,1.1264492457359252,2.4872025736548307,1.217265416611012,1.3016806614380552,0.6972531258791508,5.24829864248874
2.81553422517754,0.11754656435087,1.2946835557967922,1.9694981898201225,0.33087146070948,1.595258115913007,0.8818657108359262,1.3766457239387049,1.2278965634015673,1.302906824526049,3.11733620348648,3.6992480960446383
3.517788139917319,0.2611396239152869,-0.6421156854709705,1.1375107876598447,-0.4811961158172524,1.3945064586792464,0.6372821759359273,1.8234577765019384,0.8026404670762495,1.3041329876140422,2.4253605516562664,4.336455612042936
2.38260459884328,0.4047326834797037,0.191074799109396,1.913594155870186,1.5722366210677334,3.3536153238802644,0.3926986410359282,3.4665087039936617,2.526263541728214,1.305359150702036,2.829732841622635,4.268154885417298
2.4838338493654035,0.5483257430441205,1.0242652836897626,1.8850182333411272,1.3474540615929245,3.699596164256804,0.1481151061359293,9.125922727254736,1.0221151496300094,1.3065853137900294,2.9897036130354344,4.611505915541077
3.1232834395765297,0.6919188026085373,-0.1230422953773633,-0.4523641537531317,1.5855342396839585,5.95126843893848,1.4473828694702433,3.929517127866116,1.2854757310872131,1.307811476878023,2.5120425968310847,3.766337710676287
3.2159358510111327,0.8355118621729541,1.630780648109175,3.2219375631230167,0.7697091583467265,2.811701569113548,1.4747263174116572,3.677740521650159,2.639309094275937,1.3090376399660166,2.4294259863299588,4.212268616529427
2.8229652080026253,0.9791049217373712,1.171116971544253,1.395543303096603,0.7145993763062246,2.655856222710342,1.5020697653530712,6.931346282520128,1.1893567925257733,1.31026380305401,2.770942080405756,3.7802071688465935
5.020756237162492,0.9632292201593828,1.1046202608883016,1.2742896596679014,0.6594895942657228,0.1903125308688961,1.529413213294485,4.846997783360832,1.1445976663910689,1.3114899661420036,3.9152710237006567,4.34939141154242
2.976450533941465,0.9473535185813946,1.03812355023235,1.0955778511380048,0.604379812225221,1.222434444910922,1.5567566612358992,4.820601745298461,1.509176394722333,1.3127161292299974,2.707280580800827,4.028095654634376
3.302544158344036,0.9314778170034064,0.9716268395763986,1.9078516794136708,0.6838437371921903,1.518494169922467,1.584100109177313,6.029076180595221,1.8737551230535967,1.3139422923179909,2.0371976117874944,4.275801139319855
3.924720944072527,0.915602115425418,0.9051301289204472,1.0203050745925415,0.7633076621591597,1.4570042687686042,1.327824134023075,7.812937536673839,1.5481074294944612,1.3151684554059844,2.8989395282047075,3.9162131422327313
3.5481721326988915,0.8997264138474296,0.8386334182644956,0.7903201456828307,0.842771587126129,1.3955143676147417,1.071548158868837,5.649802534420497,1.784562354298151,1.316394618493978,1.9004117088071049,4.45482098210125
2.6406117959633013,0.8838507122694413,0.7721367076085441,1.2731020291745885,1.4424186996485469,1.1826874340165576,2.8269243914372315,4.67441957648478,0.8966976683779997,1.3176207815819716,2.6459177936361207,4.460728932512492
3.797983235224596,0.867975010691453,0.7056399969525926,0.85341608492202,-0.8464919814845852,0.9277073781917198,1.9334034807460645,5.445239468621862,1.6530420553755751,1.222942982218622,1.1794904283437906,4.2240483845638
1.764847725613447,0.8520993091134647,0.5684236579771256,2.155620883571168,-0.0681647478078906,2.176177756132321,1.0398825700548973,3.658780206974396,1.3726806767387922,1.1282651828552723,1.5419751178811807,3.282973359892817
1.2350723403466637,0.8362236075354763,0.4312073190016586,1.362473037975538,0.7101624858688039,1.3630463726913709,1.6314805362000135,3.229737026106166,1.5165913127872177,1.1092512400663423,3.2030381660680955,3.5699613259804424
