Energy_Root_standard_squared,Energy_Root_standard_squared.1,Energy_Root_standard_squared.2,Energy_Root_standard_squared.3,Energy_Root_standard_squared.4,Energy_Root_standard_squared.5,Energy_Root_standard_squared.6,Energy_Root_standard_squared.7,Energy_Root_standard_squared.8,Energy_Root_standard_squared.9,Energy_Root_standard_squared.10,Energy_Root_standard_squared
157941359.57082474,46682165.0163473,101690111.970071,115695775.3783714,13183014.47278487,69366988.60459653,271643523.6340789,116763854.40188482,82762871.92230804,42855341.55839699,79584650.74145837,107055830.77606544
58996657.226483166,22864272.013503414,51055256.42857558,33489956.798698418,391941.2414918023,37749748.59770414,31649635.39037869,38729050.31572632,877632.6726085655,823858.0291434849,37851324.793390185,28899155.442502245
149551984.70307878,6216930.006800745,420400.8870801573,40864539.1045213,723821.4651583674,48975449.121583015,20480155.62657669,6110856.087278218,385390.4407824638,745545.8431271153,4341368.564692911,3844841.912857392
291190398.29877687,5836792.363500455,678902.9302014211,2239912.1097728377,2866087.880390224,60201149.64546188,48366890.92937975,168206065.90330896,297003.4567034718,667233.6571107458,3720568.047796976,81178614.58777368
346806795.2358016,5456654.720200167,937404.973322685,2607696.959322288,1875100.095557225,38395287.35108317,33298885.359853856,33503217.15342569,280295.6209160589,588921.4710943762,5887747.132481201,51683122.24069043
371829853.5137085,5076517.076899878,330968.3844481926,1439514.5109302248,3086298.7637742124,16589425.056704476,18230879.790327966,744575.302821243,672273.8093518092,897090.5068944887,10392680.122080162,172973095.10313642
263302026.66986987,4696379.433599589,562098.3152883722,5925778.363197353,4297497.431991201,11672786.977615183,3162874.2208020734,936871.9881725184,916350.756851474,857035.2257820544,14897613.111679124,182064353.1524392
154897071.520353,4316241.7902993,793228.2461285519,1500936.5142791795,5508696.100208188,34172500.86532464,1709904.350002411,10889878.938828489,560990.5472653948,816979.94466962,1864924.9138410587,125174273.08137466
147402327.9988394,3936104.1469990113,1024358.1769687316,18624364.24779652,4157678.7519201767,17308825.589285538,11220134.982106175,1646546.943720106,205630.3376793156,776924.6635571857,2533103.005770721,144576538.79294872
229975193.1256972,3555966.5036987225,213221.7166165172,27658210.308703985,2806661.4036321654,445150.31324643776,20730365.614209943,194392.8674865837,619907.2829723284,736869.3824447513,2470229.976349061,159128661.3910264
30102688.7924406,3175828.8603984336,272988.7321346114,66379389.02845991,1470926.9944856514,137644062.0067543,30240596.24631371,2953044.16568851,67011002.86964973,696814.101332317,4920599.432320598,128893235.1952004
237465322.41145232,2795691.217098145,332755.7476527056,3174468.5058392016,754192.3354734043,786222.2823986561,39750826.87841747,2953076.1865283493,4846091.687483322,656758.8202198826,544214.6753070831,192045421.3641196
24805016.54255587,2415553.573797856,217977.81609503823,1350661.9062277216,43289.37557479331,3176046.6107042795,113613829.09506457,1764042.585985452,10015717.554375578,616703.5391074483,730276.1477419997,220861117.7388
1099959.762083543,2035415.9304975672,391258.0125003442,111551915.73225564,66185.80929906253,1320280.6793895203,91447960.87065215,1553122.488799103,12910628.859109072,576648.257995014,1816298.0254440384,172128463.14807922
2953142.144843697,1655278.2871972776,3690590.6124868286,2122586.145724021,47911.116376037375,942050.8854885412,69282092.64623979,542086.0103131763,2139535.7906095386,536592.9768825796,2730872.3880078057,81849204.96609706
3453502.354306346,1868538.416484107,5235986.063087089,12012529.569498263,29636.423453012227,406407.8760114719,47116224.4218274,11544696.335038004,331964.20660444885,496537.6957701453,8434377.571860543,112639055.78019892
576956.3276359537,2081798.5457709369,6781381.51368735,58206969.856632434,11361.730529987071,1203450.6608449484,24950356.19741501,334977.62407525425,941095.5400635567,456482.4146577109,1621545.2611710748,107809210.32593346
1182591.3551951936,2295058.675057766,8326776.964287609,61523417.21716313,10315.293053510231,739636.5528384325,2784487.9730026065,180046.65698778126,1550226.873522665,416427.1335452766,3250399.7334257653,100648386.6075771
3498379.412155912,2508318.8043445954,9872172.41488787,73771361.68919568,9268.855577033391,896131.8660095232,7190349.28830166,399913.9373612506,1363423.8939716062,376371.8524328423,66038678.56797825,87746884.73168792
2473589.724622427,2721578.933631425,11417567.86548813,66392870.757443525,8222.418100556555,1052627.179180614,11596210.603600712,413827.2567612515,249866.07965705727,336316.5713204079,930546.4552899778,127252898.28702658
699280.7191147568,2934839.062918254,12962963.31608839,54627768.06745394,35636.19065850692,489374.1955836394,10918824.313454917,852489.4642017606,240630.841277048,296261.2902079735,433265.8145345496,109710324.9112212
485210.9672787548,3148099.192205084,14508358.76668865,152289370.87249142,50533.887886707984,114570.66424637128,13314738.76745564,1468302.5216208424,6967370.32262451,552979.9493401798,1628703.4087471936,88583136.9310814
591839.2261799509,3361359.3214919134,15142134.354653716,104641531.24832208,465651.9113695464,549245.5864261949,15710653.221456362,803011.781907493,6583774.133695969,809698.6084723861,3221656.521962696,76220898.25422628
386122.691957894,3574619.450778743,15775909.94261878,22824579.79796454,880769.934852385,1944413.7272280944,15928175.47561206,592545.1662885353,3669548.2669441313,955820.0702731876,1260716.997467617,78127286.00900342
3918538.139880608,3787879.5800655726,16409685.530583844,111649220.49335268,1295887.9583352234,83094.1098812584,16145697.729767757,209156.4236686437,12316567.3041187,1101941.532073989,917453.7954952216,72665204.10418163
5667922.282612538,4001139.709352402,17043461.11854891,35891285.0269939,516052.5572359225,1109270.3221427023,722944.2563174716,1504070.6056721276,3102699.41948664,1248062.9938747904,498880.8959931484,80734074.11604108
395286.89324628527,3347161.585534475,17677236.706513975,7114129.846693129,1145390.833249782,1092603.96354144,426624.10659859015,83341261.8061573,1801825.903948638,1394184.4556755917,536702.8681814839,79301500.77282992
3892712.8775243023,3604331.5565678105,18311012.29447904,22528871.08630017,11111953.22447196,1075937.6049401776,200499.77615906525,825478.5712824466,879960.2005212914,1540305.917476393,166577.27677208657,85759766.10264948
2047860.5874097536,3861501.527601146,18944787.882444102,35605265.23984025,59677768.20919248,1059271.2463389153,476624.27706163726,738480.4166645514,1204065.0104401065,1686427.3792771944,4410235.6993999705,130630478.623176
5352618.39765637,4118671.498634482,19578563.47040917,114635655.85235588,93061322.78127408,9798260.367334329,287522.6677638869,442746.3810234658,183496.5555754267,1832548.841077996,7671893.000846057,107840224.84952544
9581975.238833278,4375841.4696678175,20212339.05837424,3182680.352416194,246093.0917624969,42426787.80478745,142858.24339146036,719342.1316377335,1693785.281181112,1978670.3028787973,9508136.883218246,100448791.98015168
20779737.40085693,4633011.440701153,20846114.6463393,106567795.88190491,155526.440854887,1271630.6920624753,67715.07721445397,4666675.1347246375,1652783.5917902386,2124791.7646795986,509736.6651646798,108225356.6360986
28146884.01393201,4890181.411734488,5242800.279355187,251839150.6936848,44811.00622329499,542201.3196044432,199869.33104642085,583069.32740739,1328103.2667373796,2270913.2264804,7990483.726337153,106449308.56081544
19358683.405450407,5147351.382767824,4850686.372719944,8217926.153696021,2280746.354539774,623428.3687295148,332023.5848783877,24211807.849643525,337003.3829969806,2417034.6882812018,19515891.83638897,101652748.97770272
20108142.470491093,5404521.353801159,4458572.4660847,55832856.51990273,4720362.751082863,11593511.827227963,464177.8387103546,2625673.6507853256,2019128.378280536,2563156.150082003,1681639.0011209473,86504647.8734469
9299774.773570864,5661691.324834495,4066458.559449457,4263153.121341349,1593207.0845262462,138025102.08359656,1628657.1795275165,816319.6374586336,3494514.068989006,3620082.6288817897,436342.7530121627,65323890.51435867
12500348.96381342,5918861.295867831,3674344.6528142137,3911079.2420480046,3167029.264020437,58117473.58124453,2793136.5203446783,1339819.5571822952,1805064.4605007416,4677009.107681576,831938.2990097189,73862762.65730473
15740668.688327212,6176031.266901166,3282230.74617897,57935682.65568828,9502847.287428468,64312540.566685095,2470823.652760536,6434480.791528961,3241103.7002331973,4860622.947805462,647262.4877633464,75052638.17785929
8395958.82305111,6433201.237934502,2890116.839543727,109352337.38408312,22460644.61187541,57518215.54207745,2148510.7851763936,1855256.858725436,41201339.45100256,5044236.787929349,873323.8381983083,79096632.34362188
9584368.642946124,6690371.2089678375,2498002.932908484,165922037.07711872,35594421.18809076,19589727.534012336,1826197.917592251,2583991.312503862,13535219.055754663,5227850.628053235,143569.93027967337,57287378.08075372
14145185.35656949,6947541.180001173,2105889.0262732403,7618890.005737806,42013924.16407934,164553819.60245126,1503885.0500081086,96366008.44639029,23877680.428100403,5411464.468177121,454231.4997812804,50871602.006643936
14242188.181354212,7204711.151034508,1713775.119637997,36031975.22244297,37317542.14912111,129944513.16269384,1181572.1824239662,4231808.917645376,941633.5348926282,5595078.308301007,565388.4400962074,50440929.34638439
8542135.744231038,7461881.122067844,1863851.296963174,58824321.30557691,42702358.11375933,72055009.53238966,859259.3148398236,30425468.772530843,287424.7469222052,5778692.148424894,83417.27016290853,54432756.604865335
8230499.74277728,7719051.093101179,2013927.4742883511,4519957.752983534,52299816.58317848,144496178.61948562,902012.5661159114,3012937.669096501,454606.53451662685,5962305.988548779,159054.77759436198,50475311.81680241
12146132.302043702,7976221.064134515,2164003.6516135284,12587716.028729755,60348955.373705775,102561804.11240558,944765.8173919992,65080950.25342553,233984.8471571529,6145919.828672665,341168.5336986545,52695789.09562837
12233594.095312797,8233391.035167851,2314079.8289387054,2301684.9726789254,83768777.32173088,59185937.192503,987519.0686680868,3936091.700738181,248987.7627876565,6329533.668796551,981501.859752033,51234305.60989356
13631260.837199818,7653056.143267605,2464156.0062638824,4921967.892451647,91423449.28085534,1886136.6035031525,1030272.3199441744,29744169.43925851,261160.88865673903,6513147.508920438,63973914.046139166,44576013.06886143
15059141.461527564,7072721.25136736,2614232.18358906,6191387.091667097,91101986.76161754,874746.856000207,1738644.0979414475,15951444.432585653,902772.1173095102,779251.9656882368,40498109.6418445,46333715.929418616
12867399.004375497,6492386.359467115,2764308.360914237,53714045.404178575,89307027.84532966,216332.9113930692,2447015.875938721,43549379.15115336,1193158.3039222606,9969279.41362046,2785785.336999665,48531398.25484777
11329143.870217768,5912051.46756687,2914384.538239414,4566276.5827980125,104045012.25862822,5179762.023490388,3155387.6539359945,32901967.009177465,869304.9888612968,66895342.89190058,154773.67472939537,44690885.316249125
7322739.61588571,5331716.575666625,3064460.715564591,2886198.421580564,89156025.4532816,8618671.630473254,3863759.431933268,59239543.21478889,1371844.2257254492,41787120.974935815,395390.1628501148,41130538.62209035
5911496.163376301,4751381.683766381,3214536.892889768,11311206.275522538,130341532.00459084,1519648.2672937324,4572131.209930541,939674.1041837126,606513.2165764894,16678899.05797105,162155.32056353218,41995136.62416398
2526368.036237398,4171046.791866136,3364613.0702149454,5323453.152446941,128648622.53919956,4080546.108265432,5280502.987927814,1068658.3121546304,590920.0985995606,26749824.87682707,180921.19062273623,42909668.183132485
2890016.635761769,3590711.8999658907,3514689.2475401224,8748420.144487917,127338156.20310774,63101475.603073545,5988874.765925088,2993021.789783162,93992.61815031506,36820750.69568309,288277.92909091484,37257473.19255047
4155535.651403674,3010377.0080656456,3664765.4248652994,50860067.87797055,124257753.98299985,5624652.214565695,6697246.543922361,13643057.76102412,549875.7009810488,46891676.51453911,1204717.9670903613,39993683.59064668
2446815.2695693555,2430042.1161654005,3814841.602190477,38893913.64425954,145867777.10697109,2737308.229912346,7405618.321919634,24293093.73226508,45675.33216520216,56962602.33339512,182701.2835650549,39557744.36083821
2071890.982851496,1849707.2242651568,3964917.779515654,13260053.563353116,181810804.39296103,2527044.3336459724,8113990.099916908,27888233.81650522,105883.0244957137,67033528.15225114,305208.1931282256,42659203.301646486
1807085.8998698967,1871459.6648416,4114993.956840831,7923772.16944138,360759424.55437386,2231440.8259368385,8822361.877914181,36629363.250903785,565125.6845769315,77104453.97110717,117359.0247632995,44654309.39664118
1486637.7215585895,1893212.105418044,4265070.134166008,103220165.49245378,188505213.97401205,3655691.701001888,7601080.466639136,6748190.280143637,92331.10493967812,87175379.78996319,1671248.5533860037,44355934.87431316
1816288.3634580425,1914964.545994487,4415146.311491185,6812214.795920942,188513384.48973247,2923785.58850212,6379799.055364091,7142000.37476571,238894.67476236745,97246305.6088192,76382.21250219605,42743071.79489309
7013691.982602624,1936716.9865709303,4248896.263793091,74867575.8013334,176812038.7740043,3627614.653811848,5158517.644089045,5890391.102754922,149547.5274718841,107317231.42767522,49255.584467785135,43203997.87696405
4389295.61224602,1958469.4271473736,4082646.216094998,10570188.341202311,142252941.17067766,3847558.341111144,3937236.232814,2464427.5473065414,6872.96811380357,117388157.24653123,35155.20801614619,32775609.022178955
2440303.775826287,1980221.867723817,3916396.168396905,8586663.852933444,134191907.95523176,5744371.910953537,2715954.821538955,4945088.675791048,13035.852757715616,127459083.06538726,55799.33492712897,34774729.44398454
3012588.910934494,2001974.3083002605,3750146.120698812,16585875.418740217,120231526.16572702,3516391.525487922,1494673.4102639086,8145152.159332802,33928.966344214314,53931463.872442976,110044.75775000152,39240811.79003722
3584695.4372507604,2023726.748876704,3583896.0730007184,3986295.832996197,135396312.0395771,5447328.960083489,4063207.4421611424,6004824.120443448,543652.904898678,27355964.56522417,1372100.029826394,34795710.32501432
5787762.606021046,2045479.1894531471,3417646.0253026253,7307656.816927168,109592319.28288132,15432495.213487005,1529406.8526179402,7269501.854440256,894052.1300992798,780465.2580053832,1080469.1447123336,38063904.18305491
2424179.6248542606,2067231.6300295903,3251395.977604532,13501095.035910904,192155341.82516068,22032600.614748936,6665482.3785580415,11994426.953703728,2171922.8749547927,1204482.9155805784,1452351.6768392546,39500109.97859241
5657372.334691655,2088984.0706060336,3085145.929906438,8464807.040033825,199837943.6078657,19018920.481721427,3597989.9458107464,11603868.098698417,256202.5909470415,1628500.573155773,1144158.7814943653,40993194.36984399
3649274.6112134834,2110736.511182477,2918895.882208345,1198664.213922622,124260537.76054488,9178623.754613992,5868529.880897634,5362480.606295541,574973.0465966855,2052518.2307309683,143376.6639475652,40171869.6415567
5326477.208753201,2132488.9517589207,76485.29753834677,292190.19715241145,104797239.46878313,109523537.81050766,8139069.81598452,8336153.00588919,700335.4005563529,2476535.888306164,3011757.6784781115,34998299.910775736
8938705.247766504,2154241.392335364,150386.9891474878,681760.2728481587,96711930.6131889,17930480.554565955,7087971.977851986,7556427.119553011,52575.792582916496,2693154.4490200668,120791.94844965317,35242611.34583151
15283590.59782782,2175993.832911807,224288.68075662883,1255761.0723470848,96283920.9421462,18187025.02668727,5395251.233911931,8249449.624083879,74910.57232355612,2909773.00973397,1007784.9429040892,36414766.425157726
9514372.601851422,2197746.2734882506,13784032.682886671,14462523.503616806,93141601.16482766,14161216.932423692,3702530.489971875,10168056.803665694,117726.56826692737,8126440.003207434,391695.41289734415,39858415.71397038
6150465.837867048,2219498.714064694,24767852.15661379,8591735.777802005,108176012.83959246,174934709.96709564,2009809.74603182,15036162.330331258,244882.19087714367,35297596.769900575,167373.6753726191,39626913.25873794
1500072.841450496,2241251.154641137,28778416.161986552,4141634.816750166,118331855.18784116,36963836.25289992,317089.0020917642,5108335.350963598,72211.33661013989,62468753.53659372,2974592.3133289,40255226.80778268
1255723.4465306357,2263003.595217581,4167371.691803371,8759784.688694287,96214905.0661892,58076318.49383502,997094.920459118,13849989.532482136,198868.6476121233,89639910.30328685,271572.79016964074,40678596.66495582
6784584.684663894,2284756.0357940244,4058552.945014324,6686418.734439174,70101947.84851728,18329686.66191568,1677100.8388264717,6306761.890514522,246505.52820331824,116811067.06998,22663.709956977164,34944585.84109948
4743343.420255872,2306508.476370468,3949734.198225276,1670033.4676342502,55267896.427949086,465660.86520411423,6300360.860500912,18451920.08232964,302025.4386130078,56372462.94643191,201255.64597261816,35893952.063797675
2182651.2972575235,2328260.916946911,3840915.4514362286,17632879.597095877,229449844.82962623,252460.34669491893,20602500.08702883,16823726.290096156,741023.6742643333,8224277.942916509,504761.90627252095,38574412.90172062
3239364.624250441,2350013.3575233542,464749.8207020424,17411385.188602924,47968722.557224594,511523.6859251292,2350115.68453968,15702684.862327384,145843.26156440613,4711532.968691638,8066269.911316985,32823341.1297062
703023.8537829933,2371765.7980997977,408121.5849381608,11577521.92976616,57152699.08305743,4039786.4768668152,5893424.259219153,9320893.870633615,294762.1614916475,1198787.994466767,6598170.112887809,40013452.10188781
959632.4650729782,2393518.238676241,351493.34917427937,3813438.284479308,57648845.3416623,16248809.909012424,9436732.833898626,1963774.7210397976,101150.2708857725,860857.3221814801,986339.6583360366,32765394.9368507
951534.9340603278,2415270.6792526846,294865.1134103979,555628.2720678452,67087701.11907059,63481173.06052886,10513082.150176777,6960480.598289691,216763.27121783,522926.64989619335,8037047.371574476,38637043.48236507
1343371.5593852636,2437023.119829128,238236.8776465164,761235.5413976382,72975565.10206121,1227650.5100340024,11589431.46645492,32322025.214884862,92901.63910487968,478733.267216148,5598544.752620353,36528709.52885388
1669859.4723483063,2458775.560405571,181608.6418826349,551148.0556780096,68218677.96374851,251376.5325121541,12665780.78273307,2311481.604852676,105772.9901335916,5248333.750280741,29491542.03457652,51359955.21936149
1032073.5213246988,2480528.0009820145,124980.40611875337,1001591.8930049452,58681406.77219865,108509.7612325328,10456807.750114145,1088095.4332910315,56384.6199874618,5976254.040921218,11173901.240975711,58610261.67278318
1036407.6177268496,2502280.441558458,120310.6362655857,4214697.940613239,51258519.02283345,7106607.713157231,8247834.71749522,2316634.4916194486,80209.98866905706,6704174.331561695,2891958.1273327745,57709322.79809061
1653607.3691106967,2524032.8821349014,115367.11735708064,1576455.7742127562,58380222.03518711,13479811.251339408,6038861.684876295,3726009.4562770966,138863.99055438873,12389894.372727986,401018.6222636158,54697288.550072655
1453086.5964013292,2476170.103024094,110423.59844857556,838017.1445857632,54552424.03913677,3905081.2151016914,3829888.65225737,7682347.341377068,129124.39125315093,18075614.41389428,500657.6432677237,50844375.83438785
1253490.8066339365,2428307.323913286,105480.0795400705,8622429.625087805,73622793.81319529,17083732.248568222,3280325.6570775555,4746451.037565191,5900757.6749344,4167932.8496050257,383131.5630566012,54442739.33390131
1603403.2887912418,2380444.5448024785,100536.56063156544,16883654.320094902,130903699.55338736,9261799.32952094,2730762.6618977417,5926581.793909006,227734.0736337856,3449907.3755771085,227507.09085971795,52250422.7552513
712904.5035358875,2332581.765691671,95593.04172306036,16489606.005784148,128523491.70059164,2658506.2577049,2181199.666717928,5971222.57077917,61845.68009105618,2731881.901549191,71882.6186628347,54043696.77345426
633529.4831382122,2284718.986580864,90649.5228145553,1023667.9506722004,114283036.47377466,13913847.02121372,1631636.6715381136,4349314.060506857,1423253.248882697,2013856.4275212733,49220.34503136663,53456092.64850602
692886.3521437689,2236856.207470056,85706.00390605023,3482039.3792087818,96508828.06034508,117134794.83376744,1082073.6763582998,4567699.061811388,1218739.5349757532,1295830.9534933562,94728.18713004678,41651434.9125634
732673.8791058593,2188993.428359248,80762.48499754517,22929273.01165168,67257050.59741502,7507600.426090233,4602009.974004087,6280705.465995454,1247346.1987196095,577805.479465439,140236.02922872693,38250723.42561904
523489.164314199,2141130.6492484407,75818.9660890401,40342711.92891434,57340327.876993865,13788613.191225804,8121946.271649875,4851692.618694568,588464.6267343771,790738.1711094218,185743.87132740708,40865539.11811021
267159.6382782686,2093267.870137633,55781.0530603992,1183972.9382310098,51878390.27070814,45963376.84975728,11641882.569295662,2675197.8570678285,927068.5309704628,1003670.8627534044,364016.24791393895,36974182.353790455
189779.02041400791,2045405.0910268256,35743.1400317583,10871721.19816922,39256421.19994387,12865689.671397964,15161818.866941448,2609705.8209597864,323835.6235109674,1216603.5543973872,542288.6245004709,34760641.932332695
173449.01089092216,1997542.311916018,15705.227003117405,,44258148.155494034,8242629.957193085,18681755.16458724,2823205.3636914943,2195175.2002009074,1429536.24604137,720561.0010870028,29525493.464633346
107322.9537505748,1949679.5328052104,38425.45679802374,,45516038.80689672,3189876.4587568203,22201691.462233026,1998699.975225936,3155891.1513678865,1642468.9376853528,898833.3776735347,33776361.2877598
247848.8950958229,1901816.7536944028,61145.68659293008,,50953263.58789228,4031479.291255591,14583830.365088128,3671900.976274778,8738082.93161455,1855401.629329336,680775.2016722825,28479545.58698907
242877.6299828145,1853953.974583595,83865.91638783642,,82359432.44221479,3152987.366041869,6965969.26794323,3188997.568583227,7672499.769666597,2068334.3209733183,462717.02567103045,27505581.767346103
180810.1733193808,1806091.195472788,145578.17385288764,,43075497.51312574,2747170.786650451,5825881.848008009,3612366.025379611,6128774.157748998,2281267.012617301,203111.5648828516,29939842.2780102
1565286.5215722877,1758228.41636198,207290.43131793887,,37266250.44141311,4533442.77855819,4685794.428072786,4703855.891773633,9387695.579339836,2494199.7042612834,195854.40769413093,27940275.341437902
731217.5229540704,1710365.6372511724,269002.6887829901,,31679780.172037058,7878554.742976285,3545707.008137564,4397620.201865988,7282643.175890344,2707132.3959052665,84964.1869399979,26267215.355786048
229409.8397964578,1662502.8581403648,402637.2008759089,,37104615.37919341,16984960.534081373,13493409.558330556,5224805.629104202,7144286.656168771,2920065.087549249,746370.1445006867,23858912.79808624
48920.59364755965,1614640.0790295573,392565.4617463198,,34309767.09305295,6671274.443840137,200612.7547784232,3722313.5258698966,4928865.774852944,3132997.779193232,189198.1239289355,26000289.40287568
182935.2819703872,1566777.2999187498,382493.7226167306,,33222382.608994182,13871764.477928843,316210.05448806897,10919477.852428015,3128605.9591116607,3345930.4708372145,678322.9444012818,88384859.73664069
234822.4460884636,1518914.520807942,372421.9834871415,,33455080.50221269,8307423.231071048,401668.8841104377,3319059.0288099786,2932515.951451143,3558863.1624811976,704658.247101767,24144648.954981204
789241.3953943893,1471051.7416971345,362350.2443575524,,90669614.70377326,5384872.016572409,487127.7137328063,5678787.2352612745,498217.0159644877,3771795.85412518,490150.1880892728,23233944.687353384
266398.00369661424,1423188.962586327,352278.5052279632,,35323514.18604758,2566182.821630192,572586.5433551751,4864534.268560285,1994136.4505312669,3984728.545769163,4394605.188635003,28591051.871145647
194086.0017613553,1375326.1834755193,342206.7660983741,,31014478.36716836,2540187.046776287,658045.3729775436,5517783.761912623,795999.7952828556,3320847.8387738834,101306525.54192431,26644151.16636434
62769.93823044327,1327463.4043647118,2472197.582906206,,35411439.71776822,52669726.56659609,743504.2025999124,1980597.2248077267,726368.5394727361,6563327.785923824,129803481.00332834,26298590.92342113
60407.79890900607,1279600.625253904,22362392.16781666,,79099570.56534229,12162771.4975716,828963.032222281,1400058.9948223468,627507.4654330404,9805807.733073764,70064069.36718164,26865784.223991085
37967.6381019104,1231737.8461430967,2430704.3334352267,,34129378.13610969,1684237.5022710469,914421.8618446498,1476131.0172723194,486460.5532681073,13048287.680223703,51671350.25859828,27283965.87185416
22211.71524604825,1183875.067032289,30371086.93653277,,66097291.42259608,3274825.180478613,999880.6914670184,1638389.7030173491,202298.7008799615,16290767.627373643,13362126.949681534,27228550.9748237
349595.10477799975,1136012.2879214815,71491022.73732708,,83632089.13615248,1799424.3770078414,1085339.5210893871,1290124.6586108708,181685.4386614652,19533247.574523583,1001203.2193010557,26433300.0426465
182466.7796678064,1088149.5088106738,14013437.856097436,,58024804.891021,75758771.31675658,1170798.3507117557,1463909.7407602833,305328.03188085003,22775727.521673523,405812.317361404,26353017.721998774
276985.796241637,1040286.7296998664,29234437.67662909,,68644087.01183835,51222752.11965726,1256257.1803341245,4567214.436220229,341340.31484800705,26018207.468823463,501733.5938502911,25347791.9014394
1292185.1109035348,992423.9505890588,20893283.34416721,,74157540.04610386,3425174.75953862,1341716.009956493,6692702.873679306,27365.7805839046,29260687.415973403,263798.2508326359,26167596.60250604
174299.88270105034,944561.171478251,12552129.01170534,,68709150.85834189,12636925.174428616,1427174.8395788618,6905778.401493065,22512.085521206493,32503167.363123342,502060.6489057762,26377792.098502904
