Energy_Root_standard_squared,Energy_Root_standard_squared.1,Energy_Root_standard_squared.2,Energy_Root_standard_squared.3,Energy_Root_standard_squared.4,Energy_Root_standard_squared.5,Energy_Root_standard_squared.6,Energy_Root_standard_squared.7,Energy_Root_standard_squared.8,Energy_Root_standard_squared.9,Energy_Root_standard_squared.10,Energy_Root_standard_squared
59444.44099680835,896698.3923674435,4210974.679243468,,61103940.97114877,956895.1494689294,1512633.6692012304,7862364.977873792,22281.387684765738,36353822.64245648,504087.80171883287,24097804.772303287
227995.58429895807,848835.6132566358,331833.2550950589,,77790967.01442426,21611520.588486165,1598092.498823599,12162570.160614036,19957.43097707387,40204477.92178962,319893.6427601378,25465526.62067549
310186.857289883,800972.8341458284,191315.19082712967,,82212416.63964158,6808652.914171995,1683551.3284459678,9300248.416291336,574576.453576578,82605262.093238,613582.7430007836,22146451.398351274
174898.54417143043,753110.0550350207,50797.12655920047,,73052939.85757205,3641042.662275056,1769010.1580683363,11307811.189173276,548886.6427096806,125006046.26468638,430777.554304674,22735365.79295916
246899.4452034628,705247.2759242132,24975.19864982523,,79125748.95002703,5619160.733033632,1854468.987690705,9586196.015455836,1270706.166897543,167406830.43613476,534224.8606186472,21902547.88759923
292773.5587037024,657384.4968134055,2014106.782450242,,95658821.87098788,78484698.55069031,1939927.8173130737,9541132.213572966,939591.042471303,4745414.207500027,637672.1669326205,21559777.67177634
161736.03727589056,609521.7177025981,2151993.5074452623,,120816268.58402704,3235543.958228548,2025386.6469354425,9654379.758768544,1451759.1506240978,123777.14812922355,560485.8353749589,20883240.43450782
37651.19222303268,561658.9385917904,2289880.232440282,,116933357.61464743,2906432.2084604204,2110845.476557812,6863925.452994166,1848614.7189393195,313911.6470571342,490369.9749615749,19113639.421887584
95239.708337199,513796.1594809829,2427766.9574353024,,131636721.872854,6448387.270627206,2196304.30618018,7261896.138785706,1066173.6488494924,616394.3946424548,849439.0235828323,19562897.19941414
107453.11005125122,465933.3803701752,4010999.055246697,,186631059.9201676,99733373.81391118,2281763.1358025484,6762832.672961927,2197613.483561601,516768.08721919206,607557.3670800873,22190862.237615485
242462.99502089832,418070.60125936754,5594231.153058091,,18669212.243319232,8327518.729546864,2367221.965424917,11531080.301003711,317987.82724597503,248380.2256246352,574614.3033758802,16827045.934155036
179932.85879896476,370207.8221485602,7177463.250869486,,,10613187.84036504,2452680.795047286,81245154.86076868,531163.9848429156,264869.6097536142,588675.656649318,19722846.216591213
66743.35626568514,268833.3563039365,8760695.34868088,,,9343803.3545584,4721285.808495309,33155249.1548305,454381.4643786786,751971.72997565,503328.07678202126,21191759.600404803
192390.15877673205,167458.89045931282,10343927.446492271,,,18107235.1248594,6989890.821943332,25877239.12996245,168811.9584429246,41136.02767031295,610383.8054954684,22939468.761995427
5132.567394384508,295912.02784155944,11927159.544303669,,,8336177.182983072,9258495.835391356,37154200.34378792,112788.5541017001,26919.807491242133,764402.8781837011,18530514.758320205
11302.104598958884,102573.51476546709,17943437.00272202,,,8776329.290653039,11527100.84883938,46944814.29311188,56765.14976047559,35169.07476870497,2074907.3806563828,19719465.79212077
92689.40709034416,136547.02722804146,13930911.731922874,,,8687292.417802732,13795705.862287402,45670144.972946,401818.5348704706,40579.79473455006,1198865.4675065132,23829749.47739541
158390.89668468543,175262.9023723433,9918386.461123727,,,10341752.599227816,13292161.55685624,51143945.46439891,688591.3095562982,41549.8967850975,540236.5865575796,18470503.501308378
178770.0277363003,213978.77751664515,5905861.190324582,,,7094265.151202113,12788617.251425082,43937735.278607234,784036.6942678348,42519.99883564494,957687.1042741304,26394364.955503587
241677.84456053656,252694.652660947,1893335.9195254347,,,6018090.600729044,12285072.94599392,67985812.46072906,1182516.382610344,42388.92545923292,882392.0125286134,39871793.79677457
9231509.325908748,291410.52780524886,492464.9175932562,,,4699651.368988649,11781528.640562762,52794254.426400505,439405.10362608446,30307.44148977142,678306.8530363126,20215667.39417552
16628390.972037831,330126.40294955065,3582230.1710986905,,,3370312.574079182,11277984.3351316,65361564.53913669,384006.28301670426,48018.75966832927,4074671.45571915,32501104.90661006
7738466.483195037,368842.2780938525,104501.07823377576,,,4065952.249837497,10774440.02970044,67757214.58857433,717262.365042639,26866.23096901545,3487042.030411964,34553836.31801011
