Energy_Central_moment_3rd_order,Energy_Central_moment_3rd_order.1,Energy_Central_moment_3rd_order.2,Energy_Central_moment_3rd_order.3,Energy_Central_moment_3rd_order.4,Energy_Central_moment_3rd_order.5,Energy_Central_moment_3rd_order.6,Energy_Central_moment_3rd_order.7,Energy_Central_moment_3rd_order.8,Energy_Central_moment_3rd_order.9,Energy_Central_moment_3rd_order.10,Energy_Central_moment_3rd_order
-1.5428215455797216e+17,0.0,-9.293709096679977e+18,-1.1105279780639056e+21,8446513406592085.0,0.0,-4654280077761146.0,-799081398308710.4,1.2698152846827016e+18,3.658794385782018e+16,-30797559881521.21,-5.442857136425297e+17
-56605666145680.85,0.0,-7.744757580566647e+18,3.3005110877235354e+18,0.0,0.0,1054723905694814.8,-2.139574703283432e+20,2.5711812122941364e+16,3.2522616762506824e+16,3242391825357.25,-8.329567445456563e+17
-4664307276847361.0,-87.57894736842105,-6.195806064453319e+18,-2.2154093851245488e+20,-12288.0,0.0,0.375,-68607251302784.54,4355690110649597.0,2.8457289667193468e+16,19024832672644.973,-5.2867686862652806e+17
-216603719494506.25,-175.1578947368421,-4.646854548339988e+18,7.729252164417403e+20,-6.943448424118307e+21,0.0,0.0,-30009791573704.41,8252646188531618.0,2.439196257188012e+16,7.205270033530307e+18,-8.937518668793415e+19
-1.1342547141961006e+16,-262.7368421052632,-3.0979030322266583e+18,-7.395083469506868e+21,-5.409847187666636e+21,1.3902495642806254e+17,-1149728549744108.0,-26485518902531.72,108825155969167.34,2.0326635476566764e+16,-1792.0,7.044420826644701e+17
-1.1803847346343462e+16,-350.3157894736842,-1.548951516113328e+18,6.197373044342195e+17,414360548960220.5,-8.810924799878411e+19,-0.01953125,-35238264405484.875,5.27430349275948e+17,1.6261308381253412e+16,2.851630912103471e+18,7.944001900219419e+16
2.8890543031748588e+16,-437.89473684210526,0.0,-3.2436295227485703e+20,359710750465215.44,-3899259494631159.0,-6484927405017.039,-7322215130234030.0,-2.387886115684811e+17,1.2195981285940056e+16,-255940336546417.1,-1.052972116331248e+18
1.1429260375241456e+17,-525.4736842105264,-1.4240500119541332e+19,-5.763835211529415e+21,0.0,-346481478047329.8,-4323284936678.277,-18474039709049.344,-2.861453691258477e+16,8130654190626704.0,-3.3429790577141407e+18,-1.5997632139981783e+18
3.1032646652661216e+16,-613.0526315789474,-1.2658222328481184e+19,-5.02007718235835e+16,7.1834974952651e+17,-524144695431239.6,-2161642468339.5127,-3.4347695552793e+18,4670557989997678.0,4065327095313352.0,-9.44510640469965e+18,1.8352342312751035e+18
-1.7139141392356022e+17,-700.6315789473684,-1.1075944537421036e+19,-3.489641748914581e+19,2.894162323050888e+18,2.53846515339496e+19,-0.75,-6711508129161949.0,3.437615039276414e+17,0.0,-3.655189664612477e+16,8.920224742411505e+17
-1882999918596494.0,-788.2105263157895,-9.49366674636089e+18,-2.2581532880624428e+16,-3.2084021989047635e+17,-1.5530947376513223e+22,6921268461694153.0,27766310862969.41,2.176719829737833e+17,0.0,-123985106687002.38,1.7271865301396413e+17
-4393192504440055.0,-875.7894736842105,-7.91138895530074e+18,-2552077268453565.0,-1.793142272850174e+17,-6.693488479982568e+20,1.3842536923388308e+16,-1373740769183122.8,3.212290674249888e+16,0.0,-467250647164791.8,4.1145453337602016e+17
-4.847076866966768e+16,-963.3684210526316,-6.329111164240592e+18,-1.3139798055730264e+20,-2.0916531230473068e+16,-7.259826610465594e+20,1.1535447436156922e+16,-5.768187582022917e+16,-5.331033476896894e+16,0.0,-72800868205894.53,7.457935908523433e+17
-1.0127621623514444e+16,-1050.9473684210527,-4.746833373180445e+18,-6.011184256121594e+20,-9.117497226601338e+16,-9.869340488783016e+18,9228357948925536.0,-575339908945966.4,-9.765057379367258e+18,0.0,-663383778847743.9,-1.7476000770772298e+18
-1914709498311676.0,-1138.5263157894738,-3.1645555821202964e+18,-1.6984896250142678e+21,2.2280404186667267e+17,1.9096539558784032e+17,6921268461694152.0,-4895329129281049.0,-1.9241858719964856e+20,0.0,-48258784114030.94,1.853226263606512e+17
-1083314195636030.0,-1226.1052631578948,-1.5822777910601482e+18,-2.449808261450677e+17,-2.4980975564766148e+16,-9.98115926530896e+20,4614178974462766.0,-1.6532088653242902e+20,-1.337649121385707e+19,0.0,-297731806626166.9,-2.385768446303165e+16
2692765618684065.0,-1313.6842105263158,-0.0002490282058715,-2.039693533164174e+19,-9.29930294269804e+16,-6.706344676571271e+18,2307089487231380.0,-1.3562795143402472e+16,8507246713074291.0,0.0,13377221934179.578,1.1159411264119912e+17
-809831294817267.4,-1401.2631578947369,-2.958266130521107e+17,-1.4058087071765456e+20,-8.30232724327061e+16,-4.623714330102169e+18,-3.25,-7.913898900185876e+18,-25501142012888.727,0.0,305252196234.4915,2.2007862809521888e+17
4203774808223840.0,-1488.842105263158,-5.916532261042214e+17,-3.295167304362665e+16,1.771759652197542e+17,1.1432579371200508e+19,13.5625,-973764086422736.8,-9031793499101.12,0.0,56346342564392.22,1.4038430028929568e+17
6675215509863256.0,-1576.421052631579,-8.874798391563322e+17,-2.8595491437718832e+17,2.233137681087119e+17,9.000771415734633e+18,30.375,-9.021578667222104e+19,-149476179252017.8,0.0,-102505820821982.72,1.701014982936263e+17
4129196862499104.0,-1664.0,-1.183306452208443e+18,-1386125992568533.8,6.195773298502392e+17,1.722467734395859e+18,47.1875,-9.314135515683912e+16,152199687421566.1,0.0,-4647667801708527.0,1.6139267503800128e+17
9322617409017158.0,-1512.7272727272727,-1.4791330652605537e+18,-2133665281625636.8,-3.243622831605032e+17,-3.4261888435855056e+16,64.0,-1.5450663286688045e+20,-122755099759419.05,0.0,-1.31622198319406e+21,8.974738641007926e+16
-1.0202445609977888e+16,-1361.4545454545455,-1.7749596783126643e+18,-3503908678021095.5,-1.1728281595973322e+18,-24628784290841.03,58.18181818181818,3.308680638339231e+18,-895338995056503.9,0.0,-2.4199242666876764e+20,-6.021983980110142e+16
7541650592051166.0,-1210.181818181818,-2.070786291364775e+18,3.5155683254855383e+18,-1.8080142613968689e+18,10097802764807.55,52.36363636363636,4.226237913376191e+20,-209897809332287.9,-49152.0,9.949090372188003e+16,-8.80814140414714e+16
-3.124457263052481e+16,-1058.909090909091,-2.366612904416886e+18,-3.069569708669986e+17,-1.278686095053823e+18,2.466112409337243e+18,46.54545454545455,-2.058585833361077e+21,-28892792392769.62,1.7512524872291027e+22,113941219890.25418,-3.103425742547996e+17
-2148862728537876.8,-907.6363636363636,-2.6624395174689966e+18,3.962388989613962e+16,-7.589040010696192e+17,3.4631121517590765e+17,40.72727272727273,-7.957850154619576e+20,-6581186288605564.0,8.756262436145514e+21,3442155521985.8296,-3.678073367437708e+16
-4836917715185492.0,-756.3636363636363,-2.9582661305211075e+18,-8.538283945624337e+17,-3.666021614501812e+18,-494649429078784.2,34.90909090909091,-1798749576887240.8,8449457542348083.0,24576.0,76245874489.12674,3319924950245737.0
351163875904716.25,-605.090909090909,-3.254092743573218e+18,-2874854853567198.5,-2.776518130304458e+18,-542998208844068.2,29.090909090909093,876815149839957.4,-60438289239671.33,1.0637591667977837e+22,-4210701032.7895975,4.079718584934407e+16
-131279148893706.31,-453.81818181818176,-3.5499193566253286e+18,-3512720453603251.0,-2.5206987040326973e+18,-3.751675637980413e+19,23.27272727272728,-9.228868506061292e+17,5745904292635.772,2.127518333595568e+22,-12227074523333.508,-3.1335096029616364e+16
-359108117930488.7,-302.5454545454545,-3.84574596967744e+18,-1.6824440512650265e+19,-2.19008510382689e+18,923443730313200.4,17.454545454545453,-7.029314228915533e+17,3321740730612.156,3.191277500393351e+22,-101656175767668.16,5.224512656781529e+16
-202779932825322.53,-151.27272727272725,-4.14157258272955e+18,-2.3168822048988385e+18,-2.2274809975465592e+18,64686200087987.375,11.636363636363631,-4.829759951769773e+17,103874455456.30046,4.255036667191135e+22,3584120206851.1904,6.43762056911831e+16
99116642564283.9,0.0,-4.4373991957816607e+18,5224575829514452.0,2.3988304972856186e+17,-451047317643984.9,5.818181818181813,5.155250332842413e+17,11493016231912.531,5.318795833988918e+22,59298729558674.19,7.272024451239739e+16
62924205476661.52,-2274034220030974.0,-4.733225808833772e+18,1594383921026159.2,-1.8025878654123995e+21,2760119098444.2217,0.0,-6.50062345632855e+17,-1163420200639559.8,6.382555000786702e+22,17924532008107.492,3.9550544898361656e+16
-168237377756698.56,-4548068440061948.0,-5.029052421885882e+18,-7.022157042549739e+19,-7.000270065093873e+18,-370513229959964.7,-4712953747564096.0,-1.5037666413522e+18,0.0,7.446314167584486e+22,-1.138446614853921e+16,4.934310686000709e+16
26147535903051.14,-6822102660092922.0,-5.324879034937993e+18,-1464721480502607.5,-5.283405476733232e+18,65678872723021.54,-9425907495128192.0,-2.731125999873371e+17,1703960831733202.2,8.51007333438227e+22,3510780315168.872,7.708213860071387e+16
-7.165490840172987e+16,-9096136880123896.0,-4.983760643016108e+18,-1.4531586796403558e+19,-2.116052595001058e+18,-2780225572396804.5,-1.4138861242692288e+16,-1.272243262988392e+18,-85127544215005.9,9.573832501180051e+22,235369902539.2732,5.52200460229624e+16
-1.2120924624623584e+16,-1.137017110015487e+16,-4.642642251094222e+18,-1.3056747563527956e+16,1.469530459597343e+18,-204434701143856.25,-1.8851814990256384e+16,-6362827581821504.0,2.026557922363281e-06,1.0637591667977837e+23,24622091346.85343,-5.168635076395575e+16
-25828614000129.06,-1.3644205320185844e+16,-4.3015238591723366e+18,-2548934920010810.5,1.9780957508634808e+18,-595441817905075.8,-2.356476873782048e+16,-1.319312626650556e+19,0.0,1.170135083477562e+23,-20600054474.04337,-2.4837391432398044e+16
8601823069417.316,-1.5918239540216818e+16,-3.9604054672504494e+18,-3.456447992770609e+17,1.8204340002775447e+18,-530665442985554.4,-2.8277722485384576e+16,-2.376372777093076e+19,-181901061414.03284,-1.1349575754557252e+22,769177707.4925661,1.3580852215373888e+16
170064098218017.3,-1.819227376024779e+16,-3.619287075328565e+18,9483602175206.072,3.0598608704503613e+18,-939217474026881.0,-1.1610878937344e+16,0.0,-528526929158105.5,-5.674787877278626e+21,-2806566658613546.0,-3.773311757918072e+16
216167103387956.03,-2.046630798027877e+16,-3.27816868340668e+18,-1171757358770362.8,1.177338503616744e+18,-1.5417565929965552e+16,-4230683469303146.5,1.4717384150291958e+18,0.0,0.0,2627024441661370.5,-2.4662678543353296e+16
114044384004305.4,-2.274034220030974e+16,-2.937050291484794e+18,-1.2322837558964644e+16,-3.432131191211188e+20,5.454912035728607e+16,-8.149677915129513e+17,-9.92357360056292e+18,3.2658383468472704e+17,-20.0,-59080963318885.81,-2.697923108955109e+16
785225144618819.6,-2.501437642034071e+16,-2.595931899562908e+18,-2.303219153997549e+17,-3.297615306140246e+20,2.553074465224033e+16,-3.2136800408258886e+17,4.381169624492427e+18,0.3125,-40.0,-100287781429862.48,9.684506006765693e+16
40633076442687.8,-2.728841064037169e+16,-2.2548135076410227e+18,-776547692112041.1,-1.693226959119162e+18,-1.3150736137583834e+16,-1.6068400204129392e+17,-7.236873794722354e+17,0.0,-60.0,-4599330353528.461,7.814776551541107e+16
-1.6991039165365678e+16,-2.9562444860402664e+16,0.0,-12330347699936.268,-1.3313901266180956e+18,-4.513625667141337e+19,1024.0,4.116130541151222e+18,-1.3244042681523212e+16,-80.0,-2.081286747307188e+16,1.3663077999060992e+17
-4.603853414669704e+17,-3.183647908043364e+16,309550466203.9593,-34029232033591.64,-1.878554399963333e+18,-7.112266390068564e+16,-1.1607428108701252e+19,-2.074903760841776e+18,-24154558795.76953,-40.0,-277013282783.7804,1.7696233603427264e+17
2315916780489248.5,-3.411051330046461e+16,619100932407.9187,-111344368922331.23,1.0800804353950349e+17,5425620203692097.0,-8.705571081525938e+18,5.879694288513096e+17,1315508168947.819,0.0,-227150280600178.97,1.794290408235225e+17
-2.0959461122166173e+17,-3.638454752049558e+16,1.430103573025676e+19,-4.611588866640905e+17,-1.0828919152345676e+18,-5.265124274521027e+16,-5.803714054350626e+18,-8.892243399648452e+17,-66707490152782.32,0.0,-67466525383507.82,9.106740484896717e+16
6441572875526733.0,-3.865858174052656e+16,0.0,-1.123084003114256e+16,2.1035883248430925e+17,-7.353003227679715e+20,-2.9018570271753134e+18,6.995880218618108e+17,269625587633969.3,1.014783369732602e+20,-473794839944.075,9.999267715990653e+16
-247369846017584.16,-4.093261596055754e+16,2.440142703850272e+21,265484907695509.6,-6.420202304459479e+17,-5.275599778758251e+17,-0.25,-1.2778888936226886e+17,13506493036309.42,2.029566739465204e+20,-1.0831187477732627e+17,2159531612013415.2
-181122348208259.84,-4.32066501805885e+16,0.0,-3.4153449518235616e+17,-1.995333681160984e+17,-1.0209749594975576e+18,-0.125,-5.2172793324738994e+19,4660590193292.152,3.044350109197806e+20,-45996645072189.26,-5.401472251391921e+16
-6.67188602758239e+16,-4.548068440061948e+16,128.0,-6289545796211085.0,-3.146021355577104e+18,2.165613778627044e+16,0.0,-6835812593485325.0,56387227601413.055,4.059133478930408e+20,-51876651124.08697,-4.175826904263299e+16
-6421221714097401.0,-4.7754718620650456e+16,256.0,667481992338283.2,-1.470698715934632e+17,25773457026338.68,-5.404219026119066e+18,-5.758091753462361e+18,-138630660618804.9,3.8045512094245176e+21,9464233524913.09,-4.802589957936346e+16
-208481153165015.44,-5.002875284068142e+16,384.0,-1.3908369202727766e+19,-1.0078259610406448e+21,-22496697009846.566,4.668820861781416e+20,7.741793255409838e+19,-116301923617270.98,3.0106965269931515e+18,2070184714205063.2,-5.737427838033024e+16
-2790220672549824.5,-5.23027870607124e+16,3438417695808843.5,-7.043544914097187e+19,2.962836449918956e+16,10922059026576.805,1.0797051678600049e+18,3.1675162143475933e+19,321316311214.8032,1.3991037106536264e+18,3.3388776607452923e+18,-4.503078209328424e+16
-6081900542919.52,-5.457682128074338e+16,2865348079840703.0,-3.4182777564889523e+18,1.6300866744798944e+17,6.771142727479761e+17,5.582583237938378e+17,-5.928293829816444e+17,2739732522769.196,-2.1248910568589875e+17,-1.4092867222468324e+18,-8.333752022284326e+16
-13905798027767.14,-5.685085550077435e+16,2292278463872562.0,-2.1298072937245507e+17,8.925281249662274e+16,1.0021480905171196e+18,3.681147972767078e+16,-33359982603558.426,820723859135.1598,-1.0624455284294938e+17,-1.316102204383105e+16,-2.9374025161153536e+16
-12525971236253.195,-5.912488972080533e+16,1719208847904421.5,-468993683327807.1,2.483188808916602e+16,-8.702004642799992e+20,3.2780849869330272e+19,-7.877962829626939e+16,2781987806275.9243,0.0,-6.143562348149205e+18,1.7511651407921918e+16
-95555593052348.38,-6.1398923940836296e+16,1146139231936281.0,-105392679074159.98,3.786477494792134e+17,-2135880804604172.8,6.552488825893288e+19,-1.3391906345381347e+19,197898709967.3104,0.0,-1.9206489267498097e+18,-8.088508413958408e+16
-397618910108003.0,-6.367295816086727e+16,573069615968140.5,-186560514967744.62,-2.0254225616092184e+16,0.0,9.826892664853548e+19,649825395635728.8,278924465729.8618,-3.952012548580457e+18,-1.0409245813839295e+20,2.0975948834095056e+17
-13521317466815.707,-6.594699238089825e+16,0.0,62192010235932.93,-2.612943092648058e+18,1754775123013.928,7.370169498640161e+19,154679179623518.12,61701409623.50203,-1.9760062742902285e+18,2.900769921710993e+17,6.38261764126431e+17
-10291997848080.11,-6.822102660092922e+16,-0.01953125,-1.6695955052768158e+16,2.69492103611276e+17,8273741538714064.0,4.913446332426774e+19,102226063904978.6,78238692512.40836,0.0,1.296804692945351e+16,5.519384604912436e+17
-40694983849595.02,-7.049506082096019e+16,218972065244.024,-252924314538383.9,-3.532847118735758e+17,3.248762922331901e+16,2.456723166213387e+19,-382212434405521.2,579877446272.73,1.1191422477689151e+20,-625681067416697.6,3.469064590492759e+17
-137804341936466.62,-6.892850391382774e+16,437944130488.0676,-74564914795741.1,-2180320801332244.0,-9482463553175048.0,0.0,-3.453984244305021e+16,-97844796591.94888,2.2382844955378303e+20,2338670167373842.5,4.25450180929566e+17
-7608317186073.538,-6.73619470066953e+16,656916195732.1111,-4.816845306243044e+18,-1.2569219172723466e+17,4.606278193417014e+16,0.0,-1431204538555166.2,-2.808010147947013e+16,0.0,0.0,4.475721672812205e+17
14008464486487.85,-6.579539009956285e+16,875888260976.1547,-1.8546804613374828e+18,6.318718451435475e+18,2.2565209270075656e+16,0.0,-4869832457445243.0,-680813741072.2963,-16981247511526.666,0.0,4.253075432310649e+17
-1782243423478.2925,-6.42288331924304e+16,1094860326220.1982,-8.206785330058058e+17,3.327312959207055e+18,-2809018030250924.5,0.0,-2638301374918798.0,8235800425.580184,-33962495023053.33,0.0,4.440169789996072e+17
-741794439247.9609,-6.266227628529795e+16,1313832391464.2417,-249344584140494.1,-6.411330886594422e+18,-3.920485571934608e+16,0.0,-295205008617154.5,-232727544877972.2,-50943742534580.0,-2745456845434.3267,5.89482125373407e+17
1475619795022.087,-6.10957193781655e+16,1532804456708.2854,-2.9870259772585724e+16,-1.214199223214469e+18,-1.06507816868537e+20,0.0,-549681210557940.4,-229904190073647.47,-67924990046106.66,-1830304563622.9,1.8629925643870176e+17
-5109985976939.59,-5.952916247103305e+16,1751776521952.3289,-6.683220817304259e+18,-3.4435218765562323e+17,-8763055070750586.0,5.001771843544897e+18,-2.3391768297950744e+16,-748844167262473.8,-84906237557633.33,-915152281811.4734,9.223943171286275e+16
7997379743.631067,-5.79626055639006e+16,1970748587196.3723,-4.30879779690975e+19,3.764851978882173e+17,1.4274106975389212e+16,1.000354368708979e+19,-7163756105399715.0,1245491639114.6528,-3.92499402126534e+17,-0.046875,1.0341169489937744e+17
-177244240207.1947,-5.639604865676815e+16,1313832391464.248,39768533122919.52,2.8870111410272326e+17,-2.639891381611236e+19,1.500531553063469e+19,-5237006419504936.0,-44775780806395.59,-7.849138980155104e+17,9464946506158832.0,1.1075464012863965e+17
-5567718215295.019,-5.48294917496357e+16,656916195732.124,-7.058931633831789e+17,1.7427907367219018e+16,-1770353648636790.0,2.000708737417958e+19,-971056896483817.2,461444597117.2794,-1.177328393904487e+18,1.8929893012317664e+16,6.974427609460738e+16
-8757197884994.796,-5.3262934842503256e+16,0.0,,-3.3419434648008044e+16,1.1527638548762598e+16,2.500885921772448e+19,-306367615087202.06,-3789521411549149.0,-1.5697428897934633e+18,2.8394839518476496e+16,4.854675468212936e+16
1034061574103.3832,-5.169637793537081e+16,0.0,,-3.829624282039875e+16,-1176211724048623.0,3.001063106126938e+19,610159795809513.2,620138497871746.5,-1.96215738568244e+18,3.785978602463533e+16,3.3077854339946548e+16
-66906835398876.47,-5.012982102823836e+16,0.0,,3.657111084946481e+16,814340933092273.2,1.877959587659425e+19,370425739841014.8,2334204852608064.5,-2.354571881571416e+18,1.9432144944681416e+16,-7679686643599315.0
59630933120653.59,-4.85632641211059e+16,0.0,,-5.714875115595313e+18,2363398948169160.0,7.548560691919118e+18,-60549457555820.66,-1.4627451363105458e+16,-2.7469863774603924e+18,1004503864727502.8,-4810031346647987.0
13310996791400.434,-4.699670721397346e+16,0.0,,-8.679026173356566e+16,-422046841084226.6,5.417376734361762e+18,-528226953190918.3,-1.5712930610529228e+16,-3.139400873349369e+18,56832053658308.0,3684231501731989.5
-5023399853005903.0,-4.543015030684101e+16,0.0,,-2.684609562059492e+16,-1045828080899278.0,3.286192776804405e+18,779871951237204.1,2.62922551265811e+16,-3.531815369238345e+18,0.0,3.71164925304298e+16
-9665181724834170.0,-4.386359339970856e+16,0.0,,-4779375558379146.0,2033028949813572.0,1.1550088192470487e+18,-1063835671922980.2,-6600987109967480.0,-3.9242298651273216e+18,0.0,6.452731792945315e+16
42065511313202.11,-4.229703649257611e+16,0.0,,-1.228752201256125e+17,-2.308258722526909e+17,-5.458703598431824e+18,568459420155122.4,4750001777982547.0,-4.316644361016298e+18,1.80667742484332e+16,5.157934098826011e+16
-1198539073002.15,-4.073047958544366e+16,-685404635108706.9,,-1.6834175560355162e+16,-3.509591905749886e+16,2414084517475.0986,267090055607594.44,-950999507842276.4,-4.709058856905274e+18,262852292989379.6,-2.305659656084009e+16
4222953322121.864,-3.916392267831122e+16,-1370809270217413.8,,-3.427916768483164e+16,-4096232970527041.0,-10671418356204.229,-4.636478143846274e+17,1.7670313533625694e+16,-5.10147335279425e+18,-2.359258734894728e+16,-5.557668770139924e+19
-8111378432972.16,-3.759736577117877e+16,-2056213905326120.5,,-2.8660671655236896e+16,-8621371957556672.0,-10244561621956.06,805650231282419.0,-2.0242520894025784e+16,-5.493887848683227e+18,-1.1269455368038114e+16,1475649931991897.2
-183336170420480.4,-3.603080886404632e+16,-2741618540434827.5,,-3.2139096089654297e+19,-4466861070315292.0,-9817704887707.89,618295991873444.2,-26834764653523.81,-5.886302344572204e+18,1126465435033441.5,5806127341038900.0
