Energy_envelope_Central_moment_3rd_order,Energy_envelope_Central_moment_3rd_order.1,Energy_envelope_Central_moment_3rd_order.2,Energy_envelope_Central_moment_3rd_order.3,Energy_envelope_Central_moment_3rd_order.4,Energy_envelope_Central_moment_3rd_order.5,Energy_envelope_Central_moment_3rd_order.6,Energy_envelope_Central_moment_3rd_order.7,Energy_envelope_Central_moment_3rd_order.8,Energy_envelope_Central_moment_3rd_order.9,Energy_envelope_Central_moment_3rd_order.10,Energy_envelope_Central_moment_3rd_order
15063737891616.031,3.5682652410055228e+16,1800831831058070.2,,1.2356970618134438e+17,1.4353278132001309e+17,-355256072370307.9,-9807519019449950.0,2.7258300113862384e+16,-8.477480938309026e+18,-1.6421607032197472e+17,1.818811733988585e+17
34919823238100.81,3.431024270197618e+16,3601663662116156.5,,1.52394495564002e+17,4.284365492048867e+17,-4481882543260548.0,2.1032936789458056e+18,1.0581847130423458e+17,-9.249747919275794e+18,-2.163775597297423e+16,1.3252094379159144e+21
12345560394643.664,3.293783299389713e+16,5402495493174243.0,,2.06431871789054e+17,1.8175321264028765e+17,-4302607241530125.5,2368236087187652.5,9.84179587228241e+16,-1.0022014900242563e+19,3.762701593771618e+16,1.8543373930938976e+17
2806856241751849.0,3.156542328581809e+16,7203327324232329.0,,3.220749805656211e+20,2.129823862700368e+16,-4123331939799704.0,-1153611713811658.2,4819676422902673.0,-1.0794281881209334e+19,-2.314263704910997e+16,9.437065101537206e+16
8016099246759.522,3.019301357773904e+16,9004159155290414.0,,1.770213099827737e+17,4416796344157604.0,-3944056638069281.0,-2944627331549626.5,8.521416975992648e+16,-1.1566548862176104e+19,2.819457171345864e+17,1.0392867835725245e+17
3855475166994.3286,2.882060386965999e+16,1.0804990986348502e+16,,2.359184958004853e+17,866631507940087.5,-3764781336338859.0,-1275993049819960.5,183275764532824.4,17.25,8.878805809705462e+22,2.3995991385398256e+17
49918460696.00779,2.7448194161580944e+16,2591293404064770.5,,6.298768479888387e+17,4.1875210947985074e+20,-3585506034608436.5,7136563311248556.0,201895646821338.84,8.138069422562277e+20,1.0386691169073155e+23,8.879313869491483e+16
281468825773.4669,2.6075784453501896e+16,8.39790266320571e+20,,1.7294355971013394e+20,3.573806363276073e+18,-3406230732878014.0,-42631646316695.63,1354746975909953.5,1.6276138845124554e+21,2.752771313251589e+20,-5.746625681153847e+16
47461428736.35352,2.470337474542285e+16,1.103569077419998e+18,,1.7659372975590102e+17,801184739304161.5,-3226955431147592.0,-432891759506459.1,217847395724773.44,2.441420826768683e+21,2.176387759717186e+18,-4.573032356226507e+16
-47062595110.684975,2.333096503734381e+16,6.887283988680958e+18,,1.5841321228643486e+19,3.246177909988905e+16,-3047680129417170.0,182242723495961.8,-4824737363556.617,3.2552277690249107e+21,5.917048388840354e+16,-6.256962884168982e+16
13255784101509.062,2.195855532926476e+16,1.1652374964953558e+22,,4.417722529956028e+19,86826773895944.98,-2868404827686747.5,775739067577501.1,-119265529333687.92,4.0690347112811374e+21,-2.441300306092345e+16,1584587001071148.2
11767703863536.195,2.058614562118571e+16,8.896648852481481e+19,,2.6502273993652004e+18,9.344088409976808e+20,-2689129525956325.0,-1002342750327175.6,99092336506084.48,4.882841653537366e+21,-887097887347652.6,1.6947592938934888e+16
28898281132765.383,1.9213735913106664e+16,7.113690464581473e+20,,3.6553500060226063e+18,7.087290517010383e+20,-2509854224225903.0,-2570909321499621.0,6746144541477.582,5.696648595793594e+21,372135770229780.56,-3.041460381352885e+16
7227062861838066.0,1.7841326205027616e+16,4.840717477356157e+20,,4.494095317989782e+18,5278347716579013.0,-2330578922495480.5,751312921153076.6,3022142969125.178,6.510455538049821e+21,18.75,-3.1561608949236484e+16
30818752951559.844,1.6468916496948568e+16,2.567744490130841e+20,,3.0147458785715784e+18,3.645392262053634e+18,-2151303620765058.5,-75168282968534.44,-111030589400.56346,7.324262480306049e+21,1.5111261627407846e+16,-3.1059034559808224e+16
60827239198.92787,1.509650678886952e+16,2.9477150290552443e+19,,2.6391398357580785e+18,23510150616309.53,-1972028319034636.0,-1234618904098255.0,-954679316954.8428,3.794391156083613e+21,7382359530319885.0,-3487306163753209.0
35550027892102.43,1.3724097080790472e+16,0.0,,4.215528574061017e+19,3.825196288299391e+19,-1792753017304214.0,1311935120822715.2,-11842355973465.336,2.645198318611776e+20,1.6985359439992244e+16,5.933959150091292e+16
204154060292840.1,1.2351687372711424e+16,6.290927463584456e+16,,9.989825511350311e+19,1.6177201111444086e+17,-1613477715573791.5,293450139186045.2,1336502417654369.2,1.8593189221154328e+23,2.8677242105680324e+16,-8053533973515333.0
40077693330674.64,1.0979277664632384e+16,1.2581854927168912e+17,,3.1802160623861714e+18,1741863269770029.8,-1434202413843369.0,1283672599145544.2,1733505966258383.0,3.715992645912254e+23,2.717763108266344e+16,-2894302334700026.0
7524443413068.42,9606867956553336.0,8.4431306001706e+16,,3.901748711802546e+18,2.1493053717560336e+17,-1254927112112947.0,2721060476841788.0,-310200742160288.8,5.572666369709075e+23,1.0850818751424578e+16,9.306024609305222e+16
28542841116855.387,8234458248474288.0,-1.510341792101727e+16,,2.387834483528613e+19,8.514979198702585e+20,-1075651810382524.4,597010555581152.6,-889971795898920.0,5.994279536794114e+19,-5475993579814283.0,1.1453191976410518e+17
43416964933013.88,6862048540395240.0,-1.006894528067818e+16,,2.199956184556812e+20,-579623430063942.5,-896376508652102.5,2470215281641479.5,-586054459713385.8,2.163447227407461e+19,1.222812209446855e+17,1.9038013123175164e+16
-202121761113.5556,5489638832316192.0,-5034472640339090.0,,1.815037861306736e+20,-381798713822187.6,-717101206921680.0,-456831036803539.1,-141609574281621.97,0.0,-80.0,2.3424242480820564e+16
-463906795341.8316,4117229124237144.0,0.25,,3.280714242980321e+20,1325452332640139.5,-537825905191258.0,-437612134643231.25,1388337565826331.5,0.0,-5.520894490362944e+17,1.4318552346942112e+17
5327203103473.362,2744819416158096.0,-1.2334489826530767e+18,,6.966135976654771e+20,1.0324243859220384e+21,-358550603460835.5,-5367298788104283.0,6.60694441614045e+16,0.0,-3.1875,1.6184295184512803e+17
1034552222211802.8,1372409708079056.0,-2.466897965306153e+18,,7.924664665226835e+19,5386238972511677.0,-179275301730413.0,-2142024217640828.8,-22817443922218.293,4.012155727349166e+17,-8042335982969533.0,3.809049528720907e+16
-427377510528008.2,2.03125,-3.700346947959231e+18,,,-444097966072662.1,9.0,6.092181584183316e+20,1692048922946827.8,-2.63268521288003e+18,0.0,1.5772614736691526e+16
-354082965727220.25,-271467423090950.53,-4.933795930612307e+18,,,-813299753537260.8,-21292.0,1.960124195886119e+19,-1.316437064398991e+16,1.8542153930754708e+18,2.8430516966234828e+16,6.349697195754826e+17
-122911725071399.66,-542934846181903.1,-6.167244913265383e+18,,,2.2171746665106383e+18,-42593.0,-1505584012523124.2,0.0,6.751495237922533e+16,-2.5880130947879304e+16,1.161215776191219e+18
-2923994010804903.5,1988774470311135.2,-7.400693895918461e+18,,,-932091858334086.0,-63894.0,1.448321481243519e+17,0.014892578125,-2.4752543517434256e+17,3.841843016001651e+16,4.694412228132054e+16
0.0,-2.4633482098579407e-06,2.441382430450396e+20,,,136424163658505.52,-85195.0,1.0138072392727842e+17,0.02978515625,1.7751184850704918e+17,3.496804300629921e+17,3.4644068827042605e+17
2425082512089234.0,-124205886150705.16,1.831036822837797e+20,,,3133408929496970.0,-106496.0,3.445124077821931e+16,-231880390518427.2,-1984.0,2.619040507403187e+16,-2.3795930042679336e+16
-1420231027603856.0,-92200485341719.44,1.220691215225198e+20,,,6058791174432673.0,1.0442942187760669e+17,-1.5506799477672858e+16,234608888943708.9,-992.0,-1.0016512645652627e+17,3.966185543267935e+16
531831833937075.8,-60195084532733.73,6.1034560761259885e+19,,,1.0417303969015704e+17,2.0885884375531984e+17,-3217332697844548.0,-1065759497056564.4,0.0,-1.6636403436682542e+16,3.316225737953391e+18
5.650953419001555e+16,-28189683723748.016,-256.0,,,828615118523268.9,3.13288265633033e+17,1.9319962858332747e+20,-500311980283918.9,-1824.0,3.623662861160781e+16,8.982337337095194e+18
3.906916940758493e+19,3815717085237.703,0.0,,,-113211763722765.05,4.177176875107462e+17,1.3091256834761016e+17,-850004293039078.1,377463735384176.0,1704842460147232.2,2.0721211409567365e+18
1.645678315497614e+20,35821117894223.41,2.781603659852423e+17,,,-261731510802128.56,5.221471093884593e+17,-4.475917281993022e+17,-525991189387472.1,6505165607963306.0,1.4824880477431028e+19,5.786775008480999e+18
5.137457407350029e+18,67826518703209.125,108664796955379.56,,,5671922062799638.0,6.265765312661725e+17,-6.223763938986885e+17,1587966263703875.2,5.328009080836314e+16,5.357983877407678e+18,7.460634851746318e+18
3.9804209824607406e+18,99831919512194.84,57025829887225.59,,,1.2107579409630288e+16,7.310059531438857e+17,2.90842073604966e+17,152213155332170.25,1044719207355397.8,-2.77371125402656e+16,7.48873606612619e+18
0.0,131837320321180.56,121939813061459.77,,,1.0819998720801112e+16,8.354353750215988e+17,1.2851660582063775e+18,158543897941116.47,6.924070067904617e+16,9.62162378505346e+16,1.241630982192174e+19
512.0,163842721130166.28,81293208707639.84,,,8.429155676372328e+16,9.39864796899312e+17,2.7411227036603976e+18,853402508229394.4,1768715755795135.2,0.0,1.0131993407547482e+19
1.1577016980726596e+21,195848121939152.0,40646604353819.92,,,8430888109373667.0,1.0442942187770252e+18,2.7397535158970496e+18,-1030152438585577.2,1642871312830688.0,-128.0,1.265335461499267e+19
5.812128833823048e+20,227853522748137.7,0.0,,,1156853473832489.2,1.1487236406547384e+18,6.317132545349459e+18,4253613152369751.0,1760193745899601.5,-1.784678609604316e+17,7.392346064584025e+18
4.72406869195001e+18,259858923557123.4,0.0,,,1.1123314574351196e+16,1.2531530625324516e+18,9.781628654457276e+18,-1.256832079058427e+16,1877516178968515.2,-1.1817429364862096e+17,8.225713418586102e+18
1.1930204357711017e+18,291864324366109.1,1.362222084386279e+19,,,6.770448567748129e+16,1.3575824844101647e+18,1.2322124788316291e+19,2919066926547026.0,0.0,-1.3023043486554152e+17,1.248120113698903e+19
6.513237958839654e+17,323869725175094.8,3.2682867234475914e+18,,,2.809249963069202e+17,1.462011906287878e+18,1.2813882273040966e+19,-2473108712108992.5,853451599666631.6,-7999882038048947.0,1.5042698724497652e+19
5598645524635014.0,344302460902422.75,512.0,,,1.2202217591735012e+18,1.566441328165591e+18,1.6325297389159758e+19,574918528634466.5,0.0,1.7286687726066852e+16,3.6574788408862254e+18
3080099655426886.5,364735196629750.7,-1.2810684371230075e+18,,,2.477596122425507e+18,1.6708707500433042e+18,2.4256801023166284e+19,7005749162560935.0,2.9099294174621908e+16,4.257325749018266e+16,2.476549738839999e+18
945921376237664.0,385167932357078.6,0.0,,,1.6869528801692732e+16,1.775300171921017e+18,2.663290018371571e+19,4161106590181216.0,1.4946305081924776e+16,7.845001365562726e+18,4.956975130416628e+18
22252029929190.89,405600668084406.5,2.919754112757651e+17,,,3.9481522814420864e+17,1.8797295937987305e+18,2.818092051884027e+19,1316464017801497.0,793315989227642.6,1.564742947363527e+19,4.737943619335868e+18
4103291727180.886,426033403811734.5,5.839508225515302e+17,,,7.628047580445933e+18,1.984159015676444e+18,2.748754655005013e+19,-1528178554578222.0,-2870933554441664.0,3.959003230806242e+18,3.8371655935058586e+18
1.821923149011089e+16,446466139539062.4,3.7994820615615066e+17,,,1.5697131066195438e+18,2.0885884375541568e+18,2.307701352007182e+19,-4372821126957941.0,-785989167844566.9,9.97229800113762e+22,6.477058682671262e+18
9750486286280100.0,466898875266390.3,1.75945589760771e+17,,,2.1213019138651008e+17,2.19301785943187e+18,2.443846108917154e+19,0.0,410759000342434.4,5.478208915170557e+19,5.766900926077718e+18
1015432897415343.2,487331610993718.3,-2.805702663460864e+16,,,1.592992663788937e+16,2.297447281309583e+18,2.07434685559936e+19,7.910353935539862e+17,-54922245537761.84,4.617292961191117e+17,3.509292298938061e+18
3.918929762285657e+16,507764346721046.2,-1.4028513317304288e+16,,,1.6618677122266914e+16,1.9692405268367857e+18,1.777756143902651e+19,1.2494137670164771e+17,-66296776923721.09,2.785328979466939e+17,3.373062018978808e+18
1.3234213581473364e+18,528197082448374.1,62.0,,,7.445779636072091e+18,1.641033772363988e+18,1.718715024784015e+19,6.247068835082386e+16,-165936860445913.66,-1.6252920186274934e+17,3.840721466558825e+18
691773935297315.6,548629818175702.0,-680030100372901.1,,,1.6574953126827613e+21,1.3128270178911903e+18,1.5185239587821849e+19,0.0,0.0,4.863378691373068e+17,2.590447551029797e+19
30941696998867.105,569062553903030.0,1.5550840057456062e+16,,,2.412761499599733e+18,9.846202634183928e+17,1.46635062225162e+19,-2.125,3299374501426021.0,3.263542966193467e+16,5.283674892034585e+18
1.1943806162779064e+16,589495289630357.9,-339651153383820.9,,,9.656867066931974e+17,6.564135089455951e+17,1.1878302667305312e+19,-313319226182781.6,236.0,6.453876312974251e+16,4.870552095239216e+18
114216949236815.52,609928025357685.8,3.25,,,1.7233907757789152e+16,3.282067544727977e+17,1.2547797050175132e+19,0.0,-6.835252432787701e+16,1.0039414092531283e+17,4.5576998649151416e+18
2904746287916860.5,630360761085013.8,304294515472882.4,,,8.597432585768154e+17,0.0,1.28122903131034e+19,-0.4453125,-1.3670504865575426e+17,1.886962802381905e+17,6.452382069678419e+18
398518238843278.7,650793496812341.8,574394379332089.4,,,2.2938864623777807e+18,1116032744850073.6,1.4025606001040636e+19,0.0,-2.0505757298363152e+17,2.1017190000280704e+17,4.549571383033246e+18
29299618747372.312,671226232539669.6,-2403448757341.24,,,2.8865485671307456e+16,2232065489700147.2,1.5375256005057473e+19,0.0,0.0,3.135010105068767e+17,9.344826491243735e+18
8950020019218085.0,691658968266997.5,-30451152123220.76,,,3.122863204056019e+17,3348098234550221.0,1.3311620380837988e+19,-1428008435762482.2,1365.3333333333333,5.798513410043621e+17,1.2273594597823883e+19
668919207625642.4,712091703994325.5,-15225576061610.38,,,6.832742347165464e+16,4464130979400295.0,1.0251326964990906e+19,-3470973817955.2344,2730.6666666666665,8.642328694168179e+17,1.2843009464160969e+19
1.6128383810120154e+16,732524439721653.5,0.0,,,7.684583635638865e+19,5580163724250368.0,6.646634225819763e+18,169908770705885.34,4096.0,6.760910042154714e+17,1.305137967849897e+19
1667114094337641.0,752957175448981.2,108502766904241.0,,,6.468510969099532e+17,7237263254211771.0,9.820140364767349e+18,1508730962060.6973,524288.0,7.096606251836028e+17,1.24044219522386e+19
1826253786994988.8,773389911176309.2,2.1589919419845133e+17,,,7.656750167757352e+17,8894362784173174.0,1.0112401338665794e+19,-8985084575641.01,-196608.0,1.2297789451204603e+18,9.311557009942032e+18
2362348250545844.5,793822646903637.2,104.0,,,1.0189143898111652e+18,1.0551462314134578e+16,1.6447389358565104e+19,929520442348.2086,4.492140644031403e+18,1.0873658908852936e+18,9.331303235336112e+18
4816346934765952.0,814255382630965.1,1.0918474300344176e+16,,,8.806195213213089e+17,1.220856184409598e+16,1.142818002857044e+19,-232242936620.2792,3.901473572771589e+16,1.332748968552257e+18,1.1977633270462607e+19
1.4189197863974338e+16,834688118358293.0,0.0,,,8.62636613068676e+17,1.3865661374057384e+16,7.971070937664321e+18,-2430653410308.4653,3.819006274356226e+16,1.293319960319933e+18,1.0316385536298295e+19
3266807143876586.0,855120854085621.0,0.0,,,9.0707070834546e+17,1.5522760904018788e+16,1.2806023360945723e+19,602519600619875.2,1353146688153164.0,1.7761916993576036e+18,9.845623662381322e+18
1862069947152028.0,875553589812949.0,0.0,,,1.29845508343386e+18,1.717986043398019e+16,1.3116536440627278e+19,3110340579071.052,-1143030694140914.0,1.1651776304082985e+18,8.458940474047545e+18
1570856471584310.8,895986325540276.8,0.0,,,1.344801475980054e+18,1.883695996394159e+16,1.1858054205408709e+19,-19368730924456.94,1147251232596129.8,1.1257917791876466e+18,7.133295857195613e+18
994313135347751.8,448188141345926.7,-1434261492648051.8,,,6.122117907437416e+17,2.0494059493903e+16,1.3523587895163984e+19,279123655060626.0,-105248046708874.88,1.740557573289227e+18,6.993647183448482e+18
7836244697792.892,389957151576.6712,-0.5,,,4.364978029855714e+17,2.21511590238644e+16,8.768277596498065e+18,1811553025430712.0,0.0,6.705005382978156e+17,5.659429311643094e+18
8305824492246352.0,-3354781691877.7886,4068746942327.109,,,1.88862722600166e+17,2.3808258553825804e+16,3.5354967546161244e+18,1831644690248199.2,-281589957117496.2,1.4209373736477317e+18,4.293529686277152e+18
32767909349318.68,-7099520535332.249,8137493884654.719,,,1.765317602050967e+19,2.546535808378721e+16,2.8912479951530926e+18,2259244820212659.5,-688566948108812.6,1.936823459760792e+18,4.016900473440428e+18
1.5637433430185732e+19,-6100927135075.11,7.1962732552889096e+16,,,4.106329720985622e+16,2.712245761374861e+16,3.654516841910184e+18,1721598132132890.8,297793997013959.0,1.5869128129021686e+18,3.830965849570131e+18
7.794904290913838e+17,-5102333734817.972,1.4391732761189354e+17,,,5.393263527735868e+16,2.877955714371001e+16,4.415625521484871e+18,1560124879320706.2,10024051207026.96,1.861101933729635e+18,2.931729250179857e+18
1.942265861192363e+20,-4103740334560.833,2.1587192267089795e+17,,,2.6938430948170816e+16,3.0436656673671416e+16,5.765915936111415e+18,1022722442144331.6,-2793101851405567.0,1.893737434905203e+18,2.7652555437892214e+18
1565807708006713.2,-3105146934303.6943,2.878265177299024e+17,,,1.516358392646389e+18,3.209375620363282e+16,5.054554357656459e+18,2604975719146085.0,-1396550925702783.5,4.789993663778585e+20,3.1124507436054185e+18
111187510398698.12,-2106553534046.556,-462159368203464.25,,,1.9701198541231607e+21,3.3750855733594224e+16,3.130681047071725e+18,1581184687775256.0,0.0,2.16922009534723e+18,2.8355414695553347e+18
540306288494730.3,-1107960133789.417,8.38262750137212e+16,,,,3.5407955263555628e+16,4.398000528267716e+18,2793610091401241.0,-9.404767644226669e+16,5.01186642786636e+20,3.317015394099818e+18
68308747574373.07,-109366733532.27832,4.0,,,,3.706505479351702e+16,3.2675339748553216e+18,1979185953689987.2,1.266873978336538e+21,8.746376344020449e+20,1.6746716649763704e+18
-34829932294295.75,889226666724.8604,3.5472969799609364e+16,,,,3.872215432347843e+16,4.900568677108862e+18,4981962749391492.0,1.6695359921052977e+18,1.3904235830920218e+18,2.2142069247981105e+18
273731531277770.1,1887820066981.999,7.094593959921873e+16,,,,4.037925385343984e+16,5.659617937027124e+18,2815900819420221.0,6.591476643043791e+17,3.724964355374972e+18,3.924295201029478e+18
-471647632253854.1,2886413467239.1377,0.0,,,,4.203635338340124e+16,7.262295063948073e+18,2047983111827698.5,5.478604115952231e+16,2.7694807619053424e+20,3.5825601959974804e+18
1577908152459218.8,3885006867496.277,5.816644613038098e+18,,,,4.369345291336264e+16,7.559780147906977e+18,9662922463419790.0,1021720531840488.8,1.562539699820259e+20,3.052056715429223e+18
5.043693138994997e+18,4883600267753.415,4.3633319964820736e+18,,,,4.535055244332405e+16,1.1061897785659628e+19,3100539110093443.5,3934831514042584.0,6.000737194969433e+18,4.348996998368684e+18
-1586021093200570.0,5882193668010.554,2.9100193799260493e+18,,,,4.700765197328545e+16,1.3411754896430391e+19,1.1255591173913998e+16,-461801517710164.5,1.8273358023085711e+18,2.811626339754849e+18
-2048870963186919.2,6880787068267.692,1.456706763370025e+18,,,,4.8664751503246856e+16,9.102955841004822e+18,1.3656432563973664e+16,3540745648149945.0,1.2397093299493311e+20,5.585562109561574e+18
2262976554383743.5,7879380468524.831,3394146813999668.0,,,,5.032185103320826e+16,9.847320891626934e+18,1896716579806280.0,194703012287569.03,4.15891010470924e+18,5.92696707164837e+18
42207147428904.71,8877973868781.97,2828455678333056.5,,,,3.413308218375021e+16,1.0889557181612745e+19,1230571098957211.2,270267065728969.8,2.029698465110724e+18,3.075402649137462e+18
4591798735338.163,4.828601484938568e+17,2262764542666445.0,,,,1.794431333429216e+16,1.3887955001142825e+19,6633689393404445.0,-33184457511919.395,3.804633074651625e+18,4.555102502370832e+18
-802594473972.3363,4.389637713580516e+17,1697073406999834.0,,,,1755544484834112.0,1.580881195680191e+19,1349227779915868.0,224516988250308.0,3.957771564540432e+19,6.816375481961885e+18
1623042204457710.0,3.9506739422224646e+17,1131382271333222.5,,,,-2875442533387908.5,1.6240798087897563e+19,4343658094005993.5,41554889734388.34,6.989014817402667e+18,4.2141236410321664e+18
1.2917654327905854e+16,3.511710170864413e+17,565691135666611.0,,,,1026578335867748.0,1.6335612612220369e+19,1.6287087207684518e+16,64030393507617.89,7.616087983872724e+17,7.490448498014835e+18
4585663251681046.0,3.0727463995063616e+17,0.0,,,,127797470293661.0,2.3256166884331303e+19,3.126306227942529e+16,-13744080851878.557,7.569426306808369e+17,3.7884876093556106e+18
8595139609493506.0,2.6337826281483098e+17,-1052014640790359.0,,,,-3654799812604125.0,2.210934100526048e+19,2.516206344717594e+16,-427299907814847.1,1.3521827475420805e+18,2.737811656313426e+18
4.296285084203904e+19,2.194818856790258e+17,-946813176711329.6,,,,1331820996844941.0,2.05526107989296e+19,1.4516502913713102e+16,2445825272571.947,6.560993545712909e+19,2.266894730459036e+18
7638338379148326.0,1.7558550854322067e+17,-841611712632300.0,,,,3386307719973190.5,1.97651566644941e+19,-22209049534940.863,-24597008189096.883,2.516199383940529e+18,3.101474106381267e+18
2069467976179.9868,1.3168913140741549e+17,-736410248553270.5,,,,2495409138973892.5,2.194243644694534e+19,3.020739222231304e+17,38408716043273.85,3.6128626153329485e+20,1.875046479437969e+18
4405243408158.052,8.77927542716103e+16,-631208784474241.0,,,,1.2138979432906254e+21,2.3426400203140104e+19,4.928393499269049e+19,-3011882295320958.5,4.473262469632388e+20,1.5273673672354747e+18
402144076158944.94,4.389637713580518e+16,-526007320395211.5,,,,1.2730845206863795e+18,2.1731837698401616e+19,44398514948012.26,276598311089638.9,2.3097237637719866e+17,1.3043143815911286e+18
1680695457314511.2,0.0,-420805856316182.0,,,,9397338283804070.0,2.501139076723004e+19,-22392497705391.53,21158932023614.39,6.18531178328356e+20,1.6084837954093402e+18
9.477825541034525e+16,1.3850876776191603e+18,-315604392237152.5,,,,-3.186112376449002e+16,2.451252727876695e+19,4037673763246.986,10477488834973.809,1.692566430918344e+18,5.369028408666392e+17
27543353503326.44,2.7701753552383206e+18,-210402928158123.0,,,,2.864511233540168e+16,2.1580213215571075e+19,-38826603999762.09,-41245865214198.52,9.934110653549371e+19,5.486191682089108e+17
299875685936123.7,1.464705905610514e+20,-105201464079093.5,,,,-1924501652780036.8,2.791136066970693e+19,-5287420585472.627,-11073930257322.523,1.754509217051556e+19,4.8433668566583264e+17
12368825206011.783,1.091159729699396e+21,-64.0,,,,-4480977287472850.5,3.211619426371369e+19,27737464555671.69,-57586938347880.016,2.967309577512853e+19,2.714902339997803e+18
5765747397724370.0,5.533626899491335e+18,-1056.0,,,,23283129969863.32,3.2696324624248e+19,30174320087248.742,-74095740459612.7,9.387367068993998e+20,3.5434226212268554e+18
3.5984647447841754e+20,2.194004955633484e+21,-2048.0,,,,140763065537811.28,3.301482891738408e+19,48927514925262.36,-133775841156941.84,3.5621326640758726e+21,3.104401246258363e+18
9776561159558.031,4.382476284367476e+21,-2.6603871888828404e+16,,,,-167411881014269.0,3.5205397464186712e+19,17873721326994.65,-17664166143211.11,3.500425889537905e+21,2.614223127256304e+18
1107248410068131.2,6.570947613101468e+21,-5.320774377765476e+16,,,,-5120633041049704.0,4.02925621458025e+19,-3949733013383.662,7622076375693650.0,1.3090680317139786e+19,1.0617406119062024e+18
2.514906170647857e+20,4.839187348411915e+21,4.6229881578441016e+16,,,,4383086164438972.0,3.307813593930129e+19,5719891882292.061,33459762415764.875,8.077355171282936e+21,3.770466153150754e+17
1959568222498012.0,3.4760376248814367e+19,44302370243219.54,,,,408269804097599.4,3.4080993649612857e+19,-1390988557142.2815,59746335386840.88,,1.0960323937534762e+18
3608968216377824.0,1.7505753163584385e+19,2495037446054653.0,,,,-170603499204122.66,3.853268071455395e+19,3645570111895.488,22440105462594.965,,8.440782841541249e+17
1.1804472942033004e+16,2.5113007835440176e+17,-12.0,,,,3.785080818758304e+20,5.870247960351188e+19,5367076378204.247,-9640078349861.93,,3.406291372451135e+18
4195337546195519.0,-9716619487044270.0,0.0,,,,6833604730495965.0,5.1187821473187455e+19,15246504517635.63,45959937684577.08,,6.987220947310751e+18
462215133614773.44,1.990383908244347e+18,0.0,,,,-745764172610687.1,5.892630091120432e+19,23216887782999.816,-171017149531119.53,,9.55338766918075e+17
1.2290687001818646e+16,1.6973755352109191e+19,2.6115025612776413e+17,,,,-810237554969740.9,5.297828857917286e+19,33723364863503.234,-1694605248282752.0,,1.2425634694043146e+18
881506462944159.9,-2094316103493256.0,0.0,,,,1.0630418972892376e+16,6.898255365203235e+19,57751845497516.086,-2.79522711504533e+17,,3.293270098505872e+18
2706455135138854.5,9534001648135604.0,-2.0099455857969275e+18,,,,-3980901658310493.5,7.306757510243393e+19,70522523867876.69,6.829618575702351e+16,,1.696955517519494e+18
1544207216614898.8,-418672099266184.0,0.0,,,,756206951389894.4,5.316184888711791e+19,9498057258275.482,634473312248039.0,,2.3477424044211973e+18
154353609995789.47,-1046094613131152.0,4.486850166636998e+19,,,,659747263043587.8,5.185341414660361e+19,76288171571764.12,1.2774449098938138e+18,,1.9035403144072727e+18
2665463979321343.0,1.5803226408548742e+17,8.973700333273996e+19,,,,1506853698322830.2,4.280958361274824e+19,99855047662396.77,2.6944398495491584e+18,,2.0376557255998423e+18
771530829489742.5,3.1711062278410605e+17,1.3460550499910994e+20,,,,2.642009230703864e+17,4.623239930096861e+19,3001840043200.4404,-2.9209084843830246e+17,,2.811515176359776e+18
2154930235888152.8,-4.544630704864877e+17,5.881494291193883e+18,,,,5.2689499244245e+17,5.743988270446111e+19,44460239028254.39,4.828260457958163e+17,,1.7858220264983716e+18
56158651613295.18,4.225134397084192e+17,3.25,,,,7.895890618145135e+17,7.00754892279227e+19,63477769388553.805,2.3054849043060736e+18,,4.894701109393329e+18
1.4019541937832407e+18,-7.611780394508949e+16,-2.0,,,,1.0522831311865772e+18,7.92007132785878e+19,699166800290244.9,2.053758929506247e+18,,1.120353451839776e+19
1.0716234323995222e+16,0.0,-203035002260710.4,,,,1.314977200558641e+18,8.461756561640525e+19,4061790821971.565,-8109383088066021.0,,1.414732594615557e+19
-973484297765.7509,4.65625,2.108691582193656e+16,,,,1.5776712699307044e+18,9.291405961992996e+19,58287879984627.1,4.1586777563323456e+17,,1.1811146068419877e+19
2.2054380363883684e+16,2.2284167082060272e+17,-24.0,,,,1.840365339302768e+18,1.02624894582894e+20,2.796808269840201e+16,2.1617969674886275e+17,,2.1134378823694287e+18
2055854206170050.0,1.4573073934243684e+18,0.0,,,,2.103059408674832e+18,9.632813209155056e+19,4.221593685207239e+16,-534457409475548.2,,1.4396125315562575e+18
38718799486966.15,-1.5973943393195983e+18,0.0,,,,2.365753478046895e+18,8.888347192238534e+19,120445444477137.44,-49820841465414.82,,5.670261197925369e+17
5.101333302665482e+16,-6.85053274372543e+17,0.0,,,,2.628447547418959e+18,1.1005174859250794e+20,4.449796118839137e+16,-35885216786587.53,,7.322997834992613e+17
1.9362149420778188e+16,2.272877905745124e+17,3285315005837088.5,,,,1.971335660564219e+18,9.213209289714906e+19,121289622413943.16,-92496965351892.86,,6.232185999165088e+17
4910498266164813.0,1.1396288555215676e+18,596122116270938.1,,,,1.3142237737094792e+18,1.09752544955458e+20,40528106733886.24,-988236570557.3932,,2.2081097522425325e+20
354934966301442.0,2.051969920468623e+18,1532857725776659.0,,,,6.571118868547395e+17,1.0716253858460028e+20,163640592929570.75,-7267468691922.431,,1.9358407673912386e+19
