Counts_envelope_Impulse_factor,Counts_envelope_Impulse_factor.1,Counts_envelope_Impulse_factor.2,Counts_envelope_Impulse_factor.3,Counts_envelope_Impulse_factor.4,Counts_envelope_Impulse_factor.5,Counts_envelope_Impulse_factor.6,Counts_envelope_Impulse_factor.7,Counts_envelope_Impulse_factor.8,Counts_envelope_Impulse_factor.9,Counts_envelope_Impulse_factor.10,Counts_envelope_Impulse_factor
1.6866537859502386,1.221023630603852,1.301051666268314,2.5400700466232973,1.4283165149337538,2.8995675597981885,1.456976008070921,2.004340743380269,2.9174803226909027,1.2274959016172826,1.8321082091287664,1.7138972032389947
1.8247455576939848,1.193699897496451,1.1963935648280388,1.872724385795672,2.080813988117186,1.904035221373636,1.5622575690907172,2.325017556095861,1.2082343685515884,1.2223679465105672,1.6329481144910531,2.140869618812343
1.7916000283467768,1.1663761643890502,1.2983207305552311,1.7646769190216705,1.1932106315373507,4.523599928445943,2.19978113770526,1.7069533794311862,1.3285613934370322,1.217239991403852,1.5233288811179018,2.064027903512442
1.5716203283744867,1.1390524312816492,1.112365524999046,2.0630279944349303,1.2599332619224974,1.8765366260165768,2.0395892441225314,2.028805171669539,1.8704848861613976,1.2121120362971367,1.6513475264765305,2.271266612328848
1.8755379258121927,1.1117286981742485,1.3730673330299934,1.1013885162636567,1.202110116968919,2.0345702922006845,1.879397350539803,1.286073853168152,1.541632932351791,1.206984081190421,1.9099774063582828,2.0125773475475777
2.297122510493021,1.121385851349103,1.3390009112470689,2.339714166123364,1.1442869720153404,1.032976994597353,1.7192054569570745,2.344711586018897,1.2142047884474476,1.201856126083706,3.095040279240609,2.4751889773505176
1.8036976862674603,1.131043004523958,1.304934489464144,1.8682191039798044,1.086463827061762,1.425785596937022,1.5590135633743458,1.531740527373303,1.332123908387323,1.1967281709769908,2.2949990454787272,2.487411557101281
1.933641364653731,1.1407001576988125,1.2708680676812196,2.049322858317058,1.075739452530789,1.3953044188754924,1.3988216697916174,1.3755116937607232,1.4500430283271986,1.1916002158702754,2.1045549338268623,2.309842855085901
2.264467245303647,1.150357310873667,1.2368016458982949,1.033768038937758,1.065015077999816,1.4488977960340288,1.323984187344136,1.3211155612215444,1.3274268697986065,1.18647226076356,2.552766813353553,2.378155570676449
2.104537112143645,1.160014464048522,1.2027352241153704,1.6038382144134764,1.0542907034688431,1.5024911731925652,1.2491467048966545,1.5382103654580697,1.6059446089662877,1.181344305656845,1.598954519206617,2.45728356941462
2.0746925406858647,1.1696716172233763,1.1686688023324456,1.36990232969593,1.1333240610939728,1.2090074568747822,3.134355427299813,1.466705741666535,1.485696439612355,1.1762163505501295,1.6454723892706833,2.509362457159878
2.3511902986659363,1.1793287703982314,1.1346023805495211,1.905544584917743,1.0544509735402907,1.1437568950731862,2.1429741855829745,1.744132889142784,1.807803217913392,1.2678781772189978,1.7842957727576905,2.396679344979771
1.6886401549818912,1.188985923573086,1.146853833671192,2.5940078903934074,1.0949325160506604,1.3800116152163835,1.1515929438661363,1.6228965661196322,1.3830217643864593,1.3595400038878662,1.7052033687500656,2.311363224311562
1.5727636685563386,1.1986430767479406,1.1591052867928628,1.2545652799530218,1.1354140585610302,1.5067286870704402,1.679859002321328,1.516170947228615,1.3373063696542773,1.3404231017026915,2.134427640272921,2.4897473135776744
1.5706124137664894,1.2083002299227954,1.171356739914534,2.0307860087860647,1.1758956010714,1.2005508133710483,2.20812506077652,1.4055067175034075,1.769166803518846,1.3213061995175177,2.3424027151271725,2.537027882989722
2.1947717854378244,1.21795738309765,1.1836081930362048,2.19108843132615,1.30663090935014,1.2140632025721352,2.551950243056172,1.7128790246614345,1.8354112156705509,1.302189297332343,2.648137749296985,2.414530367971788
1.5265495004608336,1.093042468356395,1.1958596461578757,2.0809019565561826,1.2996590541682604,1.1710473973085065,1.7300712224549093,3.189156930393517,1.4992292868873327,1.2830723951471688,2.5809409910775503,2.4913516871607952
2.4614495896384008,1.116108587516399,1.2081110992795463,2.3911187663085327,1.1702687745214708,1.1280315920448778,1.258580858847178,1.845523557336871,1.3564016165089317,1.2639554929619945,1.5009780446032503,2.5376574182194203
2.260167758530658,1.1391747066764029,1.2203625524012174,2.9974562319304274,1.405493810685524,1.085015786781249,1.0758005217774902,1.379728037389126,1.8473968668598648,1.24483859077682,1.889590674781773,2.529107861509361
2.5881475226217505,1.1622408258364068,1.2326140055228885,2.708135657738134,2.218505775112353,1.3739611284779072,1.8167654577195125,1.4166099203413494,1.4085255953956677,1.2257216885916455,1.1911728167067346,2.586351876389364
2.7121526036450434,1.1853069449964106,1.244865458644559,1.9886436427250167,1.226386875079535,3.665758735729212,1.06594255590276,1.726282650200986,1.242546519710947,1.206604786406471,2.0821808428558555,2.5491536554619945
2.800104298912216,1.2083730641564143,1.2571169117662302,2.1759008067028254,1.1517072324963669,1.6005572106700932,1.6431740922836728,2.191666305225409,1.254669739512077,1.1874878842212968,1.829966824020996,2.678729670095348
2.5367123633125983,1.2314391833164184,1.0751239835640731,4.44162858085178,1.058466791854995,1.878609641280444,1.6278599089514405,1.631088906658402,1.5993921351039315,1.1683709820361223,2.341388654430052,2.5592472781040283
2.212907811313938,1.2545053024764223,1.078629626549534,2.875020782257238,1.218201128642017,1.5069714376600538,1.612545725619208,2.841040698129325,1.1153089418633129,1.149254079850948,2.542049727100195,2.6596627808289224
2.4224286187735453,1.2775714216364262,1.0821352695349953,3.596357513266896,1.2332123408092976,1.781737995833538,1.5972315422869754,1.956211975558641,1.350051342436004,1.1301371776657736,2.2598366836152843,2.754648580689094
2.366688678285752,1.30063754079643,1.0856409125204562,2.8313015584866417,1.1155693309937034,3.2318341970640767,1.9649259176799911,1.6291111987116704,1.742399080590743,1.4701599539388828,2.2311997755322017,2.580582647250745
2.690300729775484,1.323703659956434,1.0891465555059172,2.2326431620635625,1.3808218540456128,2.293554514345395,2.3326202930730067,2.88638878304995,1.4697857196213904,1.810182730211992,3.187261826172432,2.7503241839242074
2.306818455181522,1.3467697791164377,1.0926521984913784,3.0224384151543893,1.3765175512151877,1.856572293680281,2.1621685422553814,2.753332522122177,1.6150245574751043,1.7532181803594953,2.900526071097735,2.508729984759436
2.544655836650718,1.3698358982764418,1.0961578414768394,3.861624115822207,1.2627208869078166,2.302139978754854,1.991716791437756,2.083764228511725,1.8794656893206616,1.6962536305069986,3.9288032587394,3.2155080553099773
2.636172474348522,1.3929020174364457,1.0996634844623003,4.123204899958465,1.4246517656183586,1.6280549378571685,1.8212650406201307,2.1475259205219643,1.802600131549677,1.639289080654502,1.8975287211191307,2.667639449288413
2.826394773606879,1.4159681365964494,1.1031691274477615,2.3701007246492085,1.4084600686662363,2.371445257838372,1.6508132898025054,9.090279039454591,1.7826329943145118,1.582324530802005,3.776937211008073,2.9627191938740656
3.265973186264535,1.4390342557564533,1.1066747704332225,2.696658214873507,1.384659383570458,1.672625474630569,1.48036153898488,2.344575431688791,1.4118711294190287,1.5253599809495084,2.7475165851983943,2.7577645999661926
2.10171336978657,1.4621003749164572,1.1213352751926489,2.543843425098273,1.441870419651056,1.5580881417425767,1.309909788167255,4.027268818070105,1.452536929427222,1.4683954310970118,4.008563379209842,3.2767072858240294
1.627017348701124,1.485166494076461,1.1359957799520752,2.6465433019578457,1.3574058256045274,2.079708578145118,1.2954893542085384,1.845983762905484,1.7297969995871154,1.411430881244515,2.6737262221738014,2.6383061805377896
1.741799462569115,1.508232613236465,1.1506562847115014,2.5226505983954084,1.445703637407847,1.4919020170896933,1.281068920249822,2.316808879826416,1.607923916925003,1.3544663313920182,2.497036717717535,3.644993072673628
2.008394907128749,1.5312987323964689,1.1653167894709278,2.1944714321380805,1.3498349681675412,1.3442142464978282,1.2666484862911054,2.332577789187983,2.162259226016079,1.2975017815395216,1.55694149256337,2.69800449361764
1.9526015624917563,1.4849028649877392,1.179977294230354,2.7450987496395887,1.6439299949384334,1.3547416021463132,1.2522280523323888,1.7153603681731135,1.3304824872672047,1.240537231687025,3.04393998080805,2.53050478815588
2.093754797364654,1.4385069975790092,1.1946377989897805,2.3170622619431764,1.3616059807001373,1.5719231698373552,1.2299189539363558,2.016865069447868,2.014298485496439,1.1381178597848507,3.7989393180987454,3.049892577593378
1.62833871934059,1.3921111301702795,1.2092983037492069,1.7895213994822077,1.3771500679556183,1.1674089171664412,1.207609855540323,1.7915823242939244,1.616863586991159,1.0909889840288032,1.865195086044453,2.64143734812732
1.6533475773462842,1.3457152627615496,1.223958808508633,2.01022828256715,1.292087649691283,1.637535580089495,1.18530075714429,1.4740730079689146,1.596083451857637,1.197360246954097,2.270935443124893,2.461397697336376
1.2678149950669475,1.29931939535282,1.2386193132680594,1.959800553185879,1.335461440663688,2.344543062284393,1.162991658748257,1.78112076734903,2.062852900424847,1.249483648419562,2.1744038671546515,2.7993243328757496
1.5605805762625973,1.25292352794409,1.2532798180274858,2.4006079831489133,2.352667113806392,1.837901269583485,1.140682560352224,1.1509254963644642,1.5023429153174814,1.301607049885027,1.757856937742372,2.507745195145397
1.3406863253138064,1.2065276605353603,1.2679403227869122,3.287948091484743,1.2639504959154495,1.761953335495328,1.1183734619561911,1.6422012969858786,1.9144894460098616,1.3229056980537162,1.8304703816861163,2.5515908532451768
1.312910440390367,1.1601317931266304,1.2826008275463383,3.5401618185030808,1.3794108632590572,3.630269424090438,1.096064363560158,1.613331617404573,1.461907764641435,1.3442043462224051,2.210654524978568,2.8069596511685404
1.6505501806173408,1.1137359257179007,1.297261332305765,2.8282761313330047,1.399965810355558,1.6498085175437835,1.0737552651641251,1.632429147325079,1.6521097113043892,1.3655029943910943,1.946479577267887,3.285072156378946
1.3524160741310869,1.0673400583091708,1.311921837065191,2.6644268898007035,1.2941719308413528,1.5174772223601516,1.051446166768092,1.651526677245585,1.1448311348138434,1.386801642559783,2.225043818015908,3.023172500945861
1.3716842189392036,1.020944190900441,1.3265823418246174,3.266228652367584,1.365858394399106,1.7341991215345716,1.029137068372059,1.6171885459863686,1.5026046960338302,1.4081002907284723,2.584146981439832,2.172549251264044
1.5960719554759597,1.0509804823527265,1.3412428465840436,3.0608804360863395,3.0956656489126533,1.7574442832768478,1.0068279699760263,1.875147242876867,1.372087221206994,1.4293989388971615,1.9204811695669453,2.2447234261701854
1.6877983136548698,1.081016773805012,1.35590335134347,3.049235710160697,1.8965820495414056,1.5632235220033546,1.0309718838711568,1.931052620344352,1.064875205512158,1.4506975870658507,2.4126053557800864,2.805467733255673
1.544577758613073,1.1110530652572974,1.3705638561028963,2.7535988506482107,1.475882689000472,1.5505938437604063,1.0551157977662875,2.3000991160348723,1.3134085145416714,1.4719962352345397,1.7943961234616528,2.228660270978468
1.9248000496233988,1.1410893567095828,1.363494566292553,3.026153336023904,1.5116136252288608,1.9134798463743288,1.0792597116614182,2.0872126373670894,1.3442315410383987,1.493294883403229,1.6901769941028078,2.557028184400184
1.690533753435315,1.171125648161868,1.3564252764822098,3.517393467320469,1.3907122211236735,2.270392615387296,1.1034036255565487,1.2127982944289837,1.085452594536315,1.514593531571918,2.3843110972842614,2.944030292426741
1.6826240872062497,1.2011619396141535,1.3493559866718663,3.0481370128332657,1.3396237417509351,1.5103952781067596,1.1275475394516792,1.2009572214444628,1.048894642773786,1.535892179740607,2.0739950363323065,2.407925127392589
1.576745491488584,1.231198231066439,1.3422866968615232,2.9913681274015063,1.403815722444154,1.5432030388696878,1.15169145334681,1.3696614394270084,1.242055961356838,1.1813850255060492,1.772889317475145,2.563322054624136
1.9007632347073684,1.2612345225187245,1.3352174070511802,2.6449788092102806,1.3782795044883434,1.8763770355553264,1.2930913209826993,1.094964124776606,2.1421249921014294,1.138264877580737,2.2220381176839874,3.085742985401182
1.8277815356036693,1.29127081397101,1.328148117240837,2.769684273556538,1.3858150100818485,1.9370513702254548,1.055478442579154,1.2598547619724214,1.153277764684263,1.0951447296554244,1.949375916601499,2.673925677694509
1.93880586300862,1.3213071054232954,1.3210788274304937,2.2050430711057727,2.4622506205304946,1.8158145127771304,1.732267075124741,1.3829478114959428,1.9027367115150808,1.110408102270808,3.029405006990164,2.967264329382931
2.0645617739500186,1.3513433968755808,1.3140095376201504,2.444250488819093,2.611576140845789,2.1567846241858457,1.27468262386318,1.4537953454395736,1.2213089375561887,1.1256714748861918,2.2302906652036145,2.595637634733005
2.126250576499713,1.3813796883278662,1.306940247809807,2.9706916867448543,1.7637200346106658,1.6011021813597786,1.2041668214939962,1.050267880475428,1.9207203899717995,1.1409348475015757,2.348526468553278,3.098020518113588
2.1291512520219653,1.4114159797801518,1.2343299015258695,2.2627250607164613,1.6381916571774104,4.022759129227905,1.1336510191248124,1.0429163944294575,2.3239257518221583,1.1561982201169592,3.0872510938307425,2.726657147579844
1.9407573218963408,1.4414522712324371,1.6685800303928908,2.067045771092764,1.6492929733384705,1.627509638962665,1.2021853741165411,1.3219915861993496,1.6946728196279095,1.253305630556261,1.518184503067027,2.031632223514617
2.4095046150921204,1.4714885626847227,2.102830159259912,2.7039737670322523,1.6296831634959377,1.632071661110264,1.167013148948926,1.1327243422174005,1.6549185641071915,1.350413040995563,2.4978135525379903,2.696694929751536
2.125636854195831,1.501524854137008,1.20516160242708,3.2451061001730035,1.5097645393078472,1.413180306418936,1.1318409237813107,1.1358616812903215,1.661151079065084,1.1316917019156274,1.5877915047118971,2.2993195780683053
2.3761711124221208,1.5315611455892937,1.0265593221357283,2.61459422738926,1.4219574227241951,2.563097200108606,1.0966686986136955,1.0533324915145417,1.4181727419580017,1.391865886890856,1.6671164309437567,2.050963440410656
2.352608538489851,1.5615974370415788,1.3957545567886516,1.6772998184859087,1.405346375307468,1.380869848069218,1.0614964734460803,1.0384325405907673,1.3449644589179082,1.6520400718660844,1.7940584089747147,2.207579382753447
2.51106920950443,1.5916337284938642,1.248288364365748,1.95987905215336,9.47329140665466,1.4903850859925831,1.0927347146898023,1.3642289546217106,1.9606728101376565,1.9122142568413127,1.5142284964258717,2.2474566570808805
2.728988597686266,1.6216700199461498,1.243798900114167,1.942878560328155,1.7727404388746426,1.6601102207186498,1.123972955933525,1.1515510696608773,1.821430705308782,2.1723884418165413,1.1034450382301098,2.1614496511261403
2.371321380640276,1.6517063113984352,1.239309435862586,1.3620502198630258,1.7767134648247964,1.2732441627860676,1.4510313425130998,1.4655145731333423,1.2560070861041506,1.3855728228535047,1.7803264922104538,2.334724340551424
1.979734568149572,1.6817426028507207,1.2348199716110049,1.5295132689355415,2.6166660554115726,1.1643006439288053,1.2657292266954454,1.2032217464785169,2.079054430664553,1.1696419943785823,1.193152839694356,2.0519965595390595
2.5048753096677063,1.711778894303006,1.457854763605184,1.986671602073772,1.5854670951808452,1.1812554759120852,1.4160925903493038,1.5012012399039911,1.8640350910484795,1.138525663118795,1.2583861628121913,2.3631742427433635
1.7342696672580165,1.7418151857552917,1.4433164991719534,2.5643573082539963,1.5093903985235506,1.1590140246717422,1.343074340381886,2.1141304404243337,1.927738864623324,1.107409331859008,1.4579372720291146,2.1629729719543564
1.5574971335885133,1.7718514772075769,1.428778234738723,1.6329322903708725,1.47206444233716,1.0715659323825648,1.2700560904144678,1.3893270792977188,1.22262226639863,1.0596850574133754,1.3183016994186492,2.5636808465768675
1.6838150029176355,1.8018877686598624,1.4142399703054924,1.3014918997855454,1.5107116899025876,2.2990887526409853,1.21704448012402,1.7755014643795255,1.4971459139901817,1.0119607829677426,1.607196615226324,2.386021064479182
2.1868759282725048,1.831924060112148,1.3997017058722618,1.2923046822248576,1.547475083013604,1.3996850867425243,1.1640328698335725,2.6222551272470698,1.8658793924416863,1.0618388187680428,1.1265632750122871,2.150037502096938
1.7945656808924368,1.8619603515644327,1.3851634414390317,1.2803377507799454,1.6815565326557196,1.2352282472688347,1.1110212595431248,1.396763929847484,1.4251442523624351,1.0948357979613614,1.636550731046598,2.2916301094937754
1.7421571320988565,1.8919966430167188,1.3706251770058009,1.6285795981634026,2.299061182504635,1.1665831593389395,1.1267361720323965,1.3747192417480374,1.616705732619175,1.1528160426887355,1.30381846754092,2.3609851285777665
1.874865911216367,1.922032934469004,1.4216070597973622,1.9379097623172563,1.3980891651038074,2.200176467360365,1.142451084521668,1.3412861541714458,1.2513325765492749,1.2107962874161102,1.1817699482831143,2.586120379292931
1.800528019850944,1.9520692259212893,1.4064360156284754,1.7315324063655837,1.4134547428061026,1.914467031329253,1.1581659970109397,1.3432759500619147,1.3690867331144765,1.174525161147781,2.0511001062231267,2.488638583230522
1.694438560304124,1.9441490218344888,1.3912649714595886,1.6681120873056556,1.477005713230921,2.9147779176218216,1.1738809095002112,1.3426858845231568,1.3480542341080288,1.1382540348794514,2.0563048400620705,2.4556856292476983
2.046061806026754,1.936228817747688,1.3760939272907016,1.6942067097625697,1.4288750018537664,2.483266678694661,1.2349616716661698,1.5662812278323923,2.5519029435836376,1.349182548265251,1.1365994232592973,2.4974241594011275
2.262234798966708,1.928308613660888,1.3609228831218148,3.074696874286017,1.5015323547021129,2.3066164521732566,1.296042433832128,1.5102469707327293,1.9752796533351624,1.3181266914235477,1.1040642114767687,2.450720947641224
2.171953069206365,1.9203884095740864,1.345751838952928,3.5513572340115447,1.4985751972055723,1.9020826013959893,1.3571231959980867,1.533871986860829,1.300362424018657,1.287070834581844,1.0715289996942403,2.237400807906783
1.8699293496302145,1.9124682054872857,1.3305807947840411,3.171421226333963,1.6526251630075477,1.6026461176658109,1.418203958164045,1.6385964784989533,2.880276377835296,1.2560149777401406,1.733817272958711,2.2755490218908987
2.1555670452697755,1.904548001400485,1.3154097506151543,2.605420195915985,1.5084631179530867,2.298987806009668,1.4792847203300037,1.7174668600687235,3.4110210230562807,1.224959120898437,1.4934955736354771,2.2664953145694806
2.830423485043589,1.896627797313684,1.3002387064462673,3.5839664256908423,1.807750722586432,2.3451090028166,1.4084392491490203,1.9122662565564024,2.389528425635992,1.1939032640567335,1.2531738743122434,2.361725494892616
2.559059234459353,1.8887075932268835,1.2850676622773805,2.1248971059266726,1.4565829114687687,1.7872780453699737,1.3375937779680374,1.6391720104717211,1.6217338384486744,1.2095322671913569,1.0128521749890096,2.479711848176641
1.8377302070218984,1.8807873891400828,1.2980910897896685,2.025932459861816,1.547933085536933,2.3196659555225887,1.2667483067870542,1.7994643049282484,1.637324397579099,1.22516127032598,1.1510867933079525,2.657329052523336
2.071145881749887,1.8728671850532816,1.3111145173019565,4.713945070271602,1.5329607604175752,1.3384133744017672,1.1959028356060712,1.7791455931677462,1.6720117568001118,1.240790273460603,1.2893214116268956,2.4138531455474967
1.774661579419383,1.8649469809664807,1.3241379448142443,,1.3957868260964306,1.3864992805837664,1.125057364425088,1.7466234863021095,1.7126040152779165,1.2564192765952265,1.4275560299458387,2.4928950233303007
4.489318562411927,1.8570267768796804,1.3626499123190774,,1.438382904043694,1.5317764545545487,1.054211893244105,1.7628569468403852,2.184047634281953,1.2720482797298498,1.5657906482647816,2.657532796114382
1.8049866397453715,1.84910657279288,1.4011618798239105,,1.3975420578327398,1.7102177188648244,1.1172573971123538,1.7738840998430598,1.861667375635237,1.2876772828644731,1.4515693626150932,2.651792945886264
1.8421387399826847,1.841186368706079,1.4396738473287434,,1.814597724019697,1.7831443359862431,1.1803029009806028,1.6941189970216892,1.937033953202302,1.3033062859990965,1.3373480769654045,2.54155627067063
1.815732028151052,1.8332661646192785,1.3529758279259947,,1.4763228451908987,2.051710828990219,1.1943026763730065,1.631753209511695,2.3534276931604388,1.3189352891337196,1.141793737538623,2.0307864124925
2.496420851780741,1.8253459605324776,1.2662778085232458,,1.4373510670843772,3.354969607840616,1.20830245176541,1.92170807050738,2.0429146633304085,1.334564292268343,1.2185842551317672,2.117891025218867
1.855515362556162,1.8174257564456768,1.179579789120497,,1.6692851227324512,1.971628792689068,1.2223022271578137,1.6575539008244813,2.192334585562181,1.350193295402966,1.1781151893449495,2.572168637012142
2.124577253106225,1.809505552358876,1.40015243235665,,1.7125588128541238,2.488617317575315,1.636445667532078,1.5002217768026918,2.038569274616741,1.3658222985375894,1.723305548848846,2.039266165293824
2.935345908868237,1.8015853482720752,1.3648892434709847,,1.4932736542274605,2.6230736988643373,1.0720876883419386,1.4247316307633515,2.3654152961686874,1.3814513016722128,1.3404852902314814,2.5605203807699044
2.185536416947201,1.7936651441852745,1.3296260545853191,,1.652334298944393,2.1934651065981883,1.0563548587616136,1.3989960103503505,2.044056917758846,1.397080304806836,1.3126507963855103,2.201189161766571
2.762004201329402,1.7857449400984735,1.2943628656996538,,1.8791545576782804,2.2279783418002,1.0577752639184017,1.31592622318305,3.0376783200227315,1.4127093079414592,1.602713535933526,2.665774813912004
2.944429673814913,1.7778247360116728,1.2590996768139884,,1.532796467708896,2.065308415578972,1.0591956690751891,1.9607241758511784,4.299470617858379,1.4283383110760823,1.2521430006406482,2.488758695898158
2.5490672300776445,1.769904531924872,1.2238364879283228,,1.6188747548631692,1.988725743034846,1.060616074231977,1.8258553705159968,2.617325267437847,1.4439673142107057,1.4046866382696102,2.6305842495635576
2.5967066945205124,1.7619843278380714,1.1885732990426574,,1.4450965947988093,1.9555555913826848,1.0620364793887649,2.11682988084488,1.333324879133991,1.197378042638231,1.9040925262692063,2.680573001118935
1.285011870748209,1.7540641237512706,1.4253003381872031,,1.557319439488001,3.5587566792316045,1.0634568845455528,2.451170710517225,1.2821457466832316,1.2052398478875337,2.1321126905904646,2.1776938391949487
1.2957689979451117,1.74614391966447,1.6324523373234512,,2.024605766859376,2.6417815172240826,1.0648772897023404,2.3785888631729364,1.794256960776604,1.2131016531368364,1.585001091491217,2.0651453109504887
1.3197553087533913,1.7382237155776692,1.6968891244658018,,1.956467757121656,1.476245476438354,1.0662976948591285,2.487894885688176,1.971043167496264,1.220963458386139,1.9266531299439025,1.964183705602592
1.1568487299173236,1.7303035114908685,1.1195665079235977,,2.284944358815339,1.9866131822640456,1.0677181000159162,2.287736315343502,1.4954853766510463,1.2288252636354418,1.6410396486373793,2.0811486532994365
2.2605998989320377,1.7223833074040678,2.382982949928264,,2.0766099053676053,1.605998367010533,1.0691385051727038,2.538369432604985,1.3910722587999609,1.2366870688847449,1.7232916506083855,2.411057656478617
2.471080211051942,1.7144631033172668,1.5732208005791937,,2.219354359691039,3.6643007278165656,1.0705589103294917,2.072837006828848,2.481130305867987,1.2445488741340474,1.5038577674400493,1.535619803599627
2.502083073517862,1.706542899230466,2.1155297763823184,,2.196003157431379,2.904162869493552,1.0719793154862796,1.7296233430219057,3.7460522691177895,1.25241067938335,1.7273826269864168,2.01771136048685
2.5482971754293304,1.6986226951436654,1.7705190853470805,,2.1613279471615376,1.626396106953824,1.0733997206430674,1.6751650040624937,2.0758687280807155,1.2602724846326527,1.0898475754446248,1.9045235716160385
2.7558285743531026,1.6907024910568649,1.4255083943118425,,2.2419781614046466,2.2008855855057416,1.074820125799855,1.567068727482024,1.870932591179258,1.2681342898819554,1.5246876391668522,2.093416506469961
1.1472734016638486,1.682782286970064,1.0804977032766043,,2.145564073833584,1.462147911029619,1.076240530956643,1.5457249354012046,1.8011842379246843,1.3255806644954429,1.855306052369327,1.4583494832391226
2.4692277822683604,1.674862082883263,1.187646120859995,,2.13352260224547,2.3257513964814,1.0776609361134308,1.6912759070559056,1.6172680055408646,1.3830270391089303,1.7243756771057288,2.069258541577262
2.20291054445631,1.6669418787964625,1.2405059512069974,,2.330162201018562,1.8406450076133287,1.0790813412702187,1.607444841581583,2.700517894494525,1.6557707703785929,1.473715543826966,1.9965085350097824
2.314015690911776,1.6590216747096616,1.2933657815539994,,2.387093732733396,2.131875430681339,1.0805017464270064,1.8372517566696007,2.070985353848008,1.9285145016482552,1.548797060752919,2.11428943991142
2.121154081093606,1.6511014706228608,1.4568919349936331,,2.545111294460243,1.947530030925476,1.0819221515837942,1.5877158159140157,2.216300487434545,2.2012582329179176,1.6604325456740543,2.2756975079178376
1.9505710072113325,1.64318126653606,1.3043317137690935,,2.852133231299543,2.567097429112444,1.083342556740582,1.5953804044976911,1.863926473923068,1.3441006312301078,1.7720680305951897,2.1641263173191496
1.6532525330872592,1.6352610624492594,1.343137384164227,,2.6471184445472167,1.8192829509933628,1.0847629618973698,1.583310446331495,1.6056871652260116,1.0888988007535576,1.300124241125351,2.1333116441766515
1.2577436894703589,1.627340858362459,1.3819430545593605,,2.9425835912490648,1.5636325332500711,1.0861833670541576,1.50507693750807,1.7996811138116322,1.1074989479685131,1.4567192477501612,2.114590239559119
1.3326632702575103,1.619420654275658,1.4207487249544937,,2.8619674394783963,1.5625439034559223,1.0876037722109455,1.578063096383704,2.804390848369496,1.2771426041536733,1.7183615905319332,2.0682004367768583
2.230559405428587,1.611500450188857,1.4266239021207503,,2.8346326980909016,2.1503616987627296,1.0890241773677334,1.62088362601691,2.244011007242376,1.2490223813136374,1.0527924490589822,2.117190329143499
1.881877335461785,1.6035802461020563,1.432499079287007,,6.80957142686028,1.6060369710732951,1.090444582524521,1.577517220544164,1.5519085950946176,1.3868970353479648,1.5148419417879162,2.111840519093795
1.793681567524052,1.5956600420152556,1.4383742564532636,,,1.554158147800779,1.091864987681309,2.0932451406144925,1.303483368274076,1.34236941489822,1.7609715929478302,2.198494025978458
1.4446919784525318,1.4236520858182806,1.4442494336195202,,,1.7885470875423708,1.1055802458860684,1.78916651367147,1.3803524562106648,1.4114062890427803,1.8508278162471576,2.512682332155695
