Energy_envelope_Shape_factor,Energy_envelope_Shape_factor.1,Energy_envelope_Shape_factor.2,Energy_envelope_Shape_factor.3,Energy_envelope_Shape_factor.4,Energy_envelope_Shape_factor.5,Energy_envelope_Shape_factor.6,Energy_envelope_Shape_factor.7,Energy_envelope_Shape_factor.8,Energy_envelope_Shape_factor.9,Energy_envelope_Shape_factor.10,Energy_envelope_Shape_factor
1.0127056072121596,1.127578300588808,1.0475870831089986,1.01760665407395,1.0690211804163037,1.0119443782455078,1.0467502223411105,1.0494564842785592,1.000505947772237,1.0212875839567217,1.1193068731522338,1.0993084791893106
1.0116621783890978,1.1157236920293665,1.0455035072247152,1.0635019225966356,1.0783998275613993,1.6595726650563032,1.0536016532795205,1.1847230485602158,1.0006126498663257,1.0370383450297824,1.0638142217197042,1.0887201698944882
1.0258748188884332,1.1038690834699243,1.0434199313404318,2.0471438177891463,1.0725670605194866,1.014848786159052,1.0604530842179307,1.1770949439038612,1.0115306569453888,1.0527891061028436,1.0448056328029898,1.0996066509283913
1.009763634172643,1.0920144749104828,1.0413363554561483,1.6148754366818343,1.068160917158516,1.0068809412943778,1.067304515156341,1.1694668392475065,1.000054397007666,1.0685398671759048,1.3654455620251116,1.1006947739528925
1.0063848301711271,1.080159866351041,1.039252779571865,1.156821912827939,1.0772699454901535,1.0051478835415553,1.0741559460947512,1.1287027935849103,1.0008567104822002,1.0842906282489655,1.2495801038004544,1.1035623549077227
1.0062747272807075,1.0794613979662284,1.0371692036875817,1.1251286568432683,1.2998019873261015,1.0071598407851277,1.0810073770331614,1.1445514279012616,1.0101998376341976,1.1000413893220269,1.0565036358208453,1.1224687928427308
1.004668773652371,1.078762929581416,1.035085627803298,4.109218269740968,1.0823766544693652,1.0140955501221005,1.1368905134798908,1.1441483929171237,1.000068012050715,1.1157921503950878,1.5751134625612315,1.1466784918060953
1.006187665531221,1.0780644611966037,1.0330020519190146,1.1366215766415462,1.0875517470124,1.0124969732259084,1.19277364992662,1.2308029692758862,1.0006892591963603,1.131542911468149,1.0846531136441528,1.1576737748149442
1.1480304373425612,1.0773659928117911,1.0407981988815445,4.498906634354888,1.1069306921299535,1.0459699658465964,1.248656786373349,1.1560675994035718,1.0014654647367691,1.1472936725412102,1.02278933650828,1.1729201531293751
1.0476662466209032,1.0766675244269786,1.0485943458440743,1.3017418736511863,1.0831696504065491,1.077376245411822,1.3045399228200785,1.0024005109453564,1.0002177111301986,1.1630444336142711,1.00738075155343,1.1527453469354054
1.0132768258352705,1.0759690560421662,1.056390492806604,1.2096037628936258,1.0703397395068115,1.0564305688044304,1.3604230592668078,1.0370620943523905,1.0000935612507056,1.1787951946873323,1.00362453366456,1.158883804738177
1.0197359907225203,1.0752705876573536,1.064186639769134,1.8871939058002607,1.076616199207057,1.0629810917236937,1.416306195713537,1.106934280548601,1.000126323940702,1.0881865005473297,1.0041083882696813,1.1870097222389946
1.02753304275517,1.0745721192725413,1.071982786731664,1.168631837935613,1.0773099440399947,1.1559361760210678,1.0532274518686016,1.0786964236655692,1.0019152756252232,1.1110876118838129,1.0655541861543762,1.16883274683122
1.0747769278662156,1.073873650887729,1.079778933694194,1.3165777987980671,1.060570187101809,1.1186323011971997,1.0453677279051778,1.0464424894960986,1.0258096365972162,1.1339887232202956,1.083979988417161,1.1954960578824485
1.0330688621332993,1.0731751825029163,1.0875750806567237,1.343896116141342,1.1987188696890565,1.1428324348331238,1.4041634701672183,1.055096689558921,1.1154678346432363,1.1383225836011623,1.0561694638985042,1.2317588247632454
1.1119217070941505,1.0724767141181035,1.0953712276192535,2.358939299342364,1.1955717155050067,1.1766717697333582,1.6338850234090088,1.040118144566481,1.0144541818649302,1.142656443982029,1.0488950365491392,1.249859688268882
1.052458998540603,1.0717782457332912,1.1031673745817834,1.5240773295575825,1.079549106943084,1.3247698327163655,1.322637544588834,1.0190436313436342,1.102844272224964,1.146990304362896,1.0031834692815411,1.246837422220909
1.1153185505439016,1.0710797773484788,1.0721003554326007,1.1397866545025728,1.0783132807410023,3.9629119164624376,1.0113900657686588,1.0122599667443846,1.0066126313789672,1.1513241647437626,1.1262489226005303,1.2210019353936143
1.4060770731119083,1.0703813089636662,1.0777130018298218,1.0636661155081877,1.0787441206157824,1.0866202659684698,1.137339571243983,1.0198237981024545,1.0004079787964275,1.075710126372682,1.004742535579564,1.1974343538810055
1.188968403674415,1.069682840578854,1.0833256482270426,1.0528875104239317,1.0845138235751324,1.2644424172861244,1.1246498227273114,1.015133028854235,1.000842158257446,1.0000960880016017,1.007787060301442,1.1701186289581282
1.2377692924837869,1.0689843721940413,1.77674691076905,2.2969824078488204,1.0719797553634556,1.190859228194629,1.11196007421064,1.0166628602216434,1.001129012967718,1.0081145756613237,1.002564916561305,1.173703889891261
1.1803126253073009,1.068285903809229,1.409838304818739,1.3364067351901747,1.0799651757802176,2.722332333372253,1.0992703256939684,1.015163701574046,1.0014268493563194,1.0662459168074752,1.0025027676948182,1.119404311386646
1.012550169835659,1.0675874354244164,1.248005725615429,1.1061227741555626,1.0776718771986995,1.0894315102120775,1.0865805771772967,1.0039727257361888,1.0004875347706168,1.1243772579536266,1.0689394992195875,1.1042582188020034
1.0103760639043644,1.066888967039604,1.3974051768686573,1.4785804619741432,1.0623312350586551,1.131167810871368,1.116812663518449,1.0291594929627448,1.0006037978860067,1.182508599099778,1.0020895234021212,1.1122396707705031
1.2910264835884857,1.0661904986547914,1.3805685463538768,1.7645008818469414,1.062719862557861,1.0704212324563025,1.1470447498596013,1.0149983667855391,1.0015765961824374,1.2406399402459296,1.0003130274339505,1.0861968155499422
1.0695987575323906,1.0654920302699789,1.3637319158390964,1.052750954455024,1.0558285781680217,1.0086431554597992,1.2305378553227302,1.0334986079024562,1.0008832394287324,1.1841431703704517,1.018785877360041,1.0899920418436444
1.0242677693971567,1.0647935618851665,1.346895285324316,1.7167221015257956,1.7316105968810762,1.006974462512226,1.1662742862374855,1.0763671748492205,1.001416533193649,1.0208546049603031,1.0021266768420722,1.0887435908629757
1.1094236590342044,1.064095093500354,1.5714038428516326,1.3998209014880376,1.0523118236687632,1.0313159485362764,1.044639207659404,1.0248790766981832,1.0003385238069236,1.013327741599238,1.0257608171253745,1.074905670518291
1.0030792405707205,1.0633966251155416,1.515968425821977,2.348353718664415,1.0638697086712925,1.4360899450823192,1.096687293437577,1.0241874730540554,1.000569448536551,1.005800878238173,1.110151254301094,1.0875879914039652
1.0040776847828885,1.062698156730729,1.4605330087923216,1.6029114589974376,1.0657568406577016,1.2148438215409465,1.14873537921575,1.0041476426470053,1.0001377304357904,1.0057495724228374,1.0255374103129162,1.0932800509216811
1.0041819277940651,1.0619996883459166,1.405097591762666,1.0958025611994116,1.0833155779920487,2.145791516394513,1.1412776982653765,1.0034198057844086,1.0004221572980967,1.0056982666075018,1.1310992202087524,1.1086194061395271
1.008870716584546,1.061301219961104,1.3496621747330104,1.0355884750795046,1.0914984951393183,1.0415639695044745,1.133820017315003,1.0312911601300137,1.0003186959641337,1.000208070398696,1.0170765126324692,1.0773092849004469
1.0139534697899366,1.0606027515762917,1.294226757703355,1.04699699241169,1.0904438623317831,1.0304132909830843,1.1263623363646296,1.0003071067992206,1.0002954440440437,1.0022854540120316,1.348740114514042,1.111604031559918
1.0051625048756068,1.0599042831914791,1.2387913406736994,1.0598445611618397,1.1052617394086837,1.0461354920593908,1.0949145905248392,1.0001540248519547,1.000311952941609,1.0387215188108834,1.0260816961042016,1.125197000638
1.0056716441772109,1.0592058148066668,1.2278869759876934,1.272342696805498,1.0922640474950498,1.2002540431600532,1.0634668446850488,1.0003059541917765,1.0003670920725656,1.075157583609735,1.0097557892751956,1.1291667596700157
1.0150404038406704,1.0585073464218542,1.2126455253623387,1.027419033061482,1.1582997830314126,1.138683816172112,1.0320190988452584,1.0007239661142524,1.0001963851649227,1.0873831714454516,1.0045684366784664,1.1283098843446324
1.01586433300861,1.057246584353144,1.1974040747369843,1.0105718316415166,1.1284774438475424,1.127937065151611,1.000571353005468,1.002868676891821,1.0002629646726895,1.0996087592811683,1.0070310827943616,1.1223179970713757
1.009577915753803,1.0559858222844338,1.1821626241116296,1.7630095963324073,1.179815489630495,1.2848198681889462,1.003775005859381,1.0008224534803285,1.1235294215159173,1.0358648843790168,1.000040488980373,1.1124298596814344
1.013933671510215,1.0547250602157237,1.1669211734862752,1.9509311337353537,1.173882669292202,1.182809567547823,1.0069786587132945,1.0011817234129632,1.0005808169544197,1.0304049984573993,1.0004923222084572,1.1012990597774306
1.0039589590833002,1.0534642981470133,1.1516797228609206,1.7938732254759993,1.15579724130142,1.0506129425843982,1.0101823115672073,1.0015997793847244,1.0001431623194033,1.0249451125357818,1.0009441554365417,1.112641522987301
1.0033148487844283,1.052203536078303,1.136438272235566,1.005802417428696,1.2080297384860652,1.1928261411146135,1.0133859644211205,1.0008666360859009,1.0234732106549145,1.0194852266141643,1.0034237461611222,1.1085611642180198
1.0041208158953672,1.050942774009593,1.1211968216102115,1.0226381247420286,1.166057547486728,3.163362136359257,1.0165896172750335,1.0011680925395914,1.0376106541471215,1.0140253406925468,1.0063779614824917,1.0838217774179844
1.0061912579742924,1.0496820119408827,1.105955370984857,1.4733573471817487,1.12958194836824,1.0811731182621482,1.0551555120300828,1.0023706181676135,1.0051567603162457,1.0085654547709293,1.0093321768038612,1.0900131550835128
1.0048942589604162,1.0484212498721726,1.0907139203595024,2.065497590604549,1.0843496198974638,1.1527335918827488,1.093721406785132,1.0016462503347672,1.0014448250699215,1.0153545250466474,1.0122863921252307,1.099377290715985
1.0023665545341278,1.0471604878034624,1.087521387550389,1.011563677450512,1.076950257774569,2.162775955623027,1.132287301540181,1.0010772645978572,1.0039504924544405,1.0221435953223657,1.0239738993460952,1.10701293502631
1.0139329874732868,1.045899725734752,1.084328854741276,1.071031974190313,1.055030555136243,1.072539749357894,1.1708531962952304,1.0008765227148566,1.0011730994614247,1.028932665598084,1.0356614065669594,1.1028146261284046
1.018027995559707,1.0446389636660418,1.0811363219321626,,1.0600228425761131,1.0324041944500937,1.2094190910502798,1.001013530285903,1.0587221929873818,1.035721735873802,1.0473489137878236,1.0996049549199118
1.0110990355381722,1.0433782015973316,1.064720102512075,,1.05875109108025,1.0215474220763856,1.247984985805329,1.0021049283075998,1.1077533096223453,1.04251080614952,1.059036421008688,1.0952245915377414
1.0507165005318724,1.0421174395286217,1.048303883091987,,1.0718686916822378,1.0170813656272826,1.2245196136453271,1.002449356850163,1.2368928006348474,1.0492998764252384,1.0612007575137172,1.0836231124336144
1.0818945511615297,1.0408566774599113,1.0318876636718994,,1.2569281452179295,1.03286946848524,1.2010542414853254,1.001419128103064,1.2827629193295236,1.0560889467009569,1.0633650940187465,1.0974530128039337
1.036839081986175,1.039595915391201,1.0214927506816014,,1.070612231768958,1.02355695730882,1.2656441157465423,1.0016006130902273,1.3149416801017508,1.0628780169766747,1.0330950002707573,1.104409620105321
1.4986130526838062,1.038335153322491,1.0110978376913036,,1.0562605400115574,1.0223371913587858,1.330233990007759,1.0038041391414836,1.2008544221003303,1.0696670872523928,1.0041575833364018,1.1097123832981215
1.071906296915043,1.0370743912537803,1.0007029247010055,,1.060688610991094,1.042141932156167,1.3948238642689763,1.0034783772128748,1.1733665227069303,1.076456157528111,1.068054331216451,1.1020713081033993
1.0406845880728837,1.0358136291850704,1.0305846998968766,,1.088034281856902,1.5517762557847192,1.270375900512743,1.0049979445953665,1.1953884679001372,1.0832452278038294,1.2529496903659778,1.1093689412698091
1.00963905247745,1.0345528671163602,1.0388334088415692,,1.0766503172722617,1.092658083943219,1.0098101184858812,1.0020295730088065,1.1505045564748413,1.0900342980795474,1.1510539964690187,1.1103383950571313
1.025387021610302,1.03329210504765,1.047082117786262,,1.075472777916038,1.2503892651427924,1.0086258013642826,1.011259357203551,1.1344268403656792,1.0968233683552655,1.063640794420242,2.258855562239155
1.012966074409842,1.0320313429789398,1.0553308267309545,,1.086284029234424,1.147860286159184,1.008960094534396,1.0016610613988068,1.124340999343054,1.1036124386309838,1.027924363264152,1.096785299680497
1.0789226717950555,1.0307705809102297,1.063579535675647,,1.6546686300208426,1.0594867999011668,1.0092943877045093,1.0038881163802975,1.110337123557332,1.110401508906702,1.016439249341586,1.0854550995853025
1.009521077372782,1.0295098188415193,1.0718282446203398,,1.0992209204181045,1.0217316350743415,1.0096286808746229,1.0039588550406238,1.152955580186216,1.1171905791824202,1.017635305109359,1.1151768755960436
1.0036665542596976,1.028249056772809,1.0800769535650323,,1.0833904011552478,1.0237263342156382,1.009962974044736,1.0037898659386602,1.0095933189349606,1.0011032278636962,1.4261911827115732,1.1226535582419823
1.0013064646116172,1.026988294704099,1.1488166808299596,,1.0943619307689618,3.736647388294742,1.0102972672148494,1.0014258334972628,1.0082253606782168,1.026215036304438,1.519634547677227,1.0950911554421825
1.0014249604530805,1.0257275326353887,1.4781154025304195,,1.5305244388749717,1.4879652530293594,1.0106315603849627,1.0004669203757663,1.0100982098303328,1.0513268447451798,1.0396170355631569,1.0968417847476062
1.0010348877238924,1.0244667705666786,1.2382401297786891,,1.0687420436352852,1.0137412265992918,1.010965853555076,1.0005124886095629,1.007382847562472,1.0764386531859216,1.0101459930542362,1.106519252556204
1.0012623058757515,1.0232060084979684,1.3504221953473527,,1.1718395688146646,1.069234627911967,1.0113001467251894,1.0006143816040278,1.0019882982017367,1.1015504616266634,1.0068452410223068,1.1025874381011398
1.0091214565074236,1.021945246429258,1.3857074420791258,,1.2476484951501188,1.0363462634059837,1.0116344398953028,1.000397541620471,1.00873927892336,1.1266622700674052,1.0018594861732726,1.0960909895574324
1.0052957006589578,1.0206844843605478,1.3355769023734556,,1.1183667745506172,4.582328507542627,1.011968733065416,1.0006415477789068,1.0045600937318748,1.151774078508147,1.002303560901047,1.1075632755706804
1.013149445686695,1.0194237222918376,1.2641195941201868,,1.1402317728483122,4.254304747792119,1.0123030262355297,1.00270249583984,1.0036115330627002,1.1768858869488887,1.0012765170131064,1.0963893245412974
1.1850384260821378,1.0181629602231277,1.2202798187409267,,1.1527614383478753,1.0483047155253142,1.0126373194056428,1.0028033800117369,1.0004935888580135,1.2019976953896303,1.0007189610729057,1.1077193430321608
1.0107137834211957,1.0169021981544173,1.1764400433616664,,1.1368809240625088,1.830905696156042,1.012971612575756,1.0025976867266393,1.0004321814756107,1.2271095038303723,1.0016060863804757,1.0991365462883256
1.002959330579539,1.0156414360857071,1.1326002679824063,,1.1186128106016326,1.0134007526529176,1.013305905745869,1.003015129738897,1.0010360668794118,1.2306963963718502,1.002077925327508,1.0926155544444214
1.015838831999495,1.014380674016997,1.0556381751241224,,1.2189519505917012,3.177557268357487,1.013640198915983,1.0052995466650634,1.0026428553021995,1.2342832889133282,1.002581482345425,1.0955038989343286
1.0570595453280502,1.0131199119482863,1.038049672049333,,1.295461213651261,1.210205984936965,1.013974492086096,1.004299627290805,1.0517898480186316,1.3234889414401951,1.003942340300157,1.0851889984185654
1.0185823242848466,1.0118591498795764,1.020461168974544,,1.1410744517777154,1.103857079260431,1.0143087852562094,1.0055448015805073,1.1729011477408189,1.412694593967062,1.005537912247162,1.0938846738808197
1.0133711461745711,1.0105983878108662,1.021308421698842,,1.147246401205584,1.3290152395927592,1.0146430784263227,1.0048350984676322,1.101339453676738,1.501900246493929,1.0044036808309302,1.1079060517463832
1.01603879068201,1.009337625742156,1.07292419288002,,1.213973310525359,5.1890047910226444,1.014977371596436,1.0051787949394275,1.0266930077482048,1.037677725890363,1.0032694494146988,1.0937934916004843
1.026048421893517,1.0080768636734458,1.155519062687888,,1.270354284441091,1.085850412744202,1.0153116647665494,1.00600462361842,1.0191567652181808,1.023032614462232,1.0202328671061724,1.0879593417458346
1.0118064628683634,1.0068161016047357,1.2381139324957562,,1.2235385525724434,1.08052832999869,1.0156459579366628,1.0043085864595651,1.0309267775097115,1.0222028528652711,1.0181896162352493,1.08868151348504
1.039861598732816,1.0055553395360253,1.3207088023036242,,1.2506249977412789,1.1537325019684024,1.015980251106776,1.0068402504430365,1.0528963215545677,1.0181944465028443,1.046667272365994,1.0957261017819049
