Duration_envelope_Root_mean_squared,Duration_envelope_Root_mean_squared.1,Duration_envelope_Root_mean_squared.2,Duration_envelope_Root_mean_squared.3,Duration_envelope_Root_mean_squared.4,Duration_envelope_Root_mean_squared.5,Duration_envelope_Root_mean_squared.6,Duration_envelope_Root_mean_squared.7,Duration_envelope_Root_mean_squared.8,Duration_envelope_Root_mean_squared.9,Duration_envelope_Root_mean_squared.10,Duration_envelope_Root_mean_squared
549.3535532573837,311.8299459236214,461.6992636050888,607.351005472759,255.8769049097094,439.8986352605189,441.6982822621068,413.3881570951545,845.8858145198296,638.5054751207625,380.982985691885,680.678563238591
640.9763546454997,289.88504981206194,471.46409679012,427.9059564512565,359.783989495265,245.5070786362043,466.9202268198715,397.1146967102983,590.8141706064971,626.0916380581966,336.51015397277223,665.4862134450237
579.6057973914167,267.9401537005025,371.9458272231584,327.7295519290306,150.00596347341514,257.8533047416705,826.1895243840615,395.7641671761188,931.4011302133846,613.6778009956307,343.4405485199339,674.3601880241247
432.5654452196152,245.995257588943,330.91213273885324,604.8113085893427,183.6261108880895,317.7950129286396,777.7351059897383,367.3298299770636,625.1685762837421,601.2639639330648,361.7817788248991,662.6533755161116
363.3568239204428,224.0503614773835,351.9019788448949,820.3362138096011,188.6085445419185,336.1643688696931,729.2806875954151,368.7614281969253,637.725628285307,588.8501268704989,355.2147926427549,596.2379910065392
324.61173444460644,232.30920830407783,345.078992865448,506.7598016618852,193.59097819574745,415.4499198233268,680.8262692010918,369.0114693696983,634.6205053390087,576.436289807933,232.56253769388155,598.3924246386752
333.24676181556265,240.5680551307722,338.256006886001,727.9417063165517,198.57341184957644,447.0118070284217,632.3718508067686,367.5829628985901,626.0503331596481,564.0224527453672,296.3690663788955,599.9766332356669
244.5806721781329,248.82690195746656,331.433020906554,608.4712898644707,208.26258348215003,477.2099454903322,583.9174324124454,360.239989366696,617.4801609802875,551.6086156828013,319.9145381756725,600.2437641137427
283.0095936193991,257.0857487841609,324.6100349271071,1323.296922589764,217.95175511472365,437.8638980634021,651.2834105427861,363.3424142067851,718.5833878817019,539.1947786202354,445.650723701636,579.7991471228501
337.0540861192521,265.34459561085527,317.78704894766014,508.5358255792014,227.64092674729724,398.5178506364719,718.6493886731269,336.36122812806195,665.5712546658315,526.7809415576695,460.5801315704927,585.4266508787347
287.4021889804323,273.60344243754963,310.9640629682132,973.6736331808412,282.125981926823,491.27423878297776,258.4907328216229,329.68510614757633,401.2813715698626,514.3671044951036,269.02138576490864,618.0729333285133
244.6525606232518,281.862289264244,304.1410769887662,815.4700004937065,360.88047532366016,369.6970056024061,604.2932165497211,353.6887480359776,573.6876295038843,526.4929159471477,220.9689402416257,595.7414980370635
313.1703831143392,290.1211360909383,335.9834917497385,866.9314046454315,380.11794791870176,532.6205937843729,950.0957002778192,354.26040808736434,722.9722141254148,538.6187273991918,437.1793857861914,587.0941063147732
256.6085850972946,298.3799829176327,367.8259065107108,422.10578170418233,399.3554205137433,499.8648645945688,737.4047264289488,355.0635350714464,633.6978177588296,540.238280388247,245.0307420911987,615.7320461868726
389.82756482595903,306.63882974432704,399.668321271683,782.0664977284032,418.5928931087849,323.03852786042864,524.7137525800783,336.4202348314267,649.4112394564171,541.8578333773022,220.76981147186623,619.4775062365111
322.89851306622813,314.8976765710214,431.5107360326553,487.1234990909902,509.5400497282636,357.9598235463528,317.67493824869854,346.19828437549626,624.4051342242785,543.4773863663575,190.7751705986759,622.9562998647308
277.8592370181113,508.6448633677235,463.3531507936276,490.1192600312261,379.5585831334346,373.017327400739,448.0419496493528,364.3460399894077,615.5869449688635,545.0969393554126,234.5023753208057,616.0068264670305
315.7713343597209,501.1223338005992,495.1955655545999,500.8869353588024,473.0651937407685,388.0748312551252,317.81231181833283,343.31862928356304,666.6438945334734,546.7164923444677,384.9235611949134,625.6947052479129
272.5430795482104,493.59980423347497,527.0379803155721,336.6874103306107,515.5927615062877,403.13233510951136,531.379199780678,348.5403072525826,583.3929172848195,548.336045333523,455.45953471629775,642.3721692513055
225.78708045525715,486.0772746663507,558.8803950765443,516.347148185927,472.83794963029766,648.7096387750277,368.0337895950712,303.3047901019857,484.479322147516,549.9555983225782,449.0316336426033,671.5471038754116
235.46643250433985,478.5547450992264,590.7228098375167,476.8927175579362,469.474638747912,411.2777346903686,381.042513882023,287.1918864288792,756.443109511295,551.5751513116334,440.9756515470694,655.8358850658188
283.2592088390509,471.03221553210216,622.565224598489,659.4587143631619,434.8837287377271,319.9513972970131,302.2620823825236,308.665147596808,663.8269200959688,553.1947043006885,318.7387737737315,670.8867704985036
271.0373436108852,463.5096859649779,576.2807138933214,465.375533660173,472.1240838035287,346.52467905863455,249.3665945488168,317.9822813951512,520.0473587750799,554.8142572897438,365.1114757967754,682.9098889480337
295.5056272803748,455.98715639785365,550.0191774822937,338.88218255454484,710.4093192351601,359.0783408932052,196.47110671511,322.4995675365087,537.3412828367375,556.433810278799,423.0011881821462,682.0300700417343
276.7588723376597,448.4646268307294,523.757641071266,400.76646316054655,617.6933677793281,377.3935914589653,143.5756188814032,311.48443216430803,685.4103873446684,558.0533632678541,273.5598417120702,673.069783272314
267.7831296979987,440.9420972636051,497.4961046602383,350.7026135006541,572.4274460944283,830.7651282780389,268.32938084938024,316.88896928346725,584.27157098947,458.7672929149054,219.42512486772063,666.0166962028958
272.5506497388818,433.4195676964808,471.23456824921055,390.2100726997176,720.0515778354664,591.3927871389864,393.0831428173573,279.51153580386006,629.3835901513436,359.4812225619567,227.88246031356647,672.8997629745058
286.2820043949548,425.8970381293566,444.97303183818286,452.34560827279216,616.4268734710223,534.8527493289929,394.0775758242686,265.1670455832937,472.2601894409676,377.0440362136802,233.3352772149824,690.6423360326152
243.10080319721047,418.37450856223234,418.7114954271551,471.544842436127,591.1596108602322,484.7986769210226,395.0720088311799,281.6698405414718,685.1116729399446,394.60684986540366,231.915945361918,660.9988436157881
281.7666620987096,410.8519789951081,392.4499590161274,433.383099749884,582.8546580602598,640.2636996223489,396.0664418380911,289.8924744240201,382.2200548259751,412.1696635171272,263.71252252123594,627.6155567011305
306.75393928755994,403.32944942798383,366.1884226050997,412.62525706841353,562.8134385429504,659.7197849403257,397.06087484500233,294.6539746971839,604.6087313834648,429.73247716885066,177.21896131270185,602.3469555781796
316.9203550884712,395.8069198608596,339.92688619407204,453.18545397347617,572.4982902039176,704.8120234296458,398.0553078519136,274.0095598509411,540.8806049990573,447.2952908205741,258.6062083669806,609.292449399425
297.3999406760446,388.2843902937353,336.5310915466455,512.2024878514775,584.1690346778656,789.728589093387,399.04974085882486,360.8343820161789,514.1544447844376,464.8581044722976,156.68480534408968,612.7162438070832
340.7771029604665,380.761860726611,333.1352968992189,443.1233072071266,613.7634528882105,642.7351138711018,416.8713399534579,335.4408780263227,509.89603485526703,482.4209181240211,175.0113265595712,599.6251629269633
368.8696472463473,373.2393311594868,329.7395022517923,482.4356967420724,610.362883011424,623.3983615548103,434.69293904809086,379.3002453320099,450.32464893281787,499.98373177574456,269.6266480373074,607.8681430424546
328.05248565816,365.7168015923625,326.3437076043657,351.1749783891322,624.6457388041015,623.8201978490382,452.51453814272384,504.0512126272061,386.0888299479869,517.5465454274681,258.65176887044964,610.5002542013746
350.5767805724446,358.0194462052571,322.94791295693915,508.7692862289408,600.4695657868398,622.249375185881,470.33613723735687,595.7042513759998,497.0630469736666,535.1093590791916,556.0899021772896,602.0148393169454
364.4840019439672,350.3220908181517,319.5521183095126,512.2816641362168,591.4165325468755,415.7690822914114,489.8209546815638,596.3554027245149,560.1916464581459,511.0588558746167,346.10077385353566,630.2907943107753
350.4045171551456,342.6247354310463,316.156323662086,637.1212365866704,603.4457651948451,397.9959775558769,509.3057721257708,746.5628904407029,554.5002537755746,474.7039361353059,171.41890395088132,630.5052725498564
368.36118884172873,334.9273800439409,312.7605290146594,462.0826456195463,601.3395542283421,339.1188113022637,528.7905895699778,570.0355649846399,575.8650390734291,677.8432191148011,176.90356860308623,647.5089679294491
375.0929717962477,327.23002465683544,309.3647343672328,369.92229521215313,622.7323393355202,504.8209639291226,548.2754070141848,641.4470948159434,583.7289358131433,544.5377448774383,198.4431548646863,650.4876855461675
425.0090538115099,319.53266926973004,305.96893971980626,425.0211803146229,614.5662905516918,388.0331853597382,567.7602244583918,615.0393564938128,424.8715893825802,411.2322706400755,211.7496681627472,647.4171306443416
415.88383572580943,311.83531388262463,302.5731450723797,438.1844285630056,625.3968443716291,414.6215256226268,587.2450419025987,502.8527846557244,583.0309729054626,445.1504709686807,232.5741067306807,644.0321213169165
443.5280228679629,304.13795849551923,299.1773504249531,504.6907861737588,629.0091247352601,398.3533849875884,606.7298593468057,740.9991713308093,628.5664067649876,479.06867129728585,287.090377731354,634.5078810245374
455.2879301944531,296.4406031084138,295.78155577752653,560.0489664285436,619.8341995214886,473.3795420121809,626.2146767910127,702.9623415859227,689.4123295590998,512.986871625891,429.2753305547381,573.2641105509362
406.2843586173598,288.7432477213084,292.3857611300999,544.1961285129132,626.4033904615915,479.0585094210009,645.6994942352196,664.925511841036,689.3058468518419,546.9050719544962,334.3648184496109,558.26505667057
404.9665455884547,281.045892334203,288.98996648267337,499.4488755150216,624.4137628193863,500.0847470667318,665.1843116794266,635.2708828703716,658.4529932162736,580.8232722831013,244.64071523757457,564.7481320959479
414.41532414262446,278.87800271919275,285.5941718352468,512.694922937402,625.3967153588648,395.53434101912825,684.6691291236336,595.9012582651419,714.534529389644,614.7414726117065,165.89639603312725,555.2850912469951
443.908824277271,276.7101131041825,282.1983771878202,513.0238829709003,632.9578849262223,381.5715293035203,674.6026289254099,531.3556673064784,735.0224275782749,648.6596729403116,284.3065376705511,556.8814883280658
385.1170808820965,274.5422234891722,278.80258254039364,490.2442068268866,611.2405422355134,360.2653778124392,664.5361287271862,414.78139806340414,527.2576273570294,682.5778732689168,285.14764719442354,561.0100347871867
386.4563174422102,272.37433387416195,297.75507930861124,504.6663806651372,588.3060407811752,321.9282044947194,654.4696285289624,465.0055416979322,644.4836747339225,716.4960735975219,273.5619538079221,588.7031143845637
375.637481948456,270.2064442591517,316.70757607682884,540.1844084244268,601.3921415086155,317.61166151812404,644.4031283307387,659.0272372879687,581.6418534936141,750.4142739261272,151.99821162879675,551.0026202239073
389.7384286394549,268.0385546441414,335.66007284504644,580.2873229334567,615.7070881183795,410.0972379322252,634.336628132515,904.9206905911104,500.5890360692862,784.3324742547322,193.12357669898824,544.6104341680469
406.8990618438525,265.87066502913115,354.6125696132641,580.9981472346923,615.5519305054635,429.35259826973726,624.2701279342913,977.675848802508,538.5734303034413,815.3072086971553,270.9506792691841,553.976808599248
391.2734450595044,263.7027754141209,373.5650663814816,552.1052653656442,629.4603642407634,416.3529279371244,543.5088765829282,854.7657043512407,441.7724753025212,708.792825119695,287.4567640429826,520.3945074543195
398.3394789583074,261.5348857991106,392.5175631496993,629.0880733838848,631.4800145345149,485.9764475309819,356.46299717198616,853.9623576390042,460.065958669219,602.2784415422345,353.38704142773526,520.1513068100312
391.7361209171023,259.36699618410034,411.4700599179169,653.6172324846457,632.2030665016882,467.8712166483829,416.6035313733484,782.8529867655396,553.3145862033659,577.9969583754295,323.8122083426552,562.0758099433115
450.0022891120113,257.1991065690901,430.4225566861345,450.7623121200244,613.7369125915088,372.0764528113941,439.1556133744008,759.246559694353,429.4463999580666,553.7154752086244,331.9143290136752,557.2517458640917
421.0435361171467,255.03121695407984,449.3750534543521,336.1653142012042,628.2803856515833,383.8815729572146,497.77138701683737,727.3261381959087,484.4962690544869,529.4339920418194,276.3380084092695,559.4398707605991
384.3754760128316,252.8633273390696,360.16633058530005,335.71698006828285,633.5650940959006,440.05137224030216,556.387160659274,714.4655266651746,409.9999231489494,505.1525088750143,294.8366252260133,595.6168871105166
422.7733629963349,250.6954377240593,361.4888394509628,321.55746159994754,637.6041549595263,565.9061325063436,678.966394639155,713.4090861138495,249.002967167107,534.5913438833595,296.71436882228454,623.5714393971323
437.6020629149069,248.52754810904904,362.8113483166256,363.5462065893254,637.2460284802154,531.2564480211889,631.0675887649542,716.5796060750383,362.1235662631219,564.0301788917048,329.4083308002018,660.6777561587492
341.6848956573423,246.3596584940388,310.31514972204366,343.3010352515352,654.5770747422931,519.6211591567378,583.1687828907534,712.959969040787,400.8223459272235,508.3919459510552,385.9588365451672,713.2640109881589
358.252716793058,244.1917688790285,297.5929896996868,415.41055770441375,663.3192282501863,581.6678865566627,535.2699770165525,726.3926893933394,397.4979018987821,612.7835786465741,406.5470699348064,754.0560535813506
349.0476571078495,242.02387926401823,808.7260720579022,503.72981948384063,676.3163034657651,661.091826091532,487.3711711423516,719.3779215559599,421.4113184766051,717.1752113420931,582.4720676616034,776.481458105005
332.87876610907284,239.855989649008,430.3838516504919,485.8486835902113,731.6969558027764,641.4126271068219,546.0836887137827,625.8053372498481,437.9504871582644,821.5668440376121,455.4970738507648,764.0188127604644
345.8747384920534,237.6881000339977,416.4362396435466,460.5274708712557,679.5634190991337,488.1273907470577,604.7962062852138,643.1401001161762,362.50089760684256,925.958476733131,281.93588981997345,757.2477838120893
299.23873499219536,235.52021041898743,402.4886276366013,538.6746819405441,652.9559169745853,372.67448357494254,677.2707660689055,652.9852310394173,414.0470348378759,852.2878411467208,430.2407142726219,753.7553109009104
295.6330562958831,233.3523208039772,388.541015629656,642.3198317088214,630.3634561823068,405.7706088272717,710.8105139008097,655.1557224347147,376.51798342742296,564.7248137847516,747.8559883905386,735.1191023330343
315.3183485108145,231.18443118896693,307.3596605942391,424.7358593778012,633.9748037453303,436.6327811120472,559.5152573397364,660.7811082210957,432.7914529240096,637.1872594223512,633.0139527091187,751.2497339146302
272.0318108282912,229.01654157395663,311.4066583287338,440.1570348682304,644.7408153964261,462.7257348447623,505.0237059447479,402.68200347808994,404.23309852938127,709.6497050599507,745.6540356818674,752.4471729014978
294.48435920385776,226.8486519589464,315.4536560632285,488.7688402393248,645.0926426605208,511.78175051810166,450.5321545497593,397.3507472778496,409.8024569054165,701.6403347269644,496.2380444338805,739.3884274608453
248.6235209043611,224.68076234393607,319.5006537977233,496.1263915345798,641.479618524454,630.5779579631303,494.2782786388531,425.4394844355363,410.6546246518567,693.630964393978,617.7405743133288,735.750952234195
261.5303983430246,222.51287272892583,323.547651532218,522.4645865167985,636.1267643842435,568.9284096424576,538.024402727947,427.4180811474968,373.0423732744765,624.1645268462595,712.4387132619038,746.6141016341161
236.58152012671604,220.3449831139156,327.59464926671274,564.8192406471935,632.6619118670002,417.6161836566652,581.7705268170408,442.4000158919216,373.3812789907835,651.129921164818,870.2146259333283,726.18995920789
215.8447622874066,218.1770934989053,331.6416470012075,537.9318680272571,628.5942894868186,415.35894678862127,561.7580625871693,444.0506393790333,340.6819096332392,546.641677145548,666.1199796309943,718.0610245030728
212.8719281899769,216.00920388389503,309.8812135274403,503.9035457384132,619.9032191008473,457.8641522744596,541.7455983572979,451.25888902011695,297.82849723179976,442.153433126278,639.811653540814,711.9777332037827
250.48578180208605,213.8413142688848,304.7239260298357,481.9643551354441,616.6574916287719,623.6203840634955,521.7331341274264,451.28227049316,287.1798854442852,609.9187652050888,247.9561172421405,711.0288858275301
235.00488270052887,212.50271065878408,299.5666385322312,447.9125736019407,596.7109339385463,410.98016725426766,501.7206698975549,447.7349980853828,282.1589750167395,777.6840972838996,285.4039881752017,680.3971956282501
231.69400892854463,211.1641070486833,294.4093510346266,421.9636232306867,593.7322938794799,615.9759812958741,455.17308164342006,445.65582787676624,298.816292846664,687.1863919491967,199.53983671957232,704.1362706547014
273.6673052344461,209.8255034385827,289.252063537022,402.2636615432361,599.2349471361929,496.9493363557166,408.6254933892853,449.9912600985598,242.6527791303089,657.0322992936198,231.1671114348789,735.5374561120474
200.12814139532128,208.486899828482,284.09477603941747,387.2334943895754,598.3161132446106,485.1932988707793,362.0779051351504,461.59466332482094,272.1514830156176,626.8782066380427,262.7943861501855,773.9892057675878
199.4793959465696,207.1482962183813,278.9374885418129,368.1794297328304,573.3149722124637,583.4701805344937,315.53031688101566,447.9118800969941,315.4254084325761,596.7241139824657,209.4572741110441,746.8305831759649
169.22919054805035,205.80969260828056,273.7802010442083,326.58780959951883,568.2246761923712,632.345963427176,268.9827286268808,430.62021154686914,319.50765365044685,566.5700213268887,231.1742171515484,700.7161599102591
149.31750979833794,204.47108899817988,268.62291354660374,352.7316818208208,570.6491952921365,494.1492811888135,288.6154948160886,401.0910011453626,358.38177740226257,536.4159286713117,252.89116019205275,667.4011192047013
144.98336375331857,203.1324853880792,263.4656260489992,570.7827200738105,595.3266270527669,502.04674910905976,308.2482610052964,428.125027429292,381.66615309473326,542.032866864046,274.6081032325571,648.0825095376774
158.2512861148023,201.7938817779785,235.82290150885405,485.01580627321175,601.4902312334267,614.1300274807375,327.88102719450416,431.0669235249616,391.1724868404861,547.6498050567805,311.7412501697197,644.6338979917413
229.2935250712481,200.4552781678778,208.1801769687089,552.9455448883328,615.2467624304221,658.0851373626973,347.5137933837119,472.61183311460354,413.9456305311325,553.2667432495148,348.87439710688227,650.50853481927
210.0998931152092,199.1166745577771,180.53745242856377,,637.3140289214947,696.1415922659538,367.1465595729197,477.0227774984143,375.3831618282169,558.8836814422491,386.0075440440449,641.2587939581205
171.72405296934036,197.7780709476764,158.39457523256837,,657.7797973283565,615.4100543682199,386.7793257621275,482.6009037256607,399.57453019103,564.5006196349835,423.1406909812075,647.063328700011
406.9761611678704,196.43946733757568,136.25169803657298,,653.4495580976287,570.9187944330868,430.9087432938095,519.765504175307,423.03916415900665,570.1175578277179,435.00964618171474,643.3801936178647
289.5940131534518,195.10086372747497,114.1088208405776,,615.3033300485724,588.54663512177,475.0381608254915,530.819511794965,366.5411610985656,575.7344960204522,446.878601382222,658.0856959144941
313.0531053076284,193.7622601173743,166.33251980847,,619.5478789396448,500.845724290861,557.7355834897761,528.7596386352097,392.05552109317074,581.3514342131866,456.0912970768424,630.8883998707702
292.4068764749323,192.4236565072736,218.5562187763624,,608.2859542016131,371.659009616709,640.4330061540606,526.1783519307897,443.5487379247326,586.968372405921,370.4350450246071,619.3899275373069
329.141415440271,191.0850528971729,270.7799177442548,,589.8967496112859,383.1591753312521,723.1304288183452,555.0345742510941,394.2387625652135,592.5853105986553,412.09692564161776,624.6786712430038
286.9147581850778,189.74644928707207,397.4402175181398,,605.0779133563534,396.862809211041,628.192987909016,531.2870439437726,375.0886314772019,598.2022487913896,416.8218966912505,594.6734665409559
137.41527727063598,188.40784567697148,418.80078430916825,,605.0985227393464,376.1023074582084,403.02786280479614,523.6078857058467,401.1135011189018,603.819186984124,526.5824901844171,615.4422901949705
285.27027272803514,187.0692420668708,440.1613511001967,,611.6657682692424,459.0147578303268,433.1724751806624,517.3688164686754,467.0169581140984,609.4361251768584,490.1650299975668,631.6682081998127
210.7428844712332,185.7306384567701,461.5219178912252,,619.4337671161574,423.1339974180415,436.9026920387223,511.7314929451395,294.0957852332351,615.0530633695927,384.2314748469912,644.7577720651811
186.5304708451665,184.3920348466694,482.8824846822537,,609.8987864016218,412.8778902436629,440.6329088967822,453.8042508586994,239.72607578309777,620.6700015623271,435.7483777942628,640.1716626471309
210.09387635185809,183.05343123656868,504.24305147328215,,609.8342194983637,337.5795876566648,444.3631257548421,417.8509804135514,446.3193926927203,626.2869397550614,402.6293051900939,630.971055881635
182.2036864704748,181.714827626468,525.6036182643106,,623.4211789220401,338.7711672435703,448.093342612902,388.42221319628544,372.4530490500361,393.83130816578125,557.0833502195379,632.4928481678337
191.0994589135731,180.3762240163673,438.0889739889088,,628.1907501768052,447.93602269053446,451.8235594709619,356.086877090723,376.4308583024711,424.3911464248141,645.7429467506901,635.5338184930849
181.9722771704654,179.0376204062666,587.160951513872,,623.0564769384001,452.722687962166,455.5537763290218,335.2011800187171,380.9254532330848,454.95098468384697,387.0685781102327,635.2381837263824
182.4027066019856,177.6990167961659,505.9454117558464,,614.5169435596316,476.54120814147296,459.28399318708176,355.0942486082689,372.8031809705258,485.5108229428799,352.6427759326592,623.0373724490072
191.23175042355865,176.3604131860652,356.16567153760985,,615.8684383202896,441.376333085396,463.0142100451417,402.8786008286064,439.512515788849,516.0706612019128,380.6913380014234,634.2735816592091
224.2512692715225,175.02180957596448,754.028850576531,,635.840323911619,503.47995570847473,466.7444269032016,332.6032668901589,611.204534746837,546.6304994609457,409.7408176653082,650.8218335655707
233.8947643236352,173.6832059658638,508.8884360822957,,640.8896106978646,513.349866745178,470.4746437612615,446.7616576669043,309.0669500498727,577.1903377199785,403.97598066782285,622.4497338642767
241.57959191812387,172.34460235576307,480.207860566293,,631.0543561277116,499.644833916056,474.2048606193214,594.3979732716032,231.55521491754988,607.7501759790114,384.1263591737271,628.2911611646997
243.491062648652,171.0059987456624,490.204433593697,,626.1709957918599,493.2677077889557,477.9350774773813,558.7653584874591,157.0351423664305,638.3100142380442,354.1628461827442,619.7015663125466
240.87601717827275,169.6673951355617,500.201006621101,,620.4938708781133,483.5375421497568,481.6652943354412,552.0165910258526,153.66919044474605,668.8698524970771,459.391643474274,631.3248154594996
239.19177087690903,168.328791525461,510.197579648505,,614.6384562072952,488.4752453193024,485.39551119350114,548.4452530477159,117.32038363231328,621.6060068927163,347.784527421971,635.1200105721803
251.7233379590513,166.99018791536028,489.0004086099329,,612.5641598751084,499.3129672998411,489.12572805156105,545.8010358638207,134.3015036353465,574.3421612883554,327.6451839541543,648.2009937663355
274.1327283884248,165.65158430525958,501.15403963149015,,600.8212017694252,496.3006578446219,492.8559449096209,565.2974685891662,216.2042566874947,860.8311748392296,424.8660256368043,646.2123267232225
256.5436346764618,164.3129806951589,513.3076706530474,,582.1271633144319,487.310739655057,496.5861617676808,573.5624939350189,428.5370546229992,1147.3201883901038,408.5630496510078,634.6912607793892
260.6778412888171,162.9743770850582,304.1807155561163,,595.5825019990896,594.614582176921,500.3163786257408,583.8782794733847,563.3235535599866,1433.8092019409778,422.3201946000011,613.3633436515967
291.7959142748722,161.6357734749575,226.7083708479878,,571.3252875520526,568.6775715453939,504.0465954838007,576.2589412664868,603.9677434042592,794.5414775521239,436.0773395489944,631.9121018408065
284.40356480763523,160.29716986485678,223.3421110358553,,579.8502161060607,551.3479175693693,507.7768123418606,583.1661557604788,560.4936578975738,562.3685108002645,563.7781121235572,631.3415917066841
230.22214149058243,158.95856625475608,219.97585122372288,,619.1520581476535,595.3680198134396,511.5070291999205,568.5771210518764,555.8286985905956,604.4979968834782,593.4695107062533,620.0007515963042
222.5591640877156,157.6199626446554,216.6095914115904,,604.9300362334698,568.9374825485347,515.2372460579804,555.9003278361663,477.810591476424,541.2184177579254,549.5950002160645,614.7128425402284
221.59006220583493,156.2813590345547,251.8504390308445,,591.776845634554,569.9849321490401,518.9674629160403,555.5171207124988,447.2352561653006,614.0240613886399,550.7392653614288,621.8112251872328
239.68979861424404,154.942755424454,287.09128665009865,,903.1660247434064,562.6717986315899,522.6976797741003,583.9517949133701,563.6596293604297,523.876310160682,492.84599615492937,623.3027390745211
274.74589575079506,153.6041518143533,322.3321342693528,,,575.3423753592701,526.4278966321601,620.33078532165,623.9088783355069,455.45049560222776,518.111160042267,595.079190171058
297.29962414348927,276.9600441845576,357.57298188860693,,,565.4324580384806,571.4814693918809,672.0131949132351,536.1568718753139,509.3289777891858,385.8266711477656,578.6301814391251
253.4461928116184,400.3159365547619,392.8138295078611,,,607.058221427451,616.5350421516015,698.7141420999279,378.4283761587288,503.0717701086855,321.2891338811331,610.9119625123737
205.32955981516872,594.585542605365,428.0546771271152,,,608.5152063876073,661.5886149113222,694.6008348736041,311.42471438934706,522.1133218565524,293.810636677166,589.4509174432869
201.65589197753616,323.0878937499708,644.9801386519384,,,615.3572333763037,706.6421876710428,702.3559977086807,244.4210526199653,489.3946296325048,428.1983063244086,595.583737929108
262.9778266823694,351.3868794266551,629.1810664484065,,,599.8231310028037,751.6957604307636,707.2061085240784,562.459045712813,437.2150113722517,393.5942442109061,659.8591391047374
375.8243657765624,347.24381981176765,613.3819942448744,,,588.0482121190287,745.4010672185534,706.3201337446686,608.2225081217437,470.56790110765405,341.3513707941034,588.8435286882882
374.4774170384743,343.1007601968802,597.5829220413423,,,552.1276691131404,739.1063740063432,735.3463355785766,628.5847645582289,503.92079084305647,296.70594323418214,565.834558567169
366.1992203723982,338.95770058199275,581.7838498378103,,,540.0675147470865,732.811680794133,768.9859995961529,591.4913673328816,391.34428028894376,646.9945176297491,525.3981902296489
440.4438673300428,334.8146409671053,463.68144605941376,,,518.0484124351162,726.5169875819228,791.7917058494347,593.2723353339666,463.3957378486291,582.76397873608,453.9183523841472
798.0128907299954,330.6715813522178,478.91582087294097,,,542.4664772296577,720.2222943697126,781.8740490411242,483.6165036275541,429.8931022837161,609.6295876977205,496.1112036639392
524.4587381624801,326.5285217373303,306.2420301389674,,,535.3936021115242,713.9276011575024,787.8225938109881,552.1062913529436,437.9761474630789,396.6125761949029,469.9851089852888
599.1007049956684,322.38546212244285,272.8918372061405,,,546.4443628793491,707.6329079452922,784.1131055315035,511.5700662082105,446.9548203335541,413.12751632899904,485.9219415727934
405.1140816828222,318.2424025075554,295.22068554844134,,,540.5623346015362,701.338214733082,750.2605454522909,582.9554935785856,445.22202546324297,454.38857404523753,548.4056333908886
497.8127492395939,314.09934289266795,462.90827942372096,,,564.0901056427788,695.0435215208719,778.5091528725353,593.8722593096014,405.45784705358943,554.9357986939963,617.6927572719173
