Energy_envelope_Root_standard_squared,Energy_envelope_Root_standard_squared.1,Energy_envelope_Root_standard_squared.2,Energy_envelope_Root_standard_squared.3,Energy_envelope_Root_standard_squared.4,Energy_envelope_Root_standard_squared.5,Energy_envelope_Root_standard_squared.6,Energy_envelope_Root_standard_squared.7,Energy_envelope_Root_standard_squared.8,Energy_envelope_Root_standard_squared.9,Energy_envelope_Root_standard_squared.10,Energy_envelope_Root_standard_squared
22446615.60664244,916795.5555332146,4533663.219919462,,,12919568.050567482,21808751.29019096,184477483.65527973,2393439.4323275336,18954961.128566,2168787.4977948507,44825658.28415375
37520727.33798947,881588.3832897716,10781200.527328888,,,10733344.95242926,21115719.528706435,188111830.33082443,2124592.029288504,41726825.06847166,7320029.148232588,62364441.735250674
12504024.977667147,846381.2110463285,5500072.90069699,,,11141680.575735051,20422687.76722192,203006516.1543025,2383257.133337595,90965568.23023376,8289700.082303879,64545324.47330742
8714926.20726006,811174.0388028855,3515874.915182167,,,11005556.767511131,19729656.0057374,198121294.6392533,2053856.699445056,52607990.14199286,3490592.033571545,63311067.70269062
1734599.5120679718,775966.8665594424,3122203.613063893,,,10791800.613649676,19036624.244252883,160310562.9432731,6403066.759066859,28825612.308794964,3198477.675127299,89510625.13879284
3853349.160095472,740759.6943159994,3551785.09154526,,,11798905.644747969,18343592.482768364,188646009.6457348,7384758.324287469,48068118.690353565,1981063.7607428352,87219980.85764782
69119857.72318628,705552.5220725563,3981366.5700266254,,,9707549.477935083,17650560.721283846,182729787.90975463,8164110.838133664,40487876.11128155,2749645.205029262,99964682.84323768
41422297.24133591,670345.3498291133,4410948.048507993,,,10160604.406813895,16957528.959799327,228412651.6686905,8578008.389823418,29193813.140174545,2975158.687171907,120127716.48030278
13724736.759485526,635138.1775856703,3017948.373218897,,,12167509.2335008,16264497.19831481,272059433.3986167,5240623.992658834,17899750.169067536,3043023.9630496926,112688834.11990751
8199871.609263104,599931.0053422272,12550811.67296115,,,15996092.710526552,15571465.436830292,309151274.3757938,2661792.330814117,11271222.1830604,2294356.451229072,120891663.48832712
10204616.857395647,564723.8330987841,8234912.222393097,,,18212682.18304592,14878433.675345777,317164853.7862591,1860558.730608963,17860520.36670821,2364661.8827959555,123134302.08183952
4430564.733461368,603525.8322822287,2717031.852544691,,,18339665.842129573,14185401.913861258,335789122.2966696,1304618.2426169184,10871528.577299852,4376666.414798667,94654796.7308223
4969902.635712562,642327.8314656733,10235548.870396754,,,23723872.19958508,13492370.15237674,356198878.68091685,1539891.0421394913,20019709.82111172,6388670.946801378,88247111.18028754
4880386.620778892,681129.8306491179,3418718.099698287,,,13450077.275263136,12799338.39089222,362943089.4071429,1496313.410325613,19819773.590316243,9676070.770376865,86294649.46880762
2340255.286767763,719931.8298325625,4167801.823708663,,,29190669.84672116,12106306.629407704,361552508.9935824,1452735.7785117351,19619837.359520767,12963470.59395235,107575592.77277704
2427041.918649912,758733.8290160071,4916885.547719038,,,52141750.37558717,11413274.867923183,355582862.2285582,1409158.146697857,21008235.63812342,6733187.200987424,102153326.45671834
2564449.516931546,797535.8281994518,4391033.772247432,,,36076629.75664295,10720243.106438668,333553254.6674557,1365580.514883979,19487299.664128087,189430821.8148726,144023204.38046792
2782509.1009908337,836337.8273828963,3865181.9967758246,,,23793768.018671755,10027211.34495415,325876015.1120715,821956.9499246939,20798436.95487109,24083108.290633168,143240425.2227014
1935549.6952757863,875139.8265663409,3339330.221304218,,,18953704.112103783,9334179.583469631,298473907.2085941,3482425.853145973,20797151.73453079,11377744.076292615,134253327.3733703
2938427.198821879,913941.8257497856,3480958.719269105,,,17587440.809977774,8466179.215587452,277770437.7794092,3177689.242750712,23331809.80142432,9524985.310812432,138338487.23593757
8274919.69427014,952743.8249332302,3622587.217233992,,,30018843.62587894,7598178.847705273,238450898.8152651,2308235.359665142,18705967.38832501,7475054.847028797,134395327.34294716
1775733.0538910597,991545.8241166748,3501153.2427303065,,,152730173.48348236,6730178.479823094,191820750.2359878,1438781.4765795716,10713132.68702545,20209118.58512105,135804362.9641741
1465476.3978851717,1030347.8233001194,18598418.387322165,,,23993882.25331301,5862178.111940915,177901065.6391172,1316389.7970135617,16542032.56506855,18727522.6724148,135959136.86440215
2210850.22242486,1069149.822483564,3483834.556465309,,,21756210.130035628,4994177.744058736,174714361.88174003,1538658.204620003,10223128.497312138,24993516.64802247,129066735.37505868
818529.5270175359,1107951.8216670086,1242746.0186559116,,,14762067.864560738,4126177.3761765566,175159491.21807337,1168833.4201454695,11027074.64188461,27405844.154444765,125631065.78349972
1748296.886015358,1146753.820850453,10714432.729857124,,,21839398.08446941,3258177.008294377,171147943.25151828,1137699.3070157708,11831020.786457084,31496521.94618934,135067144.67774695
848763.1999998157,1185555.8200338976,12642024.624712616,,,24864687.54303371,3304383.526700658,175121974.43034858,1110211.5025849675,12634966.931029556,35801989.31498596,115480472.88739946
669330.2724933058,1224357.8192173424,4607452.858626144,,,18871989.40507581,3350590.0451069386,189318755.23723865,1076672.3124701497,9536027.402302666,50206792.42687036,140068619.9585848
2717607.480390179,1263159.818400787,2356219.167596451,,,34852698.31717165,3396796.563513219,178389555.55369046,1385437.3558070492,9051220.824870342,53571305.90910561,164412582.55240187
1339278.7038473613,1301961.8175842315,1393698.516280587,,,27776579.34575045,3443003.0819195,150614745.69638503,1981021.5637769564,8566414.24743802,56673500.92625447,165959529.1139945
3494217.52462856,1340763.8167676765,431177.8649647231,,,79218655.05061772,3489209.6003257805,140631608.4389897,8104357.469171944,8081607.670005697,51677988.730025545,164521056.77440715
2015465.728848271,1379565.8159511208,2616670.8684437587,,,46098996.39833594,3429567.696145753,132218081.64879651,3819928.96987801,28061500.444788046,56790605.43909396,173766359.92009413
2135562.081379198,1418367.815134565,1651543.7276554569,,,52803392.32106479,3369925.7919657254,107364148.20813954,4987910.2017410565,25583697.645517983,67347414.12351131,173804928.55605018
2382959.1504498427,1457169.81431801,3779418.792369945,,,59448533.005889766,3310283.887785698,140555566.29882088,4349594.278006908,26482003.05705167,61897664.37335629,170438302.18766394
2267665.628135873,1495971.813501455,2125685.5467315456,,,55261794.10319272,3250641.9836056703,160816075.3603548,8435034.595427193,24105555.436313,64714228.95820766,177183924.10937467
2669246.735992475,1534773.8126848992,314727.3967145369,,,54297071.92218028,3191000.0794256427,184109926.4714817,5304159.696602914,43341414.60054888,59698628.01117554,175682580.27246895
1797293.2166706282,1573575.811868344,313380.4294246229,,,51936203.41244535,3131358.175245615,143456593.71197593,3980495.185519429,15661652.765454896,67652352.44208378,177513724.24428302
1793861.0676290607,1612377.8110517885,312033.4621347089,,,46339932.48734,3071716.271065588,140965355.2566129,3856045.634449399,20788677.77239914,60819674.93744701,180419324.951463
1282703.4622219256,1651179.810235233,310686.4948447949,,,40890820.19900752,3012074.36688556,146871576.67577484,3824831.347600018,24523957.7521158,62544124.86083486,172219249.66423535
1101649.5302980023,913534.661113669,427170.11343273136,,,35218620.41948302,2952432.462705533,175551445.1538125,3595973.761729334,13235632.881075537,70321776.50123042,172135543.1361494
786282.2432279675,175889.51199210496,272329.6443292434,,,36350894.664413504,2892790.558525505,143407399.6903687,5324710.600266107,10807421.813463062,49533243.64712107,159120080.8458716
2088097.2237373788,199320.25571318035,302474.05601548444,,,38912745.41601002,2833148.654345477,134722213.95087093,7285638.248792075,13302303.157698996,50554371.39674969,149107249.3778453
1147947.4762219116,222750.9994342557,332618.4677017255,,,53292006.93304338,2773506.750165449,140403603.46992385,6544659.524190531,13111348.412371969,56453807.17736025,139860894.7921783
17544665.518782288,227095.09827516583,1040720.996055524,,,43362646.63178816,2713864.845985422,149370169.21867707,6006042.299728375,16858372.56491701,54773042.91409894,138469069.8828524
6432495.927044105,231439.197116076,1748823.524409322,,,43049381.43220299,2654222.9418053944,155160794.26333696,5361501.299368914,14827448.11217271,68162556.96836248,120275619.57298136
37533726.89011428,235783.29595698608,2456926.0527631207,,,53374616.33828282,2594581.037625367,171694782.69952735,6502093.66975448,14617845.93217025,67344558.39916515,122412861.88337871
2098559.626378463,240127.3947978962,3165028.581116919,,,71308087.4559414,2534939.13344534,172567271.18665662,6516095.712227574,12473391.80248083,147665133.61417675,118344338.08260705
2009675.2095357769,244471.4936388063,1860830.964187404,,,215099994.01010388,2475297.229265312,164378419.50808746,6398585.243972546,10328937.67279141,63165044.75737757,108258841.29526237
3227601.539329583,248815.59247971643,1785788.2730517436,,,,2415655.325085284,156900839.87923643,6222094.074872827,17993640.363193206,152600540.5429401,113661779.9100224
3439220.8120665336,253159.69132062656,1568571.9524217653,,,,2356013.4209052566,158609369.30032894,7642195.959768935,52282712.22354141,170182465.10321227,96460625.0410678
4787440.622777953,257503.7901615367,1970425.714644411,,,,2296371.516725229,153793999.17354056,9425768.851398362,18092064.70549584,59550461.55539421,96985393.5551582
6866742.788294224,261847.8890024468,2372279.476867057,,,,2236729.6125452016,154725942.61893025,6369122.9511180855,32865935.388338853,94072699.26791108,105740689.48578195
6108308.901734641,266191.9878433569,353773.1871099027,,,,2177087.708365174,150874215.1050423,6654102.886854882,52356573.6086484,136132584.72951075,100160893.2924028
5391712.803549578,270536.08668426704,7663359.683315842,,,,2117445.8041851465,169038448.85834163,8579907.179187529,53231559.34187635,120993178.26105513,97953191.92899252
19706580.76873083,274880.1855251772,6014064.709905146,,,,2057803.900005119,189285384.34015343,5537693.187273659,37613819.67445329,61162071.49931026,110763981.91714236
8131193.714484027,279224.2843660873,4364769.736494449,,,,1998161.995825092,184076535.0278349,6867434.397472802,48690771.66830513,54058660.34650358,96456221.64937936
8962480.096130494,283568.3832069974,2715474.763083752,,,,1938520.091645064,174030879.24318317,7493833.537497475,112139828.5058148,99991272.96104476,103805816.27721006
8119716.858602412,287912.48204790754,1066179.7896730558,,,,1878878.1874650363,175799608.3556533,5248338.546383612,88062314.21801195,58183590.635212176,112297217.75369816
2893165.507407056,292256.58088881767,945404.1927304044,,,,1924328.1955128552,184598942.3552636,4775757.377435797,79559874.87535425,54360985.71358162,90781080.65855832
1274682.9407994037,14857984.327952264,824628.5957877529,,,,1969778.2035606736,192880699.54128337,6062630.782128741,79666786.89936243,70652433.6976626,96223227.11664042
834506.7043031527,13874958.517601611,703852.9988451015,,,,2015228.2116084928,197573935.92315885,4445915.782505785,100445341.32744628,80800316.86203541,99406561.3562348
645335.545485603,12891932.707250964,583077.40190245,,,,6988445.355368016,207080459.2355208,4398829.869101777,127877357.34796216,52534193.61131154,89305845.77761732
1320471.1035135065,11908906.896900311,462301.8049597986,,,,2878308.250210402,218810420.74037537,5193103.235194256,150985460.19462967,53633948.41954581,102558906.62931795
1113253.196681826,10925881.086549664,341526.20801714715,,,,2448008.658577983,251064150.24297643,7574916.88539089,122398350.88549614,60537305.03690845,88825054.82435481
1540636.811454881,9942855.276199011,704997.2158307753,,,,3109512.543036275,250401412.03763247,6067432.225030236,120058814.63678595,52763459.65916428,82547800.08293098
29003607.789451256,8959829.465848364,788157.7162451136,,,,6765689.319026186,244628346.66077697,2384867.337843252,139991926.90830666,85846910.11826235,74269958.39299686
2534421.0054376232,7976803.655497713,871318.2166594518,,,,4183641.9771994753,246376938.76286995,1782122.9374465244,150499145.10975453,63577636.470949,81288301.36104423
1253145.20394523,6993777.845147063,954478.71707379,,,,5628355.222779978,245980228.44218323,6540752.874286942,147561821.8626892,125120534.5507606,73873236.07834841
1037724.8343419008,6010752.034796413,1037639.2174881283,,,,51817221.77440199,253318767.98732668,29966333.7026565,148347011.99068773,130572286.43939447,74398921.26891683
1727581.8218764905,5027726.224445762,1120799.717902467,,,,6275305.511145029,269525541.5503235,2093736.0483660167,144558913.47984588,43521994.69855299,72687962.34704117
2435267.726581528,4044700.414095113,1203960.218316805,,,,4092940.668247337,274254684.3645676,2248281.8653967567,146856004.07391563,140926692.9235588,76133959.61993073
6294333.242363478,7733426.502914565,1287120.7187311433,,,,5141787.86398478,271833813.877664,2293486.756671933,140441868.5702367,60363414.88736976,61165941.739985496
3311823.9489192623,11422152.591734016,1370281.2191454817,,,,4968333.626333972,268380160.1687604,950774.052826043,137927962.52662745,98877516.23091827,57117902.52601288
3878744.07717038,24421577.507846195,1453441.71955982,,,,3453475.274472636,256572660.75046945,1633958.1514753634,144451847.25743103,77303162.84155892,53304601.82604401
4594005.136291106,31602523.15831529,1536602.219974158,,,,2989605.1893361714,257282303.6185008,1496693.2964537514,141999107.771002,93435688.19011872,72590733.89994855
5317625.429425271,5103027.614014659,5076353.501322307,,,,4374376.992486262,252554410.6517416,1623421.4511210625,144456842.80310628,206758233.78422004,72261129.50025155
71424593.6365257,21114499.7150212,8616104.782670455,,,,11348481.764485553,207806728.9486093,1054414.7029932986,146556153.0526338,278680608.3373134,79189262.72087725
3822284.5539278495,37125971.81602775,6779630.107322629,,,,10450058.738765648,184341141.1340789,1707560.9862498825,144250314.0916211,284917311.85097533,68904726.22207446
5515604.15972967,53137443.91703428,4943155.431974802,,,,8006246.606132353,191671325.77211007,2715961.3423577123,136896675.0901733,83567351.17398173,59662188.257849626
69680085.95736745,97595325.41438562,2565500.9045936093,,,,10038164.970424073,184678149.78178683,2731790.328401978,138326511.55334452,230933367.0224892,53510005.36741316
5031007.345823759,17592404.116261467,2406159.54904645,,,,5833229.123334162,166194893.76378125,2338842.6487952084,138556742.1939158,,67320559.27945422
6328507.048235584,12034827.881940192,1232925.5801477274,,,,9676824.075909574,171518848.62060776,2236631.665137364,133961530.9629837,,61676156.51327445
7915686.128584225,6477251.647618921,1048880.9899307387,,,,51654542.80936984,193737406.77589488,1951101.132250528,127238845.4408708,,71022324.22448872
8368479.87297263,1398264.8993682128,1251898.825214731,,,,5234006.599124286,172071638.8966084,1677582.6423128704,120920918.05720145,,94937567.65914588
6775003.722623359,4046812.504122134,1483545.1311129904,,,,8389871.34526725,172798967.47401375,1697100.4816985216,90038356.85381885,,64549510.48799442
10008212.134821914,11105261.505151551,1853981.817804112,,,,6006995.969004172,168670699.62421632,1679480.373376602,28203036.28978976,,71499675.68814993
4616424.696158298,4176623.585634281,2489303.052300208,,,,2193977.394986623,201323229.58181265,1543439.51233258,9050696.469736042,,77936694.08630839
5711488.691963453,2964443.967273082,7163464.651297612,,,,4230487.395837292,228354366.26903152,1848532.9008917385,24014860.06707672,,77565147.71034022
5712426.689281302,2368408.076414499,19141835.72360872,,,,1158647.815962481,196490211.63910684,1686033.930228287,32953612.558833536,,78000322.47065516
5475739.758963275,2470556.328038044,20192953.73755205,,,,2017858.3412762028,177890170.37976432,1846363.7423088604,43898312.78891115,,87399592.21105191
6406292.933956876,2217248.775440293,21244071.75149539,,,,3708039.849570899,176032733.03367183,1574594.4718173738,42076316.25399938,,83051549.20151973
5935085.705788061,1963941.222842542,22295189.765438728,,,,4096024.772707397,191238189.1948993,1743142.910635447,47680762.538219765,,84113685.61012124
6019993.047362033,2873459.0696689994,13973227.535397151,,,,4484009.695843895,191713561.3826752,1756997.345845557,89633933.9341331,,90009787.57761641
6478769.836691569,3133300.2797826254,1209081.482246603,,,,4871994.618980393,207440027.19622865,1413381.3524045378,100836176.82455872,,93473912.68016867
15410177.631301649,3826613.01484693,640738.3626185966,,,,5259979.542116892,212142079.9116579,1957742.7897838464,105175901.37802204,,98980978.03137328
8971323.33527352,4518815.319289479,611778.9340061233,,,,5647964.46525339,227281243.11257187,1549943.1032581057,28290632.651486315,,103183399.40997943
6933316.42403854,11724550.333027342,1121918.3626007407,,,,6035949.388389887,235344142.2090123,1554758.0009309992,98507083.52817498,,96379250.04808068
8222074.382695681,6606685.465488858,1281041.564310897,,,,6423934.311526386,240090674.3003615,3397960.3504857463,106924856.62216122,,79881705.53654897
9061848.05267913,2853754.8766199704,1794798.6837855112,,,,6811919.234662885,222461890.4787268,3800181.602361553,100340368.3184661,,78798798.63457778
7351895.231603424,4307883.3386775935,3200450.5585317547,,,,7199904.157799383,225846992.06376585,1632041.2748233825,115964552.7326435,,73141893.44060741
9924350.47546984,4083822.220731834,4606102.433277998,,,,7587889.080935881,226102081.71167788,3861530.454312896,119615369.6613148,,73120870.34740749
8775518.190588918,3859761.102786075,1643105.357866106,,,,6518425.726361602,217144298.32308388,1530295.414911205,106712414.75524364,,73108650.99834898
9427616.061682276,3635699.984840316,4905672.306601448,,,,5448962.371787323,208486650.97753635,1552740.9669789977,110556945.51716553,,160045347.16778693
8586235.742775908,3411638.866894556,2253817.4132949333,,,,4379499.017213044,202779539.45652,1980077.5568818552,106390127.13437806,,114856709.27073003
9277095.89864721,7244103.119804824,973289.5326680016,,,,3310035.6626387653,197149310.7733989,2288041.106809509,114764522.83084156,,124955358.9825732
11247445.159903336,7469028.972050328,1252427.8551142476,,,,1015681.6199946592,230805820.3246853,6694240.409343657,98819518.87319258,,127302590.01279904
9525442.826829877,9340694.973719724,63376791.07902469,,,,1093223.491971383,240161758.10391217,8981411.854142265,106660936.85096867,,76693399.85971034
11445361.65684703,8763461.359431408,4910788.808119035,,,,1170765.3639481072,212252627.92235395,4814578.130386867,107999859.20950314,,105730110.00796472
12256855.088377308,209340241.59369537,6526975.18904742,,,,1420403.362470989,236337371.75119665,6968815.29482079,276401035.5448727,,317195773.7900605
13175478.568596248,32548491.88323976,945273.2036900568,,,,1670041.3609938712,227636061.1893157,9942451.62367462,97520512.6979463,,168758666.34025735
12488289.155318145,39543566.21859886,1019566.2907335986,,,,2099701.639660732,220706991.2845187,7120189.861913228,97816414.97077228,,345348330.9116086
12802740.3749007,46538640.55395795,20125636.869131565,,,,2297591.481011888,234299616.58688003,5874890.325397912,95999047.81308338,,241200277.75435737
12336270.977304794,20772779.13962088,6680518.715637496,,,,2211515.398392345,230470286.4007048,3723841.019561042,95015441.49475712,,191780931.92938745
11588095.779139588,41487678.72201997,22797710.107437424,,,,2125439.315772802,227660500.68224213,4899707.248959368,93228310.58572233,,272497811.8520695
17983356.495876875,62202578.30441906,39959649.72605162,,,,3771620.6460069646,220845591.573846,6003727.647752965,93323944.65723924,,95236219.27107768
11741605.612073936,15461147.21941936,3897381.3649811614,,,,4022044.849755254,230580349.7825532,5470823.024525684,92887654.1235782,,69791034.60275471
13850173.308897804,15865885.712078713,1073251.716321522,,,,4272469.053503543,229680812.0413201,8222013.185733389,93536445.4453728,,95192712.43813924
14413426.2049618,8886836.433933282,1563007.9045129586,,,,4522893.257251833,226296798.25675008,9177166.3628199,91998108.68153983,,168635210.12797967
16573836.22264866,1274864.5028034805,26585326.3716993,,,,11786380.099598674,219602019.5484976,8429819.753901113,91803524.57107805,,200171139.52213985
18385458.173053425,1015094.294472912,12900701.555785494,,,,15592632.054965105,269411951.65077955,7973269.227756565,89873990.58028331,,110651774.57279176
17373103.283048574,2964359.829544171,28392285.412572008,,,,19398884.010331534,290707423.8705298,9503430.257886318,90115295.90755476,,201640109.0555169
14832790.026840428,4913625.364615431,28694909.76477158,,,,23205135.965697967,281659259.3399743,8415379.125307214,88993980.60403986,,252530291.7516993
13526691.847158227,6862890.89968669,66497629.319004215,,,,27011387.921064395,311162705.5545886,10913102.399949577,87984985.43456052,,120612423.5813465
14949762.331782676,3520361.936531374,76468917.18829696,,,,30817639.876430824,304830818.23569006,9594646.68609817,86984617.1596334,,167113612.713619
15333311.9221835,5613578.667397238,78178089.13917734,,,,34623891.83179726,298863885.7257319,11545523.101942329,86132272.111319,,179819699.1878214
15695843.342968648,4587895.732138995,831227019.0931314,,,,30709551.242338665,295247405.46372586,7897788.437933732,85904829.77426259,,93537334.05742152
15732302.700634684,3562212.796880751,,,,,26795210.65288007,274338928.90307325,11782154.091625964,85394572.43159129,,116114801.08034325
16100912.3912682,5939706.45490094,,,,,22880870.06342148,272503049.8092197,10873549.358582752,87269644.5236963,,115928561.3306383
19410864.049117915,33969482.48026036,,,,,18966529.47396288,246272540.9699448,8340229.9854035005,86442833.7409099,,133233852.82830034
21149642.98063729,6629623.110878558,,,,,15052188.884504288,256714352.8122451,15545672.57511547,84497169.57472105,,159357602.48074284
16981208.610448793,14959335.975148795,,,,,11137848.295045694,243142233.7055905,11087216.282977313,84224787.47597149,,77459098.45001884
17956015.457198054,230418592.44503284,,,,,10308469.927360917,251328869.86557043,6902433.367759695,83174604.24212322,,116419812.02793956
18395076.513427623,37147806.226613455,,,,,9479091.559676131,241393694.5348501,15792556.640906053,83332140.74602185,,135194338.89213875
24182820.17916335,29573679.635202684,,,,,8649713.191991353,238462256.90592587,9201009.759370206,82101008.45650151,,92272605.64092328
21129263.366507538,12294409.094832083,,,,,7820334.824306574,231883683.6895459,7603563.053195323,81715325.20655434,,129047302.35820626
49653240.48352744,240726112.1886969,,,,,6990956.456621794,225997275.49813703,2980882.3835425805,80515015.64442958,,270003760.2262321
14399481.670548934,15078968.789464325,,,,,6161578.088937013,235667861.75607124,4505853.1463924665,81936017.27260245,,109528436.83246195
17800554.982726507,95894330.56590484,,,,,5777461.820452167,232572885.0628604,15103151.720280351,79341208.84908715,,95524232.14809188
18134236.423450142,5139676.425260961,,,,,5393345.55196732,224095514.3641946,18463477.09179602,77986277.51621956,,99722134.49148388
19810546.04603676,64180655.46975858,,,,,4615250.140797588,232998203.68478075,17627236.24770428,77984346.54927675,,104678278.18703786
22498470.55351047,10912670.521037258,,,,,2177046.578809676,243115424.17193705,14850990.665400524,83806931.6868616,,119924420.27180757
26129371.892577995,21060819.47201549,,,,,849556.4504098945,230008773.0712308,4175879.188566162,85987197.09721553,,153641608.07476744
22332250.36934628,41894018.08759616,,,,,3265016.899640946,228187942.9147594,4784221.419012001,91440636.22159052,,100975123.41031508
23610003.275247253,48871477.74863748,,,,,5680477.348871999,221016880.33972943,14100100.619147154,84310909.322463,,113566895.86024226
23515949.056727983,6720999.359538969,,,,,3481200.8083206853,220807383.4799784,15300851.541987045,91263765.05020356,,130947935.247697
16920539.638166726,39302684.5154175,,,,,1281924.2677693712,221257024.1504311,9141938.85417286,87180049.84933338,,127376658.29754984
23397237.963994164,4304462.927915175,,,,,1354703.4337866216,196394268.9527385,15861970.18992778,82003230.8148432,,130171721.42965712
32024470.67478457,94916688.47166844,,,,,905305.8651636662,203610228.6381508,15479987.484879578,78271571.82819547,,130875420.00121029
36588524.65737662,11857380.557156697,,,,,850902.9068426978,217545369.24549785,14105391.452834591,79091551.67398962,,132595372.649976
33719483.67843558,,,,,,796499.9485217292,228056725.0932221,13179964.853550237,74518415.80509414,,137184520.87320545
39876924.61872851,,,,,,742096.9902007608,391645888.0491074,5932537.4830077,74598545.24672154,,162969889.8249892
44404721.57307873,,,,,,2966993.5388018345,280474384.6629359,7724220.332558608,73070372.02553853,,154269076.92197642
240929778.4961396,,,,,,2022302.127475792,212532762.6707745,15456682.912689593,75735676.43790592,,216607193.11933684
41218229.17921901,,,,,,1060070.681490099,192728882.1343752,17008385.30726133,74933109.78078112,,215337255.83922657
57200746.400669776,,,,,,1116488.6681808769,200699059.09335867,16928568.234035518,84332129.70514056,,210627262.8643869
50982711.98461633,,,,,,2882397.0950373,199574418.50648764,20088944.09813429,97087294.4963248,,258988725.4043572
64258509.67682921,,,,,,317193.58309349493,214718332.95917672,16833131.893966407,94030541.78852196,,272264138.8729621
127692343.23996095,,,,,,278342.36791428115,230504455.0441057,16477673.185591985,90815427.34086806,,278166767.0996622
44878154.09995239,,,,,,472762.6031538808,277739959.0234806,12310114.686361551,94925038.02180478,,254437239.09843805
66479563.52437844,,,,,,6531031.604757906,282285936.47273576,13484333.09376821,85529889.66953292,,250064512.5304325
59450877.46740947,,,,,,9994535.552200943,263524404.3131509,12208035.600353532,83048061.23723018,,283520310.06456304
114161540.69515264,,,,,,9531031.00919418,313775904.3879543,8315075.772946437,80345052.17091952,,290954708.87911683
296332993.4498769,,,,,,6429196.52019068,295193333.5770762,7068198.704114311,77834008.39916292,,334863096.80078256
599063423.1013024,,,,,,1341406.3882102792,282175933.3931425,10090778.583403165,70549590.25263399,,287204434.9986727
,,,,,,2058543.7087030727,252106076.5264273,5500397.567899061,22848575.201550223,,258607919.0701965
,,,,,,13512640.21968135,250935414.05481365,6275402.301474296,26272321.1122082,,310423223.4572437
,,,,,,26400678.150916714,272175020.7998733,4105168.85157246,18837736.06679796,,272120364.41417515
,,,,,,14047846.052643266,222088024.66833657,5047297.616135391,24309187.93327123,,317214288.2230033
,,,,,,1695013.9543698176,261246895.25659016,6720335.187086572,18791232.28639832,,427053578.81615
,,,,,,2189850.173066655,283556385.5977457,9224232.910898035,16319861.23567476,,470733216.0806471
,,,,,,6109464.663240629,256801874.1266303,4584593.228197911,77638995.32518207,,554690187.9193528
,,,,,,8469770.346931804,257691712.58614483,4648118.36032884,75483914.33220613,,498603293.2479892
,,,,,,7533065.92830908,274250641.0393115,5677242.189540472,73410191.67324467,,432959275.0423256
,,,,,,4820695.543908101,256745475.33606404,4741049.711238057,73729467.76403798,,459589025.7052087
,,,,,,3943770.341249053,237075461.0611792,3976019.989814862,73996819.46164693,,589105789.6567647
,,,,,,4692919.534727866,239422224.36539647,3904430.960963296,77527180.46811092,,570876624.5491182
,,,,,,5442068.728206679,242850666.055184,4891497.712095127,78032941.06542163,,510854511.7326864
,,,,,,6191217.921685492,232750482.98272705,5385494.999890005,76620605.52869761,,396421140.40523344
,,,,,,4317696.230772438,239860305.4096464,4909098.943719124,75657862.1135679,,384864282.4620591
,,,,,,6940143.464147788,255407692.93962896,5402126.602393018,75779236.31812428,,376733042.1801074
,,,,,,9562590.697523136,265195680.21067,8753923.384090887,73007242.51401137,,330891357.792329
,,,,,,19627668.180149566,251811666.0036069,4843496.8016547775,77012400.44771993,,362806602.549098
,,,,,,29692745.662776,256085031.62941828,3174968.837632553,74874691.28973551,,275954634.0264138
,,,,,,36887180.197335966,271543806.8810842,6280560.193921288,75506777.3633178,,359708003.17941827
,,,,,,42357541.51156832,275059040.4317255,7166196.6171335485,72602135.83767176,,372082916.7167501
,,,,,,14639811.74719471,256162363.72961825,6114073.93513343,72996695.43489324,,394500411.7234619
,,,,,,16709144.420137333,245594805.77380964,9407815.285919571,72459739.79900403,,314523135.71557146
,,,,,,18778477.09307996,261891678.03783548,10141776.301767465,80494355.24939199,,330018993.43552166
,,,,,,20847809.76602258,265695097.5143883,9257686.892940978,78899793.27293,,302195605.1923838
,,,,,,13887812.879040107,273482129.6930494,12477875.811875155,76215022.31874117,,304596497.7170539
,,,,,,4719115.816767352,268156310.2699766,10663309.408259656,81173203.3591153,,343214536.50674003
,,,,,,9666109.131485246,297609352.1630471,8811692.01736219,71252234.43181783,,314714822.54991674
,,,,,,4182160.6054101214,285329667.43314904,9402386.052787589,80300749.50451794,,317126450.77869886
,,,,,,26314923.392272804,274124175.1026837,13120244.49206154,79539536.44763352,,302137801.5278047
,,,,,,81820263.45814666,311698034.86371434,10709251.243707305,75541241.96617524,,281350496.9734076
,,,,,,32064718.61469944,289214204.1339645,12104666.193237212,75536597.21787682,,290290779.19815063
,,,,,,33621515.94246028,260581824.9583206,13311423.945109328,82947364.39651763,,304478002.5630433
,,,,,,32188391.1020717,265034848.394898,15706017.04162569,84060454.46271951,,337971717.3772796
,,,,,,26670075.57747284,258936298.3977447,10049092.991623262,78162187.88605791,,351647898.0191022
,,,,,,37041527.84816495,280974830.6206968,12783768.23052582,100651020.4226365,,424990140.703972
,,,,,,32747912.906547528,283000953.30715585,12273158.969665844,86276687.25923856,,460965393.47531503
,,,,,,94978578.36811551,293937365.36468774,13869600.221628996,82787555.42888853,,
,,,,,,30220945.23273972,313002674.84822327,8181611.810926131,85536218.20343298,,
,,,,,,3666408.7271854416,286311473.3729916,4900316.921166501,89473414.72326602,,
,,,,,,21978893.87162242,291467342.18840706,5186037.680408591,82285733.7728038,,
,,,,,,70434394.00546634,303207726.5784305,7856430.200736533,86560816.56745392,,
,,,,,,16768481.812641997,313142178.4002127,7474045.315438483,78579660.65256959,,
