Amplitude_envelope_Central_moment_5th_order,Amplitude_envelope_Central_moment_5th_order.1,Amplitude_envelope_Central_moment_5th_order.2,Amplitude_envelope_Central_moment_5th_order.3,Amplitude_envelope_Central_moment_5th_order.4,Amplitude_envelope_Central_moment_5th_order.5,Amplitude_envelope_Central_moment_5th_order.6,Amplitude_envelope_Central_moment_5th_order.7,Amplitude_envelope_Central_moment_5th_order.8,Amplitude_envelope_Central_moment_5th_order.9,Amplitude_envelope_Central_moment_5th_order.10,Amplitude_envelope_Central_moment_5th_order
157503.28774901485,543307.3251424939,349174.5809523234,293865.1846369891,172932.5536382408,139014.70384841104,252730.8295954382,176278.98623421352,240649.90721132065,67633.07276587826,-207115.3475883405,322655.1998671133
494180.0794560924,-402691.78921770514,232814.5425660974,307238.40785557544,-4996.583318687088,-1699325.972218603,-99980.63903862544,112789.8859881378,-1628.0721322439929,-7503.654203338559,15721.121637402925,277200.713664697
70994.76377662263,1.2914824765175578e-10,116454.50417987138,248409.3732670376,0.0,-1632260.3754614354,3219.9750858145967,-57678.79196109277,-258.66725556419084,-9239.619477683127,0.0,66356.10551202553
-666848.6728889381,1.1838589368077612e-10,58227.2520899355,-15163.153892886869,-6020.586965058418,-1565194.778704268,103308.13101097626,-4493.818746014756,17375.926549922882,-10975.584752027697,0.0,-93054.89049522356
-138027.0236033178,1.0762353970979648e-10,-3.7834979593753815e-10,-14850.36203801648,0.0,-782597.3893521343,66906.2633921874,7954.922968871149,-3261.2368737281454,-12711.550026372264,0.0,-480014.3866707764
-175458.7154550628,9.686118573881683e-11,1.8385293287792602e-13,-5732.182950017161,63701.38698311083,-7.56699591875076e-10,30504.395773398544,-321.54494694413546,-5.529727786779404e-10,-5974.375241733381,156656.2637637573,-398426.1670411483
-116796.68485458005,8.60988317678372e-11,27720.92814414529,24854.130976245782,127402.77396622166,0.0,-5897.471845390305,23734.03480508516,1986.027163000632,-5577.606543821448,313312.5275275146,-94465.8066397518
-90683.85593929216,7.533647779685754e-11,55441.85628829059,-29020.84752392105,191104.1609493325,213519.00941577795,0.0,366971.0090035151,993.0135815002432,-5180.837845909517,0.0,-57523.646191756015
-124842.13536090596,6.457412382587789e-11,83162.78443243589,263689.9654163104,95552.08047466625,107700.35394754932,-2.1100277081131927e-10,-2961.7432190371687,-1.4551915228366852e-10,-4784.069147997584,-25609.59334832748,-12897.32542519809
-144643.57847808037,5.3811769854898245e-11,0.0,130282.38637024171,-1.1596057447604837e-11,1881.6984793206784,-4.2200554162263855e-10,1799.6948862483623,1.1721976460488955e-20,-4387.300450085652,-5689.219653897365,-40969.6049999348
-117650.35042904712,4.30494158839186e-11,-12505.25650710283,547000.536616925,-18.28792505248916,71335.30031466499,-6.330083124339581e-10,6188.024308216731,631989.0645804106,-3990.53175217372,4384.919402374008,-75924.9950315653
-371592.4374237199,3.2287061912938946e-11,-25010.51301420566,91411.27598870658,11916.087629738364,-4237.543296850621,-8.44011083245277e-10,8177.353437169515,-200.01048059873648,-3593.763054261788,-12617.05477334242,-80826.34297418571
