Energy_envelope_Crest_factor,Energy_envelope_Crest_factor.1,Energy_envelope_Crest_factor.2,Energy_envelope_Crest_factor.3,Energy_envelope_Crest_factor.4,Energy_envelope_Crest_factor.5,Energy_envelope_Crest_factor.6,Energy_envelope_Crest_factor.7,Energy_envelope_Crest_factor.8,Energy_envelope_Crest_factor.9,Energy_envelope_Crest_factor.10,Energy_envelope_Crest_factor
1.1328432407522466,1.26800373588254,1.6037330490917208,2.3039504054170674,1.1466858950531442,1.1448659115156814,1.380587443064137,1.05971323335092,1.5431140638936591,1.3849226141226945,2.350926170811417,2.6218429301580217
1.079111786949374,1.2521167496399876,1.5823994759507782,1.3537965654071362,1.204595686813591,1.3329403170382914,2.3555909632976366,1.0630205900084255,1.4167895290240091,1.3575954701791877,2.3371608063704863,3.545385677114182
1.9481243776746675,1.2362297633974353,1.561065902809836,1.8119258861368377,1.262505478574038,1.169364059639275,3.330594483531136,1.021921025102896,1.8353284244037391,1.330268326235681,3.019195105310124,2.810539299429452
2.15276564237067,1.220342777154883,1.5397323296688934,1.995439007741849,1.2804493384975544,1.1608417163189626,1.751678542781415,1.145284232258263,1.5265241835717376,1.302941182292174,2.633268792844651,3.223399807152262
1.0479508363638688,1.1990090686384678,1.518398756527951,2.2301700056353964,1.170033866677055,1.2325375967586358,1.3977917916473417,9.806804369928988,1.408753780815291,1.2756140383486674,3.250538778815073,4.400204371780554
1.610775498014771,1.2090423024696928,1.4970651833870088,2.306833532106696,1.1975375989402075,1.304233477198309,1.360396857798264,1.0805068831740798,1.2198855751888351,1.2482868944051606,1.448580103196983,4.067966684510232
1.3219854786862144,1.2190755363009176,1.4757316102460662,3.798080940603144,1.7153393042294311,1.3759293576379823,1.4115978145650476,1.0692591491591068,1.4715734832750338,1.2209597504616538,2.153945613960093,22.041713705327435
2.120820405842227,1.2291087701321426,1.454398037105124,2.952238147704029,4.808584994496083,1.5650204921137525,1.4248986846961649,1.041067239228229,1.2610944705199263,1.1936326065181473,1.3062007682377186,2.8636558566515675
2.032928918975611,1.2391420039633674,1.4330644639641814,1.2517759110833768,1.0858878949905229,5.968810598408389,1.3560666056080648,1.0713754558005348,1.3800825556048602,1.1663054625746403,3.141308150208534,3.423356657471061
1.984153848022415,1.2491752377945924,1.411730890823239,3.0003939255249312,1.0646633395686995,1.187250453546738,1.2659671251997993,1.6706048312962616,1.460739965624078,1.1389783186311335,2.3177079936983698,4.318281804857137
2.5845084333920907,1.2592084716258172,1.3493486830445698,7.78432600156483,1.059074293667314,1.1642202336980263,1.3148221274562553,1.0503946007952,1.4004812838294614,1.111651174687627,3.188863709377555,2.7937501481290035
2.3617569025358365,1.2692417054570422,1.342871176452892,3.590401062616449,1.1730279538615345,1.3007541275094308,1.3636771297127113,4.834263590108407,1.4059771082254726,1.0843240307441202,3.8998465094680217,2.443808086867198
5.198270483174144,1.279274939288267,1.336393669861214,7.688137378187001,1.2532972497962858,2.175015622719866,1.4125321319691673,1.2887999442265867,1.341037261705203,1.0569968868006134,2.343280121813552,2.683590413179959
3.4732280218682514,1.289308173119492,1.3299161632695362,5.415946862873309,1.1066100178454426,3.0267374831554394,1.931281002338332,1.0768677787120482,1.7780464255363029,1.2349787382020756,1.7212070810937938,2.55240001748771
3.4650840590195378,1.2993414069507168,1.3234386566778584,3.1970656993805378,1.2511435899562222,3.759134482571121,2.450029872707497,1.1360049442699798,1.4225060907829716,1.4129605896035378,2.759261053858612,2.6443498893234945
8.241922237665985,1.3093746407819418,1.3169611500861804,8.50682640233227,1.4452605658266404,3.723413607302596,2.2560976421398973,1.8652146798406752,1.8535601244498767,1.388451788106797,2.8681257151448847,2.6505392176203872
5.066020414464747,1.3194078746131666,1.3104836434945026,5.731690264079273,1.4951890279357023,8.909916040518686,2.062165411572298,1.2304016269635725,3.0226582801849484,1.3639429866100563,2.9057104755589465,10.630399087375483
1.97698378962848,1.3294411084443916,1.3040061369028249,7.545160362166791,1.747077614773337,1.7461449976426215,1.868233181004698,1.2553511632320873,1.6911831250284466,1.339434185113316,1.5504024361230246,2.211968239491315
2.6465356005429705,1.3394743422756163,1.2975286303111468,8.152619967777479,1.81378315744536,11.16755219437311,1.674300950437098,9.40220515240448,3.0249646530569376,1.3149253836165753,2.4430802350585648,3.109508447806012
2.4085993407456123,1.3495075761068414,1.291051123719469,10.284178693614098,1.6548826042086158,2.403461127861954,1.4803687198694984,1.3688875286417534,1.3656080166220597,1.2904165821198346,2.241698399857143,3.222672253622674
7.044783935948924,1.359540809938066,1.2912983935963789,10.597944263102187,1.732805566282147,5.275582087681257,1.2864364893018987,6.029778613572638,1.357078126859875,1.265907780623094,2.136575360162541,2.79432266670375
2.0094504935757977,1.3695740437692911,1.2915456634732885,3.448438022833139,1.937911282987743,2.3615951265272344,1.2398687995899411,1.611303094287821,1.177224280099246,1.2413989791263536,1.6241539722135858,3.2266996419192577
2.100748541205524,1.379607277600516,1.291792933350198,5.0428928660844425,1.7255656014471326,2.142354958625146,1.1933011098779835,12.24387883249227,1.0613384020327188,1.2168901776296128,1.871739722124964,3.1515944572757206
2.27375154946077,1.389640511431741,1.2920402032271077,1.7335506981790962,1.876046537358056,1.7579473257990288,1.146733420166026,2.9012370173968174,1.0654644717809438,1.192381376132872,2.104697388554697,2.656088058437557
2.576281188582926,1.3818395382980309,1.2922874731040177,1.7472902643055068,6.046937477247891,1.231886090508499,1.1001657304540684,2.9452355811759565,1.0281222687129072,1.1678725746361316,3.495130574441146,2.9457789104021104
8.843126564754874,1.3740385651643208,1.292534742980927,1.7727141588086142,1.870478356279938,1.427798636983858,1.1187758097271865,2.518519893863565,1.3081083487215897,1.1083056304217682,3.903780800523957,2.6697094257610683
6.703036087850262,1.366237592030611,1.292782012857837,2.4005374650307827,1.746126461706627,1.195788939227456,1.1373858890003044,2.8419697189930653,1.2561324375204517,1.009852920007824,3.221065526704181,3.4256591883194107
9.248479708869608,1.3584366188969006,1.2930292827347465,1.305887593381868,1.797575216512673,1.564885240050759,1.1559959682734224,2.562793891664008,1.2267280373355174,1.6183584722844702,2.091639035763304,2.637387942038344
2.0145805920351654,1.3506356457631905,1.293276552611656,1.2214015567081868,1.9269736844873744,2.518824695083798,1.1746060475465403,4.544993383128541,1.5265425989593342,1.3588244244703098,1.8773048711374745,2.714833047481329
6.02112094753749,1.3428346726294806,1.2935238224885657,1.9690567433286943,7.714072905435768,1.2208892541670553,1.1932161268196584,1.1531069617115064,1.2189092821898104,1.0992903766561493,2.205160411217288,3.044015117785396
2.5465669775405875,1.3350336994957706,1.2937710923654755,2.026961771511409,1.8793979786136656,1.3522935379190653,1.2118262060927762,1.3890712065869637,1.2255598811081605,1.1371429408327318,1.9868667590400275,3.0128053289503587
1.56113604441015,1.3272327263620605,1.294018362242385,2.130266631202381,2.055871870729344,19.0252992358723,1.2304362853658943,1.4598386388524367,1.0628185689624357,1.1749955050093142,2.64471767647538,2.8474711203591583
1.9543284032690469,1.3194317532283504,1.294265632119295,20.491910311716985,2.016541424044811,1.8963880416387453,1.2490463646390122,1.9956554658688008,1.3579019234102423,1.2128480691858967,3.2965483442964936,2.725286101986769
2.237811882924581,1.3116307800946403,1.2945129019962045,15.924412299899252,1.7873542855352735,1.3589986018085565,1.2676564439121305,2.531472292885165,1.011943363389224,1.2507006333624793,2.837788126311507,2.4893192410373324
1.380522822693403,1.3038298069609302,1.294760171873114,3.440196288346513,1.979622321529823,1.8683200871946664,1.2862665231852484,2.424656173110962,1.0533112076519842,1.2885531975390618,2.463315976078672,2.900228036801044
1.528269159709068,1.3077100079912267,1.2950074417500237,3.060004354367947,20.55730698216951,1.4055863255225505,1.3048766024583662,2.376435383923138,1.17747717243488,1.3264057617156442,1.5051460673787227,2.5870859583778767
1.7371839767079231,1.3115902090215237,1.2952547116269335,18.633945576182267,5.934498977787451,1.850748511666569,1.4045507374504689,2.079549164633158,1.0115943347823924,1.3642583258922267,3.9990598666466592,3.4094973914993987
1.570265459258522,1.31547041005182,1.295501981503843,4.043039490744156,2.184534818442643,1.531190489435266,1.504224872442571,2.691717386352602,1.0292387637957336,1.4021108900688093,1.4846264894244212,2.715632111606248
9.55255003214616,1.3193506110821165,1.3237940797915502,23.823946061019736,2.527891670337111,5.942765684657651,1.6038990074346735,2.4230621328790067,1.1267884303889124,1.4399634542453916,1.3236182504992005,2.7998553578649275
6.336304726765888,1.323230812112413,1.3520861780792572,8.959594474213974,2.0583525946508487,6.581652397115409,1.7035731424267762,1.0670987075550358,1.0206457038490206,1.4778160184219742,1.2065148362999116,3.5316542586966766
1.6199510746669867,1.3271110131427095,1.3803782763669643,4.33687422014298,2.0901203071316727,1.808635396804996,1.8032472774188784,1.3387501635702217,1.0135847603939077,1.5156685825985567,1.16138290925216,3.3021671046379955
1.5307159278273843,1.3309912141730065,1.4086703746546714,21.72252824542349,2.1845787780942745,1.9376576078753944,1.902921412410981,1.4834811592316794,1.0243384221141767,1.5583753700281344,1.2080576550197413,3.054406786752472
1.777098856449359,1.3348714152033028,1.4369624729423784,4.087169821109725,1.9535093277228708,2.163201016420398,1.197737917276458,1.3019952594099986,1.113183156752691,1.455880756733281,3.630166295483928,4.264819105241371
3.659434163433912,1.3387516162335993,1.4652545712300853,6.669045340295134,1.9842032078196163,1.809690323436642,1.2578941032124662,1.5994372836315098,1.1977466274687054,1.3533861434384278,3.6823722122889686,4.677157500159926
2.0946510079452185,1.342631817263896,1.4935466695177924,4.8402131878811545,17.570142751021894,2.3599556361328418,3.833281677591904,1.3700639129701149,1.515267759657667,1.3560746524661274,2.144946834517892,3.60237068432686
3.3731494064877623,1.3465120182941923,1.5218387678054994,10.205947112923312,16.745757605158058,3.532191649460572,7.021522719156083,1.4596698305439149,1.153958358981101,1.3587631614938267,1.6894838745315526,3.4921300233680617
2.398913809249927,1.350392219324489,1.5501308660932065,8.468507037290632,1.992277601148588,3.5304090293693013,4.079958195837632,1.240305699951428,1.3284228527826218,1.361451670521526,1.3103325556770693,3.1986742874937493
5.431093171069613,1.3542724203547856,1.293276216018632,4.026830377059261,2.351117022734824,23.39853607223502,1.1383936725191794,1.24938798564687,1.3240695251820664,1.3641401795492256,3.9705129666033367,2.8382508599408967
7.635406371575103,1.3581526213850823,1.6343954746344038,4.243339128172919,2.2671254815481525,1.803099365161948,1.5459651832805696,1.2218368652359344,1.0445321422982428,1.188952928906279,1.1936202420938828,2.967739951807153
4.000669885981999,1.3620328224153788,1.975514733250176,3.843401682194372,2.37115279065235,2.4616899469426405,1.4873460416001034,1.2005379050920648,1.0538179921517743,1.0137656782633322,1.7387163929805909,3.1794592871841285
9.852096123684015,1.3659130234456751,5.5663824661573065,15.409197370018251,2.303754367053788,2.5203733982248635,1.4287268999196372,1.2142699863203974,1.0785483365398911,1.1185750988996357,1.20350227927528,5.458945022750372
7.442992383109818,1.3697932244759718,1.4142067310375828,4.474397277240221,2.2866803846851464,12.220680876582788,1.370107758239171,1.3205348808439004,1.0633221286886771,1.347274972388134,1.1771815745725076,2.484062299893358
1.8381466369164168,1.3736734255062686,1.4449072922024926,1.923507041819628,2.245099061894136,1.8569670377210044,1.3114886165587047,1.1642806269022257,1.0515246495131614,1.5759748458766325,1.897400575044543,2.139002331537111
2.120544966886741,1.377553626536565,1.4141100052480706,7.981352397578218,3.6848216545465737,2.373851271273953,1.336573127740197,1.3590386848217355,1.084209119298093,1.8046747193651305,1.116531388869408,2.441269933783893
10.469723823889082,1.3814338275668616,1.4135238957536191,11.334635192474028,5.847078635371315,2.135707002821419,1.3616576389216897,1.257413488932667,1.0532107030413862,2.0333745928536286,1.0400265792293095,2.3101838902452885
6.886408429911114,1.385314028597158,1.4129377862591677,1.9066993502469376,2.5594674234264594,1.250479362487401,2.016833566187563,1.5044385373073443,1.1384275781152693,1.721934300202402,1.5766875409502907,2.4148285958889097
2.768901728124288,1.3891942296274549,1.4123516767647162,3.56603948504406,22.052168008321853,1.178581276313024,1.6449593679352985,1.4455628574184467,1.4082275797708634,1.2309186454093093,1.0985931868729726,2.6796361117236818
4.942413258688616,1.3930744306577514,1.7267365992021504,2.759991977557688,4.98599452382564,1.4303936208459829,1.363495890723149,1.4285490009329058,1.0749029200265692,1.1880713967703145,1.9184862389013453,2.833468675135455
1.3969255564640433,1.396954631688048,1.671857816512348,4.927319742207169,1.8772320513995635,4.5751084611026345,1.4621679965664145,1.9554453849104323,1.104786606820381,1.145224148131319,1.6301758153595314,2.487648777182975
1.5291773610657622,1.4008348327183444,1.6169790338225458,5.211482105195818,1.9217921407435443,1.468984668878981,1.56084010240968,1.2332782708056595,1.0426792371919056,1.1229294774700065,1.2267708096719825,2.6614896298815256
1.361739097467782,1.4047150337486412,1.5621002511327435,2.6379517345043824,4.82389200518205,3.7703006143651367,1.5936310186382403,1.8896180996956995,1.0836760261113083,1.1006348068086933,1.7086995729740395,2.3924165104841624
2.434291174158557,1.4085952347789377,1.5072214684429417,2.773059320339647,2.0720864021436047,1.456114506788244,1.6264219348668003,4.911978776500065,1.1150823941991357,1.020188319458995,1.2682153769795903,2.621719776282824
3.435389905558808,1.4124754358092342,1.4523426857531392,1.8714038937444049,2.400978096827972,1.2116483773478584,1.6592128510953608,1.1179362582455614,1.063371450550902,1.086805507396927,2.7562831950742988,2.269423426815343
1.3340450864634006,1.4163556368395307,1.397463903063337,1.725157272995046,8.084286019900508,1.4255212216390936,1.5027142459561538,1.0782449213380148,1.075929896418044,1.1921088516602287,1.63306943618035,2.8709169901570504
1.442541221712041,1.4202358378698274,1.3947010137804563,9.302156703823998,2.4484562863499466,2.466471196560512,1.346215640816947,1.0808348693814398,1.0941561672046238,1.2974121959235303,1.4424896257392072,2.643570948508771
2.0316850126240094,1.424116038900124,1.380023860600582,2.367891499491882,11.68782240116959,1.9600807883212323,1.18971703567774,1.150799124265363,1.0695228029222446,1.2911867990693673,1.1215889432351993,2.793024640650474
2.280430966463508,1.4159734652914406,1.365346707420708,1.552713776255033,2.6600380090354707,3.114503264415323,1.033218430538533,1.6629876717692993,1.130427382234682,1.2849614022152045,1.1432509198680934,3.0755096784714806
1.3963845301309186,1.4078308916827575,1.3506695542408338,7.055193176015616,3.894793968055648,2.3328152949515912,1.05929511782414,1.1862949639220786,6.966045090690288,1.2262360247762665,1.0089580149197726,2.772324030752019
1.496133771241925,1.3996883180740742,1.3359924010609596,13.045477657480436,2.364098010523229,3.259259344216498,1.0853718051097467,1.3231948396191142,1.2808817714950664,1.2291603309721757,1.0257193529930482,2.4048088220457178
1.2864387684878384,1.3915457444653911,1.3213152478810857,11.039245537719204,2.6596823616976444,3.7523597928239583,1.1114484923953534,1.619314726684934,1.0914853729306742,1.2320846371680847,1.042480691066324,2.344834665998432
1.2456805612540378,1.3834031708567078,1.3066380947012115,1.4572287739143568,12.615928304024347,2.479813103174267,1.1375251796809602,1.1942906913307625,2.456168734828452,1.2350089433639937,1.102038965164865,2.216850613956161
1.2647066887328673,1.3752605972480247,1.2919609415213371,4.058800915256918,2.5836794368609963,14.114942400628845,1.163601866966567,1.5763387833398437,2.837852253908904,1.237933249559903,1.1157566892535051,2.384201769435696
2.11353667496202,1.3671180236393414,1.2772837883414632,7.461057676797613,2.907055275662261,2.2353305762076934,1.244287056422,1.622117852354405,2.319043939494242,1.240857555755812,1.1294744133421453,2.224427314187031
1.343561755127182,1.358975450030658,1.262606635161589,7.632071999816704,2.6637587098914377,2.6023942291178104,1.324972245877433,1.611194443042162,1.3058314031497973,1.2466552804090671,1.1431921374307854,2.592007256332429
1.220105717319939,1.350832876421975,1.276749382972008,1.3443732408146702,2.0063468280756616,14.17410702646014,1.4056574353328657,1.329253007008062,2.509730690132809,1.2524530050623224,1.1593875637973845,2.4344936214645174
1.4640456347180648,1.3426903028132915,1.2908921307824268,3.530429915837575,2.049603315867844,1.9958101941985835,1.486342624788298,1.1881356566623982,1.3785501949934589,1.2582507297155776,1.1755829901639836,2.3360262068173903
1.4685874414072737,1.3345477292046086,1.3050348785928458,,1.6951611441864365,1.7450143806192313,1.5670278142437308,1.250361514245883,5.954651338376591,1.2640484543688326,1.1917784165305825,2.7527466301934247
1.711678705291906,1.326405155595925,1.2752815206259072,,2.182324382084393,1.5893299985118403,1.6477130036991636,1.2005773013874226,2.5030517908247227,1.269846179022088,1.2079738428971816,2.835635611560148
1.5752144621490995,1.3182625819872422,1.2455281626589685,,1.7693161626985017,1.5776512787784494,1.7331480615121462,1.2677961145279333,2.9499992671721893,1.275643903675343,1.450269083020551,3.160624058377364
1.477836802896196,1.310120008378559,1.2157748046920296,,20.517575166102382,1.716222727138525,1.8185831193251287,1.2007483734910973,3.1687796756072144,1.2814416283285983,1.69256432314392,3.084367661277756
1.4013779402049669,1.3019774347698756,1.1561073610391703,,1.8677864629668093,1.5853142261983275,1.778915676752777,1.177131691551308,3.425655571253022,1.2872393529818535,1.2334405374395387,2.844830499050268
5.550721971713033,1.2938348611611925,1.0964399173863113,,1.861071969151125,2.205709106345636,1.7392482341804254,1.2273723196633282,2.06944471607326,1.2930370776351088,1.086763954761643,3.0797989268798203
1.8972582635230169,1.2856922875525092,1.036772473733452,,2.166972300103056,1.856935140864495,1.6995807916080736,1.212686286819319,2.63665506010596,1.298834802288364,1.2875312934462253,2.826532777873882
1.5256389281298328,1.277549713943826,1.2121355907652114,,10.231585871631363,15.62938374923768,5.925791322658272,1.3083894898000763,2.971728245889081,1.3046325269416192,1.8408263266354004,2.808573832046623
1.359683757354965,1.2694071403351428,1.2430253535997964,,2.121523535651992,5.526813553643679,1.2027439951391825,1.267020717010352,2.163166289186051,1.3104302515948745,1.3480318487157363,2.930635853762733
1.4930438809816893,1.2612645667264597,1.2739151164343814,,2.0247131694719545,3.012155289276868,1.231554691241439,3.044041127674282,2.05686204723277,1.3162279762481297,1.340524752777579,21.87024035667223
1.5098987643915882,1.2531219931177764,1.3048048792689664,,2.410173153112637,2.733380245565919,1.228904101548862,1.1890984319820033,2.5806396457663534,1.3220257009013847,1.3989192011554892,3.422379506947041
4.377807609183407,1.244979419509093,1.3356946421035516,,30.913137629438275,2.331997184929628,1.226253511856285,1.2764880447984892,2.3130012266705684,1.32782342555464,1.2172070126181762,2.493301042296025
1.6197007689931588,1.23683684590041,1.3665844049381366,,3.0270728920947505,2.289064301501175,1.223602922163708,1.251886921278885,2.383319033676728,1.3336211502078952,1.276158904856064,3.040053133575003
1.6648073448030734,1.228694272291727,1.3974741677727216,,3.386252828198847,2.082948516482454,1.2209523324711309,1.242615345678304,1.4476535618349378,1.0458320880456042,2.2664648495806787,3.413079191479856
1.1419907704030878,1.2205516986830434,1.5635965432491192,,6.5820489969906415,17.13683445411525,1.218301742778554,1.2319378393195932,1.3340329171820546,1.11030909141939,2.4889858991177585,3.0116435248392235
1.1685881552505124,1.2124091250743605,2.4356037994792983,,24.86523769016944,15.551924730175909,1.2156511530859768,1.1093963544705043,1.5178472986485363,1.174786094793176,1.495237261652415,2.134166090746253
1.121904302474887,1.204266551465677,1.9424324148534888,,2.507874777499331,2.1679458438435097,1.2130005633933998,1.1231157310040043,1.539823253750317,1.239263098166962,1.2415070499327985,2.2342855488360907
1.1267373378350505,1.196123977856994,2.973969598900021,,13.289818787066064,7.704664104132986,1.2103499737008228,1.1622529780421222,1.33111092101533,1.303740101540748,1.201287336008348,1.8886437040361368
1.826517616966575,1.1879814042483106,1.9386457664882104,,12.17761970073093,1.8741276652523675,1.2076993840082455,1.112790717239993,1.190914224199091,1.3682171049145335,1.0778546699003837,2.537792976687299
2.099953519569343,1.1798388306396277,1.7756169338356629,,5.298804098565412,18.19807503942271,1.2050487943156687,1.1526617321188095,1.4015497629988476,1.4326941082883198,1.108775574132716,2.778038389380378
2.3006067568415367,1.1716962570309442,2.244284505519255,,5.026787083624836,19.77290470609911,1.2023982046230917,1.1939449902845716,1.3179937506021868,1.4971711116621056,1.0815839320402811,2.372863312792433
8.82673113584547,1.1635536834222608,2.011436929912809,,5.9462538472718025,4.538723527902354,1.1997476149305146,1.2636244570208128,1.1166182978396408,1.5616481150358914,1.0371810662219898,2.3602785371841413
2.5754566213305274,1.1554111098135778,1.7785893543063631,,5.261624594240349,13.419572699337124,1.1970970252379376,1.2104468250633995,1.0594198604502858,1.6261251184096774,1.1033607910708418,2.1924303011402606
1.2811270987450367,1.1472685362048944,1.5457417786999177,,5.730256397547204,1.6727210299410438,1.1944464355453606,1.207569588140415,1.0844734129858242,1.6076204459200876,1.1242315892322043,2.496586230345202
2.88828050338046,1.1391259625962111,1.2676589988303764,,22.726741308555862,12.939207521489488,1.1917958458527835,1.2992812501535542,1.1091974781430645,1.5891157734304977,1.129709310132463,3.0556080064320232
2.426062510478592,1.130983388987528,1.2645223494284474,,27.70298582015856,8.68792140455997,1.1891452561602065,1.2436384551975452,2.515886384945288,1.9460002512237569,1.1833253043080092,1.9290687021646429
2.2602511471735784,1.122840815378845,1.2613857000265185,,5.607694488482666,3.240455400251992,1.1864946664676297,1.2975448322890153,2.7364798464039177,2.302884729017016,1.1947733938342675,1.8705744709005887
2.01369811591092,1.1146982417701616,1.4323557634255806,,5.222930590553716,10.952947611062598,1.1838440767750524,1.3863296141778867,1.7774678160304538,2.659769206810275,1.1393732855106045,2.925164928244233
2.7320456291590327,1.1065556681614783,1.538368229468786,,17.60547725805104,20.518366978291752,1.1811934870824754,1.3688391702539389,1.613563114324519,1.4802818473172823,1.0839731771869412,2.7951669891022863
2.2402723144222,1.0984130945527952,1.4957081545588446,,25.56800697123137,2.572898732666096,1.1785428973898984,1.4575591347884578,1.615711608672958,1.2755026961892362,1.2570119500265189,1.933274832766709
1.3339048440567038,1.090270520944112,1.4530480796489034,,22.44775271359916,2.073108086351576,1.1758923076973211,1.2805304274095546,1.8927720955344003,1.1855700313612607,1.1703112725868443,1.925759399778413
1.5207253117595212,1.0821279473354288,1.410388004738962,,26.836019076203986,2.1890195274470243,1.1732417180047443,1.376486383812481,2.027736637501459,1.1703309292604165,1.269033158678862,2.8090262761337828
3.4199151051871626,1.0739853737267455,1.4405803608890675,,21.42003394728301,26.12655527829704,1.1705911283121673,1.4589464468250073,3.666763633032169,1.1917481644529238,1.0203258068327778,3.563680597911387
2.6956037780707893,1.0658428001180624,1.4707727170391731,,2.887508124252677,2.3428575560246965,1.1679405386195902,1.778602475677303,1.1558517584184802,1.2089491486966295,1.0574416567550515,2.2887040795663047
