Amplitude_envelope_Central_moment_3rd_order,Amplitude_envelope_Central_moment_3rd_order.1,Amplitude_envelope_Central_moment_3rd_order.2,Amplitude_envelope_Central_moment_3rd_order.3,Amplitude_envelope_Central_moment_3rd_order.4,Amplitude_envelope_Central_moment_3rd_order.5,Amplitude_envelope_Central_moment_3rd_order.6,Amplitude_envelope_Central_moment_3rd_order.7,Amplitude_envelope_Central_moment_3rd_order.8,Amplitude_envelope_Central_moment_3rd_order.9,Amplitude_envelope_Central_moment_3rd_order.10,Amplitude_envelope_Central_moment_3rd_order
147.41311861961796,806.5628041650342,543.2414000609164,535.4165390592694,318.13943244333063,242.69932140381871,465.14178292469336,269.43286395118605,416.9468983614281,105.01208666477628,-459.339537716745,553.7880911533064
583.003169697584,-681.4272238973791,494.09729903166175,647.0389649401513,-58.0240831871654,-2461.457983787526,-312.63594544381954,10.08995621716114,-6.478364934784547,-106.21358200692195,41.83644783094748,456.7316635661118
261.87362718995166,1.2789769243681805e-12,444.95319800240713,414.7592555498626,0.0,-2349.076085680406,30.396491503714184,-249.46054195789424,-4.601534555447656,-116.91673670973296,0.0,65.92424317063345
-750.6279177065509,1.1723955140041657e-12,222.4765990012025,-92.17406583358913,-39.520398911651554,-2236.694187573286,432.6893720903883,-40.164330547000326,174.76257549529427,-127.619891412544,0.0,-215.395527537612
-325.62080589158387,1.0658141036401505e-12,-2.160049916710705e-12,-39.173302925536746,0.0,-1118.347093786644,272.63228616129084,10.875998708342903,-26.737841511212043,-138.32304611535503,0.0,-631.6297548054445
-466.5755353095647,9.592326932761357e-13,4.8405723873656825e-14,-88.96250719371918,212.9280514413955,-2.273736754432321e-12,112.57520023219332,-6.885644906018675,-1.8189894035458565e-12,-90.6942501699938,432.2948578809498,-502.0683057965131
-336.4634255597669,8.526512829121204e-13,143.89876166413362,104.17967637338876,425.856102882791,0.0,-47.48188569690419,90.44060516068892,7.010160679173737,-84.80630702015009,864.5897157618996,-169.3889207713163
-242.0643160395317,7.460698725481053e-13,287.7975233282672,-148.64471177451193,638.7841543241865,503.30353112975945,0.0,559.7728504831452,3.5050803395861863,-78.91836387030638,0.0,-115.6811434304978
-364.2946995902383,6.39488462184091e-13,431.6962849924007,472.9328525153614,319.3920771620931,266.8647871162178,-8.242295734817162e-13,-34.19130994307029,-1.3642420526593924e-12,-73.03042072046267,-154.2157263311399,-86.54098416107561
-424.6264027320177,5.329070518200752e-13,0.0,484.1869193886283,-3.836930773104541e-13,30.42604310267623,-1.6484591469634324e-12,30.20018837788092,1.2244708285508169e-17,-67.14247757061898,-29.134116403313968,-117.41210547579136
