Rise-Time_envelope_Impulse_factor,Rise-Time_envelope_Impulse_factor.1,Rise-Time_envelope_Impulse_factor.2,Rise-Time_envelope_Impulse_factor.3,Rise-Time_envelope_Impulse_factor.4,Rise-Time_envelope_Impulse_factor.5,Rise-Time_envelope_Impulse_factor.6,Rise-Time_envelope_Impulse_factor.7,Rise-Time_envelope_Impulse_factor.8,Rise-Time_envelope_Impulse_factor.9,Rise-Time_envelope_Impulse_factor.10,Rise-Time_envelope_Impulse_factor
27.644203240073164,3.674098969898017,6.477185879703256,9.31560093140948,6.129031290841187,6.632169981698916,21.3115379722377,8.128680535195558,5.84431376079808,4.609439116624301,3.065529973127134,43.087620492592464
3.1883128966771825,2.106211655367324,4.031507204587802,2.511767325893972,1.1814684528717798,1.3124115619709549,1.645910457229139,5.202133700348336,2.517084159856996,1.186909083136099,1.3128492625521593,3.426988812816912
4.224119001597191,1.0022088414074832,1.5858285294723489,2.4103168372090424,1.3133062644869835,1.6319722665214793,1.5031943866172532,2.063967999601505,1.366214759249258,1.1433311159938169,1.1709141267520338,2.3132452663769696
7.844344250096896,1.0165642266690391,1.5781385174874774,1.591183127816012,1.3888249530806245,1.9515329710720035,1.3313233303160767,6.590767674651705,1.6039153901539525,1.0997531488515344,1.2413917868314186,3.550897338368424
7.23474694944971,1.030919611930595,1.5704485055026056,1.7293604591557932,1.0274546187312603,1.4891768919711903,1.3582208447728867,2.252376267540478,1.5502638096155854,1.0561751817092522,1.0040944325802967,4.813317562585648
7.483903447834346,1.045274997192151,1.4926638423900838,1.1777472611265216,1.281358790303356,1.026820812870377,1.3851183592296965,1.6623608537581034,1.2368161848693404,1.445752258409631,1.671496740556692,6.317202824233078
7.211983052040483,1.0596303824537068,1.464703644245054,1.494005180287676,1.5352629618754512,1.2362954634760213,1.4120158736865065,2.5918135047195454,1.2306845945155809,1.4427666759183233,2.3388990485330874,6.484157274783809
7.957668757725555,1.0739857677152629,1.4367434461000246,1.6456589505746062,1.7891671334475467,1.2705040477677052,1.1248283276949738,1.937123023875364,1.4972245286468906,1.4397810934270157,1.5774798255634408,6.017438013173204
2.34167744469877,1.0883411529768183,1.4087832479549949,1.3822835436039769,1.517621711573976,1.29084221046173,1.1006722168715526,1.5535866440409605,1.7637644627782003,1.4367955109357078,6.512044274350377,7.68471581846103
8.877308753826325,1.1026965382383749,1.2751047661571224,1.2911465707660283,1.2460762897004052,1.3111803731557543,1.0765161060481312,1.8297390653606391,1.2378608392081505,1.4338099284444,5.385164703096978,6.809914503624366
1.6807158190219569,1.1170519234999303,1.2959962037880324,2.2874798896556974,2.128719602907796,2.4816225179917653,1.0523599952247098,4.701385454334521,1.8613031755463283,1.4308243459530925,3.3212444838475457,9.020665006007617
1.9163058382785343,1.1314073087614864,1.316887641418942,1.6489491538766712,1.7607298429529803,7.342877088011049,1.0282038844012886,2.4001997727353714,1.298102198541514,1.4278387634617848,3.875440461125887,15.034095471399707
1.8976011005201217,1.1457626940230423,1.2156552308168336,1.830154291238056,1.1432445759414958,3.907307111332757,2.385504510179345,4.837085086431262,1.4060684255838,1.4248531809704772,5.30153048888831,9.875842242423236
2.5421188532983297,1.1601180792845982,1.226116866769194,5.422897545451702,1.2007024696160915,4.753021239587191,2.226362498280753,3.6455989207055146,1.4053668738019442,1.421867598479169,3.78827026866563,9.86891337012106
1.911030414869061,1.174473464546154,1.3695898398501103,1.2531430587999306,1.223286395393889,4.274509523197708,2.067220486382161,4.509372813976417,1.6930375410041316,1.4188820159878617,4.051246359520923,10.976327358893869
6.475935911968014,1.1870759899820666,1.326764143537691,3.3182204908245576,1.2458703211716868,1.228801225683639,1.90807847448357,3.5992961464804063,1.2864656557806735,1.415896433496554,3.434782827960227,13.318453964615864
6.875283549911195,1.1996785154179792,1.283938447225271,1.5141509426438986,1.2684542469494844,1.8815710860908468,1.7489364625849784,2.943801793148916,1.4242430952708731,1.4129108510052464,5.196251170546356,12.506543461975651
2.5521416389875795,1.2122810408538918,1.2411127509128517,1.6826828907206977,1.19473685137139,1.5419654686551645,1.5897944506863866,3.177136491846708,1.5620205347610725,1.4099252685139387,3.861917951573208,11.525283206884712
2.688701062890232,1.2248835662898043,1.198287054600432,1.5354277020800555,1.1210194557932955,1.605989330420631,1.4528608628396005,5.778506120820245,1.3333943474360903,1.4069396860226309,4.732293866693821,10.984928952805038
2.805204002499879,1.2374860917257169,1.1554613582880124,1.347360692336994,1.047302060215201,1.6700131921860977,1.3159272749928144,2.3070633442055613,1.6937963406376089,1.4039541035313232,3.2949022366077343,14.464521931781942
2.460957082052604,1.2500886171616292,1.1126356619755928,1.5305604599974685,1.6769762489313045,1.2268120874055486,2.0225088344867186,1.966470915420102,1.5192829389899087,1.4009685210400156,1.5288892903948557,9.960480758247574
5.304439488633872,1.2626911425975418,1.0698099656631732,1.592421426347362,1.0363744695229604,1.1794130615431948,1.571413148685274,2.7555059573273324,2.403481958708131,1.2149864640160872,1.444469766019351,13.441188870016989
1.5600863125984743,1.2752936680334543,1.0726969266000277,1.8333570466278348,1.3711276410752309,1.0956568101989823,1.1203174628838295,3.4460908007882884,1.7373252569821565,1.029004406992159,1.5538758368914694,9.271233891886997
1.6934269298558564,1.287896193469367,1.0755838875368822,1.464696235685342,1.705880812627501,1.552600814975787,1.3042721045399763,4.79630716492998,1.7014410561434434,1.043498650906377,1.8031572269075649,10.840851997035733
1.626114891867502,1.3004987189052797,1.0784708484737369,1.7087957722584382,2.040633984179771,1.402826074315797,1.4882267461961232,6.225543039474797,1.3658855872628868,1.0579928948205954,1.7061360934527174,9.757887429603375
6.409197583524548,1.313101244341192,1.0813578094105911,2.363808612275719,1.625535181275558,1.4573946831900808,2.717327867922105,4.1185864268940655,1.2841624433898124,1.0724871387348136,3.764268237002511,12.641238742191204
2.4977789776477843,1.1163423291831618,1.0842447703474458,2.222220447126676,1.22044292957939,1.3274470927391284,1.1888739988639343,2.3686865344184547,1.5951153682210284,1.0869813826490318,1.9941096783957144,10.491543217175032
8.876869901803786,1.140154897781898,1.0871317312843003,1.7858970823545464,1.1455805558569787,1.1974995022881758,1.2234138958774343,2.59211017087836,1.332246348745549,1.10147562656325,2.2341613709117234,8.802703670681938
2.5680858102338147,1.163967466380634,1.0900186922211548,3.4308522053236614,1.557451407981015,1.0675519118372234,1.0346577414917186,1.488859452284612,1.589455286756313,1.115969870477468,1.585515136099482,13.44940505296938
