Counts_envelope_Root_amplitude,Counts_envelope_Root_amplitude.1,Counts_envelope_Root_amplitude.2,Counts_envelope_Root_amplitude.3,Counts_envelope_Root_amplitude.4,Counts_envelope_Root_amplitude.5,Counts_envelope_Root_amplitude.6,Counts_envelope_Root_amplitude.7,Counts_envelope_Root_amplitude.8,Counts_envelope_Root_amplitude.9,Counts_envelope_Root_amplitude.10,Counts_envelope_Root_amplitude
54.31687584860183,44.49057805814605,79.91232856183169,52.58131427792373,49.741280414013424,62.105799207570485,76.21192107333393,51.7459742399291,81.69993634035528,59.92631486689794,85.93354489272396,47.29271441324761
55.11487151525704,75.74435905504396,59.81430638733632,47.99279756696328,64.07595312251838,101.12570377619753,57.26982187114022,55.261829921330175,63.55068293335943,67.68332003523567,82.55176818246191,43.50482342772612
71.86737580465848,59.34254170952821,39.71628421284095,50.41105065190592,77.83301578503149,136.56545662297043,60.89663832974641,52.38629712417015,73.40434844352757,64.8533516464842,110.21831659024492,64.03598057783655
75.51298083918019,57.18642728518751,55.10582518845586,63.55574104088984,84.16542357858809,172.00520946974336,89.47157969099213,61.99414789236851,60.601716712935854,62.023383257732725,86.52460231608885,65.28165422616787
80.6894795792011,55.03031286084681,70.49536616407077,53.58623022573326,48.76124480609684,126.18274578587202,76.46140728818536,61.7100625650407,52.633252612141085,59.19341486898125,90.2031597909905,91.56644532214872
77.22531618274604,52.87419843650611,56.91538589034149,61.53934484955629,59.823848829350425,80.36028210200065,63.45123488537858,54.284855318573335,89.577168405343,85.38553505242584,105.58675369352082,94.81086543706444
71.86916473466903,50.71808401216541,61.99471145757342,55.86983065098553,70.88645285260401,35.21992876434292,50.4410624825718,46.0033590966792,65.44593616264635,84.54079739978755,120.97034759605116,94.6548807408136
67.59052983656423,48.56196958782471,67.07403702480535,65.14935232899701,81.9490568758576,70.04310040853848,51.902860401000325,47.84090463845788,60.98900323739912,83.69605974714926,64.55120194284058,91.18723222540304
74.61141148006848,46.405855163484006,72.15336259203728,63.607260694780585,64.90595458908018,62.51640889322267,50.7604592420883,51.78653998233901,56.53207031215189,82.85132209451098,60.01032855803907,86.06871210210285
80.71702121841172,44.249740739143306,45.02494825951007,96.29139533858766,47.862852302302784,54.98971737790686,49.61805808317627,38.53047832558145,26.72284888034653,82.00658444187268,53.14171379416502,82.51613769351925
72.02013790210906,42.093626314802606,52.233868645220106,71.55875770605195,34.68206943684392,48.82760877238167,48.47565692426424,45.021969657290654,87.3119900806044,81.16184678923439,49.649700109315134,94.55391388879184
82.99192022041235,39.93751189046191,59.44278903093014,48.209203475288426,38.23764535677621,30.14061075003812,47.33325576535222,45.95044247046984,72.08452611357745,80.3171091365961,43.65529678486589,88.26490761608095
77.2133194383507,37.781397466121206,50.10652537089728,37.90889247454254,31.315828077392528,32.95939648071656,81.61789485761406,44.65304417514305,111.31492304258823,79.47237148395782,42.450524963501,87.82788320833355
55.48029860616222,35.625283041780506,40.95530179001922,84.62341605687644,38.04310579176197,40.03137947405985,79.4168722888176,42.12950960436991,69.05867444796756,78.62763383131953,45.232756728199966,84.18857561520224
46.82798955438586,33.469168617439806,41.09975317843544,100.87189626939984,38.30033614850184,43.12496721007661,77.21584972002113,41.80877095649145,68.41475998299202,77.78289617868124,50.31349403430925,75.64941969291569
42.668728078310366,34.1534009469834,40.92393790739403,53.93836251522744,38.55756650524173,54.1318715275182,75.01482715122467,43.65858165462258,69.3109641295234,76.93815852604295,29.03271561723098,74.5545252714548
41.573865572109405,34.83763327652701,40.748122636352605,77.60936186923537,38.8147968619816,52.58871461421808,72.81380458242819,42.002981310964806,71.03643190407408,76.09342087340465,35.198425690352,76.15724484364432
31.020250228839647,35.521865606070605,40.57230736531119,69.14520772031852,40.95267825869,53.34353409701918,70.61278201363173,40.93331715360412,72.76189967862477,75.24868322076637,37.52455726425343,77.36493318605652
36.3387944771543,36.2060979356142,40.396492094269774,187.18278243039603,43.0905596553984,49.33908680985595,83.73851697675107,41.6832470609374,85.78358128932429,74.40394556812808,59.73587869471014,74.3252750287139
43.63185726077399,36.89033026515781,40.22067682322836,60.21068442860212,45.2284410521068,45.33463952269272,96.8642519398704,38.52255240141808,73.39515814199282,73.5592079154898,61.03774596680471,73.19485248809326
34.86171187589083,37.574562594701405,40.04486155218694,122.0714564912696,51.13729210958478,74.00974747634316,26.6275419504199,38.85362655800785,39.05682234428554,72.7144702628515,39.23274546084309,77.39250590497088
32.96133550664655,38.25879492424501,39.86904628114552,95.25307520810908,58.82887082314253,52.425321006905136,81.45164143536793,42.45692653047428,65.3022504221575,67.9925654475257,28.009427418011065,77.13857085792729
45.21174387712456,38.94302725378861,43.368192560370936,91.36887241576436,60.87281045600921,71.70165972238591,136.27574092031597,40.81124036281019,81.006340247051,63.27066063219991,55.882976500773054,76.55126248694397
34.7072882533581,39.62725958333221,46.86733883959636,52.92882672514767,62.9167500888759,55.779180066871945,100.71630159741534,40.20413437815509,75.6713319488438,64.74286993251411,33.87767701786211,76.72177007602411
53.64266415740624,40.31149191287581,50.36648511882177,79.75216562881761,64.96068972174258,45.5526360106807,65.15686227451472,37.834443681950944,68.40094100732875,66.2150792328283,30.79128316755363,74.36119905811196
44.86650565297949,40.995724242419406,53.86563139804719,46.78546650575566,75.11941244668503,49.6404025380837,31.6292601276076,39.60848662641048,61.36011208547476,67.6872885331425,22.803612117355183,73.10529791876522
41.20300185877474,71.82270667758705,57.3647776772726,55.81987247105489,57.700819063198594,50.34137772442905,55.035104609946536,41.29761129748277,64.88283533144867,69.1594978334567,24.62934288527689,72.7746385491842
42.32652118386292,70.41164102387245,60.86392395649802,48.85786740593324,75.47016522027583,51.04235291077441,39.80256815522965,40.43705965375331,79.26404970005153,70.63170713377089,45.98283289579261,76.11704766370958
33.92664698319067,69.00057537015785,64.36307023572343,32.43749534791774,69.86288781997933,51.743328097119765,64.02115390945967,41.07316472061264,61.878493310125634,72.1039164340851,52.9949452370532,74.19354561512174
30.94548793384548,67.58950971644325,67.86221651494886,53.86403080142497,65.38144464499592,74.34079336385778,46.08505936002158,36.333039301986624,54.91110706882385,73.57612573439928,56.63833380480714,76.59545977170929
29.900514378071325,66.17844406272864,71.36136279417427,46.38575782142503,75.24390387830367,46.13684698498833,59.4264364244876,37.607884246819815,94.1536856037191,75.04833503471349,48.36190414888998,75.38843129907683
34.67116526813626,64.76737840901404,74.86050907339968,72.15728826663981,70.47715379268705,41.51967710410644,33.17317782950105,36.69805561314431,74.79594212656735,76.52054433502768,40.01416873331923,77.54616253460335
32.606924813835995,63.35631275529944,73.08378749528116,43.81752437910775,85.94382676543387,41.705552829826026,29.74296675312465,39.82107466144802,59.55906829916723,77.99275363534187,41.423654179075655,77.87654736876387
37.98597248524827,61.94524710158484,69.17361949572489,33.069464018256944,109.43428888668868,47.36445889931808,26.31275567674825,39.51137005048912,68.97700188873462,79.46496293565608,45.748517341336175,76.39067526006909
36.73765707871729,60.53418144787024,65.26345149616861,36.9697236462853,90.0752625207513,50.56980217261382,22.88254460037185,38.16575856192878,82.07345008776652,80.93717223597027,25.11602597627381,74.7535898910848
34.6110173175722,59.12311579415564,61.35328349661235,29.67763914631862,90.54758175076606,84.7089131797057,34.55038135519279,34.43378248247015,63.40048775840363,57.87637979299326,21.01273072612893,77.2026720132185
35.013406972006045,57.71205014044104,57.44311549705607,39.78640113788286,108.81720593437672,80.12684668768402,46.21821811001373,32.740379921845985,69.80597105487787,34.81558735001626,21.58732538686741,74.8383828024011
38.49715412339808,56.30098448672643,53.532947497499805,48.801804426769465,87.50164929516001,66.51458362671256,46.91169918581297,31.90068064213786,47.02370718918848,37.9734481755858,20.8933144404646,74.96645446038491
33.44746177650736,54.88991883301183,49.62277949794353,45.83745375355394,83.43627921787494,65.28455182063131,47.60518026161221,37.32095208798588,75.41061546861272,41.131309001155344,18.921490984177662,71.42018956107738
37.66677405645174,53.478853179297225,45.71261149838726,39.01065281862609,83.4841234461807,83.46035625216291,48.298661337411446,36.82190273172854,31.96947717833821,44.28916982672489,22.704697587001245,69.00988961434
41.255896196417886,52.067787525582624,41.80244349883099,41.228020625895056,79.30433615998018,82.02913601092128,48.992142413210686,30.35305420151125,66.47385042510483,47.44703065229444,15.327912849393776,67.07665196717957
42.48847671752882,50.65672187186802,37.89227549927472,43.82628550094004,81.21780306743338,92.73412317068488,49.68562348900993,35.15618916169877,64.01331560881488,50.60489147786398,21.8716936357712,67.79412060504934
41.663446824726165,49.24565621815342,37.726247930014544,49.12671740426449,83.05855781076338,101.14427093439258,50.37910456480917,45.24127586251791,56.76369119777352,53.76275230343352,13.260246482713494,65.20974020884675
