Energy_envelope_Central_moment_4th_order,Energy_envelope_Central_moment_4th_order.1,Energy_envelope_Central_moment_4th_order.2,Energy_envelope_Central_moment_4th_order.3,Energy_envelope_Central_moment_4th_order.4,Energy_envelope_Central_moment_4th_order.5,Energy_envelope_Central_moment_4th_order.6,Energy_envelope_Central_moment_4th_order.7,Energy_envelope_Central_moment_4th_order.8,Energy_envelope_Central_moment_4th_order.9,Energy_envelope_Central_moment_4th_order.10,Energy_envelope_Central_moment_4th_order
2.2321043376603192e+30,6.470403303539786e+28,1.4758478783314478e+30,8.927126682658013e+29,1.2548570929673968e+26,1.0976297622411957e+29,4.811986728916187e+31,1.3653129327797633e+29,3.885147236443858e+29,1.489114619606465e+29,4.6990920404188754e+29,4.946596274917239e+29
1.6070607587238369e+28,4.6133315867014906e+27,7.3792515618862e+29,7.505569902108827e+28,2.4650674794503595e+24,1.2420826460545885e+29,6.239785741765598e+28,1.993827025419028e+28,1.3452427838153784e+25,4.1922546632917176e+21,1.7171403075777258e+28,6.042187499795133e+27
1.698892716953081e+28,7.794634984341443e+27,2.4340457922745536e+24,1.795408879050522e+28,6.190901695491106e+24,9.476126395579304e+28,8.78882255105003e+26,1.1745396592948556e+26,5.835719693152402e+23,3.893255897150958e+23,5.279639814988903e+21,4.66762255559605e+24
2.975919459994171e+28,7.145632970045317e+27,1.2440289782672248e+24,2.3345509326778893e+24,3.019598833916088e+24,6.531426330612721e+28,3.213259377408003e+28,3.323065844038946e+30,1.9656768912285792e+23,7.744589247669e+23,2.2523589474079006e+22,5.218549347029263e+28
2.9166662264048524e+28,6.49663095574919e+27,5.401216425989599e+22,3.770463517805363e+23,3.768177174863484e+23,3.299970719753064e+28,2.1422590449288613e+28,5.7055220936250446e+26,2.630485357353214e+22,1.1595922598187042e+24,1.1049529759379404e+21,3.856357907305139e+26
2.940555035599654e+27,5.847628941453063e+27,2.5469807107667745e+22,7.634686881489408e+23,3.1002648608783285e+25,6.851510889340634e+26,1.0712587124497191e+28,5.127144060493812e+21,2.0500083194483955e+22,1.437047831941994e+22,1.4371567858382854e+27,1.2385185807645624e+27
2.930648201418364e+27,5.198626927156936e+27,9.69953153981944e+23,9.440144792966802e+25,6.1628479500080215e+25,3.4069899411230146e+24,2.5837997057708603e+24,1.1523746773184555e+22,9.426761317093758e+23,3.785155650594143e+22,2.874312466723595e+27,9.73297147752775e+26
2.993374686125417e+26,4.54962491286081e+27,1.9144365008562205e+24,9.091384607710978e+24,9.225431039137715e+25,9.855198952894772e+28,5.514104082580462e+25,2.3113783262566304e+26,2.193204680608364e+24,6.133263469246293e+22,1.0332968838848749e+25,1.2335644009712936e+26
5.545248865614e+26,3.900622898564684e+27,2.8589198477304967e+24,1.0578666445975062e+28,4.6135816537976295e+25,4.931512377469033e+28,6.205178299129349e+27,1.3432498821229608e+23,3.443733229507352e+24,8.481371287898443e+22,8.902572101139463e+24,2.05998357121874e+26
1.448040516406442e+27,3.251620884268557e+27,2.01278960972206e+24,2.643943065703843e+28,1.7322684575444883e+22,7.825802043294097e+25,1.2355215557432893e+28,8.57669719499031e+21,3.461320162610847e+24,1.0829479106550592e+23,7.207878358391912e+21,2.0365705669237744e+26
