Rise-Time_envelope_Root_amplitude,Rise-Time_envelope_Root_amplitude.1,Rise-Time_envelope_Root_amplitude.2,Rise-Time_envelope_Root_amplitude.3,Rise-Time_envelope_Root_amplitude.4,Rise-Time_envelope_Root_amplitude.5,Rise-Time_envelope_Root_amplitude.6,Rise-Time_envelope_Root_amplitude.7,Rise-Time_envelope_Root_amplitude.8,Rise-Time_envelope_Root_amplitude.9,Rise-Time_envelope_Root_amplitude.10,Rise-Time_envelope_Root_amplitude
61.81541434468071,112.297280584952,198.45139218703383,81.09928589524245,82.86950522011588,110.04207090167247,102.79972902491204,76.23431904985237,64.51408260545824,174.84525793401582,79.98158162470416,129.58425163605983
44.531133412134416,90.54573786851832,131.97494844899916,64.79816677905403,65.01056515438248,92.049395721435,54.000676960923705,102.39644849027934,48.67261813445757,76.52920267587466,62.03235190437053,89.73889180310154
62.04060393388871,71.35143303703747,65.49850471096447,61.95406242560372,57.76206622659366,68.34126661871994,47.43715473903863,66.87114098969964,66.94373703529868,75.0836465006694,66.9758445706923,55.42503403977289
65.41803455900929,69.7933455679605,67.5817201667248,61.45685325289709,62.54402941458588,44.63313751600488,48.98867092638466,61.25658709599362,40.76709396732212,73.63809032546415,124.76284865081426,77.38321401809159
65.84535988969054,68.23525809888353,69.66493562248515,46.88635405620086,73.27622467722352,60.76095849926376,45.76571888526748,44.151328390906144,81.53226553982881,72.1925341502589,132.69801445653525,66.6365115530957
67.24721726986596,66.67717062980657,64.7253110164029,57.919617956267714,124.02479472907083,76.88877948252264,42.54276684415031,33.354360430723695,76.3054771536248,133.52969809027468,244.959619131296,91.73798732491248
63.77130623808669,65.1190831607296,100.96528168668917,58.053598100875455,174.77336478091814,58.9224891098744,39.31981480303313,30.886645958938875,78.16603009196238,129.0465068212482,357.2212238060567,78.70284037788257
56.86659860444638,63.56099569165264,137.20525235697545,45.06244926808933,225.52193483276545,62.75865562670055,54.68181669616047,35.383986069591685,56.23090735520507,124.56331555222168,124.14159660348444,82.04516819402892
64.28534648509522,62.00290822257567,173.4452230272617,57.566556935182426,160.69149869801504,69.54457000705331,56.79326730533696,53.5726334199775,34.295784618447755,120.0801242831952,44.72158574530512,90.82227295694582
69.01526214658209,60.444820753498696,107.9279489895136,63.57863075355062,95.8610625632646,76.33048438740607,58.904717914513455,41.495322174239234,41.047344531683656,115.5969330141687,46.77268047495967,91.89513794813315
65.72588457999923,58.88673328442173,102.05012622842148,81.88455941883718,65.68498113093266,103.76068903585993,61.01616852368995,27.54880642582672,58.73389357703952,111.1137417451422,79.67304534235825,57.15317079202745
73.16335033787304,57.32864581534477,96.17230346732934,44.86399421237807,47.97102398739956,66.34882174683193,63.12761913286644,19.50500731218462,64.0737349389142,106.6305504761157,68.89208226673335,55.22314875705294
67.86225463106331,55.7705583462678,94.09589310948714,44.63222348384637,39.720373210404695,52.4006550071717,104.03414732982192,18.081841949878463,78.03497643876018,102.1473592070892,73.11392212709994,58.34286747489524
63.22667789481376,54.21247087719083,80.81933764266613,57.281459851627424,37.25234794861683,73.43602122860183,97.23842579644383,23.879334987515985,49.76314556686347,97.66416793806272,62.65766090267319,55.778242227124615
59.29841028981151,52.654383408113866,85.86379648580177,473.35363892673456,37.23630603520549,73.63751757125576,90.44270426306576,19.3605827482303,89.80216912317529,93.1809766690362,69.3511268656736,61.04256594275301
41.007518958120805,54.54055701444573,87.96705811727864,95.23180675396324,37.22026412179415,65.06082582434973,83.64698272968766,30.78155436096936,42.49722395329974,88.69778540000972,52.70585011075628,65.66471079028847
56.10454823752524,56.42673062077758,90.07031974875552,42.869488153307024,37.20422220838282,68.68966152968682,76.85126119630957,36.90666256591202,55.11942634051769,84.21459413098322,65.07924577794388,65.82220259786348
31.08758305444761,58.31290422710944,92.1735813802324,48.05277340287262,40.19656972893354,71.21909088166952,70.05553966293148,35.68678373127914,67.74162872773564,79.73140286195672,55.59356699141194,70.13061498260724
37.99454548594615,60.199077833441294,94.27684301170927,25.64530520270894,43.18891724948426,64.05557062840793,73.72607082171146,36.7205752081272,76.75868132846722,75.24821159293023,63.29369537881781,69.62958027307258
37.75744486378045,62.08525143977315,96.38010464318614,30.352829787539616,46.181264770034986,56.89205037514637,77.39660198049144,72.52997375332492,37.27850107957542,70.76502032390374,79.80040631221112,63.64908461435781
43.99235226332868,63.97142504610501,98.48336627466304,42.27575719490185,42.161848648362245,73.14577726462049,43.49908952591245,71.00389156366661,43.64848139129496,66.28182905487724,50.18735072760451,70.49308213790694
60.1445643021122,65.85759865243686,100.5866279061399,64.39554073637613,47.385425102358575,67.36866272436632,69.76706036751077,77.24581553183299,77.2388420860087,70.41942021790221,44.614495766731125,72.56681425903311
66.02195476614524,67.74377225876873,98.34504748272312,29.076553780059363,49.773017801324144,75.21356314641778,96.03503120910908,73.50493400565448,66.72564081417228,74.5570113809272,76.83043740120353,67.49237723223926
48.43966657479959,69.62994586510058,96.10346705930633,56.31324038823682,52.160610500289714,59.91726094373836,93.24937018424404,71.75775510087063,65.25406196554175,75.13980962461838,53.51167810187738,76.93486254740088
58.4343502882369,71.51611947143243,93.86188663588952,53.64438124993463,54.54820319925528,59.71457760602997,90.463709159379,47.76281720199952,54.77689505030804,75.72260786830957,59.11531665462093,78.36062042003992
60.939732808687815,73.4022930777643,91.62030621247276,35.48110402301399,57.62152339103047,36.26642811473523,37.68008758213285,61.61768034988009,52.25094968979187,76.30540611200075,57.37719474029831,76.87057909439059
46.63188940157175,79.5141426940177,89.37872578905598,78.46560765590162,78.13086003375771,42.34396565600919,78.40104839117144,66.7008546845048,62.599275506934106,76.88820435569194,52.80818052097872,75.74642880076186
44.63295582609874,80.97434480720932,87.13714536563919,37.10281583769446,78.65611628953123,48.42150319728316,114.6001624447963,69.45141050780222,62.91019919458567,77.47100259938313,110.01585918657638,80.35846984386872
37.61654017442967,82.43454692040093,84.89556494222239,81.77930078296019,84.02161386745952,54.49904073855712,62.293746627616336,72.19748735636372,58.46082808610513,78.0538008430743,70.89138648821286,76.04302614158922
46.90503068232704,83.89474903359255,82.65398451880561,65.67878761237243,77.88666345259904,61.11791145090883,58.20559590612717,68.34249652072394,45.3558874842532,78.63659908676549,87.21455355121192,75.85506422825786
72.91608097024974,85.35495114678416,80.41240409538884,40.06561989664928,60.89347864398147,97.11714158224753,54.25487737502519,69.27307113818127,75.2148286108287,79.21939733045667,52.77976146707084,75.57748425717783
55.53303156395496,86.81515325997577,78.17082367197204,73.70756840215498,40.892568635706105,89.9319015566196,52.93378209444984,69.22573823493043,67.53996016176188,79.80219557414786,78.19755068608295,77.11452251158438
59.50579347363643,88.27535537316739,72.20504198635153,68.30450833076307,63.23971635862839,91.4850051027398,52.85572125189583,68.60310312439412,63.03207174569288,80.38499381783905,78.05960750866444,77.4371371216673
56.05488344745452,89.735557486359,73.43616464684294,73.39464165390164,68.444263467283,78.75874894509353,52.77766040934181,72.30379152546395,75.35667093929865,80.96779206153023,61.65138980779532,81.10669026721136
56.62914621471828,91.1957595995506,74.66728730733433,76.15831714000826,81.81138540919228,90.51565225955429,52.6995995667878,73.14949698011095,116.75985282712146,81.55059030522142,55.67964840929739,74.98207575370418
48.03122382396962,92.65596171274224,75.89840996782574,93.948242367146,64.36522574829814,70.3773044520111,48.12088610280607,79.63480004147624,61.3146000094228,86.59358855573745,32.12990380624108,74.76124997256137
43.18822410335086,94.11616382593384,77.12953262831714,94.71922798356262,85.00311544119006,97.48219993225388,43.54217263882434,62.94017184711651,67.0226160807768,91.63658680625348,31.52715400800599,81.7217200524448
59.04949165079688,95.57636593912544,78.36065528880854,93.58260832536926,86.40200088636347,86.69956354898513,49.40488015772461,64.2092520148988,71.20093274638121,89.35611476699742,25.86746560547706,77.55654128678383
40.74043388897571,97.03656805231708,79.59177794929994,71.01889314978884,81.73903960862549,61.42703273836487,55.26758767662489,74.74629738824932,78.39349446927548,87.07564272774138,33.729053782062905,79.06723308636593
46.75898390688019,98.49677016550868,80.82290060979135,92.11600673718694,80.91611733921206,69.80776459214042,61.13029519552517,54.499148381212336,68.05354725346781,84.79517068848533,48.38802270281101,76.69797149771338
48.01969071999589,99.95697227870028,82.05402327028276,116.71523293314684,83.98914135863969,82.2583751336656,66.99300271442544,69.74843854232469,85.69719027017064,82.51469864922929,47.5501262155043,72.81802392189707
46.84396807896035,101.4171743918919,83.28514593077415,119.71183005062863,84.62992262072603,100.75877310002087,72.85571023332571,62.280495837566335,113.32167800117996,80.23422660997323,62.23054915380423,65.96770122764538
42.23841076777594,102.87737650508352,83.73966338969974,120.66879708421544,87.90143222677925,165.2959816269701,78.71841775222599,73.48180407012293,135.85871269255705,77.9537545707172,52.22185071741071,67.67856296330382
44.19958170865123,104.33757861827512,84.19418084862532,96.05292172829624,88.97846959034227,85.71681776503934,79.16077196846663,72.04431946086872,130.82194532718054,75.67328253146114,87.22204583574097,65.24151160544218
53.64767424115555,105.79778073146674,84.64869830755092,107.12113029935684,85.90906254648645,67.95557639493904,79.60312618470726,72.98434833347116,90.32589943446396,73.39281049220509,54.19107808871306,60.57451616093518
46.29988142177061,107.25798284465836,85.10321576647651,84.6840948901829,87.41116301182878,49.82715718599128,80.0454804009479,34.68401723336432,69.82276886145098,71.11233845294905,44.17720438726855,61.64207013416864
