Energy_envelope_Mean,Energy_envelope_Mean.1,Energy_envelope_Mean.2,Energy_envelope_Mean.3,Energy_envelope_Mean.4,Energy_envelope_Mean.5,Energy_envelope_Mean.6,Energy_envelope_Mean.7,Energy_envelope_Mean.8,Energy_envelope_Mean.9,Energy_envelope_Mean.10,Energy_envelope_Mean
9864147.954870516,415605.958721598,3022577.421192478,,,275680.99834305054,13747218.351118818,3482209.3212246182,403898.4000279606,9300754.294451583,1855156.7313470708,1273531.3953114026
3060559.985016318,404627.3168150928,2244040.226310316,,,257437.06531147027,13127334.510657812,3586464.180647878,367989.7460067482,8816492.3127211,1848303.00244594,1261378.6996603915
3058771.7371961707,393648.6749085877,2029418.1085098137,,,262687.0091250115,12507450.670196809,3495881.4155733376,288101.8324134483,8415993.369688706,1207276.3533756144,1195040.4417353142
1199265.6274359624,382670.0330020825,1799587.427653281,,,260779.1714577425,11887566.829735802,2777556.2477619564,488439.0114785782,8310324.717765992,930519.3174882492,1737038.4639237772
2473905.6635324843,371691.3910955774,2235401.861009913,,,297214.96373769024,11267682.989274796,3056338.457082789,566152.0816247716,8237910.465872127,1378416.549504494,1903600.584170512
22980573.08794292,360712.7491890722,2671216.294366544,,,300175.6755846412,10647799.148813792,3002762.8162518246,690340.9630397854,8094189.152880761,1845022.279396214,2477222.903095949
15119309.580656487,349734.10728256707,3107030.727723175,,,269489.7730713583,10027915.308352789,3595706.438023617,808584.5226451323,8048721.843715958,1270887.0420970456,2265463.357659278
7258046.073370059,338755.4653760619,2116026.9048486226,,,290398.1921441876,9408031.467891784,4187158.383673906,806538.3925056044,8003254.534551156,1236806.7036861442,2542767.1355808405
3405535.0435523232,327776.82346955675,1769231.077501739,,,323497.96398126206,8788147.627430776,4666708.731887773,855303.1002742626,7968176.694856823,1166668.5497219665,2538413.2071821825
1785025.018103768,316798.1815630516,3806087.3465829776,,,339224.1757728129,8168263.786969772,4756150.085710219,1051871.5268291773,7986512.571381385,1054578.315031564,2921667.706393754
976598.5821836996,313897.4357281937,1452679.1047331516,,,356970.05972711265,7548379.946508765,5122531.586967829,745293.4061371135,7685764.681667197,1427731.6117253883,1954811.1709210656
655793.7673002583,310996.68989333586,5635792.765814461,,,408215.1294982322,6928496.106047761,5495037.913920392,862564.6454505203,8164157.789586055,1800884.9084192126,1887870.5591287664
331644.6088439453,308095.94405847794,2384861.6544293514,,,385292.1767653075,6308612.265586756,5677556.608009426,838605.9004383342,8085270.075611362,2568855.71007956,1835076.5281313816
214250.91760057083,305195.1982236201,2168412.5271703643,,,549447.5783632974,5688728.42512575,5881859.156002338,814647.1554261481,8006382.361636668,3336826.511739908,1730570.3477685486
162158.81377620925,302294.4523887622,1951963.3999113769,,,679232.4843520379,5068844.584664745,5802868.010504118,790688.4104139621,7938220.766078122,3243542.6256281137,1443729.3234974416
144812.93387085342,299393.70655390434,1886442.6179207072,,,529934.8577139799,4448960.744203739,5745511.3955097925,766729.665401776,7954832.176792885,28567685.560553383,1795350.5688570067
131570.2048454126,296492.9607190464,1820921.8359300373,,,451902.4011277056,3829076.9037427343,5736032.674726393,495957.20475250506,7860181.472617725,5098725.166167919,1751783.347109579
102042.24537071589,293592.2148841885,1755401.053939368,,,407569.2223698044,3209193.0632817303,5525773.954631287,1702538.2024425482,7860349.149657523,3541519.928828372,1796136.1348528054
129458.92824667122,290691.4690493307,2149839.254857653,,,430984.4263087747,3047173.715896117,5236675.740081277,1599875.1122731671,7777107.773224298,2862736.124099369,1888748.9536221488
198802.6350392585,287790.7232144728,2544277.455775938,,,451307.6040519,2885154.3685105047,4465669.792757672,1303057.9523533871,7636106.171471494,2873788.2201251737,1797396.954956612
102965.96844787236,284889.9773796149,2017683.2590761343,,,773323.9101309777,2723135.021124892,4542896.256290996,1006240.7924336072,7573167.516611597,1605876.1488097403,1819056.2170783272
87290.68762993027,281989.231544757,1171448.4004987464,,,382795.6900597762,2561115.67373928,4736432.768422178,924117.4950074772,7392888.205920866,668584.6194983675,1774316.148231479
90697.756805307,279088.4857098992,888805.2124630251,,,394849.6453401969,2399096.3263536664,4712233.79124182,884451.5049175158,7217116.486857049,622820.9661493456,1788266.1350839334
64778.87332494508,276187.7398750413,867689.6731501888,,,350874.6465052189,2237076.978968054,4728316.945186515,824845.0595005936,7232973.674910697,627574.2720005516,1689457.357900078
77603.0353608439,273286.99404018343,754562.0879422508,,,391810.2154960181,2075057.6315824413,4779493.772788852,802885.6697484576,7248830.862964345,679892.292284092,1683968.351448274
56344.71809669076,270386.2482053256,499830.62988586415,,,430963.52520616783,1959273.2735940367,4845473.459725983,783349.4622633158,7264688.051017993,747436.2331172997,1459794.0921310168
52370.95139054374,267485.50237046764,339818.2093594816,,,426070.9732071016,1843488.915605633,5022147.489072759,759487.6734123887,6674620.155259327,981521.1820348912,1687154.7417604486
114039.04336170688,264584.7565356098,292071.1551258541,,,589722.775994236,1727704.557617229,4569102.148386216,788984.0221288116,6166301.927251182,1008158.2025485806,1973918.353235151
62987.12875342852,261684.0107007519,292886.85397861304,,,553355.859436977,1611920.199628825,3958372.341657382,807810.8891079201,5657983.699243036,1010870.9367413776,1998819.2816708533
155799.4686864059,258783.26486589405,293702.552831372,,,816608.1672218617,1496135.841640421,3481852.969840752,616715.558720863,5149665.471234891,892421.6075911834,1926007.2158163944
101014.5670560178,255882.5190310361,233195.2534716521,,,783881.557710504,1477733.2345248729,3183049.4383582645,534617.5920762281,17503389.367178973,936618.7027781778,1919884.706587748
98735.14395028836,252981.77319617828,252172.63933184205,,,867944.1047146424,1459330.6274093247,2953485.4539090954,511350.4026901026,16057936.008838763,1114554.8792574664,1949447.369491289
90987.85986934454,250081.0273613204,2644303.825663413,,,1105416.591574834,1440928.0202937769,3771418.2795007657,486050.53813435417,9783841.88857557,972076.5465207612,1843555.8302941169
80280.07978905269,247180.28152646247,257167.9215391097,,,1085652.922857814,1422525.4131782288,4194815.66929852,443959.4120586112,8485374.276181702,999792.5238430168,1827650.0737379685
77280.25958427238,244279.53569160463,163247.22363134893,,,1133013.7265088295,1404122.806062681,4806856.15423252,402905.2844113536,8035844.422121145,907986.3735957572,1716103.3465277434
72454.4331452021,241378.7898567468,162291.77941293613,,,1026974.0152221553,1385720.1989471326,3810288.074152218,388939.4143175794,7824787.098349118,980961.592934442,1598230.301969885
56117.15944777383,238478.04402188887,161336.33519452336,,,993746.8575020982,1367317.5918315845,3533190.741406366,375631.7854063787,7854348.649826622,867829.6140468022,1548637.2706685124
52207.206308041685,235577.298187031,160380.89097611056,,,945762.5814233844,1348914.9847160366,3686734.229972262,349807.4114562937,7752580.461524459,905574.4213240086,1498324.62325855
60751.37631190143,168328.8252739057,211598.93713685017,,,883308.7621195237,1330512.3776004885,4262808.027369573,342908.3782910196,7640417.857955773,988885.6947189848,1405624.3307900832
53732.65268135158,101080.35236078044,161643.46644653092,,,954424.4437146689,1312109.7704849404,3687497.52693734,366378.6613361968,7641682.560516065,731909.2995453078,1332799.5859057906
127971.79200862678,86234.16265680915,143739.47071547815,,,1021634.0316317816,1293707.1633693925,3459911.883290114,364193.0529165899,7679478.228911971,692062.6195074697,1253114.0758928277
80465.78493142742,71387.97295283784,125835.4749844254,,,1192123.9513012553,1275304.5562538444,3411392.934259925,363922.6302209916,7569174.171210945,774791.0305162258,1197090.1522482848
470276.4686031406,69316.79504117904,191316.6682595745,,,1216265.8918963734,1256901.9491382963,3460953.825474382,350347.4182662772,7539006.944429333,745321.8635061731,1106808.456694733
239794.06747506364,67245.61712952025,256797.8615347237,,,1445318.230222838,1238499.3420227482,3588769.498237107,340337.9392429957,7413317.127891346,972638.3259985682,935115.7331606996
937016.632188169,65174.43921786145,322279.0548098728,,,1715584.234351432,1220096.7349072,3903054.596359649,301660.04462740297,7306003.240632099,968764.7476467958,953564.1219339852
108217.78049641509,63103.26130620265,387760.248085022,,,2134527.104985392,1201694.127791652,3889625.112417632,314710.0166302573,7302585.982846562,1095488.2092982533,984968.4954138634
83168.57188629922,61032.08339454386,317671.1672416415,,,3225365.3481898378,1183291.520676104,3712383.8601961033,275447.3886908021,7299168.7250610255,866292.2771898992,970772.6047556524
112208.44028614406,58960.90548288506,749075.0571976764,,,,1164888.913560556,3524427.565573475,254850.21536444005,6775783.773387833,1072031.4638293437,1039301.174936686
126967.84766226308,56889.72757122626,1098944.6939145534,,,,1146486.306445008,3467652.8325420413,297308.0055911885,11452919.459918017,801990.2970178132,920547.7774728314
176855.0515692519,54818.54965956746,1127608.4094529264,,,,1128083.6993294598,3550873.8380569946,384325.6398529754,10294062.976652144,808219.6296244714,979583.0089637748
237672.17203517203,52747.37174790867,1156272.1249912994,,,,1109681.0922139117,3587737.068449199,264242.8240554375,9040942.45220929,1258954.6882895315,1150024.5586893742
255443.34629997867,50676.19383624988,202756.741232158,,,,1091278.4850983638,3541273.3942894447,268811.4767796923,8157148.112866399,1084480.5287064144,1118494.3487111626
191164.1114498337,48605.01592459108,1898832.5212026453,,,,1072875.8779828155,3795512.285690431,344063.7008404354,7927494.80452537,1119699.8571678328,1101950.7516912278
352611.0628316964,46533.83801293228,1527657.0349241854,,,,1054473.2708672676,3951314.478791197,232251.74987838272,7836648.478899703,836138.1186193917,1216100.8443247362
312516.3325304206,44462.66010127349,1156481.5486457252,,,,1036070.6637517196,3757342.6715324167,264514.5241418976,7791352.154097887,732498.396495478,1064785.5197550617
345191.1434997237,42391.48218961469,785306.0623672651,,,,1017668.0566361714,3895905.026726458,298723.1423062189,7626162.241050851,872477.843898092,1071067.8327850725
325640.9005527594,40320.30427795589,414130.5760888053,,,,999265.4495206234,4006261.965449248,223292.1621498468,7467622.41327982,761425.5104585052,1246338.4999668542
137976.97048140783,38249.126366297096,376774.353165609,,,,976279.89397662,3898478.058779786,201780.6187914865,7385446.709343898,796092.8706366983,1068037.3795704676
80663.92066953357,605958.6683374111,339418.13024241274,,,,953294.3384326164,3973045.291527201,243255.25177842504,7333027.570323379,957376.9851008948,1096343.5158594805
54974.47170286665,800337.2297708897,302061.9073192164,,,,930308.782888613,3960817.34775494,191104.0990162705,7248066.266618059,862709.9422981649,1080683.642766659
39021.50420487807,994715.7912043683,264705.68439602014,,,,1145211.148700086,4150307.581678484,182064.57020096085,7103622.493486881,698445.5208549357,1097808.0909148746
72544.47118965325,1189094.352637847,227349.4614728239,,,,973522.2100736796,4370723.993299844,182024.0670062253,6941772.833422609,922447.7999459092,1335642.255102054
63087.81561567421,1383472.9140713257,189993.23854962763,,,,821671.0270340207,4726970.526939675,278678.5727196269,6799626.678003154,1114101.3096288976,1399794.9445706892
98167.25714258022,1577851.4755048042,268923.9766597093,,,,598411.6668707557,4771292.962859932,281515.84523576417,6700531.000637867,873779.4591293173,1346663.3923524402
517210.4181624344,1772230.036938283,332911.9424711478,,,,596524.5162937688,4591279.128473114,219321.1956094976,6584431.225726961,920032.6683224587,1251117.9299975715
155799.2904256609,1966608.5983717607,396899.9082825864,,,,597210.9108851433,4729750.930925402,173001.53268327177,6452334.708445325,1031181.8427006284,1421525.2054727587
59945.07342858891,2160987.15980524,460887.8740940249,,,,322955.732205858,4740264.368333166,196795.57954356124,6326438.375716152,1233787.8773290738,1333352.2520138775
43956.996303866574,2355365.721238719,524875.8399054634,,,,2958108.5946499617,4899551.649746251,460555.8787831301,6199922.5300113885,1335492.4389532488,1339296.018036069
49585.16325190904,2549744.282672197,588863.805716902,,,,1290896.6435309462,5327631.34672071,179774.96130346836,6102942.418585505,930191.5740532448,1229838.0752974062
68736.3113507507,2744122.844105676,652851.7715283404,,,,903231.1832842872,5239824.924896366,174797.31112631413,5990121.894434489,1242098.5685479103,1312647.4474441072
101342.95490725212,3354985.2349243555,716839.737339779,,,,1034443.186874216,5132252.862523585,162156.8632934519,5887374.300806212,1149796.9801622222,1084156.6313743133
103894.88106314602,3965847.625743035,780827.7031512175,,,,659711.3246903352,5122655.218933038,167147.08554164213,5797279.888008459,1429116.5304833432,979387.3970811263
123390.83137556537,11427344.80928051,844815.668962656,,,,420191.0138659277,4737518.31864151,157701.36890304345,5696235.557542094,1412193.8454786765,950358.664757568
151810.71291574082,8614464.909311527,908803.6347740946,,,,465382.187965808,4652718.614001208,147705.76335466726,5599390.59972481,1491383.2545567986,1152403.0817520898
202375.41448647573,1586905.0433071333,3437878.0532453526,,,,592957.1002125475,4566001.725427805,130057.98399652386,5522719.222450478,2080276.019449804,1099460.488788143
571202.9037916841,4651490.331469232,5966952.471716611,,,,592481.199994959,3884837.8724024943,116219.02404300186,5438397.640684702,2320243.413361445,1159432.4062427485
154738.98107855726,7716075.619631331,4360196.488179911,,,,546062.066104202,3545322.0220414614,143565.19223231683,5375056.466346496,2384587.949485279,1072767.9764592224
192305.68272064155,10780660.90779343,2753440.5046432107,,,,486788.201417244,3652209.4906546087,146987.2069893954,5303159.183708853,1482506.5652715592,1052272.0185285695
492697.3506076538,37903752.80326024,472693.4316208513,,,,437954.9303195889,3715894.129798756,138725.44006275805,5242468.975023486,2578677.8022336103,889440.9113399073
176761.8027828625,3425192.2568537444,260501.444197038,,,,274539.65976312925,3452839.939805752,131903.72451966928,5166578.466014039,,984103.2457411808
223597.69975319752,2436467.3298032386,567670.1129862419,,,,529647.2269938946,3400645.87557532,129262.38737661728,5095464.272265621,,759421.1466415821
278615.26342396665,1447742.4027527329,651312.000119719,,,,1403563.2743106305,3694836.854503285,122275.977085249,5052801.362004921,,775551.1718255504
261948.81196382947,767665.8535675043,778801.7138214015,,,,417762.9278478551,3421010.414114421,121161.08434127344,5020546.516645239,,972497.1107309548
236147.79291860657,1578889.2932341064,884638.5582553314,,,,552804.0703094829,3434686.390492024,123725.00915197044,4933688.517845244,,712877.7847535118
280714.65418954415,3041820.970144001,793543.4311816305,,,,376912.5208902994,3480335.713431511,117227.59148915912,4834867.1576794125,,704256.812997007
183948.0560369694,1251137.4186051926,1397689.7157767313,,,,199039.88837915493,4286017.28855619,124757.35465908,4426908.818459089,,698527.9021391631
216820.96818948392,1063108.4336663927,3390456.3380128085,,,,814601.4615929952,4586873.6436114805,104505.65196269951,4997647.973663395,,722383.7239836653
216864.13714866093,1062131.0170818316,9742263.647420015,,,,657016.6302094916,4019681.163080979,103967.73661950824,4857537.6143464055,,709842.877031261
234464.52533299167,1044117.5000318788,6936542.529019006,,,,298315.698235738,3728649.8950562,104000.30845044076,4773117.762156293,,772509.5275819706
252636.8231206725,940289.37161819,4130821.410617997,,,,295930.52991407213,3717137.460853948,103053.83074526096,5203763.651051875,,732317.7136273452
252696.2934131316,836461.2432045015,1325100.2922169887,,,,348583.48027304723,4005942.018625026,93109.07806971823,4872534.628954414,,713967.7467938947
259263.2896582537,1415902.241291893,434627.9102808895,,,,401236.4306320223,4225850.869743127,88422.97473570492,4926420.309451694,,776390.3209549481
281933.5719638036,977051.6492274062,844153.9709295351,,,,453889.38099099736,4570590.215738537,83908.14632082837,4852760.514980053,,745020.4934398892
363312.1419734154,1595255.9521310867,395295.7743463626,,,,506542.33134997246,4529924.558922195,87136.94777414482,4902478.276877329,,740979.1849958247
302064.2652534284,3187329.5535903494,244002.6958284014,,,,559195.2817089476,4777057.044730668,69911.9363080454,4770409.372724653,,803942.9691994122
271654.2780583817,8290307.904019712,493214.3984747193,,,,611848.2320679226,4629161.35499125,65833.60694556168,4836180.567729255,,721710.7942279468
301856.7652693518,1192195.956127693,752644.7962519479,,,,664501.1824268977,4809136.0502778,77344.30067028213,4790499.818218628,,713596.5324695634
327578.1475352232,1043348.901556029,969694.1862952204,,,,717154.1327858728,4410686.807742943,78678.11227431927,4713854.219937153,,702004.7451739716
316047.9400860894,2098640.068865955,2098219.4044658365,,,,769807.0831448479,4846107.37209119,66181.98228376856,4664571.465460611,,693319.0817327761
341615.6057089302,1909694.3454080543,3226744.622636453,,,,822460.033503823,4625923.130223668,83452.68414265668,4614086.642173093,,703367.7148551154
360303.4556052811,1720748.6219501542,786554.456453138,,,,1105825.2636819766,4677514.831143047,67361.7738502626,4562472.31840326,,704003.9616691533
370125.0630166385,1531802.898492254,226402.0882427673,,,,1389190.4938601302,4317440.652395458,73665.24551120358,4513249.467545143,,723389.8889431708
362781.3077457306,1342857.1750343535,125132.76731579452,,,,1672555.724038284,4536570.407267941,82401.66650933637,4467843.853120104,,759789.7356561365
382535.6167965793,2309925.48981804,284982.2258512993,,,,1955920.9542164376,4187846.9719982473,96804.6222890483,4423575.922896194,,738061.2335130447
415660.8327906404,3793081.382277817,165590.98489568345,,,,715059.5858605213,4905194.878831127,188294.8331597913,4371122.270563497,,765200.1689723536
380944.6318994401,3918977.43340186,1149800.2823017188,,,,694571.0630682936,5073066.786726151,241351.089362432,4303942.598621949,,718874.5724286606
412315.9203697891,2995008.565886836,455602.1395862391,,,,674082.5402760659,4309133.876500819,138915.01834344625,4185507.015474407,,867004.3973784529
419541.187940826,28626782.493700355,185343.4294740519,,,,750642.5169539815,4722883.945686339,203643.504624134,5363070.122804627,,1841002.9862887769
455825.4173593288,16221979.86422275,119357.11562537256,,,,827202.4936318969,4436982.635872628,300064.8171429535,4349061.661971725,,1028866.4755278246
459014.1148005093,18283877.43951113,57776.87259974056,,,,1009089.7268787072,4187266.106393671,391253.6692847656,4260107.475225872,,2109038.5669734115
473604.229807691,20345775.01479952,257364.216328787,,,,1294938.1162582631,4509609.625874812,388351.8743102009,4220760.272657612,,1399702.988689842
483448.82089957455,7920264.545204523,475635.0494191521,,,,1385493.1857286892,4462254.538262802,205097.3523776892,4186386.007255573,,1172833.9151277246
504357.74619625177,15679971.713523056,4387953.010255257,,,,1476048.2551991153,4408978.217963026,211727.7781184396,4135957.446767387,,1520744.28793238
538180.1704981889,23439678.881841592,4517007.918539632,,,,2129681.954328665,4363818.307831716,305285.0822135627,4100088.519756932,,731365.1374670271
508888.3039021352,5843486.494320127,330954.41721355973,,,,2251024.4063079967,4478349.825742697,387211.7175172824,4072979.7130392753,,721640.732385497
536177.4035676477,2827445.8665319164,278609.54360601254,,,,2372366.8582873284,4382446.776192398,488199.8229053044,4049992.918244663,,786920.9320022818
529056.0032160813,1076578.7785590182,109152.3572949953,,,,2493709.31026666,4469679.074796674,417408.9829326643,4029451.537410376,,1055050.177150251
538044.3898235962,619737.5543152136,229269.2873753441,,,,5612803.99294506,4394414.199811799,322191.7401787348,4005423.7390765953,,1137125.609759962
576481.5585545474,581772.9742106148,296405.44743904914,,,,7692493.929986255,5620678.459403245,374302.08834200667,3963424.258401471,,902005.264590322
584718.8703015904,487009.7422564422,543930.6393993594,,,,9772183.86702745,5919928.6692409655,551481.9385446361,3933407.511656553,,1266757.0269848784
604374.2325353026,392246.5103022696,376314.1432228767,,,,11851873.804068644,5594485.08777915,432956.25639242434,3923148.821800117,,1427239.04738159
617717.9948628689,297483.27834809705,1021189.388947112,,,,13931563.74110984,6066641.218658408,684054.8013254674,3887456.48401094,,1037132.538178512
635194.8855408096,825495.6856445423,1429117.8404263705,,,,16011253.678151036,5881564.657262614,599655.2721518576,3862482.781779728,,1240082.87199281
641936.9785027304,1052759.4615951777,1276949.6768037651,,,,18090943.61519223,5909499.235630316,657735.1202273853,3835847.169880879,,1341594.0686871114
660157.1498495786,1153856.160826528,2374484.847135463,,,,16343824.22811447,6004767.322256368,545569.5205083275,3817645.025004477,,1135226.4871052904
676814.4870577094,1254952.8600578783,,,,,14596704.841036707,5550661.911354859,880597.652169986,3777905.596789125,,1222944.0853741486
706561.67058614,1405854.996332059,,,,,12849585.45395895,5396421.449379756,568800.439721824,3794287.285412089,,1223407.631422185
730957.0704048779,4779801.861644227,,,,,11102466.066881187,5206188.529042092,312092.3248454778,3793363.253342165,,1375649.4300164708
705776.7554376757,1716794.920595254,,,,,9355346.679803427,5582344.008331605,734422.3965350722,3759210.524637372,,1516498.1036609816
713333.5785449469,1728890.7775394027,,,,,7608227.292725667,5316314.51942526,508025.3778223567,3704904.6714444393,,1293667.2184739015
760503.3563603461,12273102.01924444,,,,,7028296.2707208255,5444610.978901605,276911.44083497673,3684280.875023623,,1451002.965551394
786945.4829251867,11692261.69846816,,,,,6448365.248715984,5216431.757785839,907337.4638557138,3649589.0713501214,,1571833.407703366
858574.3044342065,6886561.55184484,,,,,5868434.226711141,5219651.313105766,372766.4026950606,3615950.6585487216,,1396488.7784441046
895957.6023903594,4130939.962099711,,,,,5288503.2047063,5154697.867480576,295870.6060715995,3591017.070106433,,1681099.0684381663
1464129.5666193506,9879884.360629886,,,,,4708572.182701457,4902857.619470034,131902.21237304038,3542046.618422971,,1838807.7618012065
629396.836331781,1314129.4729706862,,,,,4128641.160696616,5204167.027999258,156458.13468017537,3592342.182289434,,1579823.607268068
772283.4570818861,5987971.773951576,,,,,3526632.6374763106,5462624.864694092,457582.66511712986,3532440.281966455,,1382476.0855445038
806470.2472949391,930289.063730179,,,,,2924624.1142560053,5175928.618342086,651065.3754358125,3482211.18360267,,1424501.814753601
859486.0985538752,3078281.4011897827,,,,,1599030.9789707817,5138219.464710882,914577.9901045884,3419501.6013449864,,1480617.8891559786
920721.3767874755,833299.264165008,,,,,1210205.7850765372,5195298.089367867,546590.3013074234,3512145.59455173,,1647205.0066352717
912304.3547407724,389304.9533576288,,,,,595487.2107708394,5023182.704036132,148044.57489506042,3519915.9111994323,,1872809.310007223
940026.87537244,423468.15934114944,,,,,876692.3035895996,5017382.600442796,182457.35781175824,3627872.478022215,,1557397.2795436296
1015217.3367453114,613124.2992924956,,,,,1157897.3964083598,5125836.742875419,463896.7543975194,3564629.435184292,,1762749.6148576809
917605.9843612585,116607.43597006716,,,,,937020.4657609556,4945406.627483268,729413.7374566108,3697082.40921236,,2116396.670980928
928740.829050588,269370.75258410285,,,,,716143.5351135515,5030313.626579975,372249.8095582817,3556506.881241751,,1975846.8990602128
989094.619121948,289160.90119910624,,,,,645694.8977859006,4479847.488408578,747224.2100249996,3461707.7421475644,,2138800.479237148
1035413.9460099773,1197282.106695319,,,,,628257.4406952147,4685799.311339447,893360.5715433947,3402988.1709893416,,2270079.9308934337
1124129.465601642,473320.9288065132,,,,,558847.1716009525,4670959.196796131,605442.8228453259,3402756.8135654954,,2143270.330152544
1153106.9579706085,,,,,,489436.9025066904,5119578.225519165,772719.2113923011,3311477.3995594094,,1963985.393527375
1244551.394897004,,,,,,420026.6334124282,8144464.373667354,393865.3544753986,3298316.828045228,,1846991.6771342468
1328723.2685411642,,,,,,815502.5208079566,5863378.408502553,526969.5037593275,3214414.7868735497,,1770867.7125528788
2026920.16308052,,,,,,373220.1349956802,4696001.733581227,1150673.7451683749,3249464.288786012,,2045869.275117448
1193877.594925646,,,,,,214147.0172408985,4402081.904835154,1024050.3450997388,3202424.2018360924,,2117173.702046101
1328294.6494237925,,,,,,305756.09012703924,4436151.023918429,983034.2596589952,3351668.569836325,,2102924.6613189112
1405358.6042405816,,,,,,385362.1754056117,4411002.50982539,1084501.4849781813,3618598.2507141335,,2288178.4054713408
1665721.9006720502,,,,,,129436.32183160602,4885581.119048869,825566.3218950279,3712256.993528556,,2412352.993967904
2021491.237507728,,,,,,125823.00388249043,5124715.43167272,688242.0293258711,3664150.575034853,,2493170.034638213
1620624.6833647678,,,,,,226867.87259501312,6325038.482409555,492383.2898405929,3772068.845858212,,2400768.571922608
1837613.268782256,,,,,,479056.5029627183,6521076.915473991,584912.9761627184,3628858.2693227935,,2351596.136875459
1801707.549881204,,,,,,460259.3844435342,6202218.423180269,578043.3645542827,3473671.1445625247,,2388186.680845259
2286805.0117263272,,,,,,436082.76097421104,7252734.887451088,341077.8185743048,3493255.0076636835,,2484390.880433102
2636702.437146212,,,,,,501430.12754403264,6699032.196991937,248279.9536263747,3377576.1207670374,,2658148.697081214
4438847.367598441,,,,,,839155.4260165446,5898489.386734176,319824.6092676469,3160198.6076378226,,2450860.7110871086
,,,,,,1316508.1446908824,5516398.651767446,188089.2773512927,5066399.49430661,,2308285.90596369
,,,,,,3844600.15534784,5187887.193566249,202597.7260209309,5534300.906322195,,2482374.936786208
,,,,,,6529541.352151189,5812401.811470471,152487.06111824376,5847506.07318446,,2369202.6665353454
,,,,,,3697923.732390929,4856925.047430978,163099.31296785932,5916826.855774407,,2620284.217610752
,,,,,,866306.112630668,5858699.812867619,197400.93939884147,4218191.392354402,,2943417.8181291963
,,,,,,699734.9719891235,6228074.406458873,238798.8689684674,3907861.850940377,,3047463.4620857136
,,,,,,785508.3061240292,5813273.473401378,271150.6138300778,3524090.921253004,,3236724.894106199
,,,,,,754335.5208965632,5743973.085066952,352142.90991905826,3348937.5776136327,,3092460.8141333302
,,,,,,859723.3216243335,6225481.074853426,298387.8153521328,3256391.147065045,,3032436.9071408813
,,,,,,626041.7548793559,5775753.69695882,235414.2902368577,3240356.344358813,,3223703.0580963823
,,,,,,786571.3086117433,5145507.567591892,251696.2608210772,3201679.7011255184,,3594655.322546896
,,,,,,1212349.1204484955,5351287.112062772,308458.3798249734,3255356.227563517,,3594273.511296663
,,,,,,1638126.9322852483,5391355.848484736,395044.1536148463,3288312.787100924,,3358645.448439992
,,,,,,2063904.7441220009,5158647.520909889,720585.5252634306,3243972.978966335,,2837509.612034939
,,,,,,2810187.382334066,5339585.201778435,447241.56716853625,3231432.1930304486,,2747004.390761341
,,,,,,3993698.9320354695,5575456.298483285,355401.86398768384,3238330.587881916,,2654859.7368152086
,,,,,,5177210.481736872,5687806.467842667,455928.2599337904,3135826.585554832,,2474810.498841375
,,,,,,9908659.064873943,5343772.601727229,395942.0739065248,3223571.327637512,,2484779.1384979147
,,,,,,14640107.648011014,5444282.401861798,301738.8457868684,3155431.4259389467,,2077412.177677466
,,,,,,24533550.677253537,5740264.467801035,614719.8396833111,3194148.7168062986,,2456582.430482672
,,,,,,16876809.02949666,5648235.861485225,550197.2879047386,3122182.359895766,,2532163.586264436
,,,,,,9947899.991039062,5346142.102706302,437674.1217589338,3149246.2522042794,,2735709.856384008
,,,,,,8902591.464028263,5120230.080178765,867464.1701215205,3065330.626840192,,2614216.0409562835
,,,,,,7857282.937017466,5372019.455295934,1087002.5098002562,3233422.965459933,,2646880.3552872585
,,,,,,6811974.410006668,5339636.651401,592544.6052561676,3255263.3309035115,,2676548.9996924824
,,,,,,2531942.091789541,5582987.393155808,755471.5082868906,3155596.741382121,,3072961.959066401
,,,,,,1612280.016311874,5587934.532188101,877221.7542820082,3264326.2316414868,,3340410.9652411565
,,,,,,940847.0557640248,5943782.660168571,534904.1404872045,3093395.3248433094,,3319813.811502673
,,,,,,525767.7849247186,5897859.510043422,609895.5069314901,3203327.7066510497,,3541846.717547118
,,,,,,1496869.9936839512,5793090.674525747,630809.140374262,3293882.862573011,,3490464.3348457105
,,,,,,1020762.9895011546,6312549.36594216,675610.2198789441,3139068.734316523,,3311560.7028650497
,,,,,,4190797.304563258,6010378.189678712,810347.0161145845,3150276.588732404,,3216365.3584658303
,,,,,,861121.4591482759,5664909.503936552,1045986.6959248696,3274566.876657092,,3195884.5781522766
,,,,,,488410.5811298435,5794242.9323005285,1275742.0375178636,3346992.5930335666,,3429081.3130493984
,,,,,,331328.7848528657,5696441.004356261,761305.5348673812,3226096.050546682,,3577070.7734378744
,,,,,,441416.56175338576,6033267.115557874,1103447.756923946,3702492.9240165176,,4479174.456359542
,,,,,,1702354.4969947657,6180835.503446907,1453567.40681094,3576599.1117001767,,5330386.441161158
,,,,,,2294997.3024037248,6497493.787615549,1090748.1993756487,3291381.6485793167,,
,,,,,,627515.0216073267,6685402.027143623,589104.9358272598,3239495.330128094,,
,,,,,,154683.46173463395,6239982.171247503,376519.857786926,3190821.803221008,,
,,,,,,330337.37972500053,6516495.147640906,1204199.901387958,3043911.8143283334,,
,,,,,,659529.743853228,6670374.247613331,1495405.9756759806,3050237.561984036,,
,,,,,,239505.6571515704,6898412.220470797,770295.825309703,2921133.240957129,,
