Energy_envelope_Mean,Energy_envelope_Mean.1,Energy_envelope_Mean.2,Energy_envelope_Mean.3,Energy_envelope_Mean.4,Energy_envelope_Mean.5,Energy_envelope_Mean.6,Energy_envelope_Mean.7,Energy_envelope_Mean.8,Energy_envelope_Mean.9,Energy_envelope_Mean.10,Energy_envelope_Mean
3478423.2606166885,2022571.26134594,3226225.040504395,42056242.93972945,7706784.899418691,4976548.189788862,2722536.902865236,6514709.94752802,2629143.2371560526,2017054.3063806249,523877.24631514057,3350949.025758144
3280108.2986288643,1985956.7580008768,3533947.364059355,56307189.88002391,8121875.939018508,5126299.036639729,7349801.546214465,6413665.439492589,3733005.930326524,1825566.8727327727,299104.4564416355,2823537.760437313
3033941.550392413,1949342.2546558152,4637144.86429689,47118278.052407786,8327385.274403059,5422759.528307184,11977066.189563695,6327410.861697489,5129138.414892284,1634079.439084922,1435003.2099509032,2682802.8623158047
2794161.818342156,1912727.7513107527,5740342.364534425,6068917.565453903,8532894.60978761,5734557.417835924,7948020.828925565,6239396.614753256,2941509.8431604207,1579732.4193190096,510987.419960177,2848246.07922867
3380852.0768078724,1876113.2479656904,6843539.86477196,48010708.4055795,8738403.945172159,5580773.244941386,3918975.468287434,6132165.150713005,7508368.810622788,1525385.399553097,408917.5589483948,2740784.0931122825
3308423.566125049,1839498.744620628,7946737.365009495,15860793.13890082,9228391.039631862,6906737.268001948,1555421.772096629,6013834.817192351,3826729.503775699,1471038.3797871848,241213.279526224,3147415.1121499385
3091077.4764893,5013869.094056766,9049934.86524703,6352411.239235804,9797688.621308316,6985625.316428084,1405640.7462757963,6452675.630338036,3433899.049635514,1416691.3600212722,131465.3757180213,3109469.905411746
2967127.6084834733,5061376.90239665,10153132.365484564,8018237.415846843,10546431.671210364,7064513.36485422,1098257.1602971354,5997606.686682986,3302539.1944889864,1362344.34025536,445357.0060714338,3181259.13162564
2778802.111236376,5108884.710736535,11256329.8657221,5059719.072855464,14092624.799867988,7143401.413280357,956650.8409108524,5895018.033782931,3075711.36438765,1307997.320489447,2384154.1173460907,3298939.590820533
2562019.9429431893,5156392.519076419,12359527.365959637,32467284.094020143,10708862.055003686,10221070.550800197,989238.3715771418,5799397.902641884,2583114.2689583804,1253650.300723535,6258759.996098009,3919674.9576998944
2351959.5154455984,5203900.3274163045,13462724.86619717,11278922.152251782,8548494.372547425,5356190.743228605,1057813.557880289,5675725.4835467655,2707801.421632819,1199303.2809576225,2463868.31660583,3909176.0542113935
2185544.640794562,5251408.135756189,14565922.366434705,22519456.754803617,8976620.214535456,5175501.107359402,1066806.2271160707,5569930.187090945,3404803.353445884,1144956.26119171,296161.0323362356,4323719.155303878
1969931.337344628,5298915.9440960735,6994226.113806908,12674240.74053501,9388338.475981602,5960912.841574444,944388.2464580978,5516527.744974229,2612875.762089207,1090609.2414257978,1583518.4669834897,4671786.2326539885
1769292.0500800267,5346423.752435958,6524887.803806541,1077684.7121054437,10429019.441532254,6636518.623224702,821970.2658001248,5468650.028008386,2189119.433906674,1036262.2216598853,3162022.043090215,4376754.646573081
1711707.5865437856,5393931.5607758425,6055549.493806172,2156388.094894334,9861334.09174046,9444436.150958246,699552.285142152,5400235.501833317,2625796.7642194964,981915.2018939728,786336.3644375288,3908901.617587817
1403723.7579599894,5441439.369115727,5586211.183805805,379310.5321673854,8591283.602921935,31751395.685390107,726776.734785904,5295429.789063433,2621116.8902874086,1096651.9725270683,558838.4792522254,3414656.6053441027
1245917.7812953135,5488947.177455612,5116872.873805437,905875.9229866184,9856300.14499063,11810906.340233354,754001.1844296558,5236097.141847838,2098066.0205643093,1211388.7431601638,399908.1928936215,3695878.623983848
1150840.0596926913,5536454.985795497,4647534.56380507,3208203.137391797,8398770.34872529,9781073.20924922,950604.446346454,5143254.889632492,1057332.8035465905,2125998.275338053,238696.4975479208,3504545.756768269
976074.3408908298,5583962.7941353815,4178196.253804701,8080248.953086419,7712623.051939268,6703482.2655596975,1147207.7082632522,4987146.941940826,9788821.505485166,3040607.8075159425,240484.3673926741,3516847.986649748
893083.0741759931,5631470.602475266,3708857.943804334,6764523.766210913,7442550.638751466,9832703.852861889,1343810.9701800505,4796909.021629121,7935156.801335938,3955217.339693832,179673.72113962378,3082060.4599694405
800755.9381832094,5678978.410815151,3239519.633803966,539305.6676033415,6809492.577722978,10419359.981005648,1540414.2320968483,5548592.454294293,8505245.752329627,4869826.871871722,156604.49862749342,2779615.845315117
819033.5675542245,5726486.219155035,2770181.323803598,1027566.1902338295,7005010.747673069,12867164.07674243,1737017.4940136469,4665816.997797001,4002996.387830824,5784436.404049612,278208.79770155204,2940593.387912534
640574.011744741,5773994.02749492,2729001.349508795,1849579.988305088,8893803.554349767,8755700.688815663,1933620.7559304447,4487357.806410714,3020654.775091677,6699045.9362275,256254.3052426317,2823170.879355812
643027.4620728964,5821501.835834805,2687821.3752139914,876468.4237488552,8235853.519355437,8252952.334445287,1690782.7590280862,4052228.379368645,2280791.260974937,7613655.46840539,445899.1123498241,2715502.1036978
694593.5504913044,5869009.644174689,2646641.4009191883,1317004.1909877327,7272496.946990658,5913977.253827117,1447944.7621257273,3869049.693209245,1924991.655412949,8528265.00058328,660661.9234945705,2706382.158831404
650248.1674594728,5916517.452514574,2605461.4266243847,1512021.1942106716,6950034.867952392,5171151.902200663,1205106.7652233683,1741212.075007274,1931541.4438624112,9442874.53276117,1400447.6942295744,2594690.1731533804
665429.7783338501,5621141.084399554,2564281.4523295816,2916594.9420102555,6951643.987237949,4575154.354264404,962268.7683210094,7693319.969325026,1854164.6573169075,10357484.06493906,8283336.46740441,2177021.802614542
723741.180589499,5325764.716284534,2523101.478034778,6433399.484322074,6454380.980430964,3543508.786941344,1661605.8003584445,4947380.685319557,1887904.1721141536,4590644.662835637,4445755.850634779,2290360.323245359
749026.68739473,5030388.348169514,2481921.503739975,20821332.45701637,7002793.540966288,2817792.6341690803,2360942.83239588,14185601.936076611,1740214.7140233694,8196584.238349228,761258.7468664745,2310063.976985392
683940.9502310232,4735011.980054494,2440741.529445172,11624015.304334603,7339359.398969609,1151897.6712436995,3060279.8644333147,13850453.704022553,1579437.2623376197,34691256.184330806,306443.4538010739,2487108.139798706
642232.0470770383,4439635.611939474,2399561.5551503683,8339646.72830001,6856991.272010853,4256868.846534717,3759616.8964707498,7959342.240271652,1568515.6646460623,22566299.439694926,166521.65943328894,2316124.902544731
761749.7724262829,4144259.2438244536,2358381.580855565,6232647.634372755,7647956.006297775,3027961.7624923224,4458953.928508185,3317396.033096283,1486379.0586428605,10441342.695059042,67225.0601290581,2261701.680597836
853475.4813884809,3848882.8757094336,2317201.6065607616,4274841.670286264,7926945.546829443,2482448.6893597143,5158290.96054562,1859927.172655889,1471124.3892857546,18498313.906610984,62882.15428150117,2228572.303689185
834473.9773293373,3553506.5075944136,2276021.6322659585,1992123.3229611549,7641897.546993176,2348360.152366705,5857627.992583055,2583170.5069853985,1340331.7695859864,26555285.118162923,201352.1515467964,2243394.250314225
791207.8639344842,3258130.1394793936,2234841.657971155,1203950.701121555,7560202.163845573,1754639.4652089807,6556965.02462049,3964164.172369841,1468310.3588233802,34612256.329714864,305899.2082657539,2152676.2441745778
805771.1829173744,2962753.7713643736,2193661.683676352,1260098.7497427852,9198359.543651491,1554091.0883545545,7256302.056657925,5345157.837754282,1648824.0082274312,42669227.54126681,104169.17407940845,2099422.360152905
785118.448646994,2667377.4032493536,2152481.7093815487,823858.8903202965,10325100.826094097,1379580.4258344362,7955639.08869536,4287225.809665509,1535885.6667444005,50726198.75281875,121569.71722546023,2121061.186489152
754462.8202648269,2635301.0052945046,2111301.735086745,609848.159418274,11414934.269664304,1118603.6068280032,8654976.120732795,4925564.265221875,1585863.613711933,58783169.96437068,93207.06090721334,1970521.2747484853
751782.6811015422,2603224.6073396555,2070121.7607919413,1174077.3361386987,10716975.813085709,879656.0589174231,7359517.850597352,3146872.97706962,1612030.9570538085,66840141.17592263,280013.390099751,1755888.078384037
703946.6818921104,2571148.2093848065,2028941.7864971384,486812.2134157889,9003643.912602434,717438.9205770588,6064059.580461908,1743025.645024659,1491223.4305073218,74897112.38747457,94012.57572061272,1748836.56819116
726339.4890939627,2539071.811429957,2128775.968206384,801443.8457267317,7637080.133019274,639907.3030919172,4768601.310326464,2531866.612808571,1613722.0864534832,82954083.59902652,102855.75411724592,1875339.3999023417
690993.5296958465,2506995.413475108,2228610.149915629,477003.15864216135,7616202.331263211,404808.7171117321,3473143.04019102,5303819.972143738,1541555.6023721737,91011054.81057844,149270.8959346393,1721348.1401966908
650946.9137651417,2474919.015520259,2328444.331624876,441204.62462454906,7573244.455399367,619468.1629113184,2177684.770055576,9635201.361541836,1525119.4640199244,99068026.0221304,196385.7832221591,1649881.0813218649
665374.3129178229,2442842.6175654097,2428278.513334121,422143.8932775557,6861995.452504904,634140.0058383466,882226.4999201316,11768631.352044951,1512767.7492258318,30483043.701021552,250363.63572134363,1705629.6211557712
649112.8546023994,2410766.2196105607,2528112.6950433664,269646.32802801376,7169416.353875823,742671.9236292334,3928692.6176831033,7365311.07652518,1391057.053378102,21578515.091566525,362849.5051999544,1500879.743580012
700902.4279564831,2378689.821655711,2627946.876752612,421625.8915279126,6917669.127962356,1193408.9511928875,2226752.6387856905,10412180.96669098,964657.9467617834,12673986.482111502,426721.5934135853,1359202.6479604547
603704.5073892255,2346613.423700862,2727781.058461858,931604.1934838824,7739180.451817385,1257293.918961833,1214873.093608092,9254863.769375114,1797725.712572854,11068674.751389008,429919.7684985519,1432352.0329194106
692635.2541197065,2314537.025746013,2827615.240171104,349029.3058285051,8048361.648883172,1143968.468217822,607231.2107991831,8432010.552020162,1393323.5004397002,9463363.020666515,465053.0712044183,1494727.389526666
743475.3168510543,2282460.627791164,2927449.421880349,100731.45229354606,6893860.67156467,544555.7553344894,3662459.6531238593,8600922.418259764,1300164.478259455,7858051.289944021,493325.6438781564,1506498.5075919067
685126.913553869,2250384.229836315,2298643.2164551783,60996.38798555012,6385491.661013132,1337410.8143494243,6717688.095448535,8546506.638941368,1538751.7795359609,6252739.559221528,601772.4278648109,1516462.4650795504
902005.8528703464,2218307.831881466,1930925.1949639432,107143.93012489102,6169333.298374234,2064476.1511066945,6623519.597700114,9019365.52176795,1367949.004302692,6240641.377990542,696100.4364570024,1724763.25938772
772856.8073662274,2186231.433926617,1563207.1734727083,191884.5729400064,6234745.492342115,1267589.9094045705,5147000.74965947,8449730.643026378,1335766.798963484,6228543.196759557,930974.5031918548,1862128.7429701004
829131.1914422178,2154155.035971768,818007.7395642347,457832.6273420516,6201851.191234081,1275834.5193178968,3670481.9016188257,11384451.60993972,1338287.7888988385,8072845.877491357,1199727.57098493,2027020.1408960863
739524.923936674,2122078.638016918,13322542.128915776,609478.8484214348,6817172.292467833,4478680.212011851,2193963.053578181,14383128.468522532,1322313.831576021,17950541.63748131,1482673.069199487,2177566.8862727047
627703.7453336122,2090002.240062069,24123100.135208115,576348.8548412984,7168994.043721398,3792047.796973191,717444.2055375372,18144451.05268517,1322081.436885322,27828237.397471257,1795573.4736020693,2509417.4525084603
572409.6780878056,2057925.84210722,5197208.302880043,610333.5134648902,7145923.688046807,4203105.9902853165,1358315.109309293,15757016.75544926,1363676.4820515006,37705933.15746121,1724061.584434231,2542249.171251544
588318.5353938947,2025849.444152371,4330554.97671003,459598.0545220868,6002289.760493211,2442753.338741431,1999186.0130810493,11980026.06958752,1243142.9925008004,47583628.91745116,1892739.2722399463,2540552.099208062
534472.3183814826,1993773.0461975213,3463901.6505400166,902553.848670913,4813183.4936046265,1377278.5863044527,1591649.8008081347,17564906.619035587,1336631.5665540958,36934946.24007487,2542380.321489136,2573505.52490487
485445.1478839506,1961696.648242673,2597248.324370003,3469021.334374405,4726057.217543746,1191876.2865709316,10378423.613895468,18311098.528325085,1253019.111842083,16086715.278212229,3934227.983080709,2768227.189887045
518386.5592550935,1929620.250287824,1471248.7435480354,1614391.486676248,3665483.703625642,1004133.0522771396,4075867.050287002,22513407.26597635,1184547.4862702782,14461464.084504874,4774886.560632671,2581462.984970831
450380.6639178484,1897543.8523329743,1500596.5825453177,1028975.0627996993,3811405.109512794,1019684.656360154,4058569.853918303,11114067.925340025,1128267.3232624163,12836212.89079752,9559474.008654485,2773203.977644048
448657.732399547,1865467.4543781253,1529944.4215425996,357968.38722325204,3722585.008945473,9031951.237093808,4041272.6575496034,7113477.245113868,1086486.3795936771,12719569.370832376,3211375.2716558687,2452408.315297995
433529.3401534176,1833391.056423276,1559292.2605398814,250660.04490349384,3812491.876147476,9690915.215337573,5059055.383976086,6023107.43161649,1080916.4979295288,12602925.85086723,6559758.4533480685,2468506.6763217035
421016.8845674231,1801314.658468427,1588640.0995371635,329729.4920153071,3914198.9902017936,2045745.510617044,6076838.110402568,5679302.927927574,1043012.4616601412,10868449.276496124,9546915.613033546,2786395.3267654385
406856.0054401366,1769238.2605135778,1617987.9385344456,360566.0844473282,3646386.5000243727,1802179.948041975,7094620.83682905,5331020.934496926,984971.2985009355,9435528.519527106,10707167.658638334,2657242.313586699
392783.8752224856,1737161.8625587283,1647335.7775317277,421393.9817844503,3123689.721069681,1302347.316449821,6522525.545982588,5159469.594926356,924999.0133443289,8061785.284601022,7190050.211312866,2681163.992230167
377075.7423254747,1705085.4646038795,1639096.2383011507,409185.9444499484,3052469.6182902907,1218202.9724080632,5950430.255136125,5076074.169519078,854158.2803391581,6688042.049674938,8578826.012597518,2663893.801335904
358479.20101893385,1673009.0666490304,1635277.9807804269,485361.70469381695,3024306.1470573,2089020.812110902,5378334.964289662,5019355.9574250495,795411.703671063,15540622.764685068,5174175.076656722,2680253.123290148
363376.09317049605,1664248.0710931723,1631459.723259703,532100.3743429878,2992327.165585744,1376803.3371317969,4806239.6734432,4965990.207370701,758472.6639847463,24393203.4796952,3783213.647773113,2385523.099887742
335366.83540040225,1655487.0755373142,1627641.4657389794,981376.7648652892,3178628.336428444,1507169.4229818368,4171033.3503051344,4832285.887978762,779340.0810016941,11554963.335052053,3517610.0995829096,2489961.8573710225
330895.3811565272,1646726.079981456,1623823.2082182555,719470.9829658227,4405342.817177284,1419887.1303142775,3535827.0271670693,4706568.024255522,674553.8968390675,10751529.969802763,3317812.369183108,2615041.6042706
304128.3886162752,1637965.0844255982,1620004.9506975317,858985.2105286282,4334257.233603057,857595.3953163667,2900620.704029004,4599936.206539528,623707.0823398761,9948096.604553474,3118014.638783307,2784480.372269589
284793.34136063553,1629204.08886974,1616186.6931768078,872259.5039755512,3825404.621164384,1330504.5472315769,2265414.3808909385,4488755.750195747,579550.2863084222,9144663.239304185,2716249.4781531803,2743866.527225039
257357.465068827,1620443.093313882,1612368.4356560842,1185623.4170099644,3551655.555416394,3471488.17358001,1630208.0577528728,4361262.349548748,636459.3270223072,8341229.874054895,2549679.5634390214,2581129.054235192
232884.89883017656,1611682.0977580238,1608550.1781353604,2209706.3373210016,2907639.790227054,1491805.5153997038,2087405.5487492185,4199335.257340488,565093.4795444413,7537796.508805606,2383109.648724863,2341222.693291656
209099.83465264147,1602921.1022021656,1604731.9206146365,2393439.677938422,2770217.264419433,1166471.0272534853,2544603.039745564,4103930.092276749,528428.845268019,7418683.123826703,2216539.734010704,2308777.5341822235
195810.16883618603,1594160.1066463075,1486529.6223683837,1844656.1279962428,2789214.259565484,1671799.449009843,3001800.53074191,3986036.014371199,460232.1537489485,7299569.738847801,2130895.0388785983,2219674.145809911
193201.87317103727,1585399.1110904494,1368327.324122131,3021702.522567119,2665024.0504657915,1785306.5688383156,3458998.0217382554,3940199.250655352,432990.8320963413,7180456.3538689,2045250.3437464929,2201081.4002470337
216555.7441612848,1576638.1155345913,1250125.0258758783,,2651480.3295678548,2173787.907565505,3916195.512734601,3896288.11353747,383102.7304000931,7061342.968889997,1959605.6486143875,1991387.2255371967
180864.59128834392,1567877.1199787334,1222042.3214679111,,2619193.050119,2166529.2229899,4373393.003730947,3853548.6902943,397387.5587500458,6942229.583911095,1873960.9534822816,2083717.384368652
160160.35012022845,1559116.1244228752,1193959.6170599442,,2605330.2024946013,1589888.659207588,3263152.624465208,3821104.0968116513,670470.22624613,6823116.198932193,1442286.8337765825,1986151.545567699
191108.85291318284,1550355.128867017,1165876.912651977,,2663948.479761961,1401798.3446421707,2152912.2451994685,3809642.881184086,555863.406376383,6704002.813953292,1010612.714070883,1967251.8893304293
192173.09002138773,1541594.133311159,1285022.983143003,,2269148.165516807,1450793.9098760372,2555930.4090342643,3845637.748901444,598398.5463976192,6584889.428974389,542018.9764524786,1924814.4372537408
223006.6247732664,1532833.1377553008,1404169.0536340286,,2022491.356112797,1171139.552466369,2958948.572869061,3806615.023246585,1014624.6035208316,6465776.043995487,303331.7171136196,1800611.937803852
281488.22348078364,1524072.1421994427,1523315.1241250546,,1793909.161024627,903318.940886349,3361966.7367038564,3749474.198094792,797366.1976348248,6346662.659016585,402280.94123756303,1766432.5857139216
229688.81342044869,1515311.1466435846,1221174.1090939103,,1760700.072606552,895038.5136589648,1046393.1636027258,3661098.934343898,719180.4603884445,6227549.274037683,590613.472769876,1555726.9559150129
204964.00630605247,1506550.1510877265,1234587.2060600617,,1732369.6490967004,753563.6579302179,842337.4521883583,3943065.026900186,714570.9602403662,6108435.889058781,1175933.1771647988,1672667.8520171342
190938.43635683064,1497789.1555318686,1248000.3030262128,,1695884.1004067855,930691.7777698956,1061892.5957240511,4012011.509565136,1041423.8123596164,5989322.504079878,1480426.0079928825,2064861.737974324
190695.7303980143,1489028.1599760104,1261413.399992364,,1682346.922374562,982300.9842577034,1068295.571381469,4070091.109478788,712624.052551125,5870209.119100977,1775615.9847463386,1685368.8083683965
193099.64250150832,1480267.1644201523,1274826.4969585151,,1724311.8619287084,805534.7635289172,1074698.5470388872,4143077.672530811,413431.9386801178,5751095.734122075,3502767.23432332,1629420.605167591
178061.18230884086,1471506.1688642942,1288239.5939246663,,1568982.2793227537,656466.1226633589,1081101.522696305,4071744.4689392303,756223.9559091446,5631982.349143173,6294260.050669306,1735026.3881645554
170804.83770214295,1462745.173308436,1301652.6908908177,,1511634.6160414214,549505.6388122385,1087504.4983537232,3956219.012963648,568004.8045380986,3353681.5754982755,39683556.05408261,1670613.4933423244
165096.8362191721,1453984.177752578,1532629.8917481713,,1555369.3805065325,871448.264315285,1093907.474011141,3939550.25561208,696505.617895844,6497134.771187996,39750621.70825509,1846078.0268399955
163176.24984023834,1445223.18219672,7988706.707217266,,1755268.6059750994,558173.8335688866,1100310.4496685592,3808140.771171626,666197.2045194797,9640587.966877716,23552597.281910244,1772251.2190443454
156922.55447671987,1436462.186640862,1798556.418454308,,1682488.2651271117,484195.249670348,1106713.4253259772,3694201.562542662,530947.7155569164,12784041.162567437,12506140.54855487,1685870.8704515165
149623.95549244605,1427701.1910850038,1689776.419670214,,2107429.1525048097,400730.8234040863,1113116.4009833953,3621519.033094718,523896.8244824357,15927494.358257156,8106130.076408684,1598358.3223231812
150241.8366139805,1418940.1955291457,29594313.081605177,,2356568.318530033,340953.03550107003,1119519.3766408132,3536104.3010446327,697927.2799723054,19070947.553946875,6274152.942021152,1575438.995739634
140741.63581494245,1410179.1999732875,6490750.165206526,,2111782.3228661413,901795.8431291212,1125922.352298231,3336547.039674747,510937.62635194295,22214400.7496366,5440624.230281365,1583256.6492574874
130840.23160257876,1401418.2044174294,10030512.812698975,,2148469.836274309,874947.5378118992,1132325.3279556492,3234354.937055489,445173.4488081588,25357853.94532632,4902381.1007318925,1576782.641392783
135434.02484928104,1392657.2088615713,8872134.38982024,,2188465.445803344,385753.9141179464,1138728.3036130671,3283391.629277244,424982.71363771707,28501307.14101604,4324064.101743937,1522741.4105416082
118261.0402667502,1383896.2133057131,7713755.966941506,,2106542.9203010164,448110.2957957369,1145131.2792704853,3228378.662452559,394204.5750621464,31644760.336705755,4389193.947411684,1610716.415702296
113297.3689675668,1375135.217749855,6555377.544062771,,2029278.7341013127,306050.4076666626,1151534.2549279032,3175019.7052954566,352060.5846431117,23612358.091814213,3869118.4142804528,1555506.8501390594
102723.48085867004,1366374.2221939971,5352495.336974418,,1967617.5772063988,530264.3048178556,1157937.230585321,3130956.8517855667,297739.7427988172,15579955.846922671,3626213.553608269,1668684.2173386458
115295.21487350827,1357613.226638139,4558553.606783714,,2028737.3454867776,399930.8533196162,1164340.2062427392,2999158.063820173,259667.5278049688,30403806.381277867,3318069.7559184106,1619414.6511763958
111940.40487912526,1348852.2310822809,3764611.8765930114,,2062056.276303164,283184.4970399899,1170743.1819001571,2877645.535645454,173738.37902848216,45227656.91563306,3112169.895287027,1584139.8212190266
104664.8307813059,1340091.2355264227,2463741.0112379533,,2271677.959452071,336618.9057608743,1177146.1575575753,2730395.2333769463,300974.7532307824,60051507.44998826,3090462.08001878,1503646.0372218152
111588.16448035667,1331330.2399705646,1167503.2495792988,,2135261.541015056,738236.8394165073,1183549.1332149932,2604619.108997988,391549.1296972599,19205408.036449417,3068754.264750533,1536682.3802896189
116850.27010468813,1322569.2444147065,816847.7615925993,,2857400.702874857,290731.775660679,1189952.1088724113,2462872.31620558,449220.446670352,14545439.376944209,2862279.7083467296,1505974.1237222338
84711.91258205356,1313808.2488588486,466192.2736059,,3117841.909962951,354052.3904831771,1196355.0845298292,2284166.67740866,478610.3922115395,15050363.304397162,2468620.073651194,1451317.718929122
59686.853656576575,1305047.2533029905,115536.78561920056,,3307492.848254438,402623.85076768574,1202758.060187247,2014114.728618414,487097.82620031456,14431496.463162173,2814337.8807740323,1450930.1870009587
41650.24191224258,1296286.2577471323,1302104.6018136549,,4491897.67387242,841212.9797728678,1209161.0358446653,1731452.0601057797,336246.85959248,14647133.889067134,3299042.672488262,1550063.5377901825
138367.09543868594,1287525.2621912742,2488672.4180081096,,6877595.819006077,431729.7303641228,1215564.0115020834,1503643.4153319066,414911.714551802,13694479.005061911,2812063.00491816,1474174.5853530052
396379.7786947272,1278764.266635416,3675240.234202564,,,515842.9029349862,1221966.9871595013,1596995.638337982,738657.1746347807,13121766.869895566,3059664.938568633,1335512.4055495737
453335.42249673896,1093588.1978966896,4861808.050397018,,,396881.1049980871,4346901.10041237,1691047.362600677,711848.1484091168,11128307.363844717,2843320.4517978886,1284744.646369108
508493.3550952676,908412.1291579632,6048375.866591472,,,477172.540647088,7471835.213665238,1924072.634608558,536503.5465473253,9964360.717556383,2541485.8912875326,1459312.2033046936
629893.7377156988,835327.8955613385,7234943.682785926,,,481422.0863362692,10596769.326918108,2302967.3175699105,519503.235156332,9848021.904292816,2322331.198706817,1283162.9657452204
607370.2601004675,553838.7391000809,11688001.123352977,,,463059.9685652093,13721703.440170975,2672078.8253676607,502502.9237653387,9463395.890079496,2255813.6803371347,1268845.7350417578
727121.7154148652,470499.1682541237,9750569.820470847,,,450914.03032703936,16846637.553423844,2684211.2174141165,389829.5330504224,9510126.401443675,1849620.4212404443,1394301.1990353884
861328.0726091601,459520.52634761855,7813138.51758872,,,478090.9468188145,16226753.71296284,2827263.1044087405,454537.5267864444,9510001.88413734,1741236.1810833823,1317802.9383842226
1011649.5307661128,448541.8844411134,5875707.214706592,,,367822.0693950656,15606869.872501832,2817180.935946192,499890.0994295734,9509877.366831005,1375853.928304334,1345699.0432363572
1712724.3525780228,437563.2425346082,3938275.911824464,,,355028.26419628464,14986986.032040829,3224548.9419772592,571579.9700538184,9448355.427336108,940478.391892198,1751112.7621897769
5772249.461546008,426584.60062810313,3133742.869230329,,,322919.5891927629,14367102.191579822,3843833.170376027,521187.520463667,9446126.98747506,1201309.5109285298,1033431.5648750633
