Energy_envelope_Median,Energy_envelope_Median.1,Energy_envelope_Median.2,Energy_envelope_Median.3,Energy_envelope_Median.4,Energy_envelope_Median.5,Energy_envelope_Median.6,Energy_envelope_Median.7,Energy_envelope_Median.8,Energy_envelope_Median.9,Energy_envelope_Median.10,Energy_envelope_Median
8153772.602980939,403202.5487836164,2815807.3729815087,,,314219.231434794,13632834.277970731,3541435.8950599385,407328.3792022955,9261118.775142577,1057160.6662031806,1026688.433479638
2754185.958179581,387637.37687360833,2230622.34030276,,,270646.530676675,12990073.622880109,3683003.274853483,353718.7355987857,8725209.096254684,1989669.04916535,1024690.5695002252
3243129.3175197407,372072.20496360026,2003775.7096193505,,,262407.6369826973,12347312.967789486,3415713.2678000983,309847.36673537525,8602938.171603173,1255254.4795822676,1001019.2607540304
1199265.6274359624,356507.0330535922,1792082.9863152737,,,270473.21007265925,11704552.312698863,2507445.034487525,488744.3645033711,8024393.949582491,789452.1607413436,1179483.4107734342
2473905.6635324843,340941.86114358413,2230398.900117908,,,288412.1633908514,11061791.65760824,2638342.888543668,559165.1927144601,8222613.315191181,1378416.549504494,1435155.6046294866
21519815.131537333,325376.68923357606,2668714.813920541,,,313745.9708612376,10419031.002517618,2656913.3277209303,675394.1146713081,7920938.337183565,1845022.279396214,1650634.7652749424
14232162.350124689,309811.517323568,3107030.727723175,,,281212.8170027266,9776270.347426996,3210500.0744757107,837488.7841209692,7906015.099278258,1395146.8541162796,1827760.8632082231
6944509.56871204,294246.3454135599,2116026.9048486226,,,296836.77433887986,9133509.692336377,3647678.143971981,841618.8746609391,7891091.8613729505,1217453.9520158586,1897736.2901227192
2752272.0809906805,278681.1735035518,1491168.0884312636,,,304924.43818142824,8490749.037245752,4014167.12183008,872055.6184907012,7968176.694856823,1412395.1976060185,1802112.233267904
1613870.7229332442,263116.00159354374,3536082.2141915923,,,314857.5989754807,7847988.38215513,4057121.734975557,1087232.7617714703,7917137.669969453,1074519.5775029515,2084497.4792876337
828437.6202939051,261415.76752463423,1452679.1047331516,,,327381.4674983871,7205227.727064507,4300772.314205873,710712.0906474671,7685764.681667197,1470391.298256796,1892854.3095386687
635992.1017711449,259715.53345572468,5910431.179120638,,,337432.7920970479,6562467.0719738845,4554202.153905287,722096.0759802227,8092960.733792642,1866263.01901064,1896132.194740547
312659.6269741908,258015.2993868152,2384861.6544293514,,,369086.6344382238,5919706.416883262,4749839.471670434,764628.9537182088,8049023.789947824,1945219.7925747093,1518961.3901707102
220150.90606638408,256315.06531790565,2114892.7536456697,,,441265.83209545375,5276945.761792639,4797943.850096537,807161.8314561949,8005086.846103005,2024176.5661387795,1433918.2909043662
158187.13105172195,254614.8312489961,1844923.852861988,,,453787.4191146374,4634185.106702017,4750720.482351404,849694.709194181,8043424.657375528,2636160.1086027906,1114977.8761539636
137674.98611486063,252914.5971800866,1824901.1747161604,,,421678.3863105876,3991424.451611394,4952724.852776108,892227.5869321672,8000321.201163537,9507502.775600957,1314582.4631622643
117663.56239077653,251214.36311117708,1804878.496570333,,,428277.6808047448,3348663.7965207715,4792709.057848362,495957.20475250506,7833720.582313918,2293229.3632384194,1302008.7714756448
94335.30875569736,249514.1290422676,1784855.8184245056,,,404693.214551364,2705903.1414301493,4789225.711725483,1134840.6480795594,7896914.968637228,3539057.535913485,1510337.1505918475
94859.12408288004,247813.894973358,2164566.6371002216,,,438772.5443053652,2615782.354309048,4505226.576705038,1495634.6264625688,7779874.723783725,2942189.8132947194,1468870.6515232031
93095.02483824184,246113.6609044485,2544277.455775938,,,398070.478147702,2525661.567187947,3716434.820825928,1250937.709448088,7652209.76074739,3005596.8466873146,1450913.3869570768
95525.13548261228,244413.426835539,2049364.5703986983,,,402853.1667854839,2435540.780066846,3945298.826750305,1006240.7924336072,7573167.516611597,1410030.4419783845,1453303.61870369
85071.13361833617,242713.19276662945,1131011.5186836242,,,319127.84103288973,2345419.9929457447,4158826.360735472,924117.4950074772,7267749.912943961,620950.7111425118,1406796.6000722905
73018.66187786125,241012.95869772,1001631.5947082214,,,354224.0496930311,2255299.2058246434,4275809.540630605,918542.6567377608,7217116.486857049,516727.7483033728,1400608.322765869
55463.79043494309,239312.7246288104,867689.6731501888,,,340983.3112753552,2165178.4187035426,4374798.900752818,824845.0595005936,7384831.107231997,523287.3475463239,1295746.7763714483
61547.8473441736,237612.4905599009,725408.9341001821,,,386054.5032204705,2075057.6315824413,4470472.813117414,802885.6697484576,7552545.727606944,511997.68990220217,1241556.6804082012
46959.702976617256,235912.25649099136,493814.7542201091,,,422516.6657525448,1958152.05634778,4623791.598923775,783349.4622633158,7720260.347981892,560926.3122832241,1119504.1210148358
44134.09637072245,234212.02242208185,284763.30507693527,,,443845.63064542576,1841246.481113118,4680497.670462698,759487.6734123887,6674620.155259327,739244.4260043926,1198471.0864409884
68408.90522487077,232511.7883531724,355683.01491492125,,,501848.3486373304,1724340.905878456,4284370.829883004,855075.371335798,6166301.927251182,726739.6938406214,1478545.131331879
46121.5835043018,230811.5542842628,324692.78387314663,,,541729.8955620615,1607435.3306437945,3578092.2865341795,803528.5135645564,5657983.699243036,692731.4375791908,1465199.5202731795
90716.26688264546,229111.32021535328,293702.552831372,,,633443.5873109393,1490529.7554091327,3104180.8497567084,603481.3927759917,5149665.471234891,601609.9230037667,1475172.251763058
79891.39228346637,227411.08614644376,192669.74878993465,,,640600.2248731746,1463447.7807951688,2729721.355510583,535274.4941226029,17503389.367178973,597996.826433283,1415965.123472464
70605.97825602492,225710.85207753425,96695.69342248328,,,713988.8233359269,1436365.806181205,2582268.889622342,517456.8974341429,16057936.008838763,717128.1380073302,1476404.4931046714
58212.89118543607,224010.6180086247,2644303.825663413,,,832843.7720037814,1409283.831567241,3164088.59600872,488378.45689125865,9927501.112715846,598879.2513423051,1351891.1862525004
57150.68176105597,222310.3839397152,207303.73417927173,,,841311.0417237584,1382201.8569532773,3788356.54198616,444713.8713603155,8400993.708410354,623162.8774081218,1288072.973677869
48201.69030593813,220610.14987080568,163247.22363134893,,,840784.4827570571,1355119.8823393134,4438862.635215538,404521.075682752,7733760.597550285,576033.7239687749,1188804.5241567118
44380.69340607389,218909.91580189613,162291.77941293613,,,763136.2116000033,1328037.9077253495,3508808.89350959,384386.6125985298,7803528.751692876,573702.90873335,1104505.2805082172
40205.96941632727,217209.68173298665,161336.33519452336,,,755262.7560674694,1300955.9331113857,3195508.299916565,377335.8514238386,7924482.54544759,530987.8673612857,1079460.9833493966
38032.27423169445,215509.4476640771,160380.89097611056,,,741525.4029746059,1273873.9584974218,3423375.5941627217,357315.037545432,7724048.933724896,557266.5607255329,1058833.4048738922
45299.992586353146,156842.7489104451,297485.52295000287,,,754942.7063423346,1246791.983883458,3995969.186142296,342936.74029914633,7644316.494631856,611237.4992511456,950550.6028589598
52393.9884056684,98176.0501568131,161643.46644653092,,,861717.6771272325,1219710.009269494,3576913.3258237457,348011.23530978954,7641682.560516065,513291.4093567199,914050.6899560164
84487.6712487805,85918.1843812647,142199.69318182018,,,969959.9822101762,1192628.0346555302,3430306.4378202474,348227.61601702136,7700139.370037544,495210.02959347714,870546.2777427323
74667.66892354841,73660.31860571628,122755.91991710944,,,1070278.5362901643,1165546.0600415664,3306695.236110655,343897.27823337185,7628421.614645487,506756.17434926174,808811.0838451046
154016.31137065715,71320.19225806916,113896.85104306704,,,1220631.644874632,1138464.0854276023,3410362.5824561305,332525.29885702697,7528221.124018959,477036.1101810395,744626.4794903543
91071.55641551188,68980.06591042204,105037.7821690246,,,1437219.5595139433,1111382.110813639,3552138.5258241883,322805.1440604391,7412529.556450039,576945.6903886609,638966.3082591335
208537.3176536636,66639.93956277493,96178.71329498218,,,1721359.8953751666,1084300.1361996748,3837194.753099786,299932.6969016083,7332929.366303602,583710.3954807277,625249.1480519407
69936.46205162909,64299.81321512781,87319.64442093977,,,2080070.3753209272,1057218.161585711,3775631.994830512,294611.7673807171,7316049.045682314,576636.3944008587,639187.241049805
76795.59333521212,61959.68686748069,360859.0582985348,,,2747801.5112168416,1030136.1869717472,3646923.998103241,265241.90321177524,7299168.7250610255,535354.5922566538,688542.6806900155
113955.504550862,59619.56051983357,565690.9032046411,,,,1003054.2123577832,3480098.7922295583,241476.82840140827,6678689.538957254,552907.1290886787,758952.918430951
121214.04290401048,57279.434172186455,1098944.6939145534,,,,975972.2377438194,3347037.129588566,278941.5786881505,7122647.785491614,418813.53526678594,729647.4508835266
178933.77623478833,54939.30782453934,1083297.849856499,,,,948890.2631298554,3277694.5211441703,326527.05038356554,9929275.318711922,496002.8230215328,741956.7948343687
250876.8820432759,52599.18147689222,1067651.0057984442,,,,921808.2885158916,3265609.052257216,251544.79328706567,9167579.263402384,708675.3333853491,850929.3908514129
279251.7339700285,50259.0551292451,202756.741232158,,,,894726.3139019277,3156424.929778111,244885.44516820263,7790847.4755194,553204.6404081177,815675.0022538434
190223.07412066896,47918.928781597984,722423.2327287858,,,,867644.3392879638,3408599.1894093906,282984.1461773246,8080630.861970535,571521.5508469837,781624.8699351521
302646.914452372,45578.80243395086,629897.5227294781,,,,840562.364674,3445014.098014252,229202.89309009712,7582809.664879852,483595.0878548851,838356.7920572683
338170.0277101623,43238.67608630375,537371.8127301703,,,,813480.3900600361,3109062.644227209,230325.0573349896,7938960.425940866,432251.9831272453,772574.1972966163
372391.0798415716,40898.54973865663,444846.1027308627,,,,786398.4154460722,3415934.13830625,246320.00293586764,7586109.761637311,474349.26070239296,718793.8742457712
282665.6911280124,38558.42339100951,352320.3927315549,,,,759316.4408321084,3510157.2756313374,217605.5318009392,7433869.161562338,463118.3416626417,864164.6044877796
134006.3849454215,36218.29704336239,325265.86703456705,,,,811362.8938934063,3356940.6026928136,199294.6132320245,7380294.446216835,542633.0186255521,802071.5061186493
75913.04988870483,444016.2416890627,298211.3413375792,,,,863409.3469547041,3374580.6954974905,211362.5048485236,7373276.493107844,749895.7461702409,784869.6237999055
55625.51228032347,653116.8419087548,271156.81564059126,,,,915455.800016002,3287871.659626964,189293.561573838,7238754.668768441,666573.9959764596,734781.5357816662
24037.962856543527,862217.4421284469,244102.2899436034,,,,1169423.9961777315,3497747.61077495,182475.3637845356,7092769.965478975,554654.225059407,742917.4636772722
34750.82680664391,1071318.042348139,217047.76424661552,,,,967080.527707447,3784780.3240657775,166933.2740742328,6936111.767721544,792275.8419111001,909929.1026905024
52365.399217645776,1280418.642567831,189993.23854962763,,,,820973.9748068643,4052518.3919534152,198367.81716098165,6796591.20635898,947787.487822256,1009814.5546367316
73750.7238722259,1489519.2427875232,326173.30506016593,,,,564841.306236345,4026030.829723071,212554.21974850752,6694658.506385289,743027.1694077047,1048104.1443661284
81716.49573824978,1698619.8430072153,384436.3380315588,,,,606555.2755617418,3770508.165857518,186916.9335376276,6586543.433299748,731125.3941603878,971684.741456328
118015.69029659696,1907720.443226908,442699.3710029517,,,,613809.7189267607,4019854.0664551854,174666.5845863226,6454041.05535846,821892.4642114083,1105700.102895383
63295.70232962688,2116821.0434465995,500962.40397434455,,,,303274.9110550412,3920490.601988015,175009.16912055452,6328256.219468044,984265.8969642192,1061038.5608604583
44582.94909092788,2325921.643666292,559225.4369457373,,,,587620.7009221172,4089516.781287353,204864.2488722435,6202531.963120688,1015682.5569604286,1069864.4353408518
47609.35635118176,2535022.243885984,617488.4699171302,,,,628620.6799618577,4696463.140306523,173297.23110068246,6099744.279092326,865801.8535124781,980206.2868787722
65647.92373669101,2744122.844105676,675751.5028885232,,,,875940.8590348291,4619005.469640726,174872.9046401974,5991164.927047087,966247.0510456604,1065203.2124163834
85116.82295310726,3381678.8935667146,734014.535859916,,,,1128696.6124645765,4469070.568315238,162717.243625279,5887194.740782948,1024148.3666263608,923525.5867458576
103315.3441337219,4019234.9430277534,792277.5688313089,,,,678188.3999975388,4561422.176707072,168607.14525044293,5799563.71861566,1134132.3332437903,845103.0634690291
120631.99867577464,9965464.969343448,850540.6018027017,,,,471377.9611877973,3824208.369204312,155921.62524234832,5698217.224500235,1206446.317875111,834201.3034236638
147785.06967730523,4249979.177696344,908803.6347740946,,,,523616.0343070738,3631998.203119016,143213.00651813115,5603866.334027127,1277021.1043852922,904308.3215813736
190926.5264370369,529476.0040551518,3437878.0532453526,,,,581019.8188824115,3473525.86677439,131750.14439723664,5522249.349931948,1452649.2113195483,877398.7962207119
156437.2333866618,1752691.6176421228,5966952.471716611,,,,589785.9848097181,2760238.023554511,109120.85223922724,5440461.278645431,1405075.865436658,942377.295585588
159752.12222723206,2975907.2312290934,4391821.063840385,,,,552561.5238846904,2491585.174272263,141387.9216705763,5375216.932723092,1544421.3911792345,856243.3580816017
186038.9947926551,4199122.844816064,2816689.655964159,,,,551415.1204773226,2426558.2096046912,148204.22444512355,5304364.355535554,1398624.2460172994,872953.5038958112
192112.8472743417,35405938.4047536,332134.75401713734,,,,391813.9547794332,2670475.193053606,141693.35590452715,5239962.353138186,1520158.8079370358,753730.5754704096
175529.29250537365,2092237.1279673665,319771.30195036466,,,,263234.5308343656,2461299.5960020665,134852.01175660302,5167786.555891611,,777259.0848215593
209032.6862293213,1606468.8331851126,530227.5321947512,,,,531011.4202736106,2490590.6863100384,133031.80452387856,5093297.091899193,,574996.5666605192
251766.09943304423,1120700.538402859,651312.000119719,,,,664195.2790137747,2464272.472397987,124631.15529047832,5051351.344275265,,546996.4588746978
212500.5996483202,892005.6686681467,778801.7138214015,,,,406064.36779667344,2381631.9808760146,125546.23361256554,5020926.072659304,,659884.4518874859
226514.2872998085,1091283.5010670344,884638.5582553314,,,,573121.1800639676,2403616.5543367025,127447.59012984004,4932839.732125135,,543825.9277838215
252386.93797296588,1867617.403227659,311089.4500331897,,,,398443.6718516384,2550682.3086280134,107661.09860649296,4857816.348039202,,522438.1371319733
169981.29780605272,1291961.8496645954,1397689.7157767313,,,,141834.3753638807,2938057.471403845,120534.00471568892,4553583.574690981,,509674.032930017
209565.41101192025,884326.048893333,3630967.44824133,,,,910514.7976040752,3049187.537041194,103275.84168249716,4856071.819843012,,521247.6898341004
214677.4424900897,1066490.508872023,9742263.647420015,,,,623566.8205548023,2827181.547999752,97412.9680690255,4834204.992801302,,529305.6257683937
232739.03518456256,1050518.8576011937,6657368.798838746,,,,257386.64012987167,2595802.161897063,97853.55245888022,4761947.42094958,,524674.7734603895
245227.7728876038,676870.6745259259,3572473.9502574755,,,,267281.6368670046,2679911.327896396,96980.89703176184,5052734.312184835,,489687.1807635941
244734.95534389256,303222.491450658,487579.1016762055,,,,303781.1251090617,2905167.171891052,92843.37047755731,4935822.252726088,,486847.9820050099
254080.0934661705,1989940.007374866,261583.8207838437,,,,340280.6133511188,3014148.3176518166,88304.09876986148,4881081.776035987,,545370.5880599571
280064.939803744,257767.5710354157,844153.9709295351,,,,376780.1015931759,3227610.969153944,83681.52790528799,4814464.385935409,,533721.5660421497
308046.3881514881,1656462.6881045045,395295.7743463626,,,,413279.58983523306,3196337.586661089,80339.07468156895,4859726.842763596,,494245.6238319384
243870.6372048593,3187329.5535903494,249850.14362421696,,,,449779.0780772901,3394832.798278917,66699.5220169204,4784924.629775104,,547270.0983026612
272290.9999231226,8290307.904019712,363894.121460046,,,,486278.5663193472,3296647.2961842003,58543.17593704413,4810107.109017558,,525543.8079668714
294437.1295186842,1180820.33468064,752644.7962519479,,,,522778.05456140434,3475565.2407996403,56053.31325795152,4770117.011318542,,555098.2663472232
316240.7869590277,199598.50353579427,969694.1862952204,,,,559277.5428034614,3042344.320118133,54048.0890469256,4715443.2863635775,,560321.4373373629
316689.1894644186,2864332.11814616,2098219.4044658365,,,,595777.0310455186,3521373.019411704,53704.51748420065,4667678.414129,,579457.6747001236
330956.53877688624,2266271.120841985,3226744.622636453,,,,632276.5192875756,2916885.107940181,61997.96454520508,4617751.685786109,,590747.5280034483
349039.89921483264,1668210.1235378103,764447.9612592723,,,,963187.6280197912,3074754.4684459683,65913.45371219343,4564933.621785492,,612166.3715661424
356669.0486807363,1070149.1262336357,209838.13952883083,,,,1294098.7367520067,2793660.597920673,69642.98409019418,4511178.12363044,,605765.514971534
360147.3676238031,472088.1289294604,126902.23314843272,,,,1625009.845484222,2888997.1950547257,75311.89735102646,4469344.932467501,,634426.3379379236
379298.3857228645,2171410.274351979,203535.897457188,,,,1955920.9542164376,2762113.377317381,93049.28203639854,4428858.614057598,,652211.0070640091
402410.712320611,5232020.915229734,117104.7586174777,,,,715059.5858605213,3114279.4458163213,127700.76177885472,4374906.0779570425,,657665.1968223238
381166.2048474063,3617394.315118752,116927.66799590092,,,,701256.3312997343,3270418.44708352,125299.22517493273,4307739.951569492,,609129.2389389585
406532.1255451602,1090353.2250773888,290381.9888670415,,,,687453.0767389472,2933372.1546800626,107582.48740346175,4192805.960621872,,722612.3848320413
419538.4827888404,8663306.231500983,146829.64364476458,,,,730817.258833122,3208880.7739871587,145793.29289419908,4273217.469040632,,1020733.1996596552
446400.94816539454,13556124.856362617,117267.1323638032,,,,774181.4409272969,3017112.4408341567,170758.1792780064,4320027.52314928,,748891.5341066974
443217.83108707465,19297468.22064108,52450.15444166445,,,,1062553.752722788,3029740.5698787933,180558.2085245092,4248231.770283476,,1101564.8717871385
462444.9139266858,25038811.584919527,51577.81330343142,,,,1173112.030896956,3237621.120874657,208805.0781873876,4213613.783647538,,841498.5783715799
475645.6640846615,8947576.964852287,169277.62173904417,,,,1324580.1430480357,3247847.835987949,130442.50351636918,4181746.609779325,,830295.8450395296
499825.8557722935,18335361.497882508,2336833.6896339986,,,,1476048.2551991153,3308815.8409191617,161683.19520565815,4140326.580032032,,884411.5434536168
493591.6236989306,27723146.03091273,1212318.398298598,,,,2287868.921078713,3302355.8885267368,232866.1546165091,4104085.043503681,,532782.4631148605
505578.26825854543,5638968.660728581,263185.30863948684,,,,2308546.9018896394,3480224.4162271405,269226.46943567053,4075119.238333064,,541908.1904152482
513382.2495918684,2561491.8587710056,274383.03058883233,,,,2329224.882700566,3427886.50643803,303493.82502173225,4046389.371140391,,584748.387333786
517206.9206015041,1014626.12851438,83814.51955347692,,,,2349902.8635114925,3564346.5706063467,267895.22984504816,4025835.428929974,,693758.9000625077
533641.1278872631,612106.60669258,111291.66562533742,,,,5481531.328382807,3741037.5215893295,174015.544716363,4002821.121165583,,680819.3041225122
572211.3300017819,586056.4078234422,247510.3170393957,,,,7336403.519326243,4700255.021041317,254476.4753478361,3971005.9140164526,,681401.6816849026
585908.3137974422,478472.3023210215,471075.22583742894,,,,9191275.710269678,4812305.983920714,373818.22189869656,3934373.749069336,,873823.8846702611
605354.450744597,370888.1968186008,297548.7476977047,,,,11046147.901213115,4636357.197335418,257854.57827266352,3918590.057723036,,833945.8495536852
616514.0574806322,263304.09131618,699446.4859787154,,,,12901020.092156552,5175887.302307734,442001.1043943101,3890416.946824384,,818432.2460233809
634235.823729648,831391.651496406,1031713.9271733956,,,,14755892.283099988,5169130.542600303,398581.9605812391,3866512.575101981,,908799.438884085
641536.8906200491,1021648.6843397716,782583.6343407495,,,,16610764.474043423,5201569.685717077,456610.9873395824,3841924.896881172,,993555.1396392228
656546.3888109158,1075763.4917443625,544954.6441986808,,,,15110341.610490464,5232340.770188915,362426.263011637,3825188.708489406,,988740.992793582
677493.6390027946,1129878.299148953,,,,,13609918.746937504,4915517.938329376,850075.0627402219,3782838.1674359376,,1016097.4546804754
703340.2464663539,1330537.7997697978,,,,,12109495.883384544,4750250.554129928,272173.83555114,3776939.963765259,,1040077.638910014
725322.911219295,2307159.71070878,,,,,10609073.019831588,4677498.708953772,172481.46062581774,3793922.7501284312,,1180603.7715552463
704579.3693084847,1692609.3775960554,,,,,9108650.156278623,5123405.658833551,613606.6029423544,3752202.629070055,,1267275.08851651
711683.3907413553,1725723.1762747956,,,,,7608227.292725667,4797137.974962786,300044.8458816663,3704565.605188401,,1193953.981528392
744046.8005164318,3249138.841508856,,,,,7028296.2707208255,4830185.10905042,177287.03110848094,3682934.88954532,,1203758.547244933
779683.8247940103,2979150.398162921,,,,,6448365.248715984,4722101.712470529,1076853.7526151475,3646543.326567376,,1243580.8374873376
806395.6225529902,4590349.726584528,,,,,5868434.226711141,4818557.251752922,221243.75721485505,3619532.39267646,,1176448.955302605
885777.3208280029,4952292.832387795,,,,,5288503.2047063,4619926.569044152,152423.42015895952,3585466.8706361223,,1305764.802135295
1078732.0992412036,3366897.04461728,,,,,4708572.182701457,4416469.391096225,92720.30934765292,3546315.4940322554,,969819.5428216424
647107.5764294604,1142094.281366496,,,,,4128641.160696616,4686371.459079542,122211.11375765248,3565581.420568319,,968851.6797137064
760527.2232489646,1812343.7795128669,,,,,3689155.771942939,4672101.741713314,283956.261006828,3531679.181480177,,941850.4344973386
807955.7986334526,488130.48215213657,,,,,3249670.3831892624,4321125.609570939,430722.5950236104,3484850.374618181,,1043564.5274641304
853081.3972894873,1190574.806725931,,,,,1586456.0563279465,4270586.603154084,1098216.9290453603,3429173.8089382257,,1285875.6008229316
898211.3243451468,786566.9474289514,,,,,1303010.2618798278,4304804.370379755,339342.06110245344,3454386.603105226,,1442821.8110847864
913336.1746233512,307709.5341543786,,,,,595487.2107708394,4254824.6003702255,128399.0751162386,3378732.245867629,,1563451.2532402796
944118.8463737816,109807.56567367772,,,,,885422.2226801043,4235353.32614219,149627.82344028537,3434942.2870670315,,1499048.7835685103
1007916.3915398276,218128.8235897369,,,,,1175357.2345893693,4128613.0052961577,301282.83743455535,3547708.7732511093,,1676951.059638262
915968.9943041544,80054.81446976596,,,,,911201.832313644,4166270.062017394,549103.0745231241,3525375.1610121345,,1994849.487684731
926117.0208807874,101463.70026021848,,,,,647046.4300379187,4214100.279510562,197209.87439557177,3538475.592204744,,1834220.1797079337
987567.6334595898,262603.4639690546,,,,,651628.4514865674,4003113.964967534,587736.2998434182,3460041.9405058743,,2025588.294622536
1029589.8239560934,276918.8774878242,,,,,628257.4406952147,4137378.6826254367,1026584.518703016,3382062.63469548,,2149603.169607491
1085052.845021462,389715.6270643874,,,,,552632.4760491683,4297929.71935577,427702.8546857538,3364008.2531856964,,1855525.324283694
1142407.7317540084,,,,,,477007.51140312187,4559914.030163268,931411.8832561128,3313855.579422611,,1587079.4906436438
1237965.1472222377,,,,,,401382.5467570754,5995819.052542541,180365.50346242884,3286192.348145828,,1403376.2979691145
1308651.86429509,,,,,,720194.9127230367,4395673.896918074,440865.2303512847,3212498.3626128584,,1475651.5582694637
1164790.4731476053,,,,,,385401.5052064122,4099679.800040356,1191305.4782009977,3185588.1562255407,,1689391.063247732
1205267.1531405854,,,,,,178796.15277747068,4058200.7005825127,1038587.3506406404,3135265.2946170457,,1786057.1951124002
1245388.6515578951,,,,,,150351.81375892603,4165608.130664556,985492.774086402,3117280.604425595,,1800514.9874279976
1397000.189763202,,,,,,365295.01243413263,4231296.006202502,1062237.9381002106,3179191.0954290745,,1880206.0263854235
1576403.8107663938,,,,,,128811.45383349936,4462813.550293148,775683.2095744004,3439414.355358954,,1928864.7544113223
1486578.735690305,,,,,,102545.86675855955,4650705.292789263,539419.3733703131,3412725.216373624,,1987287.330959583
1619053.8252217537,,,,,,258110.81962795724,5420254.087576446,328918.0037582846,3569551.3340030955,,1952633.745026202
1753627.7288962747,,,,,,475239.3435831392,5437076.889870985,448316.2792085268,3464277.6216592174,,1956113.4098665663
1808160.8363763387,,,,,,467599.7639730072,5241334.170709744,465889.2833463372,3341867.064039201,,1901661.343875552
2060558.0503897488,,,,,,419386.61811559234,5883773.337199653,289747.6791061677,3415715.261901248,,2095918.8756502403
2395560.852281641,,,,,,487263.2223628184,5272878.719049204,204452.6965374877,3310441.21409703,,2148054.816397372
3809232.197214008,,,,,,839155.4260165446,4737763.285984662,232845.71917565697,3212853.1249565347,,2083872.3933928
,,,,,,1316508.1446908824,4811516.419413284,152132.44778631907,6355863.944871834,,2040642.014086309
,,,,,,2191580.681445629,4737518.837533708,147896.1319438593,5266283.73105195,,2136178.613750878
,,,,,,2767212.8533523465,4869827.24789118,122602.52215537564,6053201.811654092,,2050118.7565789488
,,,,,,1850009.2700864663,4514439.434601452,118459.91558076064,5239851.860042157,,2145207.8342868667
,,,,,,932805.6868205866,4928665.895379551,126080.80411795636,4183739.975049833,,2190449.216817461
,,,,,,701667.1004858311,5168325.006800545,150250.8328004346,3909626.9102668734,,2232139.069149579
,,,,,,837280.9090922589,5000515.1388048325,222729.70257535463,3440531.03926891,,2245459.7750009582
,,,,,,743261.4413960844,5043229.912644797,258680.7964566273,3327540.831928837,,2240886.307129248
,,,,,,904892.499084548,5407365.971019208,219173.95647068,3261208.798683371,,2375100.480353905
,,,,,,582298.3297870184,5047218.070575281,171807.01455833353,3211098.7259586286,,2531066.4584865454
,,,,,,739465.093280358,4775564.781614948,168439.71571071423,3159778.3329778723,,2604175.4160983087
,,,,,,1260796.150152919,4874028.207844462,219781.9837373572,3170068.445429157,,2616779.702379784
,,,,,,1782127.2070254807,4865312.851792558,272674.1027223113,3175459.372540092,,2572911.8363765697
,,,,,,2303458.263898042,4754062.433551375,533543.739736041,3131278.58425959,,2375225.0049069924
,,,,,,2810187.382334066,4772909.33563586,228207.66215323648,3161322.5437457752,,2347960.873447686
,,,,,,4118666.2517535817,4947545.751467433,256204.3927014352,3144680.594847808,,2282682.7152425824
,,,,,,5427145.121173098,4839378.8749464825,321481.64575822063,3113408.5468578804,,2279091.586679952
,,,,,,8423452.78451596,4801679.805109511,266880.6370395451,3112520.88882667,,2188318.182776689
,,,,,,11419760.447858822,4960910.557271725,286622.66494217096,3079429.054699756,,1813662.2451812795
,,,,,,24533550.677253537,5008511.14887964,406911.5157639707,3103180.789753464,,1938374.2520104945
,,,,,,17881373.786107622,4956146.186211246,342774.94114585634,3077954.179113593,,2001986.791657484
,,,,,,9947899.991039062,4978251.512220211,349457.9570913443,3072098.7256345507,,2120159.9367458345
,,,,,,8611323.28672953,4889999.107874055,661546.7215701086,2986561.091695069,,2283461.80216066
,,,,,,7274746.582419999,5102316.986223027,1165608.0481116674,3034305.651109429,,2403311.5688707177
,,,,,,5938169.878110467,4990399.220226127,349779.441794786,3142897.1970914267,,2481404.333119689
,,,,,,2364564.903152028,5118764.368441056,442891.03199229005,3075141.612095857,,3117638.7274425523
,,,,,,1596414.3907094907,5156753.638665596,677339.7979514103,3020336.71490896,,3232720.248793564
,,,,,,924326.7523948252,5255822.266955033,280158.2161873489,3047192.1283152625,,3275130.807834244
,,,,,,721087.8759882597,5195513.276670374,323650.6957728719,2952377.139972678,,3512929.041481512
,,,,,,667466.0753334165,5106617.476929301,342078.44305381505,3120972.056859523,,3375961.434093869
,,,,,,323002.5751119017,5228465.535145914,418430.2310382121,2995222.844583382,,3212999.355031072
,,,,,,2462873.6749019483,5273048.468338818,719064.1984379129,3016951.5405309503,,3120077.525170244
,,,,,,537823.9423126988,5195241.815067903,1165667.9753288196,3003979.837516237,,3040104.502509888
,,,,,,302285.42430735094,5261420.208291486,1314634.1954141734,3030920.755010587,,3141874.224920384
,,,,,,181338.78707190347,5362411.1142607285,593009.3713239487,3048079.510618451,,3304571.897556023
,,,,,,110956.25311927727,5625993.874039419,1217637.0167575665,3088716.6206209506,,4149942.565142933
,,,,,,758730.2990839826,5645272.77187712,1470702.236862807,3411908.552384704,,4768677.725721794
,,,,,,601670.2654780493,6178918.244672381,1071521.6244691566,3224344.5008885423,,
,,,,,,282136.28638278623,6245382.379500064,522568.948798569,3165413.947702853,,
,,,,,,135632.2888277062,5907235.368608035,305466.0636110266,3117295.8869925607,,
,,,,,,91209.27755846808,6022287.279582238,1305859.0084908349,3019033.493447701,,
,,,,,,111510.42761072384,6268116.649685841,1627054.3413741598,3019012.403667592,,
,,,,,,100318.0947512537,6576387.192947856,601541.5662926688,2941881.829618581,,
,,,,,,96439.3572723108,6492840.503481932,438592.0486044862,2965284.2506931387,,
