Energy_envelope_Impulse_factor,Energy_envelope_Impulse_factor.1,Energy_envelope_Impulse_factor.2,Energy_envelope_Impulse_factor.3,Energy_envelope_Impulse_factor.4,Energy_envelope_Impulse_factor.5,Energy_envelope_Impulse_factor.6,Energy_envelope_Impulse_factor.7,Energy_envelope_Impulse_factor.8,Energy_envelope_Impulse_factor.9,Energy_envelope_Impulse_factor.10,Energy_envelope_Impulse_factor
3.933075407904175,1.4371134666028398,1.5861212669236924,8.780317034210274,2.10438676736526,2.024378050960235,1.314961900620537,1.6737191328762349,1.228660032659214,1.5347246248217827,3.991617788024672,5.591523353536519
2.163918733344336,1.440310003999664,1.6274321105512046,6.504743704489586,21.06166165878033,2.697033845739849,5.382554102535863,1.4455498990589095,1.6902324467700456,1.5436853568195668,2.265427348303555,4.437251880488021
3.750678046345493,1.4435065413964885,1.6687429541787169,24.075209731684545,20.02075414742984,4.156230199208161,11.472360812355223,1.5182290758250063,1.1706378829663706,1.5526460888173506,1.7720912503259545,4.364672542401209
2.5247584252684008,1.4467030787933124,1.710053797806229,12.9066595907335,2.150761505102668,4.676979379257915,6.311860431837511,1.2639256244547112,1.4650435342840613,1.5616068208151346,1.3145039591166705,3.988226803143009
6.057398963426244,1.4498996161901363,1.3865218908661043,4.589727523717708,2.5352407101912067,92.72633742843637,1.151360051319798,1.264705440801734,1.3328251088722194,1.5705675528129186,4.471785950808444,3.4655097931204253
10.73596984296434,1.4530961535869609,1.763323834923212,4.513496047247588,2.4456482839182945,1.959284311739855,1.758287378710449,1.2460583125665077,1.0449582892644873,1.2922153208971836,1.1992810285605011,3.5536737716790445
4.756670087964322,1.456292690983785,2.14012577898032,4.046669628724782,2.5715479792712257,3.112665187121104,1.6749750485182897,1.218705679850426,1.0547054736757102,1.0138630889814488,1.7522558823798364,3.720344541948081
12.194622048494624,1.4594892283806091,9.890052850904,35.39465527800224,2.469578042811812,3.001409919772336,1.5916627183261305,1.234503197373791,1.0797660315981554,1.127651861172529,1.206589162202962,6.40718500790465
8.785057879850592,1.4626857657774333,1.9938028203492764,5.97961465722041,2.4695351835996697,33.26875468614529,1.5083503881339708,1.3405590776951355,1.0648393291835567,1.4764103292232762,1.1801277865882829,2.7806700482536524
1.861215689392564,1.4658823031742576,1.8032525736521967,2.127634945205287,2.419480120528493,2.023038404318442,1.4250380579418116,1.168905994512866,1.0520373043419595,1.825168797274024,2.028206420507072,2.3620109046365028
2.1425478769752364,1.4690788405710815,1.976084641995418,11.801071715189636,3.9145011392453393,2.685224145861172,1.4934601518865782,1.398667563787893,1.0848637624723143,2.1739272653247705,1.1188644073356535,2.7152772674137253
13.516690732498114,1.472275377967906,1.9514863662150408,19.9999737925338,6.213806603746811,2.28610612212566,1.5618822458313446,1.2762726376407636,1.0548711910151034,2.5226857333755177,1.040352136080646,2.509314384919209
7.365693900493508,1.4754719153647302,1.9268880904346648,2.007279560831237,2.7023588505437286,1.2612874500166504,2.4817900510793374,1.5548351339819475,1.139433082239017,2.0390167414112974,1.6063069997296875,2.6321439519353733
2.836096796745797,1.4786684527615543,1.9022898146542884,6.121898798888806,38.18576780741198,1.1868012472422809,1.9184738127284056,1.55595640890646,1.4102223808818213,1.256588967497592,1.1009295395623535,2.917436642484143
5.48323020191349,1.4818649901583785,2.7134005275788184,3.8634944581245545,5.246820990169424,1.4751877538630138,1.4243612669318837,1.4640899810942285,1.0752668002551296,1.2042282107338185,1.96790801205923,3.04571154613905
1.401227026311784,1.4850615275552028,2.5496948033188374,11.57108963966079,1.9971303156308653,6.570267258650537,1.6086767569343086,2.0027426674666304,1.1054157259368365,1.1518674539700446,1.8097417261526925,2.705536936894962
1.5354128643213176,1.488258064952027,2.3859890790588563,8.353544384778465,2.048163120319641,1.784586948926003,1.7929922469367336,1.238393468357278,1.0428228458576336,1.129386985672715,1.2580993591984844,2.9097535180844014
1.3674337920477482,1.491454602348851,2.222283354798875,2.8906742669903323,5.225797355765016,8.09027907256173,1.818286452453152,1.896080226603362,1.0841335078545038,1.1069065173753854,1.9327087545619643,2.6522793710913524
2.4558850812487782,1.4946511397456754,2.058577630538894,2.8717482728555423,2.261679189738389,1.5166364057434134,1.8435806579695704,5.065680290950757,1.115437766457843,1.0204005904493696,1.2898720728852744,2.824403057396609
3.4833255148226763,1.4978476771424996,1.894871906278913,1.9593542483379167,2.6181318292791067,1.248498592017321,1.8688748634859889,1.118279584071564,1.063685617312573,1.089289351404105,3.717509712157639,2.52270023056446
1.3409321007265471,1.5010442145393237,1.7311661820189317,1.8283985529325903,8.935252028232542,1.491288344640517,1.6601083383630233,1.0784109978523948,1.0762655359141962,1.242105956459524,1.675662656931866,3.230347186405387
1.450722802232551,1.504240751936148,1.7125352102178548,11.83553114665077,2.674360773443292,2.9603920260095693,1.4513418132400575,1.081165555340345,1.0945578232597537,1.3949225615149428,1.4565622505595748,2.985032441885439
2.062242375690912,1.5074372893329722,1.675269368294651,2.432816794802452,13.538002151384422,2.2319122720512623,1.242575288117092,1.1516322638356424,1.069732841334285,1.4039386873644972,1.1267128513016376,3.151397309264045
2.316608482718632,1.497484807023751,1.6380035263714463,1.5691288048850645,3.001792892973654,3.512963671469731,1.0338087629941264,1.6677582460746871,1.1307246447012504,1.4129548132140517,1.151289211740416,3.451699862315742
1.4097589835204265,1.48753232471453,1.6007376844482422,12.438373273294443,4.595138252431473,2.997247439768861,1.0636281257153124,1.1872706363438523,7.826556610997055,1.2702148380262528,1.0089988666010357,3.084016032520937
1.516980407745749,1.4775798424053088,1.563471842525038,25.45082851642753,2.7751736830613924,3.855083135458917,1.0934474884364986,1.3247584899410043,1.281625729344558,1.2664690834263632,1.0262319107396596,2.64841369466342
1.291531726935453,1.4676273600960876,1.5262060006018336,19.80300699956988,3.074053536388184,3.9422777635741615,1.1232668511576849,1.621905273002065,1.0916416325082574,1.2627233288264734,1.0434649548782835,2.608960413929914
1.2498098039482968,1.4576748777868669,1.4889401586786295,1.4656842235497147,15.240416569869485,2.957985894544816,1.153086213878871,1.1953257067409249,2.513822900945095,1.258977574226584,1.1058120668412554,2.4575144975046737
1.269918312158775,1.4477223954776457,1.4516743167554251,4.150684556679564,3.0127189076380234,44.650674347041125,1.182905576600057,1.5781800929125314,2.944585733551301,1.255231819626694,1.1229539926627503,2.584049799472899
2.126622125754838,1.4377699131684245,1.414408474832221,10.992804145856551,3.2837571622967485,2.4167793294251965,1.3284748287555068,1.625963274405207,2.331002693253056,1.2514860650268045,1.1400959184842456,2.42465503499095
1.3501374942860858,1.427817430859203,1.3771426329090168,15.764026326941842,2.8884457445693394,2.9998672472259105,1.4740440809109563,1.613846872433395,1.3077181010981591,1.266387497538297,1.1572378443057407,2.84959391498292
1.2229931640373777,1.417864948549982,1.3884019581510298,1.3599191393445509,2.1607357336812725,30.655417869255388,1.6196133330664064,1.330684964214107,2.519645362286856,1.2812889300497894,1.1877504570427913,2.695015929200266
1.4844441642069115,1.407912466240761,1.3996612833930426,3.781203322500058,2.1623941241491367,2.1405857654516782,1.765182585221856,1.189177084553794,1.3801673714847529,1.2961903625612818,1.2182630697798418,2.5762038678974752
1.495063129280005,1.39795998393154,1.4109206086350556,,1.796909534685083,1.8015601659270264,1.910751837377306,1.2516287935088983,6.304321523441312,1.3110917950727743,1.248775682516892,3.02693383419978
1.7306766880718736,1.3880075016223188,1.35879474667831,,2.310538320622884,1.6235759628084363,2.056321089532756,1.2031044305345748,2.772763905442225,1.3259932275842667,1.2792882952539426,3.1056578544208366
1.6551038272564973,1.3780550193130976,1.306668884721564,,1.8964746004838804,1.604599717103614,2.120269029245908,1.2709013996256615,3.6488328554433567,1.3408946600957592,1.5395510579333265,3.42492527937144
1.59886358455937,1.3681025370038766,1.2545430227648182,,25.78911769789852,1.7726340559818576,2.18421696895906,1.2024523892526269,4.064793067393971,1.3557960926072516,1.7998138206127103,3.384948582464295
1.4530034170377946,1.3581500546946554,1.1821957640813994,,1.999675033584744,1.622659405745947,2.2463499284354063,1.1790158239457265,4.504537292313372,1.370697525118744,1.2742612523600632,3.1418581707201367
8.318384398627943,1.3481975723854345,1.1098485053979807,,1.96577688313594,2.254978452735894,2.3084828879117527,1.2320414147457328,2.4851018385887365,1.3855989576302363,1.091282266470562,3.417691007226803
2.0336830795444216,1.3382450900762133,1.037501246714562,,2.298482839052486,1.9351899755892088,2.370615847388099,1.216904467165757,3.093762779454164,1.4005003901417288,1.3751533745419604,3.115040675908604
1.5877089194687508,1.328292607766992,1.2492083940430887,,11.132316186097658,24.253306594614585,7.527982487772601,1.314928747979257,3.552369674868911,1.4154018226532212,2.306462775975365,3.115744578535654
1.372789820444846,1.318340125457771,1.2925702686715388,,2.284138987760288,6.038917507835715,1.21454305623968,1.269592228059195,2.4887326721213263,1.4303032551647137,1.551657446831768,3.2539975103638
1.5309478182533007,1.30838764314855,1.335932143299989,,2.177523896855188,3.7663666386548766,1.242177837377338,3.078315074073068,2.333359513310353,1.445204687676206,1.4258368129843426,49.4017140771763
1.529476224122018,1.2984351608393288,1.3792940179284394,,2.618132603915832,3.1375386308571565,1.2398939326957026,1.1910735974867503,2.9015189582652465,1.4601061201876986,1.4379831291057523,3.753615533147302
4.723315882304886,1.2884826785301076,1.4226558925568895,,51.15099909094839,2.470720234839621,1.2376100280140672,1.2814511788747245,2.5682111288059795,1.475007552699191,1.2372169821989336,2.7063663311615698
1.6351220653354974,1.2785301962208866,1.4660177671853396,,3.3274218506210844,2.3388094115631013,1.2353261233324315,1.256842960127481,2.747860979241603,1.4899089852106835,1.298664356511226,3.390196955146134
1.670911451264737,1.2685777139116654,1.50937964181379,,3.668633809955441,2.1323692491384847,1.2330422186507966,1.2473246912517468,1.461541364160952,1.046985879145884,3.2324121843976763,3.831705498876529
1.143482740931413,1.2586252316024442,1.7962857909726515,,7.203143848762588,64.03430770660911,1.2307583139691611,1.2336943775574407,1.3450058190824905,1.1523689578205418,3.782348960980811,3.298024187396152
1.1702533471576826,1.2486727492932232,3.600103490471963,,38.05685396323938,23.140723616229742,1.2284744092875255,1.1099143542332075,1.533174839160693,1.2577520364951995,1.5544741294226556,2.340842543921942
1.1230653474649004,1.238720266984002,2.405197765454516,,2.680271214886021,2.1977360789387568,1.2261905046058903,1.1236913150233647,1.551191534105905,1.3631351151698574,1.2541033718382015,2.4722799754952387
1.1281596249970285,1.228767784674781,4.0161145546428525,,15.573535517060526,8.238093656569323,1.2239065999242549,1.162967044891058,1.3337575664658967,1.4685181938445155,1.20951043736037,2.0823948231190514
1.8431781179697784,1.21881530236556,2.686395866177904,,15.193388894127384,1.9422452030300703,1.2216226952426197,1.1132330978649696,1.201321955778164,1.5739012725191732,1.0798589257558608,2.781652015109084
2.1110742448067072,1.2088628200563387,2.3714729642940875,,5.92600644868819,83.3895580355466,1.2193387905609845,1.1534012196928811,1.4079409612880094,1.6792843511938311,1.1113297061933245,3.076853298203229
2.330858460437068,1.1989103377471175,2.8370440182072243,,5.731702348092544,84.11996236879857,1.2170548858793488,1.1971716216538133,1.3227537286089188,1.784667429868489,1.082964592330633,2.601582004741321
10.460015572672516,1.1889578554378966,2.474931863067192,,6.854612137762629,4.757965276765727,1.2147709811977134,1.2671668765659667,1.1171694481901089,1.890050508543147,1.037926759034158,2.6145261905825263
2.603049505782147,1.1790053731286754,2.1128197079271605,,5.981840630769991,24.56997209519645,1.212487076516078,1.2135911867141698,1.0598777220888669,1.9954335872178048,1.1051328838101315,2.40978026917318
1.2849183773446289,1.1690528908194544,1.7507075527871283,,6.409938214328264,1.6951367507206172,1.2102031718344426,1.2112105671174047,1.0855969999706216,1.9784263152558232,1.1265676585254547,2.7278089482869308
2.9340274930409205,1.1591004085102332,1.3381892322049704,,27.70280564865716,41.11507290669479,1.2079192671528072,1.306166851769785,1.1121289265793612,1.9614190432938416,1.1326256347720325,3.347430484661233
2.564492534263928,1.149147926201012,1.3126921790909023,,35.88814363234628,10.51417448046044,1.205635362471172,1.2489856370394068,2.6461837584537493,2.639182037970999,1.1879903753433785,2.0934041327826503
2.3022518669555545,1.1391954438917908,1.2871951259768344,,6.398796914182275,3.5769996335958547,1.2033514577895366,1.304739460925871,3.2096203526167746,3.3169450326481567,1.2013899440445652,2.046192745070877
2.0406235677702225,1.12924296158257,1.4628770040554195,,5.991988323759308,14.556634293563295,1.2010675531079011,1.3930326543710314,1.9575954334349648,3.9947080273253146,1.1444535583506048,3.240807926358061
2.7758643371388145,1.119290479273349,1.6505524909550624,,21.37257951033514,106.46990455431671,1.1987836484262655,1.37592810762174,1.656633967037401,1.5360555010009826,1.0875171726566442,3.0573354606166028
2.2986278728246354,1.1093379969641275,1.721272278144106,,32.48042720052346,2.7937831508145137,1.1964997437446303,1.4663112287944522,1.646663416620595,1.3048808580361004,1.2824449057622762,2.103324414470657
1.3496535420679894,1.0993855146549063,1.7919920653331494,,27.46569086370126,2.240052018452248,1.1942158390629949,1.2860477034701527,1.951309437009583,1.21189306832905,1.1915987855109855,2.096538657958805
1.5813438539197158,1.0894330323456851,1.8627118525221928,,33.56179629656253,2.5255429762591453,1.1919319343813597,1.3859018954091875,2.134996446706713,1.1916244527434692,1.3282554747364064,3.0779234113510103
