Amplitude_envelope_Root_amplitude,Amplitude_envelope_Root_amplitude.1,Amplitude_envelope_Root_amplitude.2,Amplitude_envelope_Root_amplitude.3,Amplitude_envelope_Root_amplitude.4,Amplitude_envelope_Root_amplitude.5,Amplitude_envelope_Root_amplitude.6,Amplitude_envelope_Root_amplitude.7,Amplitude_envelope_Root_amplitude.8,Amplitude_envelope_Root_amplitude.9,Amplitude_envelope_Root_amplitude.10,Amplitude_envelope_Root_amplitude
78.93405606993286,74.16847892574279,76.77192876753604,76.86091073282185,75.30179519131082,79.31540448767413,79.10815979422375,76.58531211000914,77.84356041682165,81.04501365019311,89.67537875862463,75.84264724873329
79.99917789880618,87.91434618114936,73.77031978420453,79.93590835316883,78.91376838514877,87.46347572464964,79.72093693210057,76.41129726233414,74.26359454889013,83.73717024146237,86.96809397959665,77.05865183835296
87.466311637064,75.09166318146944,70.76871080087301,76.30333428618435,83.77741404725899,85.67801034856265,84.05451611865591,78.61953254496184,82.11084946727676,82.18347750228989,93.1994210159241,87.2396681172382
88.45674881328816,75.44690469436021,76.39315226317093,84.24739036464089,87.50804163103749,83.89254497247565,86.62548864330475,80.07529008925982,73.51151017384849,80.62978476311743,84.71660414720655,87.07083377664496
91.39454825632332,75.80214620725098,82.01759372546886,79.14697151250219,81.18557064961935,79.8317487937855,85.31016304567402,79.91850942968682,71.75161511134482,79.07609202394495,88.8140803264234,92.88720065314686
92.02213807656469,76.15738772014174,80.38949507821148,82.77351485901016,81.57082394944173,75.77095261509534,83.99483744804327,80.39177285694663,75.15676954727103,83.48885875722291,86.2744778859214,93.74123979605308
89.65375823251908,76.51262923303251,78.82764488402515,79.09803865983132,81.95607724926413,73.26960846941166,82.67951185041254,75.76239714164954,76.4465268722342,83.25165643066667,83.7348754454194,93.72447883238743
86.98994314320625,76.86787074592328,77.2657946898388,79.3673840592277,82.3413305490865,81.2377541431026,80.54530758687063,76.40362411643818,75.5450751712631,83.01445410411043,75.08248283961285,92.43232480711504
87.3088016525545,77.22311225881406,75.70394449565246,80.1872252306909,81.64347513264596,79.84388805499572,78.82967367890517,77.42341107937735,74.64362347029198,82.77725177755418,80.36925959557097,90.77724091578
89.46385605016398,77.57835377170483,70.85224699502012,85.34402929894205,80.9456197162054,78.45002196688884,77.11403977093968,72.97844169621409,67.55221282680168,82.54004945099794,77.14513182177224,90.75596532372708
84.25945501771773,77.9335952845956,74.52363037288657,80.70189109181372,77.3300637186668,76.05157608687477,75.39840586297422,73.73929240422089,82.51428465888301,82.3028471244417,75.91901511834718,91.59704029856329
90.45185281560396,78.28883679748637,78.19501375075303,77.60183889072172,75.54630501777788,76.43835720612769,73.68277195500875,74.80346010813166,79.84904442728232,82.06564479788545,74.43693887492996,91.53327920238152
81.71470529999083,78.64407831037713,68.68787507581787,69.82134963383614,75.58419756827958,77.87622462572321,81.74547318021224,73.63371849065379,88.0488104212957,81.82844247132921,74.58934774398632,90.69078202778591
76.05413846980038,78.9993198232679,69.3519834887014,90.1113135986116,75.63062642969938,77.75499804037456,82.73089238494445,73.11328879532445,79.19013111921787,81.59124014477295,77.77934302488138,90.89332302364748
74.37891462661334,79.35456133615867,70.02236129572015,89.61423066095266,75.52398603550795,77.30421015798767,83.71631158967665,73.62522635034335,79.00735522399305,81.35403781821671,78.77547907582272,87.40108816304313
73.88579626982333,79.35135730563756,70.60657682404822,78.46715665493544,75.4173456413165,84.12690537800131,84.70173079440886,73.87824061243724,77.53635748287371,81.11683549166047,70.86830276592701,88.55418511704819
73.7029203949321,79.34815327511647,71.1907923523763,80.8514157181711,75.31070524712507,77.92019620093241,85.68714999914106,72.41893881508273,78.92483632202735,80.87963316510422,75.47664467659348,87.87819831190691
72.9761145797449,79.34494924459537,71.77500788070438,83.432903450326,75.15626256361861,79.11083894920205,86.67256920387327,71.25204077807257,80.31331516118097,80.64243083854798,75.13963608464783,87.4018483994874
73.45845144555551,79.34174521407428,72.35922340903245,101.05019004657836,75.00181988011215,78.00192185308354,86.5840304727731,72.18340120467346,83.35685372698211,80.40522851199174,79.7280524841754,87.36329047667151
77.00513880726868,79.33854118355318,72.94343893736053,79.00125166456614,74.84737719660569,76.89300475696504,86.49549174167294,72.20947862054211,73.73624015907806,80.1680261854355,75.99083105943794,88.30170132599021
75.53550413232739,79.33533715303209,73.52765446568861,94.9864869323093,75.5499139337189,86.02245197091592,64.26084588006378,71.59427353375403,63.423332260748495,79.93082385887925,75.59066418937178,88.53463878929047
74.08854306789341,79.33213312251098,74.11186999401669,83.28673102267642,77.30571745902485,75.1963778272975,78.30027890089315,73.51529980639556,79.32080547593203,79.68557216688494,71.97494894705379,87.8719658057365
77.14393998938701,79.32892909198989,75.17700948424356,76.66149224987207,78.0179851751753,84.0578509566887,92.3397119217225,73.54654555291354,82.62958722664214,79.44032047489063,76.17671767235483,87.84721084199485
75.06386562800321,79.32572506146879,76.24214897447042,71.56046211101307,78.73025289132575,81.26137074533774,85.93777882370833,72.62972224099056,80.80864487362943,79.86680587228527,75.8297970341476,88.1705909525805
81.89522856363217,79.3225210309477,77.30728846469728,84.47249368473871,79.4425206074762,81.03235567799604,79.53584572569416,71.4223740690777,77.1121552969,80.29329126967991,75.08213793395856,87.41805708715005
77.61043723977858,79.3193170004266,78.37242795492415,69.87266093506199,78.53053570195983,79.08520366062899,66.30185934646667,72.4882979075571,80.69894558074137,80.71977666707456,75.61149602987233,88.15756278420882
75.06553127372715,90.1945103573842,79.43756744515102,74.16129887127778,80.26737101933284,78.60858057457271,78.36245090291476,74.12242574691463,78.30594718237371,81.1462620644692,75.53647835443239,88.05057315529729
76.94844613911796,89.6924030959359,80.50270693537789,73.6454229021534,81.36143979841042,78.13195748851642,71.13033252214726,72.69869211767096,79.85275878918344,81.57274746186384,73.65112379243304,88.31367843386127
77.21066833499488,89.19029583448761,81.56784642560476,72.73935007287064,78.41521377895445,77.65533440246014,80.62079057717403,73.12092196631518,74.93573195509208,81.99923285925848,78.04979921331203,87.33267042176305
75.95420179249392,88.68818857303931,82.63298591583161,77.00590741704642,79.08645572185527,83.75450476134417,74.3634357683457,70.92273024757256,77.63109033842667,82.42571825665314,80.3194757387556,87.06302228134541
77.60385318667274,88.18608131159102,83.69812540605848,75.03060642908025,77.24094910471177,78.29226615556586,77.32009557989264,72.7569669767843,87.8525577133603,82.85220365404778,78.13514726733469,86.40799912150302
79.02936893346555,87.68397405014272,84.76326489628535,82.3507599086671,76.49743861485315,77.41694914673728,69.44550181872603,72.96334585202422,75.81428701919049,83.27868905144243,74.53554800615618,87.82513813508731
79.30649978161269,87.18186678869444,81.61763623800584,72.69774124278,77.93680149532196,75.34146513913339,67.34321549856801,74.64899106062514,76.83067531646289,83.70517444883707,71.31077088089755,88.38562141054568
79.65454381428762,86.67975952724613,79.88374541027149,73.37468153487752,86.34384421537148,80.88221395062399,65.24092917841,73.85336373020525,78.50839735185546,84.13165984623171,72.99260278403398,87.01826421211518
