Energy_envelope_Root_mean_squared,Energy_envelope_Root_mean_squared.1,Energy_envelope_Root_mean_squared.2,Energy_envelope_Root_mean_squared.3,Energy_envelope_Root_mean_squared.4,Energy_envelope_Root_mean_squared.5,Energy_envelope_Root_mean_squared.6,Energy_envelope_Root_mean_squared.7,Energy_envelope_Root_mean_squared.8,Energy_envelope_Root_mean_squared.9,Energy_envelope_Root_mean_squared.10,Energy_envelope_Root_mean_squared
887067.627167352,462488.1922155736,9019741.85723951,,,532546.4283756319,16751609.509372937,2978530.416092447,467899.0967971318,9544071.593198204,1814754.6545075448,1437812.6633836576
1052581.0664978507,451992.4433572511,6501766.343211427,,,433664.3612152827,16121913.25974754,2962178.5959148523,516505.926084126,9541632.146010622,1445527.9163695658,1654709.434123739
1789503.590467019,441496.6944989285,3983790.829183342,,,395908.1481047058,15492217.01012214,3902591.877746049,601594.1402385756,9483001.780308092,1133867.8565275553,2319149.071254256
6767909.252778973,431000.94564060593,3205784.0064210896,,,353728.5216467847,14862520.760496745,4047856.591215254,535189.3270712872,9477480.564282997,1252150.045666952,1282304.224778024
11865095.78541931,420505.19678228337,3250654.2671574275,,,295313.7566870167,14232824.510871349,3739864.3372497833,416666.7775294529,9330401.733834496,2766710.959423912,1752059.0193766942
3770105.3836503625,410009.4479239608,2245395.3591361665,,,284471.0158069393,13603128.26124595,3824190.196686803,391805.0592089695,8835357.038332114,2499438.61796184,1824158.7214455844
3897433.4836655823,399513.69906563824,2029891.328717477,,,290324.4648564111,12973432.011620551,3740802.02394687,320758.5271324504,8424020.33683354,1425028.2304123626,1741261.148864129
1226547.0776261394,389017.9502073157,1802605.0964672607,,,288217.20748593606,12343735.761995154,3046496.344187788,511020.3600781864,8321237.513019281,1130832.626778148,2474974.44041068
2724729.321382996,378522.2013489931,2241407.156498697,,,355750.39054941246,11714039.512369756,3392562.681935273,598982.9950365708,8243614.345857821,1400823.619184183,2528380.93157126
28218063.75259624,368026.45249067055,2680209.216530133,,,323047.0188299615,11084343.262744358,3319069.7713358905,727316.8005700957,8097575.22225631,1944292.770333266,3239873.9821348907
18071022.10762098,357530.703632348,3119011.27656157,,,280299.2012946117,10454647.01311896,4033394.2575417,862122.2811383319,8051293.426957992,1487579.3435859536,2852915.1403351896
7923980.462645721,347034.9547740254,2134011.759973992,,,324265.21060573444,9824950.763493564,4723083.226038825,850141.471701087,8005011.6316596735,1360881.687707984,3235567.65507062
3667094.065016579,336539.20591570286,2330627.2180070104,,,401663.45633968175,9195254.513868164,5266394.693962782,887264.1102713723,7969957.63790225,1324647.3147340594,3300046.775283241
1963879.4298647903,326043.4570573803,4754428.788351594,,,450417.26648225257,8565558.264242768,5391964.275721133,1074194.0839601932,7987467.530695807,1182330.9413979778,3736492.720956175
1016441.2597880696,323498.42559494055,1921231.647634199,,,554729.5964350569,7935862.01461737,5823321.912023923,753221.6935645744,7687331.578872065,1554293.8543164777,2347374.360070872
682668.6288115536,320953.3941325008,5909496.895627135,,,717588.5408403132,7306165.764991973,6298734.726411575,889056.5077019286,8173012.310051468,1926256.7672349776,2236434.5407698345
347713.14953095914,318408.36267006106,2417398.751261846,,,416269.4413562447,6676469.515366575,6496682.567241082,863896.9502435396,8091388.685627427,3012833.0564927505,2320453.013676415
219184.9897065736,315863.3312076214,2308148.4078595284,,,719497.2619148471,6046773.265741177,6754746.67980939,838737.3927851508,8009765.061203385,4099409.345750523,2196793.1134934453
165522.8850176797,313318.29974518163,2198898.064457211,,,1217879.6497886663,5417077.016115779,6698388.414343843,813577.8353267619,7940366.711816984,3887407.442994232,1892702.1304675965
199642.12412867363,310773.2682827419,2108586.443699155,,,839900.3730433899,4787380.766490381,6617026.137716441,788418.277868373,7955656.773637304,48910827.87649241,2362306.194570377
167184.76880663243,308228.23682030215,2018274.822941099,,,578959.7848901523,4157684.516864985,6613449.715834601,581211.3331351626,7861070.263063488,6679452.447263829,2261440.3633401976
116295.91012054564,305683.2053578624,1927963.202183043,,,463805.4643102642,3527988.2672395874,6349071.734779625,2010579.50374674,7860584.495434866,4022639.99547579,2215510.037253095
222124.21753573825,303138.17389542266,2244759.5944644515,,,478669.5096205203,3353115.5229012254,6047067.210666258,1834639.739703101,7777269.933808107,3367590.851988863,2327730.380286574
595641.7532116218,300593.1424329829,2561555.9867458604,,,874995.3138046488,3178242.778562863,5267784.312183962,1426005.939219055,7636679.207756457,3051678.362423119,2217551.452317376
114862.62266957214,298048.1109705432,2021391.7671644727,,,4529441.060095806,3003370.034224501,5316062.682403117,1017372.1387350088,7575328.770746955,1752352.8200453643,2390640.3201675154
91060.27264341906,295503.07950810343,1205556.4050843266,,,663686.1113998634,2828497.289886139,5446234.536240864,930828.1521530724,7397821.860301698,742011.464371494,2244271.356780334
144527.80033045268,292958.04804566375,899522.2145421364,,,585233.5608205976,2653624.545547777,5386674.5393528445,888344.7286281849,7228843.485390853,741546.1782908946,2254978.3603145736
73211.50656007844,290413.016583224,878754.1370841787,,,375928.2912740386,2478751.8012094144,5387610.385049393,826490.0374623266,7250829.509871214,754606.9242808745,2144799.427601442
109055.76344007703,287867.98512078426,767276.4644745609,,,526901.0752758518,2303879.0568710524,5455997.155292689,804474.8949420875,7272815.534351573,844498.7941404436,2199195.6962351464
69071.36963895273,285322.9536583445,516539.12287664186,,,646763.9266913487,2192024.20552942,5551739.817696851,785038.0820291367,7294801.558831934,915595.0074846324,1894140.8617264235
58038.295218324136,282777.9221959048,352340.72627857816,,,459201.0360796085,2080169.3541877875,5729046.156008143,761322.2932634442,6742989.641748952,1181418.0542610749,2291899.3775734734
178805.44479580654,280232.890733465,306753.6074615253,,,741882.694250849,1968314.502846155,5201945.077957318,799882.6303205632,6400179.623282716,1264445.184641115,2660481.36920393
82899.27060808649,277687.8592710253,305821.1998378092,,,607002.4208724143,1856459.651504523,4539142.670853602,808748.666783991,6057369.604816479,1296771.2032304837,2716999.5681586163
233467.22878609656,275142.8278085856,304888.79221409315,,,1735316.1454829716,1744604.8001628902,4032887.9569285386,619755.7054464835,5714559.586350243,1151245.849954536,2628386.782932869
130918.56753561585,272597.79634614586,251789.271712776,,,992812.1705534108,1720166.5048719482,3819991.905664036,534897.0458921809,19842477.254778948,1215763.569487189,2617545.130387717
131935.46600002484,270052.7648837061,497959.1699543687,,,1088324.9740762552,1695728.209581006,3606969.100966431,511748.7889131018,18090406.09297208,1454482.6151463394,2588343.8495353167
130979.28058181576,267507.7334212664,2672452.65702866,,,1409065.3680884617,1671289.914290064,4669645.913277449,486299.4240083782,10009256.32968728,1300015.414193279,2475586.059948999
121211.82640354226,264962.7019588266,344831.73026791326,,,1331706.1545032123,1646851.618999122,5052714.232939615,444565.357731114,8522600.856642583,1344425.5711571523,2528362.54883149
143499.59353839114,262417.6704963869,222545.87644203776,,,1406169.2231686527,1622413.32370818,5563782.510327232,403267.79414933873,8048298.641320738,1242912.4923151166,2371708.0150275896
116993.8232957855,259872.6390339472,221593.42673730312,,,1299217.3500670344,1597975.028417238,4502850.140590261,400054.81849042594,7830826.382727448,1372397.0185488516,2242701.109682333
87220.50979270566,257327.60757150743,220640.97703256845,,,1277887.2008305592,1573536.7331262955,4206515.679376435,376311.5215952041,7857381.638803476,1195534.074438708,2151358.2923146994
82971.18953510775,254782.57610906768,219688.5273278338,,,1194943.5085023928,1549098.437835354,4355695.634878655,350621.71477313247,7755156.373842891,1228482.633679846,2064913.701868276
86822.14588562731,178166.2166026707,246626.77998015043,,,1040351.3402761267,1524660.1425444118,4977304.592780952,352614.238104337,7641596.206784023,1355100.9721572606,1977002.897778799
57965.49601569607,101549.8570962737,192566.13822332863,,,1070533.9642875527,1500221.8472534698,4304374.716385285,383281.055825008,7642001.251443146,971240.0715121778,1856393.2082462488
192224.9303876588,87900.0951205128,179437.68603709567,,,1096242.4117169485,1475783.5519625277,3947082.905234363,378762.2968916708,7680088.308939523,1005273.652090508,1728903.174485885
86285.01608580716,74250.3331447519,166309.23385086274,,,1595254.5001370397,1451345.2566715856,3900100.096386774,381044.8093565269,7569840.535321929,1151638.9639532373,1665128.650279005
1442162.6219495146,72428.19791568063,289720.4454045193,,,1241468.9616401382,1426906.9613806435,3934883.5349119874,365516.0943212706,7539293.409034383,1104106.74236003,1564247.8305639343
575339.9263144459,70606.06268660937,413131.656958176,,,1461191.216623741,1402468.6660897017,4097391.087187009,354297.9784987111,7413724.056086355,1361889.929702417,1336313.287104397
3291925.6163454605,68783.92745753811,536542.8685118324,,,1732613.3648125809,1378030.3707987594,4445009.432089644,309975.15329407406,7308922.966085125,1360287.9591074097,1357714.6045951473
144129.6668796479,66961.79222846685,659954.080065489,,,2211169.925415439,1353592.075507817,4430631.606253108,333829.6960433496,7306292.418484564,2966982.3268930246,1415294.3571239796
92307.43952700098,65139.65699939558,339739.6982631764,,,5798707.217538123,1329153.7802168753,4221776.1271212455,290544.78911738266,7303661.870884003,1255292.5678758167,1349445.5228619943
126209.20751754189,63317.52177032431,892894.1365258718,,,,1304715.4849259332,4070201.0653680745,280799.17473291734,6800956.797391879,3015444.10538046,1441647.0571892108
134897.33870985906,61495.38654125304,1109147.864336453,,,,1280277.189634991,3970200.0882205353,342111.67617163144,15092718.988112686,3293511.46400356,1219068.8096689992
186209.8588229993,59673.251312181776,1239392.0294493365,,,,1255838.894344049,4095715.992428175,422803.51673390623,10445458.42791415,1157465.782953498,1314338.986750932
257342.06600051603,57851.11608311052,1369636.19456222,,,,1231400.5990531072,4177207.811629993,285121.1013196915,9115370.404518632,1801775.5109238217,1564170.3090022637
270480.4644426635,56028.98085403925,250155.4196073895,,,,1206962.303762165,4126190.9306021617,297283.39278615627,8176723.060060332,2604484.2949388744,1530289.005702478
214470.8197523707,54206.84562496799,2709406.799372113,,,,1182524.008471223,4423938.398499921,380671.824281905,7935292.349116632,2603961.529819112,1506615.630298162
799207.3844829175,52384.71039589672,2140871.618644371,,,,1158085.713180281,4661296.764058208,248149.9653313091,7843023.569867099,1355147.8225838956,1684440.6649899115
332231.56843163643,50562.57516682545,1572336.4379166297,,,,1133647.417889339,4485670.689733057,309922.97579207306,7796763.374590742,1121848.3960079444,1453306.7461031172
366809.8916408699,48740.439937754185,1003801.2571888878,,,,1109209.1225983968,4571851.564616432,340277.45225149265,7630148.880068278,2068834.1577851844,1576075.1226688093
354711.4779149973,46918.30470868292,435266.07646114606,,,,1084770.8273074548,4675124.690907311,233086.89788868208,7469348.004171683,1206671.4582936913,1765016.3977127906
144118.83927636617,45096.16947961166,402970.97999126377,,,,1059051.9201397188,4596338.708342923,213365.1042715824,7386948.935151419,1150642.014913401,1458530.583310178
83687.0349917553,830586.5741481947,370675.8835213814,,,,1033333.0129719828,4736925.008665118,270858.36795242305,7333922.190906772,1297084.749137503,1553605.0307056592
57179.45720639027,1015081.8938324216,338380.7870514991,,,,1007614.1058042466,4751515.551114835,198430.93244367465,7249018.106780619,1548421.679332634,1625471.0909638032
73069.86174705235,1199577.2135166486,306085.6905816168,,,,1198508.4907913522,4943113.232715762,196525.2251147194,7104297.630442343,1101900.4297780627,1579706.8542372095
157826.48407187004,1384072.5332008756,273790.5941117345,,,,1017635.6410344806,5171797.188500656,232242.63696136867,6942318.856099521,1147397.896440192,1916737.8024533067
110772.83328185724,1568567.8528851026,241495.49764185213,,,,865501.7614419376,5640822.915020539,364448.358572456,6799908.382527564,1360131.3335070007,1865150.835372388
154839.82550925322,1753063.1725693296,287813.9081446971,,,,662950.3016920898,5657434.774154111,350888.6654428134,6701029.579141551,1115578.850329618,1741034.392415764
1916612.350757352,1937558.4922535564,367686.7023032304,,,,622832.1859681299,5444257.03068282,264985.25976036134,6584666.352393766,1710790.4031052534,1612660.1203276482
221433.3913737798,2122053.8119377834,447559.4964617637,,,,623660.5236359768,5542511.267547608,176456.46477950495,6452597.612870008,1357331.9348701998,1822680.9598582624
65147.91698088639,2306549.1316220104,527432.290620297,,,,362554.2312491448,5583254.605139899,368529.6747220922,6326660.917625531,2809038.9247176102,1672899.372989118
46736.77599976037,2491044.4513062374,607305.0847788303,,,,7558318.613567662,5831515.268865428,1778174.760081452,6202700.174281936,3183743.075045797,1654944.6827636452
57080.91008520383,2675539.7709904644,687177.8789373636,,,,1740456.5992027048,6264648.637736386,183632.7991531625,6103282.110873486,1082650.082929555,1530357.6782242882
82421.32490860738,2860035.0906746914,767050.6730958968,,,,1023235.1670618342,6193202.1712575015,177742.28791764635,5990381.354552889,3274709.4226169377,1620238.258474722
204646.42577730745,3761554.679833743,846923.4672544302,,,,1096232.8559501392,6027372.108681978,163820.48261942383,5887629.408202403,1386291.735828859,1301992.552814585
105416.51776387884,4663074.268992795,926796.2614129636,,,,805970.1415156517,6017734.406463264,170764.06091704228,5797544.6927313,2308861.504767708,1193848.8753461158
127257.46520398936,14099804.348190311,1006669.0555714968,,,,474371.3112844149,5691785.516378532,160998.68059438825,5696624.764793788,1886004.0564057424,1148528.7055535638
153474.9397596522,12901676.053726858,1086541.8497300302,,,,498267.5315560286,5602367.910065851,150423.33607809863,5599898.161671303,1996142.7692104687,1527295.4984803165
225720.6286008936,2282143.327199067,3589523.9844850763,,,,595277.309675657,5534961.379577482,132551.80642450752,5523445.4340498345,4526949.622509756,1479965.5974841542
3108356.459458662,7783736.706241844,6092506.119240123,,,,598117.5060110149,4860394.385912398,121753.32252213606,5439208.99460891,6825570.39343335,1516434.7590777182
157762.56722374915,13285330.08528462,4473219.119268468,,,,556990.0022657607,4549206.962960468,144315.243273751,5375891.801409343,6860002.729216761,1403299.6157585708
198768.5766759968,18786923.4643274,2853932.119296813,,,,524506.6544384728,4727224.635170358,148833.76474803555,5308625.362012489,1875197.496444708,1309124.4373060924
2629905.3688916173,48797662.70719281,546966.6306703241,,,,470596.4323488314,4702982.12419063,139953.85814749444,5243252.889184252,8829957.978444025,1086847.690335997
189883.1358763,4701767.772337287,287591.073164346,,,,286687.5708813682,4393370.801254175,133484.80053311717,5167294.550606512,,1265925.10544461
241096.91713842755,3136366.02460508,616462.7900738637,,,,538432.8946408076,4369286.604575854,130888.96797143438,5096136.8101500375,,1012309.5130320016
318673.52423862525,1570964.2768728724,741670.8606376841,,,,3997148.5291819526,4889491.056594235,124651.27893397106,5053300.1037623165,,1144777.0783741248
304964.3598891303,807288.6160486427,885226.1486688087,,,,494567.1364912071,4542378.761961438,124010.47729818504,5020967.832207532,,1506945.5183991408
246404.50311531065,2023406.252061067,1049024.8224062813,,,,560571.858805397,4621548.9510319885,126144.48536397576,4934071.561802065,,967964.407545404
339700.8546694131,3926302.858571294,1070396.901581876,,,,404074.2761994623,4590634.984862004,119962.88381261444,4836780.820421775,,999824.3513620668
197564.73866074468,1259299.3930997923,1760203.0687098475,,,,272129.4038818888,5558107.869259064,128175.67492688152,4525348.234868021,,1048422.9997008038
233170.54944977647,1120454.5018557534,4135828.244757045,,,,923168.0341895716,5943826.737320545,106547.665088501,5007444.475549144,,1054551.979695301
222524.55041932387,1184204.0382072497,13535321.84452263,,,,668945.6284419105,5201503.964896423,106000.04500485738,4858745.098045002,,1037884.5668993712
236958.4340195127,1235278.164019022,10096225.71407424,,,,307720.512178342,4879658.852572382,107682.12019600753,4877590.309879017,,1124581.5055796308
267393.5007499625,1184580.0788498833,6657129.58362585,,,,309003.3207975749,4782156.49445872,107386.45167409487,5259539.531749923,,1096587.1858642218
257318.59927344628,1133881.9936807444,3218033.4531774595,,,,396605.9069741408,5101953.084022003,94955.04491387124,4891943.017512627,,1084277.8131203172
265015.41673119285,1658992.3673787685,1019102.357824426,,,,484208.4931507066,5411665.842019468,91096.06877057048,4956767.87278509,,1132310.5639045618
283296.8249156926,1401254.483902612,854949.715103655,,,,571811.0793272725,5809482.774262154,87654.19045941667,4908628.286058734,,1172922.6303261404
595791.8881902371,1913306.507423465,453070.4411739748,,,,659413.6655038384,5801778.160178859,98132.77887036878,4963557.670198711,,1260929.7567091614
351344.13762869,3195284.9551992444,305889.46700306167,,,,747016.2516804044,6142736.30033978,72031.96469688763,4781989.710873031,,1363829.3086978802
272366.39219720644,8290509.046846628,560959.1813003704,,,,834618.8378569703,5995177.884465376,69881.17535942032,4858996.097797447,,1243525.589375522
323743.862662681,1515677.5945171004,905833.177106058,,,,922221.424033536,6236647.3768664645,152419.35258094227,4810776.735720634,,1003235.0573775852
339845.853469978,1647616.1462177474,1269114.320169425,,,,1009824.010210102,5830085.663433535,169273.5424233159,4714401.755975502,,971788.4157085632
317257.69650192565,2487157.605223012,2263060.2927900776,,,,1097426.5963866678,6247072.080778422,73503.44229947655,4664778.424704553,,901476.2123301476
376994.900390675,2357795.8584620995,3257006.2654107297,,,,1185029.182563234,6235075.037699601,175162.57850526486,4614263.061423712,,918687.997632956
380109.8871267052,2228434.1117011867,821552.6789330529,,,,1473909.05267772,6159037.750578629,72380.4894314184,4562693.378315591,,901203.407137408
387472.6333110717,2099072.364940274,237680.5998774691,,,,1762788.922792206,5871116.658141312,77251.75044533616,4513468.400628926,,1887726.2658904933
365454.4625336093,1969710.6181793616,141139.5211875985,,,,2051668.792906692,6051098.942912559,88463.34120448037,4467965.370636655,,1326693.345158629
388234.38023662695,2957392.714604256,397343.7878380839,,,,2340548.663021178,5700719.512355467,101019.48267547035,4423847.253010151,,1455727.4719696292
436485.5236856061,4312245.88759837,255650.7653898572,,,,718195.3610247616,6597145.271389941,309111.30149566586,4371518.141527164,,1492214.3564593387
384729.0121648129,4670347.486859863,4763691.3282114025,,,,697068.5295290458,6820135.6324348925,433122.139961636,4304485.095570754,,946904.2613639672
423902.2835869271,3919139.063576269,574764.3557401706,,,,675941.6980333299,5804801.487914566,217722.7490342563,4188054.9057579054,,1303226.027962893
419912.9362274132,52335060.39842384,301066.91529632383,,,,755481.1892651328,6256341.046010577,314498.23164105817,11732570.54622398,,3975833.4961421113
464374.6018267877,18791880.550504822,122034.2458502574,,,,835020.6804969356,5887358.28089441,489236.0608317668,4352553.492619722,,2173418.916558408
477851.104352545,21030600.413741898,67820.5408229934,,,,1049850.819830366,5522854.887884215,663961.128181802,4260949.960836882,,4431915.586743808
480478.2844635162,23269320.276978973,1144907.4797460586,,,,1326515.0600500044,5903795.407301608,602751.0294732765,4230223.474327887,,3106126.562193077
492270.80351127655,9289869.247556375,816155.2595013307,,,,1414713.8066167242,5798109.300825424,325353.5005151258,4186880.601329996,,2460550.5038859807
507197.1734652089,18553853.970221654,7599236.702479141,,,,1502912.553183444,5651040.58983204,300420.3266296646,4136337.413005394,,3549424.588210258
753239.9152500879,27817838.69288693,9691638.62254086,,,,2177546.195253271,5609483.635462129,428837.6891252117,4100418.720116844,,1324514.9808283926
510022.7563355997,6311986.920938063,417843.1414439538,,,,2322128.676698944,5688575.309160297,589934.0184398271,4073393.097185095,,937066.8049982074
569720.0023048475,3053391.128933494,286838.586588731,,,,2466711.158144616,5644098.0364362495,669097.9438414125,4055319.2179765855,,1213261.443506948
551918.6143277518,1147285.6503030972,127195.77936607404,,,,2611293.6395902885,5772201.398023715,596121.0141454446,4030510.3197464175,,2208205.5671909773
553076.0781822331,637432.2514017402,936428.1818770784,,,,5893190.049799337,5469577.886064314,552255.8539792411,4010455.5916766073,,2700089.123872476
579374.960469782,586064.964166789,363580.4002030254,,,,8242677.253079552,6910270.7546678,516830.2802315696,3964171.785283657,,1528158.686531042
586648.0141068404,510123.305745194,678317.9366229213,,,,10592164.456359768,7258617.987996114,716348.0087890767,3936704.9800820206,,2801097.4574989243
604539.3897187262,434181.64732359897,681283.7898112043,,,,12941651.659639984,6841308.607589128,613754.602282248,3929180.229802324,,3576328.003975212
618050.3258454069,358239.9889020039,1417734.220676154,,,,15291138.8629202,7328071.121416528,870960.3894251888,3888423.740211085,,1728511.0370042245
635728.5603853827,829757.2658507804,1834256.4482749763,,,,17640626.066200417,7032269.107896514,773158.663136792,3863122.471728529,,2498969.35616814
645648.9045789496,1060866.6513593188,1819571.821909865,,,,19990113.26948063,6999710.917590224,860552.4830579094,3836636.335534999,,2795049.821940028
662679.02534816,1257566.9679771909,20531948.90236628,,,,17971035.7341095,7047701.952470847,717980.7670848847,3818935.4978901534,,1460095.665522636
680166.7583657624,1454267.2845950627,,,,,15951958.198738366,6543016.316720274,1080068.2947548311,3781335.224487455,,1797046.61434099
708803.1453780776,1440590.417571741,,,,,13932880.663367234,6380562.251601371,801608.693888134,3819688.5731141935,,1837360.423637139
736296.0414286555,7595807.198635031,,,,,11913803.127996102,6088696.71196064,506632.8911368045,3798080.063942944,,2128542.720785654
711742.154795733,2096470.905886726,,,,,9894725.59262497,6460395.197277749,903573.864770861,3760074.69541857,,2802223.5554637783
715672.6156873163,2336255.7745945468,,,,,7875648.057253837,6132451.629186774,708336.2654279945,3711387.57328981,,1530322.1883868794
788181.5992090068,32586109.84586842,,,,,7289188.989294499,6353092.9212780185,449310.1416331676,3686649.5165430033,,2340599.166757595
788682.3989102578,16613003.987539528,,,,,6702729.921335161,6070996.558756685,1034604.7850196318,3661404.0604197057,,2665254.058228193
996435.7463652889,8202262.948374496,,,,,6116270.853375823,6062817.466809888,545020.7805213399,3617802.688156997,,1785735.5886080894
902597.397954497,4646849.854488059,,,,,5529811.785416486,6033647.627899141,471552.9626176967,3597316.6069401926,,2651905.7277721693
2017025.016786256,23057379.779342964,,,,,4943352.717457147,5742189.155932204,191223.69406232468,3547915.4947256083,,6182931.939694883
637619.7655749947,1741169.3379398384,,,,,4356893.64949781,6050727.172623185,244724.3502419444,3614042.792285024,,2481603.6159415785
793687.5179372312,14456614.27315525,,,,,3735371.577879407,6272024.284882396,595610.1617922436,3534138.335306678,,2108748.9393990096
806962.9295245867,1121569.346016114,,,,,3113849.5062610027,5978538.101825923,819991.8053173015,3484169.9271864747,,2069922.071887497
865427.72225463,6619729.165032464,,,,,1744400.587272322,6015987.75044933,1055315.0300554135,3433069.4299261128,,1945168.785391442
949886.1712902848,882237.1218784456,,,,,1256918.4283141205,6122047.097663654,711233.461044729,3589894.531881109,,2204627.11793657
915834.0108908808,751214.5524805535,,,,,600727.1270856092,5844114.18052595,187691.8116396281,3707171.304276071,,2866926.94388989
943709.8208657748,2169190.031515288,,,,,892594.2665250697,5814767.211321818,262173.7187767241,3857190.4367221775,,1946152.4838102604
1023623.4610232008,2370614.8804430054,,,,,1184461.4059645303,5928134.443658549,595838.0015186204,3634901.406592981,,2162100.6387125896
931735.8254421074,321509.0006637971,,,,,962290.3635209454,5710747.984399291,896951.8023689712,3870445.759824825,,2665753.536425372
935707.9800857971,1412705.821879102,,,,,740119.3210773604,5764951.972010011,570258.477858758,3595244.660605544,,2475317.2062474843
994053.3878040146,340297.6738992282,,,,,677351.7168933108,5129343.989864381,882583.6304424334,3477711.6287570726,,2567734.32356324
1039011.0287647968,5170441.483548622,,,,,640147.9163051826,5334206.394843245,1031999.1656586386,3439055.4273726447,,2700328.3751320485
1197854.52033182,584881.4500821625,,,,,569581.9098891952,5355596.771215561,766099.703219789,3438763.1162604187,,2524367.138198853
1155889.0136668514,,,,,,499015.9034732077,5824676.4499894455,905203.7025537804,3325919.665553416,,2391702.523868321
1251666.5214166385,,,,,,428449.89705722034,10159776.786481408,618509.788570492,3316309.8429073766,,2478074.2564962865
1407017.4449323716,,,,,,938245.7385616964,7525616.462006762,626516.9997373943,3235610.4578884747,,2089684.0590995576
7607465.9087989535,,,,,,389192.2258936338,5624213.309972574,1241510.6476189257,3337312.6464288505,,2813317.690732325
1202971.341417325,,,,,,231326.38761580005,5128961.676749227,1067201.0097067684,3298746.22101431,,2886599.884865292
1774573.2149126465,,,,,,421993.05108975904,5183755.629746217,1015308.0520134962,3615710.231621538,,2766386.9924231707
1439133.4603082363,,,,,,420440.8277611718,5135898.10573108,1117778.7501545665,4062976.82156416,,3266582.7921814374
1853439.5030824847,,,,,,129493.7380440266,5650482.446294124,948439.5360394666,4057717.384276203,,3540678.572673121
4489423.709525417,,,,,,139171.18395714057,5955571.142521229,815766.3809343268,3933652.815274291,,3784669.437915361
1632202.6842295602,,,,,,236381.3015769404,7425565.099005898,624951.3869576122,4051301.898607801,,3428961.1994568068
2012684.880325347,,,,,,481474.0377574813,7629349.634398264,710686.7550782062,3783619.5581256673,,3248687.120141141
1820019.576103287,,,,,,462987.9189559487,7234114.507790983,693369.829213026,3652449.557004947,,3649299.9369294047
3615532.2698981706,,,,,,438701.26147330017,8620087.036047865,403815.7771346137,3571773.235819729,,3516727.067174956
4497644.396307187,,,,,,505125.3841119759,8076130.285012696,313909.72496201243,3463567.914732192,,4017328.857028135
8135664.806740137,,,,,,948517.5534304428,7374786.159087964,429492.05847812287,3257677.3957115454,,3402982.140227716
,,,,,,1455610.215792848,6664437.458615432,228391.5777062609,6106538.584295735,,2928158.076111078
,,,,,,5516512.26933815,6355341.60522388,274930.3664948911,6371973.822104664,,3413512.122945054
,,,,,,9334049.274218366,7046344.190620313,173166.0964939383,6279245.3555993205,,3042017.935981349
,,,,,,5156333.018526976,5661165.240349984,199045.9875817365,6276605.3350257175,,3699056.187513612
,,,,,,978616.7628355864,6813848.457629706,280746.0300344318,4311004.345316263,,4852255.035386961
,,,,,,729950.0576888851,7338537.672655149,372867.515754228,4361666.3816848695,,5080183.530234441
,,,,,,831392.834805789,6688819.046797955,373088.9057267872,3566077.1610810743,,5739846.7327511
,,,,,,789810.1573205139,6600973.181232986,457992.71088050137,3375743.2730916706,,5138056.2851195
,,,,,,900373.5913517165,7143300.326833821,497927.0789884668,3273198.665826629,,4391058.664928712
,,,,,,662173.4585361489,6744792.695571881,342155.79087808623,3290707.1912073214,,4664496.440621181
,,,,,,881853.8570680426,5915804.772005232,357057.1355675964,3283077.9712690683,,6034577.103593519
,,,,,,1367922.7110637417,6128965.7512179855,418598.9374657526,3390026.9070983697,,6072124.8634330025
,,,,,,1853991.565059441,6264116.247663021,524423.601126758,3462151.9101642924,,5506445.331000525
,,,,,,2340060.41905514,5966000.214569632,897582.4999816675,3396148.630984992,,4345793.095087219
,,,,,,3053072.283882788,6220179.220092172,701299.8491027321,3340376.214526206,,4242103.957533186
,,,,,,4287018.29862399,6485270.20269988,481259.6882412346,3339232.124090727,,4187991.345669626
,,,,,,5520964.313365193,6788740.041532534,556998.8065554389,3210854.854476878,,3670684.1406279206
,,,,,,11332039.507374004,6277660.489016484,519277.3633500856,3380469.185298876,,4011423.645566212
,,,,,,17143114.701382812,6335168.466663201,334671.1008992063,3261592.7808640413,,3006798.265854562
,,,,,,26083175.25638639,6769582.420657536,810816.8345303457,3295385.9309484,,4205744.9813029
,,,,,,17292393.91034988,6706762.5074461335,739136.7445779433,3186880.055150896,,4379264.836558667
,,,,,,10351910.161735857,6207375.218249981,565246.3352590122,3238704.6430009017,,4700432.139840611
,,,,,,9527850.585027687,5869162.099327886,1045312.8095466192,3183698.1882611,,3844807.765984581
,,,,,,8703791.008319516,6198728.116829419,1229871.027163921,3536718.9239652366,,3940261.9757290655
,,,,,,7879731.431611346,6222862.525880413,841607.8993582708,3423959.387604963,,3826794.0574052366
,,,,,,2723624.1873596422,6599998.0260425685,1008776.4697196272,3319978.517524464,,3651333.37826262
,,,,,,1668459.3976204435,6490396.9772160975,1099836.3879110292,3546067.853351522,,4380431.133245051
,,,,,,1013283.5632635256,7069923.5189440455,778850.8974005217,3142801.332725005,,4124947.242042624
,,,,,,603642.8878319454,6908080.929765317,854762.3684352353,3474953.283168136,,4201917.068992025
,,,,,,3239143.15536178,6713972.187976943,850459.1333669064,3522069.87334916,,4032448.788683498
,,,,,,4137828.579255756,7480992.232310968,892437.6036422753,3335227.3092359635,,3772525.589744317
,,,,,,6059662.236697016,7028961.0951608205,978604.2603443188,3358011.3395627374,,3696547.2933427766
,,,,,,2093184.1534532672,6446412.5449176,1181197.8687290289,3640985.18828193,,3728426.3033848703
