RMS_envelope_Clearance_factor,RMS_envelope_Clearance_factor.1,RMS_envelope_Clearance_factor.2,RMS_envelope_Clearance_factor.3,RMS_envelope_Clearance_factor.4,RMS_envelope_Clearance_factor.5,RMS_envelope_Clearance_factor.6,RMS_envelope_Clearance_factor.7,RMS_envelope_Clearance_factor.8,RMS_envelope_Clearance_factor.9,RMS_envelope_Clearance_factor.10,RMS_envelope_Clearance_factor
1.355006848786459,1.1286186055262353,1.281440466452883,1.5808699119639362,1.6639781792749342,1.5831168965349756,1.2660073417734703,1.1928956463292226,1.389143051289883,1.0319518671873218,1.2661547711040506,1.737935279941405
1.411896150528652,1.1357189092634576,1.2195927151540082,1.4894123910336066,1.7334917668657728,1.4511768756921564,1.0953099582282757,1.3559342709703452,1.0572559606608063,1.0307851753792332,1.3085598456796408,1.742877581385306
1.4278201795422276,1.14281921300068,1.1577449638551336,1.508393966396366,1.5530009855876967,1.6072687828119567,1.0533355179035715,1.1266939567130103,1.2217691911700963,1.0296184835711446,1.4174134191495604,1.7752777674169355
1.445455464708906,1.1499195167379024,1.0686432512222566,1.9212440876914347,1.5254104820481011,1.8495423570174576,1.011361077578868,1.134984781558929,1.1642624224624305,1.0284517917630562,1.4296413132461232,1.685788913299516
1.5642144907201694,1.1570198204751247,1.1235580468743822,2.3787150017272576,1.649981150738213,1.5216256770166992,1.1233156131155309,1.2151589670239344,1.3104332247341484,1.0231326359876638,1.4468976315026962,1.6007520679787253
1.6519725856979302,1.1641201242123471,1.178472842526508,1.5570343568401166,1.7494488185983088,1.273393120085753,1.106140160234713,1.1415453324241551,1.2241736768048253,1.0178134802122711,1.451541108631938,1.532990164084942
1.4083841911383213,1.1712204279495693,1.2442656162542354,1.5850491894576122,1.7570761989648078,1.3149987683961666,1.0889647073538953,1.140640546828853,1.1714154840482378,1.016882581211677,1.486947277625167,1.67652036370977
1.417893351345995,1.1783207316867916,1.3825737188651237,2.092405517535312,1.771730789129981,1.5095752390516337,1.0717892544730776,1.1812807134607954,1.3547766429703718,1.0884610614875594,1.4232871322150615,1.587452879576149
1.580073388433374,1.185421035424014,1.2045782899154196,1.6622423698511315,1.7947739036703312,1.537722875597224,1.0546138015922597,1.0611692177658754,1.3075549176848238,1.160039541763442,1.463306432069872,1.4271260175051177
1.3668209655182115,1.1925213391612364,1.1049448311296393,1.91333749169902,1.9640202400169928,1.4983762481575935,1.0528927126749354,1.371348288268894,1.3102844462540673,1.2316180220393242,1.4075039394578948,1.585650288312276
1.4494977711562913,1.1996216428984587,1.102988840875579,1.329355281490951,1.92546116220312,1.5644844055883964,1.0511716237576112,1.147466335402993,1.853080509941471,1.3031965023152066,1.1096679715393811,1.5747644528555382
1.4815334296390057,1.206721946635681,1.1010328506215188,1.2367966516832545,1.9316636521865869,1.30509368110663,1.0903815485051196,1.28016187165804,1.4930401483813238,1.0590649869404083,1.1538741381731863,1.6558958205629208
1.674224014591661,1.2138222503729037,1.0990768603674586,1.3738022329952266,2.1326753518033,1.2796382813455875,1.2182820200570996,1.5479119977241826,1.4535562707115257,1.0250666410972304,1.3930640811292758,1.5643933813447128
1.5265491490424732,1.2209225541101258,1.0501398298024602,1.3355565493221069,1.8705835634286416,1.3280459007774652,1.1733244019094284,1.443865344658973,1.955640676389959,1.017585316757211,1.586200963544496,1.4539625149873814
1.6946441223095012,1.2280228578473482,1.06667684135497,1.6082687704977354,1.9591978642561927,1.2806549016805768,1.136028467046779,1.991065515637725,1.820414364088916,1.0101039924171915,1.4953791309944344,1.4432947591667968
1.652352501732232,1.2351231615845704,1.0832138529074795,1.547384548803168,1.9807606369447648,1.179835992176488,1.0987325321841297,2.122696359409717,1.2303188209187386,1.007677804612991,1.4259834229171848,1.4091717633431509
1.5062904062538822,1.2422234653217927,1.0997508644599896,1.1803867127981702,2.0091629894299645,1.428551343563792,1.123360091174318,1.8348572269403776,1.6517336496629749,1.0052516168087908,1.4762315872410765,1.3968490229523371
1.4861826170405932,1.249323769059015,1.1162878760124997,1.5869663721756582,1.7834612844392943,1.2204637499400426,1.1479876501645063,1.6134509754520905,1.484019845999987,1.0546297475430595,1.2045475598384134,1.5213529938075367
1.659168178150229,1.2564240727962377,1.132824887565009,1.66877447457467,1.977635052478402,1.0174747295127016,1.1726152091546949,1.900016574109092,1.3641229735130374,1.0231681885610076,1.2237682500437843,1.4428192373323732
1.582492470149534,1.2635243765334598,1.149361899117519,1.3580228012128126,1.89184867527192,1.1142388248223414,1.1314936457743274,1.934430861565442,1.3516953188723984,1.013646422191981,1.16852280310071,1.5081269059552258
1.7166667477268194,1.2706246802706822,1.0281492159545995,1.362760113535384,1.9691291123626835,1.2727322060736062,1.09037208239396,1.7063717790248862,1.1800527041151183,1.0041246558229546,1.094255205768811,1.4549914042676693
1.6710984484454752,1.2777249840079046,1.0300048709063097,1.5282029401562065,2.173455238661016,1.3763559107678238,1.0492505190135928,1.7117803888033123,1.1910759071138417,1.038701444432691,1.4456421019389,1.5108407605804677
1.6564995655303991,1.2774312411801876,1.0318605258580198,1.4895242213658284,1.695552402966202,1.2921398450892667,1.0081289556332254,1.707016778139771,1.2870436890585015,1.0732782330424273,1.2422503997727168,1.5352052308384043
1.653959343804979,1.2771374983524706,1.0337161808097295,1.6046973567273106,1.7907401263920066,1.2023147372244278,1.0417308446687052,1.6901298076782112,1.5022023440000238,1.0643172523304554,1.9359116215100185,1.5536935503925071
1.6432486870379444,1.2768437555247536,1.03557183576144,1.5018751652100613,1.889999406558484,1.4214379297082187,1.0753327337041851,1.7205972813950892,1.2576806918256562,1.0672623247215882,1.4709395684092543,1.573451394749473
1.6007011998887934,1.2765500126970366,1.03742749071315,1.4859119473277167,1.778077769781246,1.2274673816486197,1.108934622739665,1.7233738484756291,1.1963517391595198,1.070207397112721,1.0059675153084902,1.5130190547856266
1.549826946168725,1.2762562698693196,1.03928314566486,1.9198979642789489,1.921026093599861,1.408129022289332,1.142536511775145,1.6868188562932798,1.4823139639174323,1.073152469503854,1.1029523165234327,1.4838268413296731
1.5429647886071265,1.2759625270416026,1.04113880061657,1.4919927578233794,1.7698506161941052,1.3809659650479538,1.1761384008106248,1.7263113291923589,2.2485039877023096,1.0760975418949867,1.2182894094474237,1.507683520148578
1.634519572192496,1.2756687842138856,1.0429944555682802,1.336949610895852,1.825170486017841,1.5756578996295,1.166236957594721,1.7474119415434155,1.5238633806755408,1.0790426142861196,1.3336265023714144,1.5006015082137836
1.5432533427277604,1.2753750413861686,1.0448501105199903,1.8241183661549536,1.880608199265153,1.3238348224011256,1.1563355143788172,1.7419233431288292,1.8331388459554616,1.079371397963942,1.4489635952954054,1.5243109365645977
1.6486337673135334,1.2750812985584516,1.0404840830741156,2.0488332369937945,1.7497753294858358,1.3051345980376603,1.1464340711629133,1.8336321280665888,1.7966333041426343,1.0797001816417642,1.3768749687797768,1.5256186729478658
1.4596845958087337,1.2747875557307349,1.0361180556282408,2.2127146719364927,1.7017155928858985,1.3016774096189487,1.1365326279470094,1.491533429369801,1.4186209727292445,1.0800289653195865,1.3047863422641484,1.467600635215602
1.3496081499830317,1.2744938129030177,1.031752028182366,,1.8233312673249185,1.3016154494862953,1.1266311847311057,1.5395777585279051,1.318041790892199,1.0803577489974086,1.23269771574852,1.486026188596891
1.4360882481775323,1.274200070075301,1.0238632827046266,,1.8838777255924288,1.3286084714608986,1.1167297415152018,1.5281481404169346,1.3005258038289735,1.0806865326752308,1.1606090892328913,1.560571700654697
1.3937512710338849,1.2739063272475837,1.0159745372268871,,1.7958094877857624,1.4044618638580937,1.0783168708132604,1.654769547629547,1.2402463930588024,1.0810153163530531,1.3574218897948775,1.5938328608815762
1.1730842125108212,1.2736125844198667,1.0080857917491477,,1.964499634643408,1.4597963716848683,1.0399040001113191,1.895108343167185,1.2408688622597683,1.0813441000308754,1.5542346903568638,1.634949782854539
1.3918627438087172,1.2733188415921497,1.0135394733451064,,1.8517126838565847,1.4821259646006062,1.0352171445872211,1.7689997797869794,1.3122200862351658,1.0816728837086975,1.2819452202201194,1.6510031235649485
1.3642479313617426,1.2730250987644327,1.018993154941065,,1.942269113615125,1.6847607614819575,1.0305302890631232,1.7541553259324685,1.346393740896219,1.0820016673865198,1.2802697344119522,1.672176486848283
1.3567883717629206,1.2727313559367155,1.0244468365370236,,2.0303685870647907,1.695525367632554,1.0258434335390252,1.872113908750906,1.2909017737026711,1.082330451064342,1.3039721630588463,1.5374645319841052
1.3148894882641895,1.2724376131089987,1.0017361223358778,,1.95813533980218,1.7636289896353052,1.1307497259128696,1.482089352340792,1.3796630398423269,1.0826592347421644,1.2475219613469506,1.5906435164823278
1.2142988908995882,1.2721438702812815,1.0151215409210037,,2.00550949743872,2.076647683475155,1.0957465373829216,1.5583441117844092,1.4161158059516097,1.0829880184199867,1.4573705573079958,1.7353008595470103
1.3110968250173278,1.2718501274535647,1.0285069595061296,,1.9295078696788488,2.158912101434313,1.0939938285681328,1.6107299817528022,1.2626420002346563,1.083316802097809,1.3036875310438618,1.6824885175719082
1.7246874958085154,1.2715563846258475,1.0418923780912557,,1.995065160057656,2.051650595175399,1.0945546509152004,1.530536696636119,1.2640689604093254,1.083645585775631,1.3799977819728273,1.7841064111034732
1.9189195920151056,1.2712626417981308,1.0552777966763816,,1.9050776930770328,2.290318898496113,1.095115473262268,1.5570837631811958,1.2573469889230136,1.0839743694534534,1.509922587342481,1.715417603908059
2.033082873453123,1.270968898970414,1.0686632152615074,,1.995183095383093,2.5040514586238354,1.095676295609336,1.5672272159112417,1.7866983965788927,1.0843031531312757,1.1428724790058378,1.662318488090834
2.119398430480428,1.270675156142697,1.0820486338466333,,2.027042293348306,2.6793795648313155,1.0962371179564037,1.5801201061794068,1.2254311065030552,1.0126362008092078,1.1655171964866704,1.7699798571753258
2.196884650932322,1.27038141331498,1.1258918238677549,,1.92986912513183,2.969849338774244,1.096797940303471,1.6742266241457608,1.3691714552437466,1.0153083751616223,1.21995180985728,1.604259017476811
1.8581491488902788,1.270087670487263,1.1085213805218894,,1.838674939347422,2.9210025444625325,1.097358762650539,1.5845516787591465,1.1944974801263644,1.0179805495140368,1.264002993594967,1.685351545993082
1.2275715662624995,1.269793927659546,1.2541196898478186,,1.8709244822104527,2.780845874863416,1.097919584997607,1.7069873956360844,1.308160000558544,1.0206527238664511,1.3103021158943362,1.7263919795615958
1.3044058393544435,1.269500184831829,1.402281376487579,,1.830460479913797,2.5228361010844,1.0984804073446746,1.5758695214384193,1.1420989580354672,1.023324898218866,1.6109734814639742,1.6667328439892006
2.1827375977079173,1.269206442004112,1.2692364773160618,,1.8397700353890925,2.227458967536439,1.0990412296917422,1.7695977770068594,1.4216413301201782,1.0259970725712806,1.4599843689189973,1.663733602562826
2.499105564153993,1.268912699176395,1.3937368833869674,,1.888311157214418,2.393084938415204,1.09960205203881,1.7387179609874015,1.2725964844235471,1.028669246923695,1.429959183596441,1.6368556213260756
3.164412556246521,1.268618956348678,1.106150641709272,,1.7730518528503851,1.725834791025111,1.1001628743858776,1.3648775431180744,1.3917262570269222,1.0313414212761096,1.549747055898154,1.626355121685741
2.848429091462016,1.268325213520961,1.0810578442905838,,1.7883186433884235,1.5768244662859214,1.1007236967329452,1.6310676402519977,1.1009391051762512,1.034013595628524,1.174050877553116,1.619539681194845
2.1602441649437853,1.268031470693244,1.0559650468718955,,1.6907808942647753,2.6453271835872285,1.1012845190800131,1.7127573851559574,1.1803748180068483,1.0366857699809386,1.4389060246013616,1.6767730841598885
1.9238883232053952,1.267737727865527,1.0308722494532074,,1.7352783520493027,2.183325464484982,1.1018453414270808,1.737804281017833,1.2109513157813745,1.0657801686365829,1.3591623977988974,1.6726603588391722
2.3877880029313965,1.26744398503781,1.0009747779585596,,1.7826963482643925,2.404216225223485,1.1024061637741485,1.6016336285382804,1.1935758731760593,1.094874567292227,1.3853634444321896,1.733451765928129
2.0728091982654795,1.267150242210093,1.0573543351151344,,1.8380948814037148,2.5391752739374622,1.102966986121216,1.6082407617000511,1.250686679290191,1.1304952997815227,1.4012179969516656,1.6458333707280932
2.0519735746911367,1.266856499382376,1.1137338922717095,,1.9087516419546693,2.4698416702825385,1.1035278084682838,1.7311184188986015,1.4304381898859186,1.1661160322708182,1.3942183860625967,1.689183653997889
2.162297766816347,1.266562756554659,1.1288940397087996,,2.003615568903508,2.616977124530649,1.1040886308153517,1.7247289005477675,1.434313647633439,1.2017367647601138,1.5966189267789872,1.6831037719052646
2.333604694765554,1.266269013726942,1.2124214147194348,,2.090029873444487,2.7034862014500254,1.1046494531624194,1.6962669619402393,1.412396356260997,1.1098624267053772,1.7990194674953774,1.6997351488285564
2.038338579277457,1.2659752708992251,1.2790008549157952,,1.985423346429713,2.871971678057428,1.105210275509487,1.601224925074753,1.425225787895111,1.0655429159289544,1.45692162046504,1.6870107709064954
1.6985184003630138,1.265681528071508,1.3455802951121558,,2.013041971210164,2.412769703423136,1.1057710978565547,1.6485966376481744,1.3559533283120475,1.0232258176233855,1.549295181408204,1.6882167391440328
1.6845388683551,1.2653877852437911,1.4121597353085162,,2.096173730234823,2.9153901877789217,1.1063319202036224,1.62951613755032,1.4335173348471142,1.0478592251044323,1.1946098278468222,1.663077962215869
