Counts_envelope_Kurtosis,Counts_envelope_Kurtosis.1,Counts_envelope_Kurtosis.2,Counts_envelope_Kurtosis.3,Counts_envelope_Kurtosis.4,Counts_envelope_Kurtosis.5,Counts_envelope_Kurtosis.6,Counts_envelope_Kurtosis.7,Counts_envelope_Kurtosis.8,Counts_envelope_Kurtosis.9,Counts_envelope_Kurtosis.10,Counts_envelope_Kurtosis
25.081387606057977,4.083042021569361,10.33207764813603,9.646097005781328,4.928950901449871,10.500091043003057,40.82879410712483,15.957484545036984,0.4396243500866004,0.3486597278247512,-0.2873180699097606,97.57860536992044
3.0448849728420075,-0.9552989336472062,4.560800943517418,-0.4731492601943414,-0.6951933976566962,-0.8867827285960361,0.709056835225276,-0.1798319213464805,-1.232168333116158,-1.5,-0.681186570906239,1.4153336147223543
-0.4822496410174661,-2.0,-1.2104757611011936,5.503930118376598,-2.0,-1.1933913642980185,-1.4606441137269344,7.013811484952587,-1.5000000000000004,-1.3148850936728291,-2.0,0.8903967790248553
-0.1603545419913197,-2.0,-1.605237880550597,-0.6613666388446204,-0.87342999206634,-1.5000000000000009,-1.5000000000000004,60.44746228841786,-1.5,-1.129770187345658,-2.0,5.7471552859264
-0.4812601695217222,-2.0,-2.0,-1.7182843571600783,-2.0,-1.7500000000000004,-1.311818358606587,4.233622741557723,-1.5,-0.9446552810184872,-2.0,7.153468533097509
-0.2642981268400488,-2.0,-2.0,-1.4840283993427408,-1.8333333333333337,-2.0,-1.1236367172131734,19.47334735533908,-2.0,-1.499999999999999,-1.4563639997310196,11.112565418285026
-0.6261291825461717,-2.0,-1.8333333333333328,-1.0452788053484026,-1.6666666666666672,-2.0,-0.93545507581976,8.962472942260339,-0.965937677501454,-1.499999999999999,-0.9127279994620392,12.307047931516626
-0.7247486076515286,-2.0,-1.6666666666666656,0.2218935369975825,-1.5000000000000009,-1.375053250520044,-2.0,3.163717063874912,-1.4829688387507272,-1.4999999999999991,-2.0,16.76798477093147
-0.2789756917891766,-2.0,-1.4999999999999984,-1.1749378377827475,-1.7500000000000004,-1.1728279479263946,-2.0,-1.3453711343901922,-2.0,-1.4999999999999991,3.0434093651433534,3.1375508234007974
0.3370696132812938,-2.0,-2.0,-0.976760670444348,-2.0,-0.970602645332745,-2.0,-0.1864634786589794,-2.0,-1.4999999999999991,-0.2714754053625285,3.4792584403499944
-0.4882158631932345,-2.0,-1.75,1.4844690880904228,-0.2843380455786897,2.520971314362985,-2.0,32.57628337847095,1.549863801908404,-1.4999999999999991,0.6969267894923465,3.5305410140332656
0.4415224223176781,-2.0,-1.4999999999999998,-0.8224078515320685,-0.5599851176672606,3.3341390973557727,-2.0,145.5470124896016,-1.1315699676722046,-1.4999999999999996,0.603959459707887,1.768072252636581
2.3045769328941432,-2.0,-1.4999999999999998,-1.5,0.8708404273596724,33.56183220265358,0.4627471936782346,27.223373913545867,-0.7996267407500746,-1.4999999999999996,0.0754474958742839,1.076403127790161
2.2530639119960343,-2.0,-1.5000000000000002,5.239593139182073,0.4573823663102918,3.1906903888242084,0.0699615227179548,26.156934940141447,3.003442935805773,-1.4999999999999998,-0.2094666422516846,0.6194888797849596
3.931183967997205,-2.0,-1.1000317702307438,-2.0,-0.3617450891264721,0.3457828979294346,-0.3228241482423248,32.131680763376046,-0.7012625751186179,-1.4999999999999998,0.9944572672333628,1.1111801847893714
13.724930353687856,-2.0,-1.1571700887692091,0.1262611755446445,-1.180872544563236,-2.0,-0.7156098192026046,48.0549525283529,-1.3050841504304362,-1.5,0.1915800477021885,3.4667399139629698
0.4501262735209304,-2.0,-1.2143084073076744,-1.518462173491962,-2.0,-0.3772575449496322,-1.1083954901628843,12.439578814205593,-1.0979800176564525,-1.5,-0.777027820250856,1.2150464992597758
0.0935335210134127,-2.0,-1.2714467258461395,0.5670254974399382,-1.6939325571438053,0.7722716029181629,-1.501181161123164,56.3679252556495,-0.8908758848824689,-1.5000000000000002,-1.5045373458611253,2.5570471308615943
3.3063060039195733,-2.0,-1.3285850443846052,-2.0,-1.3878651142876106,0.0605922477623146,-1.5005905805615825,24.50434200461818,-0.3414304834233248,-1.5000000000000002,6.613191894368562,2.1590023998310723
1.2334570891515335,-2.0,-1.3857233629230703,-1.870677481561161,-1.0817976714314157,-0.6510871073935336,-1.5000000000000009,7.855352982668551,-0.6743530703543241,-1.5000000000000004,0.36440486155462,3.2426521312291943
8.096673742653255,-2.0,-1.4428616814615358,-1.4900873334372582,-0.8203789712120284,-2.0,0.5244569611778744,6.960649110295631,-1.5000000000000009,-1.5000000000000004,5.141784295434059,4.423201233124499
9.36047229401203,-2.0,-1.500000000000001,-1.2259382037104822,-2.0,-1.5,-0.4877715194110636,43.56798057598552,-0.9017765765721591,-1.5000000000000004,-0.9330179842392944,2.692552165157058
-0.9043174999862428,-2.0,-1.550000000000001,-0.4422192250997447,-1.6104441027196292,2.25525289234164,-1.5000000000000018,14.487881655660583,0.2213110752762452,-1.5000000000000002,-0.9104786143192056,1.2362212708526128
-1.056242582686722,-2.0,-1.600000000000001,-2.0,-1.2208882054392585,-1.1687623469338844,-0.513249201799117,18.13585900586716,-1.581859514406727,-1.541666666666667,6.4330905276695365,1.7809268684999031
-0.1073667872955113,-2.0,-1.6500000000000008,-1.2409668148229085,-0.8313323081588875,-2.0,0.4735015964017677,10.228206087278142,-1.0119397623009618,-1.5833333333333337,11.362553656328778,1.26088909271101
4.606379089692241,-2.0,-1.7000000000000006,-1.3905702601331082,-1.5000000000000004,-2.0,-0.6316460627287439,14.86346602807036,-1.0999623674738324,-1.6250000000000002,16.96912951759841,1.7552460241656078
3.3905508151159847,-2.0,-1.7500000000000004,-0.4994633430487241,-2.0,-2.0,-0.3737342656446669,14.363156045238558,-0.016339806582263,-1.6666666666666667,2.240797627661748,1.0037216276492629
1.419420128173103,-2.0,-1.8000000000000005,-0.4782127741720288,-2.0,-2.0,-2.0,14.995630361043188,-1.2637096764053886,-1.7083333333333337,-0.4292589048682358,1.0168528769475855
5.632807924856614,-2.0,-1.8500000000000003,3.5053609797079126,-0.9989458171468906,-2.0,-2.0,20.77300755109968,-0.3358057241425802,-1.75,0.0224755415756208,0.3949674628103121
10.846070704843946,-2.0,-1.9000000000000004,2.97300816874454,4.972945714814217,-1.4999999999999996,-0.9004307266647005,12.66791604431797,-0.35311904965257,-1.7916666666666667,-2.0,0.9505569179145916
