RMS_envelope_Skewness,RMS_envelope_Skewness.1,RMS_envelope_Skewness.2,RMS_envelope_Skewness.3,RMS_envelope_Skewness.4,RMS_envelope_Skewness.5,RMS_envelope_Skewness.6,RMS_envelope_Skewness.7,RMS_envelope_Skewness.8,RMS_envelope_Skewness.9,RMS_envelope_Skewness.10,RMS_envelope_Skewness
1.6374604991066657,0.2151488802889775,1.1725171709994928,1.6952404597014563,0.287517157707365,0.6984867384800751,0.7618246463273955,1.602622110168077,1.0634216628059292,0.9825107199012784,0.8407945651331583,1.2883368517581766
-0.5722251612624306,1.555159034757667,0.2669409791987416,0.8728912618575411,0.2318737903720661,1.0875427260180015,0.5276026136296437,-1.4625465942985052,0.4260898688722781,0.0677497586091098,0.3141954870647291,2.705237206623755
-3.20976933497846,0.0,-0.6386352126020096,0.6788713731881441,5.159987225146437e-15,0.4498149609384699,0.1112838363818117,-1.4603080043926764,0.6675213827290905,0.2384283054356435,7.544638212976703e-15,-1.4284391603486626
-3.278103859169802,-2.427384092341486e-16,-0.3193176063010048,1.1927094462480028,-0.5935314695985322,-0.1879128041410616,0.0890555196487635,2.9866505230705624,-0.7055780136509636,0.4091068522621772,-9.416137333092111e-15,-0.4778967417392059
-3.018828682165925,-4.854768184682973e-16,0.0,-0.5034431905853657,0.0,-0.0939564020705297,0.0260063054064311,0.3647864527656289,0.7001409852274574,0.579785399088711,0.0,-0.9281578308849447
-0.2783640985407328,-7.28215227702446e-16,0.0,-0.3476664218300662,-0.2071297260422068,2.1246822230993146e-15,-0.0370429088359011,0.0441889207018022,0.0,0.3943514709052302,0.0976203068723427,-0.7013921757569633
-1.981703992869257,-9.709536369365946e-16,-0.2356824756175585,-0.2993925759222161,-0.4142594520844136,0.0,-0.1000921230782335,0.5261405140632142,0.5244270337272673,0.3215616809533848,0.1952406137446855,0.0860530111318954
-1.285061758023192,-1.2136920461707432e-15,-0.471364951235117,0.1193378139599241,-0.6213891781266205,0.417464899297863,0.0,-0.8363479802393478,0.2622135168636343,0.2487718910015394,3.809336270659707e-13,-0.2377122091368829
-2.1036945537132863,-1.456430455404892e-15,-0.7070474268526756,-0.413205431572059,-0.3106945890632731,-0.2456542773432062,-1.21358116624983e-13,0.0099765220279362,1.485708350264696e-15,0.175982101049694,-0.2050442131655761,-0.4636626748741743
-0.4837317133303512,-1.6991688646390409e-15,7.707118118734124e-16,0.8425984768161323,7.42461301882568e-14,-0.9087734539842754,-2.427162332499659e-13,-0.2282699724089955,-2.620875846260113e-15,0.1031923110978486,-0.1427894216036381,-0.5196467851490327
-2.314377469731746,-1.941907273873189e-15,0.1347181435358754,1.0927535450942574,-0.6025658149536537,3.124110060762195,-3.6407434987494893e-13,0.754133804601713,-1.175930324267577,0.0304025211460032,0.3699876213434814,-0.1289581142405263
-2.7836282037843856,-2.1846456831073378e-15,0.2694362870717501,0.2871543960505036,-0.8962683582156217,1.3492790057069242,-4.854324664999318e-13,0.3673510628145779,0.1125007512861551,-0.0423872688058422,-0.7918340924195093,-0.5242675617979261
-0.3765075682627408,-2.4273840923414864e-15,-0.7029435507081094,0.6413758793705049,0.6527367919478242,-0.2451109494323134,0.9212447222588248,0.4061027784110165,0.4708881133611147,-0.1151770587576876,-0.752920657360237,-0.0375250225328121
0.8199812597148302,-2.670122501575636e-15,0.499763716732905,0.6164645601345131,-0.7169636756345193,-0.742458371436385,0.7704153507090774,0.0659249959453857,-0.1811626112581944,-0.187966848709533,-0.0056079542866672,0.2517681732933587
0.2476038107488017,-2.912860910809784e-15,0.6987211555712977,0.0,-0.4779757837563462,-0.1404800840737278,0.6195859791593299,0.5586666266816076,0.0448219965645487,-0.2607566386613784,0.5782782105928528,0.2583011510330027
0.4099350829142267,-1.8017755956536256e-15,0.5227358219382501,0.0384780341212854,-0.2389878918781731,0.0,0.4687566076095824,0.4530620457184708,0.603772314097109,-0.3335464286132237,-0.3175293659656605,0.2210448371231768
-1.5682166283681058,-6.9069028049746795e-16,0.3467504883052025,-0.7955476587847535,0.0,-0.5261273614386258,0.317927236059835,0.6832885764764198,0.25119616930654,-0.4063362185650692,0.3143754687039207,0.3936171876133728
-3.099062671449768,4.203950346586906e-16,0.170765154672155,-0.3432634467831645,-0.1164761156687564,0.8482539703222447,0.1670978645100875,0.6640983626892422,-0.101379975484029,-0.4791260085169146,-0.8654798546236592,0.363711501881613
-1.2631286217419402,1.531480349814849e-15,-0.0052201789608925,-4.2080072686905344e-16,-0.2329522313375129,0.4012103496587896,-0.185777252414957,0.6797061742697311,0.8251222759895126,-0.5519157984687599,-0.3250640928451619,0.366958600862124
-0.6116796263409622,2.6425656649710065e-15,-0.1812055125939401,0.5726734302671782,-0.3494283470062694,-0.0458332710046655,-0.5386523693400017,-0.0450434386667437,0.2614670160690012,-0.6247055884206054,0.1013351199279593,0.1927301136295008
-0.3616328708994475,3.753650980127165e-15,-0.3571908462269876,0.6755065097314885,-1.0168307813325896,-9.681354836348056e-16,-0.0012928474909828,0.6770922811073267,0.4635687987249409,-0.6974953783724508,-0.4326593830238258,0.1868321967437173
-1.7664614725770262,4.864736295283322e-15,-0.5331761798600352,-0.9221460907950167,1.3655061475168458e-14,-0.3125855919404439,-0.3499497327797016,1.4312813277069243,-0.6106454759727328,-0.1932178604751501,-1.636815373171717,0.0302948637288651
