Energy_envelope_Root_amplitude,Energy_envelope_Root_amplitude.1,Energy_envelope_Root_amplitude.2,Energy_envelope_Root_amplitude.3,Energy_envelope_Root_amplitude.4,Energy_envelope_Root_amplitude.5,Energy_envelope_Root_amplitude.6,Energy_envelope_Root_amplitude.7,Energy_envelope_Root_amplitude.8,Energy_envelope_Root_amplitude.9,Energy_envelope_Root_amplitude.10,Energy_envelope_Root_amplitude
847596.1756738822,457974.57961667,7079732.894026348,,,448523.97492552514,15956033.699503029,2739368.8214220232,447493.025300754,9492905.49749637,1696517.34459048,1242141.4685091805
990052.1111185668,446777.82195918576,5497492.622177794,,,343513.9248291675,15341531.247247113,2731040.33274269,490089.8377312472,9493946.782547267,1336543.2490719282,1218408.2443635229
1673744.3929530338,435581.0643017015,3915252.35032924,,,329423.24266523897,14727028.794991195,3074488.4038235857,554449.4082576156,9430968.493945442,788778.7506154042,1526717.4066100086
5285512.925492984,424384.3066442173,3096874.510190392,,,301726.1502246047,14112526.342735276,3726257.6839038,513275.630032697,9430398.485674022,1174535.6342947122,942269.1122305724
8514279.00081623,413187.5489867331,2878815.178710596,,,260886.6798625028,13498023.89047936,3317790.521531919,396255.4503589383,9285891.672870625,1460879.2631325868,1094047.188152549
2537480.0966243623,401990.7913292488,2243364.80535835,,,242271.11524141,12883521.438223444,3436117.1916108173,355944.9185699694,8807119.008873133,1436767.028076978,1065571.0088364666
2454891.7780224835,390794.0336717645,2029183.157511024,,,250619.89246381697,12269018.985967528,3352672.83882047,266416.7926668173,8411977.62009355,1044536.269189607,1007486.1206261176
1185307.2874372825,379597.27601428033,1798079.9856838586,,,249607.2324885864,11654516.53371161,2630651.3644039226,475452.6397412808,8304980.527054041,794294.0302178945,1416359.2268492763
2334252.7667557555,368400.5183567961,2232392.412300434,,,283106.8529622228,11040014.081455693,2882031.780112947,546373.9149875554,8235059.673019392,1367027.8591239804,1625414.5375881202
19561544.50002187,357203.76069931185,2666704.838917009,,,288191.9530855382,10425511.629199777,2844735.5506580267,668902.5532248986,8092498.48571426,1792559.9955341734,2086934.1028634787
13226581.435636794,346007.0030418276,3101017.265533584,,,264355.45770129707,9811009.17694386,3381366.5459518456,777228.2231495251,8047438.959892834,1083220.5950757812,1957366.5966266324
6891618.371251716,334810.2453843434,2106957.389484247,,,277521.8603687464,9196506.724687943,3917257.041832192,776694.5302128035,8002379.434071409,1141868.9803012875,2153057.764837228
3275029.580023115,323613.4877268592,1596277.155286188,,,298316.4651032057,8582004.272432026,4361637.738854957,838904.116405621,7967286.024263019,1051394.9488969534,2138542.726416555
1702349.9009590358,312416.7300693749,3100731.5853584544,,,308844.5219709398,7967501.82017611,4424811.593100379,1040096.704635526,7986036.69355405,978550.127271246,2482803.6647914182
956384.6538950196,309344.5674810052,1090146.5474839746,,,326537.7277534113,7352999.367920192,4754406.786458269,741405.0446581783,7684981.073310488,1352662.788180613,1745564.508819173
642398.2447792222,306272.40489263553,5483867.95162945,,,365661.4324941647,6738496.915664276,5083468.747870499,850006.7033618019,8159777.766343984,1726775.44908998,1694693.4542130718
323913.9198185749,303200.24230426585,2368368.059694866,,,372741.4995690527,6123994.46340836,5262616.705368353,826123.8600156714,8082234.764882347,2358170.782047864,1598453.8115436698
211743.3466736024,300128.07971589616,2092515.0700718383,,,491320.5867270279,5509492.011152443,5432862.953502816,802241.0166695408,8004691.763420709,2989566.115005747,1506628.3672834523
160434.25312881212,297055.9171275264,1816662.0804488105,,,548864.6980185355,4894989.558896525,5335320.5334990015,778358.1733234102,7937141.720622029,2873203.814099241,1242598.1512420166
132451.94949163267,293983.75453915674,1762558.8539311814,,,447653.1925134544,4280487.106640609,5276158.609695641,754475.3299772796,7954418.258987746,17634165.999713823,1521952.5501491688
124731.6804575794,290911.59195078706,1708455.627413552,,,407418.65092165297,3665984.654384693,5268325.834800294,444282.2473545637,7859737.829547318,4160522.899693136,1507303.801720695
97575.27229502414,287839.4293624174,1654352.400895923,,,380175.9660478805,3051482.202128775,5082945.465980572,1548436.037589563,7860231.361680564,3263335.822681781,1586493.131423763
110432.26146808852,284767.2667740477,2094965.759113559,,,408603.388805326,2893607.074351098,4786272.362692217,1461121.182129597,7777026.552692975,2528646.6111406763,1668232.7457879889
129071.9396763236,281695.104185678,2535579.117331195,,,399524.07065831433,2735731.946573421,4020010.251808587,1230867.019803006,7635819.271226501,2774746.3921267223,1594779.9490437282
99057.31349408028,278622.9415973083,2015803.563594064,,,476322.2975905192,2577856.818795744,4099079.136790448,1000612.8574764148,7572086.58106315,1540256.7310177186,1601804.8941048896
85569.37682654457,275550.77900893864,1154817.0984621097,,,341317.97522965,2419981.691018067,4344488.018976599,920737.6221854396,7390426.912727996,629137.458098976,1555236.8332285346
81265.52307268085,272478.61642056896,883325.1682446147,,,363926.65051515657,2262106.56324039,4323539.877351254,882443.0623201355,7211243.444547611,561584.7429975454,1570253.4736625876
61620.58702287242,269406.4538321992,862085.9790230157,,,341367.45813739166,2104231.435462713,4355863.798930552,824020.9269594569,7223848.674691041,565779.734236502,1473495.801939326
70637.76886769215,266334.29124382953,748123.1553501425,,,371045.06007554574,1946356.307685036,4395151.232709246,802089.481179541,7236453.904834471,601919.1174926405,1447729.7746619454
53140.56927249843,263262.12865545985,491265.995994021,,,406432.0291446028,1825533.762735079,4441148.274661241,782503.3284158339,7249059.1349779,667183.844464981,1268914.8570576657
50023.60479629045,260189.96606709016,333283.5940961479,,,413348.6145526321,1704711.2177851223,4629359.868430958,758568.1422591829,6640081.607922609,882359.2027508393,1422862.0755012792
93421.98544320455,257117.80347872048,284276.7526057672,,,536646.1903167826,1583888.6728351654,4226346.748059417,783138.7086744998,6037437.604550907,880789.194838577,1662451.5965861129
57118.97500960904,254045.6408903508,286082.27609131,,,533122.3056617151,1463066.1278852085,3650852.6815922977,807340.5170920073,5434793.601179206,877031.4314412009,1673941.3311672537
126103.23913568516,250973.47830198111,287887.79957685265,,,701573.3492874476,1342243.5829352518,3178948.192753271,615236.5387557399,4832149.597807504,775821.6956819663,1615063.8788818566
90022.1387272099,247901.31571361143,223181.4863895969,,,707971.6585533626,1328029.3124786508,2840914.8073939653,534478.2036288878,16151244.924511705,805488.6091851835,1605317.3475110966
86735.09407683057,244829.1531252417,173490.54847749023,,,783718.402461621,1313815.0420220497,2597416.857096463,511146.0106281944,14892855.844398992,954396.3565930696,1647923.9457976962
76803.29925306958,241756.99053687204,2630077.9658615384,,,959824.3181441084,1299600.7715654487,3243289.096710985,485926.2754272982,9673130.130118284,822525.9974360253,1554250.4834579944
69735.47392729264,238684.82794850235,203146.62951136488,,,981630.201451991,1285386.5011088476,3656660.078318882,443655.1177768376,8466741.244134285,846577.0499922718,1520305.3617090352
63915.03863348207,235612.66536013264,112334.54197633776,,,1007187.6872281204,1271172.2306522466,4336372.914447155,402721.0570198284,8029678.054469704,765630.572374522,1438261.3324719665
59760.57988704896,232540.50277176296,111019.91900521786,,,908862.4902417754,1256957.9601956457,3421463.381054413,381216.6047893157,7821767.790623591,813008.0254888303,1336802.365532942
49280.29327184819,229468.34018339327,109705.29603409796,,,886052.2826466219,1242743.6897390443,3168820.510585332,375292.1955876952,7852829.151640223,730024.0302299595,1298676.503164078
45251.46709367622,226396.1775950236,108390.67306297806,,,863166.3492726625,1228529.4192824434,3314950.774965998,349376.13431909773,7751294.399119227,767792.8577331572,1265569.1750406397
52828.80184956196,163622.5748657698,181408.1478443554,,,830647.7863602977,1214315.1488258424,3859537.979562773,337324.779508249,7639828.3388172975,836250.6034375887,1177453.4383121256
51543.18533583542,100848.972136516,142416.17879154583,,,913175.3916496153,1200100.8783692413,3338793.4141700435,358258.8245920653,7641523.20840686,637938.063409878,1123087.1451534068
104408.4713034073,85187.0417222181,118533.194703849,,,991588.8952363617,1185886.6079126403,3174301.966561966,357362.9687868737,7679172.560148076,589116.253849662,1058109.183471692
77627.84351558791,69525.11130792019,94650.21061615217,,,1124358.0627148545,1171672.3374560392,3121677.276323395,355972.1414780119,7568839.448085884,644355.9950037759,1010573.4112368008
255224.41635823675,67322.88357468066,132956.8197830821,,,1204486.2636342675,1157458.0669994382,3186303.220519369,343112.54472028126,7538864.355805143,615621.6603639612,934944.9428393972
153814.88810805834,65120.65584144113,171263.42895001202,,,1438765.8578435942,1143243.7965428373,3291529.79592018,333925.06226993003,7413113.671972772,804814.6796771251,794599.8738456905
406128.0482472366,62918.4281082016,209570.038116942,,,1707277.9449008664,1129029.526086236,3588618.3124520555,298074.4140784612,7304535.982177477,801192.1131039632,805894.9229991429
92442.31077242948,60716.20037496206,247876.64728387183,,,2107097.673358343,1114815.2556296352,3574156.555734836,306133.71602952253,7300728.375276562,831739.035978666,823946.0618667228
78799.8893727522,58513.97264172253,304184.3287593427,,,2946039.772950155,1100600.985173034,3409819.8680021204,268486.87644954305,7296920.768375647,717085.7110064217,833468.0833263486
105170.41661285,56311.74490848299,676380.3591761388,,,,1086386.714716433,3199566.242818052,242403.07808597665,6762859.893121425,795856.4253872107,894546.782747783
122809.50236766766,54109.51717524346,1093795.2969611755,,,,1072172.444259832,3171912.4932494224,269588.44562782097,9687352.45729174,575002.7895865832,809818.6702366391
171139.42245721922,51907.28944200393,1058030.1968402865,,,,1057958.173803231,3240900.212837178,364544.2844212941,10218896.353233345,669318.3796590064,856086.1770988259
225228.39480372265,49705.0617087644,1022265.0967193976,,,,1043743.9033466298,3244667.597309103,254697.3516936404,9004284.455223966,1004953.5418425888,996719.3037298688
245034.2639434664,47502.83397552487,171454.86145148586,,,,1029529.6328900288,3222950.240027081,254171.4591811229,8147433.378523039,813715.3753815303,959903.3814048496
177976.10613152475,45300.60624228533,1420410.9810218262,,,,1015315.3624334278,3444146.689449115,329849.10294901853,7923593.862586264,819980.6921876526,941812.2441843149
296961.5319950867,43098.3785090458,1166546.7808956006,,,,1001101.0919768268,3558141.3742893,226402.9542892977,7833466.199267693,659944.7427452831,1027554.376734306
296410.4225574922,40896.150775806265,912682.5807693752,,,,986886.8215202256,3369687.1821107045,247280.4473020726,7788643.623778057,589124.4267642132,909115.8770878352
327348.7555452006,38693.923042566734,658818.3806431496,,,,972672.5510636248,3512352.776685083,284995.93514825654,7624174.967453821,664640.3779525681,885988.4910538375
311235.2963483857,36491.6953093272,404954.180516924,,,,958458.2806070236,3636813.068388173,220119.2804919284,7466759.828500796,617001.6221505462,1043520.7122914512
134833.1768120669,34289.46757608767,363110.52710527,,,,935055.6330229272,3508184.7739352426,197087.10689478065,7384696.033918965,672458.7585903446,913064.375054396
79065.45405740509,515635.1223178941,321266.873693616,,,,911652.9854388308,3552415.874457387,234269.7787194872,7332580.116022279,840622.808950442,918999.9694499164
53735.87310058789,712723.5825756362,279423.220281962,,,,888250.3378547345,3525948.8396344683,188831.2742839793,7247590.791002048,737197.359000075,887267.7677919082
32501.910693172125,909812.0428333784,237579.566870308,,,,1115666.9725245512,3714547.4694438446,178623.7785780889,7103284.97772164,608129.122724141,908219.6014805372
50979.216976672215,1106900.5030911202,195735.913458654,,,,950458.5427124712,3925020.935706853,168446.72706633023,6941499.948426565,823836.0315004172,1095479.8947234738
51438.976451427,1303988.9633488622,153892.26004699993,,,,798493.0764567734,4218378.455469139,246621.6316041892,6799485.77564884,987072.8012670206,1189130.9404190714
83514.69050011296,1501077.4236066043,255384.23170020428,,,,553133.6744685515,4286265.836012605,257883.02209513684,6700280.1698335335,767376.8094008811,1164225.7213637368
214083.8736593839,1698165.8838643464,309610.7226765293,,,,582918.9225302665,4128571.7599294656,206181.68162224555,6584313.658391269,790721.8234421617,1087262.9548469293
124255.71895223037,1895254.3441220885,363837.2136528543,,,,584008.3100307893,4289410.417397374,170962.25520779355,6452203.170413189,898517.5796359461,1236673.4298971773
56714.6779967531,2092342.8043798304,418063.7046291793,,,,299644.0161837576,4290288.719473806,170101.6473819535,6326327.213078001,1036971.136000283,1169978.334065454
42539.33484197359,2289431.2646375727,472290.1956055043,,,,1535733.614716197,4374055.1301539885,295090.2298744428,6198459.530372038,1099807.6522340942,1184670.5626363694
48118.34426449286,2486519.724895315,526516.6865818293,,,,1024880.4354821208,4789163.878035735,177861.71160474187,6102773.457753464,844365.4304024682,1085622.4854496138
66665.44486385652,2683608.185153057,580743.1775581543,,,,822367.7407266287,4697849.933351844,173036.07744271605,5989992.217058708,1019730.1004640384,1165672.18658832
91476.87868224616,3101245.73581623,634969.6685344793,,,,993497.2402610084,4635233.342618733,161313.09092882602,5887246.760918273,1035528.3087329178,973096.839289208
103261.48162691924,3518883.286479404,689196.1595108043,,,,549758.7077388744,4612861.567573436,164868.2522915448,5797147.304987603,1248050.026711272,871013.9362865299
122262.9039029199,9660960.126507085,743422.6504871293,,,,380048.42782738287,4215612.454108791,155816.58830735282,5696040.871084259,1252485.8215365394,853203.9325978813
151014.5407282124,6296882.894105271,797649.1414634543,,,,440414.9696559293,4158938.4075323087,146426.61215087285,5599136.5132005485,1332059.3840095697,999439.4806487918
194783.12399200484,1258031.7828082545,3350237.5836818484,,,,591797.7555654731,4057228.802581102,128861.30657128007,5522355.686366624,1702407.545099224,954121.3306332532
265516.2774401353,3055223.440715639,5902826.025900243,,,,589667.2937910695,3393103.0768991816,113574.60687953891,5437991.240289115,1707194.043285904,1010905.677296532
153166.53745843214,4852415.098623024,4301258.527807413,,,,540322.3675154275,3051061.8161662905,143259.47480294784,5374638.550500895,1786041.086078531,936657.378972267
190292.9767103428,6649606.756530409,2699691.029714583,,,,460362.8976489321,3124116.200278966,145978.0772573414,5300150.007200399,1342631.6272755775,935764.3258999288
271602.3972786209,28237177.0336721,444914.3380967972,,,,422329.28151488496,3211151.9166159653,138099.48377058777,5242077.020687947,1774289.4617924548,787837.1866365484
172174.331586146,2714947.8429460805,242439.7773352154,,,,268600.36106821004,2999274.008410632,131056.20120534876,5166220.5654952265,,856965.1797565792
217613.39584718723,2053519.8399724844,541766.2208674726,,,,524993.3721327484,2952760.043112733,128408.82569947968,5095127.972640356,,654039.0329515362
263390.6595725932,1392091.836998888,598758.0768923392,,,,973297.5494276148,3131016.509080645,121020.94477053196,5052551.846371472,,649233.8256520235
240297.76409175908,744069.0650955691,717058.7900571808,,,,368452.6341294976,2914516.6550556337,119691.81687609486,5020335.955990669,,789601.8252728295
231269.99950652945,1358148.1132743568,783170.3021126396,,,,548020.5638833016,2905189.0023086336,122561.7251100268,4933495.927449844,,609665.0960473154
252291.62936132605,2625244.906962076,647035.3265431467,,,,358338.2475784013,2970022.72494327,116012.0719264992,4833900.12326616,,589696.0389778077
178214.10143128654,1246830.8485488745,1148499.792277091,,,,164431.21215134885,3676229.283190966,123265.58355080691,4374094.520862612,,578763.7809099517
210975.70993680123,1033714.2426587784,2780050.846141383,,,,739671.5445735785,3898638.0760252136,103829.6442162981,4993044.937797328,,599197.9899031817
215255.1624984273,992930.9175092826,6157450.652468216,,,,651132.7087033615,3427008.4883433804,103003.40258513457,4856936.279811049,,595408.6772258499
233378.3707677745,925871.6099213458,4395485.143886681,,,,294078.54364117887,3176346.7925825585,102555.05777705825,4713446.357072086,,639936.6060374541
246597.74763225805,802366.9928539663,2633519.6353051458,,,,290558.7205391424,3192876.040251394,101336.78683932182,5183457.30388419,,603298.0985302158
250974.27914549373,678862.3757865868,871554.126723611,,,,333226.6051416198,3457784.260130516,92176.43362542534,4859518.503671418,,589179.5323333851
257704.8919240272,1200967.199281949,330035.09942769445,,,,375894.4897440972,3636018.408866673,87319.01874813199,4908519.053074189,,640561.0225420534
281313.35009440326,683888.4265733749,838686.1662074582,,,,418562.3743465746,3972911.317223722,82370.0255503351,4829275.244316592,,608217.1917907416
328374.5753307964,1377843.196671757,361389.0501153388,,,,461230.258949052,3929973.665137928,84295.53665015007,4872351.186514181,,594736.550037742
280375.16543633933,3183341.899787315,197506.7421648049,,,,503898.14355152944,4105587.8777636806,68870.35697364889,4764533.7717807945,,651384.7951473388
271294.19232659787,8290207.33016609,463366.5125506878,,,,546566.0281540068,3971970.70997145,64349.52589035317,4823722.793841866,,596513.9976436098
297379.8822316866,957488.6779215152,655792.7158272538,,,,589233.9127564842,4114574.156178969,68048.73364127894,4776858.052105878,,613287.2660291449
322115.06050100364,653449.4263351721,744636.6580893131,,,,631901.7973589617,3744691.226284824,67949.01043510954,4713576.330590863,,603383.6902258664
315467.1850125752,1737808.1643589025,1978053.603442012,,,,674569.6819614391,4131737.750966042,63642.36289980391,4664467.589919722,,604949.9338907406
334489.3465112468,1545292.2227240554,3211470.548794711,,,,717237.5665639165,3815227.3629357936,72155.17615829968,4613998.137138742,,614374.0536796346
355344.4256334896,1352776.2810892086,768520.792885084,,,,966685.6574556216,3927555.1980163264,65803.26082138388,4562361.106417039,,618511.5326499324
362918.4797947049,1160260.3394543617,221281.85276109984,,,,1216133.7483473266,3574970.387824784,72261.05968926658,4513139.860093975,,604919.0782151668
361575.443165665,967744.3978195144,118406.16088563432,,,,1465581.8392390318,3816882.477089132,80430.58281596516,4467783.045156633,,636951.1015569489
380404.242878359,1853374.739444402,213817.9932255729,,,,1715029.930130737,3505732.54068283,95195.82746854362,4423439.4605547385,,630059.5509749835
405483.29310075525,3390840.4050395708,134956.35811446627,,,,713484.7922154769,4123224.799877008,158990.1226681907,4370923.355669761,,651039.5279837231
379494.57193728944,3433815.363199129,405830.6042443975,,,,693310.5560083375,4230618.290128933,188099.24792480303,4303669.361714395,,617799.6645399198
408337.3488521352,2460438.55866174,397849.57145434746,,,,673136.3198011982,3637978.258495513,123605.93676237696,4184212.701162346,,739338.3287905618
419354.0297551911,16764809.823173271,164688.2693401936,,,,748330.0587997435,3971451.395499229,177026.52207361578,4657049.119317643,,1292739.8827352882
452537.6924298991,14810331.587326858,117998.2819015508,,,,823523.7977982889,3765816.8096482586,241145.2964928708,4347262.949870091,,809988.3735743656
451510.30052108667,16093781.552600767,52646.39231906163,,,,986927.2929414824,3549838.6806821097,294548.89728532406,4259686.262455004,,1471610.5932248812
471309.0356266838,17377231.517874677,113579.54204417892,,,,1279665.2148939928,3830828.461444609,305325.79195543175,4215635.550462757,,1011302.1993211588
478534.5840702668,6961652.914920558,347830.0109908332,,,,1371016.139687168,3822892.547188955,171345.01393559494,4186139.0763164246,,901852.8738663156
503161.9947329066,13806637.186472325,2881413.558311587,,,,1462367.064480343,3828495.7984331017,187890.37128156904,4135763.790610852,,1077647.8163701112
509231.52527589456,20651621.45802409,2234946.3054780504,,,,2103719.034188231,3802524.504275274,271610.38547369686,4099918.970102057,,593788.2987764179
508423.4865328026,5586996.982337905,290834.33439982374,,,,2213740.5434661875,3908321.310977,324237.58215916547,4072768.7178353663,,614416.6569920152
523239.8489302233,2730316.177667767,274231.5919349393,,,,2323762.052744144,3800687.902113624,408982.8177531298,4047215.456358988,,668946.6781989639
521678.8644233387,1041327.875074959,101882.02292526608,,,,2433783.5620221007,3871963.683851666,343449.7112844321,4028926.561675473,,830918.4435752304
534123.7175265271,610659.1434409724,144247.43817712128,,,,5466022.727268016,3880873.799638333,248480.43297396123,4002813.461356342,,838871.8598698488
574945.5562917885,579593.9171141128,264025.9175528721,,,,7398238.139734299,4953594.239332342,319164.29320477793,3963046.2970389193,,769209.6392732537
583898.3258227406,473349.7599642936,474518.5282852982,,,,9330453.552200582,5215312.894257323,472275.47985047504,3931746.715025888,,1012160.5325249603
604291.3085253483,367105.6028144745,311596.5758931872,,,,11262668.964666866,4954627.391886792,353760.76849418663,3920017.580521402,,1023785.9433955186
617552.5017226909,260861.44566465527,838607.3317052802,,,,13194884.377133148,5361068.794513295,582118.3475642549,3886969.3007910927,,890593.3972532345
634937.7301241138,823326.6677101409,1200218.735643027,,,,15127099.789599432,5255875.576296456,504968.992623119,3862151.037838704,,1015173.8665518872
640238.7897624241,1049002.238807812,1014729.7993708834,,,,17059315.202065714,5307397.487814354,535210.7394130988,3835451.405283851,,1092945.9645981882
659085.8504260934,1070978.1091050473,907154.253986383,,,,15461036.450480092,5431996.202840871,463832.2704690512,3816997.7369839447,,1023949.9746389004
675450.9218040099,1092953.9794022827,,,,,13862757.698894467,4998785.1795120975,749464.3700216691,3776165.0290184575,,1080110.9352367069
705348.5342910602,1389678.8012489204,,,,,12264478.947308848,4853346.373855368,444847.52615924616,3781577.965997727,,1092448.1296535372
728615.1113359872,3684901.164203783,,,,,10666200.195723224,4702182.99542328,238982.6908684431,3790909.269346777,,1206136.362077241
702687.2943290177,1525330.1767166078,,,,,9067921.444137605,5110798.245616418,623075.2215254476,3758779.249073635,,1280805.3149386607
712128.4528298366,1402571.817900462,,,,,7469642.692551981,4866000.744356661,402364.872802193,3701540.050338583,,1174804.0820543235
752874.5153095538,6339421.424679368,,,,,6892673.030794315,4956731.923659921,223864.8397518359,3683048.699402135,,1255419.4666615787
786094.069181446,8904653.673032267,,,,,6315703.36903665,4749068.936729053,818744.2649218985,3643065.257867602,,1328188.565195218
829240.0507119086,6308276.293365584,,,,,5738733.707278985,4764191.727103799,298200.91040793725,3614987.17303804,,1236201.5483453742
893074.4965484559,3777875.910607074,,,,,5161764.045521319,4716883.3453399865,232022.0708730213,3587701.0967856315,,1419851.7394353782
1195876.6666660428,6252258.721641133,,,,,4584794.383763654,4456775.492222855,117582.54229142012,3539083.1086325706,,1312994.3890053136
625142.1555017168,1128707.3387879587,,,,,4007824.722005989,4748690.015417376,139701.04906385616,3583563.544992224,,1251903.525075934
766032.1475680753,3273518.403534252,,,,,3409982.529092612,5059694.436006144,393272.5137106209,3531559.2058372167,,1149490.415661499
806223.4276918358,812503.8944967147,,,,,2812140.3361792336,4764226.851083571,560030.5781020914,3481188.792766753,,1212701.604402349
857081.4203173146,1953792.150951667,,,,,1511166.913293949,4677410.611198596,815525.6698586844,3411195.8791195108,,1309195.3915698
912398.7555078508,807781.5076248776,,,,,1184173.4954525386,4717210.669864738,462143.4598310492,3479191.297925869,,1421054.4226387087
910108.264578381,333713.9616958459,,,,,592843.9930362742,4584343.222266492,136818.23343532637,3447990.1214592094,,1573781.123127184
938171.9707007172,185372.04069553904,,,,,868550.5541527038,4584133.52943943,161765.9837979226,3539597.7873269143,,1389838.0810965374
1010787.8024099348,322018.390974494,,,,,1144257.1152691334,4733502.076812773,401571.22957560257,3530110.7960597887,,1577059.676679159
910309.9601070434,85916.98977092601,,,,,924356.4431030268,4553238.4002606245,629553.9057108386,3635930.6002617152,,1858154.7650823523
924692.9411633684,139503.50807911908,,,,,704455.7709369203,4649861.488877653,296563.8453691047,3538786.790759142,,1730204.1697451505
986305.8698238056,268683.7861037435,,,,,628836.5340932462,4176107.400216294,676067.3062335048,3455158.874405149,,1900942.9912152565
1033615.0376464598,594886.7255806903,,,,,622197.4906035096,4362603.556337726,797693.6209321391,3388088.061076741,,2028549.35239752
1108800.3946615478,423928.99970994913,,,,,553412.6827986354,4299290.906626818,517287.5666069184,3387090.8632141715,,1926033.45238152
1151751.594408526,,,,,,484627.8749937614,4761984.360936254,686069.9398136049,3305079.2363414303,,1736283.3405880916
1241007.4026824115,,,,,,415843.0671888873,7066832.410871951,302204.7533942667,3291745.801334031,,1622909.7777000635
1304588.6122418658,,,,,,735666.1766498026,5069444.914585351,482209.9523521431,3203829.1298697665,,1613700.281441916
1447978.9515560477,,,,,,365356.7229951697,4253952.874460991,1091981.1191502735,3210931.4860630813,,1826251.198566845
1189132.0973609565,,,,,,206925.23494688465,4023692.358107389,992911.8731283316,3162728.067507684,,1876249.931087165
1271759.4695703988,,,,,,250514.4229922992,4043826.924319263,958062.0215877956,3243244.459574433,,1887406.6089762591
1396771.709180334,,,,,,365734.3651452804,4011862.2562421137,1062685.5169171798,3413877.14680068,,2014563.6166863337
1634548.8668262302,,,,,,129407.81726358204,4481436.298738517,748172.5734992349,3557621.722270264,,2108766.4225895163
1673944.7692729856,,,,,,119712.2411365726,4684998.95503988,618128.0282986861,3538831.1042390107,,2150077.62526002
1615026.082252163,,,,,,220812.20055646764,5722425.8096632445,422250.152700072,3635766.763883044,,2104431.6114021586
1797723.0120765131,,,,,,477967.6047496072,5949378.797928377,515035.15507175255,3566021.9568216745,,2079041.474492635
1791819.9364474155,,,,,,458546.773326258,5677462.148476969,517580.55382271856,3395597.060057924,,2065654.207023448
2156775.3654363942,,,,,,434670.0016360668,6539531.919275747,318011.92924031586,3455004.758097126,,2202906.468245955
2472595.434094016,,,,,,499923.6632764265,6026505.862593697,224066.091278562,3347616.0068335524,,2304006.474974269
4131480.5951974303,,,,,,776186.0797288048,5218626.395118383,277086.1596101896,3114081.041399204,,2171529.5025739097
,,,,,,1238681.9941743186,4993529.346504813,174152.70948507288,4151393.803237863,,2081898.4821273969
,,,,,,3109662.4579858994,4646522.971564559,180861.53170755712,5047405.913219224,,2188543.843791343
,,,,,,5156738.281674931,5214054.807730915,142143.03111243586,5576812.86989557,,2106076.4717593626
,,,,,,2974875.9822795065,4458037.503108549,150047.0376280893,5738053.91418109,,2297136.3501073387
,,,,,,793013.6828840818,5390360.915071777,171509.91649593256,4169748.3908077455,,2435568.252326774
,,,,,,684091.2740337432,5666417.171573742,204656.72006652327,3648300.950770884,,2489068.0419813846
,,,,,,754557.1640812522,5362288.327333083,239491.69193465085,3505703.168237485,,2541438.164996024
,,,,,,734029.08813472,5290118.282885046,315909.59149025555,3339579.479409073,,2501625.5756095704
,,,,,,835671.1127818439,5752921.511829214,250051.75422636748,3249375.936893056,,2554383.406673048
,,,,,,608207.0306856477,5268274.166837362,203603.90326846443,3225116.394627795,,2711862.675341405
,,,,,,738704.9634894416,4735033.282198084,218486.2440989076,3170754.118620854,,2871402.007871452
,,,,,,1126222.915292743,4969579.043550395,270334.899182909,3209424.399579723,,2847597.074120966
,,,,,,1513740.8670960437,4973286.811900801,344827.04376353085,3232877.7554721707,,2706695.220574663
,,,,,,1901258.8188993444,4782769.01648336,611377.480853022,3190783.6198103274,,2351328.427803753
,,,,,,2677203.737217091,4947922.293450167,343181.46210513386,3191942.214728449,,2283600.214773746
,,,,,,3829169.7145536407,5137102.6560163135,308323.1046860678,3198915.4518561387,,2199216.4772977624
,,,,,,4981135.69189019,5191991.344169627,417468.2941838761,3106358.656500841,,2089645.4489172664
,,,,,,9142575.779504232,4907603.99854338,347385.9496641039,3173970.592544162,,2064199.8373895548
,,,,,,13304015.867118273,5001391.88840309,290220.0676076389,3111717.3382068663,,1778644.485647439
,,,,,,23706379.63916278,5260286.479677073,519694.1108112198,3156376.450155709,,2028050.955937849
,,,,,,16658813.695894526,5165972.906678095,460041.4199218031,3097438.529754884,,2085305.107479228
,,,,,,9737335.988350151,4916324.125547021,386751.74025642266,3119802.442277864,,2230629.8386394666
,,,,,,8569866.285427121,4745384.077991748,773964.2181918805,3025787.0920569547,,2279691.466950401
,,,,,,7402396.58250409,4941961.628024381,995141.3211664658,3136174.946636528,,2302339.967456933
,,,,,,6234926.87958106,4876883.85011993,478127.0429993148,3189038.565215763,,2346900.243332584
,,,,,,2440453.355547312,5060971.914416589,619332.2626246338,3111998.0500471774,,2831666.1665722686
,,,,,,1583251.801742748,5131642.008368611,736631.1071908263,3167824.6108425134,,2971178.8123990903
,,,,,,902788.0200554105,5361826.262671532,427239.0644633575,3076273.0161606646,,2984205.3674905645
,,,,,,470802.3875024955,5378202.523468314,487376.9607801236,3095917.0716769174,,3206450.174683042
,,,,,,1084657.1266123306,5344960.769967384,526006.0441332381,3223877.668440319,,3165511.192073086
,,,,,,491261.65063175466,5739645.198730574,559260.5230937789,3073057.419005912,,3014235.8617745223
,,,,,,3420320.039486923,5484509.244784345,711158.1394794561,3086581.4909012914,,2898536.5384195275
,,,,,,656405.8336823398,5268460.727537763,952387.1361433392,3147373.946345874,,2855616.3982858653
,,,,,,337448.7335035309,5440722.190102076,1174341.802212633,3221341.0171495643,,3060856.0263286694
