Duration_envelope_Mean,Duration_envelope_Mean.1,Duration_envelope_Mean.2,Duration_envelope_Mean.3,Duration_envelope_Mean.4,Duration_envelope_Mean.5,Duration_envelope_Mean.6,Duration_envelope_Mean.7,Duration_envelope_Mean.8,Duration_envelope_Mean.9,Duration_envelope_Mean.10,Duration_envelope_Mean
357.87574939057987,210.0765854891568,342.8152323097578,811.6964040263272,186.0366690956396,326.2131165495499,642.866470408236,368.39242666772657,617.3205475418636,577.0298575674005,345.0537798682618,581.2803133083106
321.4681315543796,218.90238960710568,336.881071339317,449.4632232997455,191.10081429211783,411.55572211061286,612.234486392545,367.0412761009986,622.0016262808507,565.4795318517929,212.1523489434557,581.6578878179755
317.42956647618416,227.7281937250546,330.9469103688761,635.4483299109751,196.16495948859608,421.0943396087395,581.602502376854,366.1712731030997,612.8397663948358,553.9292061361853,274.19341295330986,580.1381901385809
239.82988248360388,236.55399784300351,325.0127493984353,541.9370793944828,206.5749594722716,443.7209378955095,550.970518361163,359.4419772039957,603.6779065088208,542.3788804205775,284.21420554363067,584.6768436035585
275.5942034672485,245.3798019609524,319.0785884279945,1320.6529765926157,216.984959455947,406.7157628767435,625.9071457283817,362.25045821825086,708.7603703731287,530.8285547049697,425.00526299509465,563.8807523140096
325.1343954910996,254.20560607890133,313.14442745755366,451.9219792865198,227.39495943962245,369.71058785797743,700.8437730956002,333.3429716204753,646.4706824102195,519.2782289893621,441.9300522337027,567.5175808295052
280.3304116680744,263.03141019685023,307.2102664871128,937.284499532582,280.39100781679474,478.843841421086,222.51080007299663,328.1901716571031,380.1204736859786,507.7279032737544,265.6883906819296,599.4489353988064
235.0968819877625,271.85721431479914,301.276105516672,722.5239639040399,359.63736683589286,365.92229820401735,577.0918447798877,351.9089765627925,521.0135868410805,495.2977334296902,204.6677658377808,577.4878746470619
295.6850005679473,280.6830184327481,331.2490551985506,696.0670501335447,378.4529330528259,526.827343527511,931.6728894867788,350.5916858639481,698.6690712210633,482.867563585626,404.8476432325344,570.0997356826327
244.18821373038736,289.508822550697,361.2220048804292,407.1892408332973,397.2684992697589,460.4834697687317,713.1531975194687,351.2274974817347,617.0770366194499,488.8310626697411,234.17190732013623,594.6789546675367
376.7645136667743,298.3346266686459,391.19495456230777,655.0550091372077,416.084065486692,309.18702603627486,494.63350555215857,330.0442188883174,599.6979097510763,494.7945617538562,216.4820850486268,595.4378262730861
308.4177370358842,307.1604307865948,421.1679042441864,397.840009582593,475.4390635075835,350.27119351143045,265.6492315225758,340.6284736124362,571.2696710237855,500.7580608379713,187.3763175495468,599.713851945688
269.58619426611165,505.34044100965946,451.140853926065,431.3031379879562,356.3659369871904,367.4146040505105,419.48411028934913,352.573290377575,593.8520980555179,506.7215599220864,221.18640913735763,592.0485530987324
299.5631437375521,495.8703221690738,481.1138036079436,427.3021789306845,470.1181850088229,384.5580145895906,313.8842021071222,339.6284956519231,651.4680229230996,512.6850590062015,360.60043162136856,600.9442693963852
266.4888666387632,486.40020332848815,511.0867532898222,304.8904684590833,485.5152441736066,401.7014251286706,519.3778174609209,345.343587178013,553.1824007153664,518.6485580903167,417.124121013729,610.8504397566116
215.4638972593585,476.9300844879025,541.0597029717007,449.2773090444871,428.1460360620074,611.8007276360689,335.0580040354753,299.8318245910125,458.85067878483216,524.6120571744318,448.86373603200514,633.574031699756
226.7303070143089,467.4599656473168,571.0326526535794,392.1191850801396,456.6288083024992,370.1336985008269,379.8603100108076,286.66130901342564,745.4192253151323,530.5755562585468,391.5336740505979,616.9210254354878
271.4385065802868,457.9898468067312,601.005602335458,582.1316993372137,424.7899155406091,314.48587190366084,280.5825882111699,299.4856336827162,655.1278374059711,536.539055342662,306.71534947810073,632.5391060675031
256.77641695489274,448.5197279661455,575.0115001854592,388.1259966060223,469.9912956104298,328.32881427452145,230.83969672405024,316.6862798656164,496.1948832444307,542.5025544267771,329.9409891774955,645.7480612701904
277.88111905774883,439.0496091255598,548.2558305767874,313.6026050203887,686.5199514363901,356.16378800376884,181.0968052369306,319.4263696884625,533.9963493641344,548.4660535108922,359.591573854628,638.2049329240244
260.01470560608647,429.57949028497416,521.5001609681156,357.1814845846183,587.951405746151,363.7958527312022,131.35391374981097,305.92597013081723,656.6011009385691,554.4295525950073,236.4088328573249,625.1992015658567
254.80651183341425,420.1093714443885,494.7444913594437,313.46684181955953,567.2567811258159,663.5581641130221,233.1987918500685,297.40700140393824,543.194802497082,437.4468629961745,206.06865760907613,631.1136242841475
254.19102646819587,410.6392526038029,467.9888217507719,360.90457017338593,715.5697332297972,565.8115728134978,335.043669950326,260.5649481240807,600.355182448208,320.46417339734154,196.4019854906154,632.4764258670218
260.2550281706117,401.1691337632172,441.2331521421,422.719094472041,614.4390888227013,486.1875447760351,344.55606611075507,248.6703797970028,452.83635656442056,339.86811788933403,216.9389120800149,642.1169938691162
227.57518573450903,391.69901492263153,414.4774825334282,415.0478065216575,588.8357396863557,471.4761666985097,354.06846227118416,279.8413442615632,630.1017026514734,359.2720623813265,193.651277244502,614.4380772484958
258.44716931925893,382.2288960820459,387.7218129247564,390.6839569945323,580.1256814236522,627.2154627928534,363.5808584316133,288.2407373081172,318.2099249931311,378.676006873319,247.0004953184993,580.8727878953898
289.55879062579305,372.75877724146017,360.9661433160845,376.76524051655167,558.406782635228,651.6199443138977,373.0932545920423,259.8070049280685,574.5737154307728,398.0799513653116,166.91745119057617,548.9955382593513
296.8229174781929,363.2886584008745,334.2104737074127,405.0198604099227,567.600563755672,697.8473636250626,382.6056507524714,271.03045317929934,530.0225188649971,417.483895857304,222.1391121752753,556.3253677654359
279.7811446491098,353.81853956028885,330.4009612528752,466.4479173443817,580.1572542405011,777.0036119130593,392.11804691290047,350.1448353861405,510.08893327207016,436.8878403492965,150.55383122529665,550.7406152465577
315.95064389311415,344.3484207197032,326.5914487983377,397.334677598699,611.3372427331913,622.7259122700473,407.98642605117794,333.9404558086977,507.691983812517,456.291784841289,160.13796713882323,542.5862095955878
343.87550858046205,334.87830187911754,322.7819363438003,441.6281997870555,606.4471374751766,614.967035094383,423.8548051894554,376.8659759700861,431.43225941352114,475.6957293332815,252.7050509877575,545.7529926223888
309.8994665244903,325.4081830385319,318.9724238892628,326.0254017579027,619.0808236741859,617.1798803454965,439.7231843277328,441.4481712054842,350.478841679089,495.099673825274,246.20619546645685,546.7820752054452
331.23901712675166,321.352012615483,315.16291143472534,470.9498892935669,592.4440190547807,609.8867090281232,455.5915634660103,574.4563676960672,492.456623858451,514.5036183172665,449.49105314306667,540.8562932660036
340.3155328169605,317.29584219243407,311.3533989801879,480.6803303420309,586.0591515373067,412.9065513204534,476.36489195499047,537.7823819645063,554.3982295923374,491.89966036806345,284.08195341294663,571.7269064405006
326.58219178034204,313.2396717693852,307.5438865256504,623.7586423506491,596.8589522000217,396.3589341738384,497.1382204439707,696.8782544046209,550.4824231085394,468.9968457908756,161.404642461342,576.980903111137
345.7918254496649,309.1835013463363,303.73437407111294,423.0578735197852,597.4964479309722,323.08191173426343,517.9115489329508,531.9931964636942,563.8627327634266,663.0186353816491,171.39368648673997,594.5602258408868
352.12207923733,305.1273309232874,299.92486161657547,337.21146877810173,616.8411058024604,478.46541545628446,538.684877421931,634.7721605136938,539.478638195458,492.2193051974077,193.6373510234252,602.9361590685528
423.12839815199214,301.0711605002385,296.115349162038,386.98626579850855,609.958523316356,368.4459745247858,559.4582059109113,612.2630571334123,392.0808334561335,321.41997501316627,208.69632405928635,607.6093146200337
414.1939855512754,297.0149900771896,292.30583670750053,373.60786615524376,620.8280145436859,403.9851902524894,580.2315343998914,472.24660450105847,568.6435633496505,358.66365722594105,227.38997645587136,601.6672862981002
437.5085903743953,292.9588196541407,288.49632425296306,463.49969185399146,621.3878747771621,382.7618061134769,601.0048628888716,700.6472502644858,613.6472106852137,395.9073394387159,279.38823457391663,596.5567657076525
440.15353015453394,288.9026492310918,284.6868117984256,531.0660119146809,609.9135972133873,467.6636260856468,621.7781913778517,670.0198189414026,666.1804430439944,433.15102165149074,423.9848009334345,532.584489127379
402.998069115016,284.8464788080429,280.8772993438881,512.3512478904536,616.8994995798665,471.9782379396348,642.551519866832,639.3923876183194,686.1065343098658,470.3947038642655,301.7523081001771,521.2584580449277
401.4957534461977,280.790308384994,277.06778688935066,467.4121755452864,613.7813892168446,483.38615169965897,663.3248483558122,620.759084068431,644.9025993930032,507.6383860770403,205.0972228158585,524.3140256746088
408.1493588862629,277.4025912219926,273.2582744348132,485.070661691832,613.9639362466705,387.3855398675956,684.0981768447923,572.9871177261658,691.5215704187721,544.8820682898152,149.65848688601844,505.7528218033794
434.7770224847927,274.0148740589913,269.4487619802757,480.1337138830334,622.4422996310581,373.26951758166274,672.7338248064364,503.889916650376,733.1440743863612,582.1257505025899,261.159943081233,507.6813778273743
380.8308976232297,270.62715689599,265.63924952573825,466.37777385946833,598.3027252189179,355.17666296340457,661.3694727680803,385.4194104997674,518.8871292323339,619.3694327153648,255.7558664762102,511.96495678936617
380.5895957570317,267.2394397329886,284.92906131403674,476.68247342198674,577.4188578872424,315.55597365723617,650.0051207297242,442.0119865075352,639.6720152456221,656.6131149281396,247.7701331826478,545.3230369035923
370.65989571791584,263.85172256998726,304.21887310233524,499.9585555384869,592.8335782263474,308.9962640166133,638.6407686913683,641.7643277153309,580.2800931787646,693.8567971409144,138.11269657950666,511.15970994489714
378.9974244829121,260.464005406986,323.50868489063373,540.5045995319223,606.7964189475158,392.9940090389052,627.2764166530123,884.1685147710426,499.4231442593509,731.1004793536893,180.11750499787743,509.6590464758141
395.0506105907463,257.0762882439846,342.7984966789322,544.3826137729889,605.9490772754007,417.7721291751008,615.9120646146563,946.4275787968754,527.5908677227508,810.2090198748672,248.9080244790859,517.685501502784
376.1695134526681,253.68857108098328,362.0883084672307,520.9432327657962,620.801769952079,398.2169642929323,527.9603090893153,846.9485116043651,435.29393091147216,705.7423559428553,258.82712676001825,485.2331004342805
385.2459037215344,250.30085391798195,381.3781202555292,581.8750869387164,621.8023594762427,462.85167793600897,355.3442636823029,843.5927669759931,446.27832270838,601.2756920108434,334.19713579830284,487.0824070278756
377.735968523368,246.9131367549806,400.6679320438277,619.8065090307888,622.428850193359,457.07413124572906,412.233102988549,771.9666756394828,529.4111121622635,576.522815400227,280.1537450587358,523.9258470021609
431.4739008010791,243.52541959197924,419.9577438321261,414.99470246287353,600.0243954129779,359.6690899777419,437.3377106230017,739.7570876996427,423.0835223593899,551.7699387896107,314.168343274342,519.5576128427188
393.3483379982847,240.13770242897792,439.24755562042463,302.2891041992205,614.0258396911465,376.44801261437385,496.7588773809424,726.0009968142767,416.4245767276649,527.0170621789943,254.0715358457758,514.1454883028797
353.23586309404584,236.7499852659766,346.3706725183273,324.43440502083075,620.1260427585579,427.2031519986455,556.180044138883,713.4077425469216,389.5398911014141,502.2641855683779,277.94326103667254,550.7027584538001
393.324644347913,233.36226810297524,350.47965992110693,315.90070642365924,625.256487513938,555.1015499841993,659.371295052185,706.02188986564,243.41285889246765,520.4858476353144,287.2853792305602,585.4920372356951
407.4018075918107,229.9745509399739,354.58864732388656,353.29808419027074,621.6928659603307,521.7113627884925,616.2361145610456,713.8268448626352,348.3362756439486,538.7075097022508,319.9275187481761,618.9288907251539
328.40532108983905,226.58683377697253,308.82691085473743,334.7814599078196,643.1787021685124,513.6270328025105,573.1009340699061,709.859766592704,375.2209171880582,508.216711598619,373.99497102620194,670.2313459213591
346.69512965823805,223.19911661397123,297.58842675492764,401.72415789183566,649.309206378076,563.8219966941444,529.9657535787667,725.4667739753804,388.53527466483325,586.3553422517778,385.0665027012452,718.0880172438018
340.6646417110473,219.81139945096987,763.4535312528945,482.2706032184346,660.8743913268542,649.3578167645907,486.8305730876273,718.6442138630619,402.5736490559775,664.4939729049366,550.1540445434312,738.2942259549745
323.6668621111009,216.4236822879685,422.9171911684402,468.25337457485193,695.955677184246,621.325753280949,544.021392688694,591.0610080984414,430.83753510237,742.6326035580955,440.28882229492456,723.5741523721784
327.85363514563784,213.0359651249672,407.3142695886291,441.96533199482064,667.0092923198926,470.08351363702894,601.2122122897608,629.5605253713503,354.2119341084036,820.7712342112543,273.27905316539415,726.5433497141836
287.83184494684,209.64824796196584,391.711348008818,531.3642401041591,636.7809486251268,369.3046782935559,661.1975545392023,630.868666225783,409.4063506546137,823.4429197907425,419.82853086268375,718.6647932774075
280.4390803347412,206.2605307989645,376.1084264290069,622.4941285691676,616.2585892055623,404.071860016077,683.2797567444229,635.68850923272,375.1928957397033,560.9053180217883,743.7382652022428,705.846122891245
295.958494193464,202.8728136359632,299.9309571027494,400.4276765199136,621.4876155407153,435.1169481415632,515.482101672761,638.3998678704888,419.0298042960812,634.6176141779588,629.1365249651125,726.4292631908893
262.790122800824,199.48509647296183,303.7397799036505,414.006878188385,631.8911745330549,462.185481146704,475.2145508991399,392.3097328183473,391.58395936855294,708.3299103341293,711.7334839819869,723.5081409005139
279.01051274421485,196.0973793099605,307.5486027045517,469.235102521176,633.3160432962949,510.158450181784,434.94700012551874,391.2010011872442,405.8992455906112,700.8969246250062,483.2668839755099,706.8146790512218
239.2965384018967,192.7096621469592,311.3574255054528,490.9491921492876,631.0345036010756,598.0491626191623,481.9502261227998,424.2032283050044,403.2407228192998,693.4639389158833,564.5273943471699,708.6787898874779
248.77431076503848,189.32194498395785,315.1662483063539,514.5298123540008,625.7634964225235,545.8573384143115,528.9534521200808,422.4780579194005,368.3991921299906,622.3272520291027,709.9515174943701,723.5536910834902
227.5626882675485,185.9342278209565,318.9750711072551,559.3074632706971,622.9500130024346,411.1228142976982,575.9566781173619,438.5319502617573,372.6355188718792,647.4354463987729,851.4290721071606,688.7771237293479
211.80058725934865,182.5465106579552,322.7838939081562,519.4220167235155,619.2707542240993,413.465164177528,554.4595250249632,442.7426652266697,338.7730265451767,539.0690734804832,663.085864240267,682.9982064441253
207.52650598446144,179.15879349495384,283.8649821050191,481.4576883680602,611.5301958717562,422.9700712506164,532.9623719325647,449.1553848833661,297.0700224265378,430.7027005621934,638.6305788227511,676.4685564248105
236.9958660723679,175.7710763319525,281.02028060625463,473.84891632646526,609.1230736530755,585.8434903862604,511.465218840166,448.7527373037844,286.6258783927915,601.3150185420179,212.80502311395023,676.2925082702018
228.14975157854383,175.22366027638782,278.1755791074901,438.6752873526061,583.4618416440144,392.09416663157424,489.9680657477674,443.1404355990512,281.28323703839834,771.9273365218423,269.18864914771325,646.2622585243565
220.1792806496881,174.67624422082318,275.3308776087256,396.6756170804903,581.3174670297083,569.7778060064006,441.49808400556736,438.4654253968817,291.11781213072777,646.1681454088488,192.73428466453544,672.9574988098715
258.4250222453117,174.1288281652585,272.48617610996104,378.2262807594878,589.8225603589294,479.2766532638525,393.0281022633674,441.27140667405655,242.0642657386351,623.1719831200621,226.6382628881064,708.1068543535023
192.4373647488325,173.58141210969387,269.64147461119654,349.6201497856073,585.4626767897231,480.7648651856431,344.5581205211673,450.670027557941,268.917820837645,600.1758208312755,260.5422411116773,736.302173111052
192.416547855032,173.0339960541292,266.796773112432,345.53885712762093,560.0425050363638,557.9712492059599,296.0881387789673,436.301290323344,305.8526872615296,577.1796585424888,197.0543372773897,716.3724037828101
159.13840519565952,172.48657999856457,263.9520716136675,310.6520554077361,558.7711564517795,614.001831479072,247.6181570367673,420.01104981994274,308.26369175739825,554.1834962537021,221.3945002178322,681.2184707167154
136.9487935977221,171.9391639429999,261.1073701149029,323.06348669338905,561.7058577729125,467.2402732378474,270.5325396507039,389.54760267792176,350.587819433199,531.1873339649154,245.7346631582747,648.2911967569964
131.25637805106066,171.39174788743526,258.26266861613846,549.8533069733595,587.2833991237962,478.2773743993289,293.4469222646405,419.3857280682474,375.17137867788017,534.7969416898948,270.0748260987172,628.2133477494751
150.54850399372202,170.8443318318706,232.21028064133392,450.7144723400279,588.2316009223651,585.9845903888078,316.361304878577,416.47853025916254,385.3267959400417,538.406549414874,300.29173198260315,622.9346753567489
202.9337898201002,170.29691577630595,206.15789266652945,468.74289310208434,605.2946697334022,641.1145377182502,339.2756874925136,460.5261224089913,411.0283791910815,542.0161571398534,330.50863786648904,628.9656239500291
179.77850706556063,169.74949972074128,180.1055046917249,,624.6648081775618,690.811673383051,362.1900701064502,466.0068165037193,372.4457568648045,545.6257648648327,360.725543750375,622.2520933644893
142.69054719941778,169.20208366517664,157.38817544547493,,642.7321372206098,594.5595670217157,385.1044527203868,460.4158571670287,387.4457940828351,549.235372589812,390.9424496342609,626.0828999977459
382.7784636359738,168.65466760961198,134.67084619922494,,642.6429767904734,561.3244006679865,429.3235353544382,501.001468142407,407.9408027595177,552.8449803147913,414.1652714866447,623.6259610727101
271.87062525833466,168.1072515540473,111.95351695297498,,601.3523493450366,558.8710267560118,473.5426179884896,517.2687444335969,356.65372951895364,556.4545880397706,437.38809333902833,634.1932965524825
285.48754132067376,167.55983549848267,164.7959323661701,,608.834806492327,468.949005730942,554.1916335569172,516.1607967973525,358.0417325648989,560.0641957647499,452.5746681341616,609.935788295804
256.1434024582785,167.012419442918,217.6383477793652,,599.9491475485144,351.4848190422013,634.8406491253446,503.64329136847255,412.185155952011,563.6738034897293,363.3407943884836,599.160748647459
302.13380641308385,166.46500338735336,270.4807631925603,,578.8244476378344,357.2949583584992,715.4896646937722,533.5563994434879,374.8883517462709,567.2834112147085,410.1933118441255,601.43624925954
252.89943160808767,165.9175873317887,372.8191058104994,,596.9623239222121,366.7835583675195,604.2773963037937,515.8254160559112,361.74342374565225,570.8930189396879,358.73184555420056,570.7377153071603
126.31326853652968,165.37017127622406,397.285217488325,,595.5546139283352,353.77085658530626,402.9420406937371,517.2808005615993,382.0836145775668,574.5026266646671,511.3417563882352,597.1981231397268
253.68804666708,164.8227552206594,421.7513291661506,,604.2378826704524,419.964041666365,431.5892673527331,512.8707696789905,436.5405462803208,578.1122343896465,475.2182078298472,616.886798938258
192.5171924388184,164.27533916509475,446.21744084397614,,608.7874782315237,391.3724520738316,435.3465796571261,504.3743676669296,257.32411703977385,581.7218421146258,355.53295486746566,626.5227192766562
170.73048262103586,163.72792310953008,470.6835525218017,,600.5894321425513,382.5024704956181,439.1038919615191,423.7065980286815,200.42910501825327,585.331449839605,425.31011560524655,622.9777855802927
198.0365253984504,163.18050705396544,495.1496641996273,,596.1602363233687,316.3798746932618,442.8612042659121,385.8864504881613,401.18900161163873,588.9410575645844,395.0194204075454,606.6725676481884
178.00015040683058,162.63309099840075,519.6157758774528,,613.2814478866536,322.02827502460167,446.61851657030513,347.53632994143385,367.9342730159153,390.4698795793156,512.3933121292044,598.6766798824324
188.6512293511989,162.08567494283614,417.5972848807814,,616.3363964376601,423.7261022492301,450.3758288746981,314.5550901959015,374.5477795321272,414.1556677970721,591.3925400633988,612.6006989119785
180.2701761782724,161.53825888727147,547.2416320675359,,611.6013160473098,435.4243547724503,454.1331411790911,298.4786769955574,377.18389640425545,437.8414560148286,374.3617302265331,612.6557922329137
182.0744306801782,160.99084283170683,487.6504258063366,,602.2124381909405,466.2038804162931,457.8904534834841,316.1011585179549,366.0873953511434,461.5272442325851,324.7329546112045,599.7666034891197
190.45949762040053,160.44342677614216,354.73947625181046,,600.2505883286925,422.246654784498,461.6477657878771,364.4190708419925,434.6181915490953,485.2130324503416,361.913641976473,612.0164033686551
219.92861463703667,159.89601072057752,592.2142464678856,,622.8774197775905,486.6617207325803,465.4050780922701,302.47579618355167,594.9199254633821,508.8988206680981,389.9678156153185,632.8798475954402
232.6969455812965,159.34859466501285,451.8363313520204,,623.8124673454246,498.059209681771,469.1623903966631,419.0624399221952,286.42381003195464,532.5846088858545,380.8063887194127,603.7350156986388
239.8569367317172,158.8011786094482,426.36586780451694,,613.5650613036091,489.9242860463486,472.91970270105617,573.0976882181857,202.77805637206265,556.2703971036111,357.3581070751544,609.4217366401584
241.21470309860828,158.25376255388355,453.8507894241759,,606.57151228313,484.0930079911204,476.6770150054492,543.6273689189482,149.49822586395106,579.9561853213677,332.5802482668791,601.1186157763925
238.91531210387487,157.70634649831888,481.3357110438349,,602.2145811693362,475.8449432849528,480.43432730984216,542.0825130413428,141.07810445249055,603.6419735391241,431.4092573497578,613.9202937902523
239.03701732661355,157.15893044275424,508.8206326634939,,598.6280710414967,482.1040922847864,484.1916396142352,538.7088065890498,111.3951288300428,579.5766963152877,324.04742469337106,619.8832219102165
249.95266588288217,156.61151438718957,488.85983853694495,,593.2373820486778,489.6678818557141,487.94895191862815,519.558875125551,129.29420505740228,555.5114190914512,293.43546998011453,632.4889995764692
268.9750242395861,156.06409833162493,498.1796724045004,,573.4382309860432,477.0942606967967,491.7062642230212,547.4308397353793,195.54165891299647,782.8386955364912,391.2192239022716,632.809142693054
253.44264268444863,155.5166822760603,507.4995062720557,,552.4512962508355,454.7294341910293,495.4635765274142,549.3397067669304,389.4332727992111,1010.1659719815312,380.01989836988514,617.5990958057796
257.08458527392617,154.96926622049563,299.6577772102697,,565.1556400387437,567.2094582212835,499.2208888318072,568.6135148010812,512.247447412781,1237.493248426571,388.43923211653726,590.5593952062034
290.17110661343725,154.42185016493096,222.0055958081172,,534.3833126086579,545.3960498033108,502.9782011362002,562.1850594454336,590.9417288120014,771.7170793016564,396.8585658631893,615.6229879294934
279.4936198273493,153.87443410936632,218.8880428236364,,542.5482874228601,536.9572592168101,506.7355134405932,570.277471291825,543.1635384175679,561.1503541481225,530.657355848223,613.4978197211504
229.5197677124672,153.32701805380165,215.7704898391556,,583.8059301481603,577.7523081041123,510.4928257449862,562.423490343605,528.2177177807002,595.9841065837934,495.5840972668219,604.7151163646748
221.28954497467475,152.779601998237,212.65293685467483,,565.5690346837348,539.5833558492589,514.2501380493792,547.9674608327458,417.9261245324988,524.2250025743946,483.4564283958054,598.8398634649595
220.57823378329115,152.23218594267234,243.4653463833956,,546.5731910359636,549.8470875109448,518.0074503537722,546.6942764947007,392.4646988759206,592.0325693849725,545.6001411362492,605.7829119368835
238.151319007752,151.68476988710768,274.2777559121164,,579.8285693076705,551.0595898181764,521.7647626581652,574.0617949888886,562.5869348318743,508.8987885465428,460.1105611339254,604.0596465503659
267.75585141720506,151.13735383154304,305.09016544083715,,,559.9959236632045,525.5220749625582,606.5509281004528,612.7863093321706,447.3267320799296,428.87816049726734,566.2437887125694
287.6942677832179,271.30811903186486,335.9025749695579,,,545.5968937747072,569.749053274533,664.7617841763537,523.6937383162818,507.4209129869963,359.60565160270875,545.8131546094953
207.5659330523368,391.47888423218666,366.7149844982787,,,582.0039647230475,613.9760315865078,693.0943655028092,347.1136073631092,502.4679068412218,284.5132750471765,587.9471374252075
204.60422115475475,587.2949393537069,397.52739402699945,,,596.1667062563846,658.2030098984826,689.5025548227393,283.9181522034504,521.1487092555535,242.6996868982092,568.3030397770012
201.63534833276373,316.85939380324953,610.6440706372443,,,605.3547006090707,702.4299882104573,695.4815020155032,220.72269704379164,485.9067372487861,381.1159116539745,569.8326522571516
247.0878187003155,338.9316915455383,603.3680887323474,,,591.6351140214093,746.6569665224321,700.3174779294726,524.4766829434735,436.9840812796864,340.48845038795014,629.4793003985803
364.0806554031027,332.8680228601256,596.0921068274503,,,578.9134685824337,739.1115633519657,700.705931732993,585.6315192935242,470.04075388324645,274.5271872245603,563.369483299716
357.784827031803,326.80435417471284,588.8161249225532,,,542.0101700379596,731.5661601814994,727.292601809559,612.7682790255261,503.0974264868065,259.0456907237456,538.9443177517188
348.1135450506642,320.74068548930006,581.5401430176562,,,529.7170881815704,724.0207570110331,760.9231364758712,550.9928788725574,391.2663755266707,608.6008618328126,497.7954377637511
398.3791218075576,314.67701680388734,442.06328381500487,,,494.63851733186567,716.4753538405669,784.0703674416976,528.9452268709985,462.5552630250724,538.2079011588277,438.69533030021375
742.3147003261586,308.6133481184746,433.9127672979161,,,524.0823150100337,708.9299506701005,772.7208912854221,419.6799871617817,428.7610971621508,547.762774791003,467.3589955169629
487.1353519132934,302.5496794330619,302.6707473716492,,,516.4524162433661,701.3845474996342,780.7532834426888,487.86178274395706,437.0244523517631,367.8466324986363,448.77521899976426
536.4350688673462,296.4860107476492,268.33779985729046,,,536.6488241953359,693.8391443291679,773.1085497453254,455.4438273031915,445.2103150236102,366.95094555984815,459.5357359827751
379.12758515930255,290.42234206223645,258.07362349763065,,,535.9259819078391,686.2937411587016,737.26391076226,566.6219760665714,434.8267024313172,414.1885775363878,507.2855440551297
497.7520737123141,284.35867337682373,437.9543992758752,,,555.9471418591646,678.7483379882352,766.6903520567283,582.6737319797464,404.0903306039887,514.4051744935769,575.0409762250023
528.3372513186013,278.2950046914109,617.8351750541198,,,578.1223212502618,671.2029348177689,764.19600581426,609.4552929778362,398.9290987441616,564.1541552140624,569.7851870898752
425.89123674524456,272.23133600599823,797.7159508323643,,,525.506540588618,663.6575316473027,779.9287262030415,661.579114583457,415.652670463826,366.13913310013817,628.9398637874584
