Rise-Time_envelope_Max_Min_difference,Rise-Time_envelope_Max_Min_difference.1,Rise-Time_envelope_Max_Min_difference.2,Rise-Time_envelope_Max_Min_difference.3,Rise-Time_envelope_Max_Min_difference.4,Rise-Time_envelope_Max_Min_difference.5,Rise-Time_envelope_Max_Min_difference.6,Rise-Time_envelope_Max_Min_difference.7,Rise-Time_envelope_Max_Min_difference.8,Rise-Time_envelope_Max_Min_difference.9,Rise-Time_envelope_Max_Min_difference.10,Rise-Time_envelope_Max_Min_difference
2207.164516635108,445.56877926092193,1559.6070142072515,900.7887184048624,578.7465264395379,927.4723762786848,3308.9196751429163,672.1276430078321,404.725129290794,959.3054665620916,243.1699319615537,8719.053147974832
143.36293677515462,144.00696431363804,830.3642471403017,156.85271545693627,27.79854209864505,49.43003085402314,64.2806139887866,587.8587110258385,109.09984787529528,33.88170883754289,40.52804881404849,288.81380647800427
264.06220706958885,0.315208384025297,101.12148007335188,157.21844624479257,37.129120295486,74.83317197518323,43.03238281521353,115.12628384284696,41.633646888193326,27.422682863830968,23.06391804394076,121.55458106657792
535.4525737773098,1.831906230642456,94.19938312566931,71.9320474486382,39.29909382244973,100.23631309634332,28.065738623823385,388.71636834020273,52.2270753992151,20.963656890119047,61.1374399617881,286.6817209224663
475.857981511256,3.348604077259614,87.2772861779868,80.02311191998763,4.024300099289135,52.180747115463134,28.57272314390652,82.43642272034481,99.2095987521466,14.50463091640713,1.0866507017379377,335.96809956117824
508.3662109159981,4.865301923876773,68.20122856447136,19.07216553654665,142.09446094205612,4.125181134582945,29.079707663989648,37.690096094155976,36.66218149972755,157.95988423644243,514.111917636488,609.8210163990071
465.09893944012447,6.381999770493931,83.71955062849773,69.42413367268276,280.1646217848231,28.246182013201363,29.58669218407278,62.41859973822332,42.80052549290854,152.09273597104303,1027.137184571238,529.6475585951733
465.6615934994538,7.89869761711109,99.23787269252408,70.76468546420021,418.2347826275901,59.74203104875363,13.70527837641471,58.25171145878964,53.23737059977751,146.2255877056436,157.8706716073899,510.5805714363852
144.151484046715,9.415395463728249,114.75619475655044,52.165139071692,233.07486655410435,63.26896881805905,11.16935792283751,53.01372355932175,63.67421570664647,140.35843944024418,307.01758223146714,720.2537504460734
620.0694057841872,10.932093310345406,60.55119281255503,47.26278261252418,47.91495048061856,66.79590658736447,8.633437469260308,46.29436066515823,19.81141290011656,134.49129117484478,274.64394561202914,635.850328532093
102.4452855725516,12.448791156962566,60.56628718979196,158.27279862409503,132.6024751942841,256.39239337654976,6.097517015683106,120.62584186106692,85.00711950275343,128.62414290944534,283.7751371209454,522.3220828107973
141.20300259496568,13.965489003579725,60.581381567028885,49.50034320980821,47.10816300659213,483.0300901232988,3.5615965621059047,33.03320173822296,39.51204027260985,122.75699464404592,279.78792193027573,857.0114885963617
