Energy_envelope_Kurtosis,Energy_envelope_Kurtosis.1,Energy_envelope_Kurtosis.2,Energy_envelope_Kurtosis.3,Energy_envelope_Kurtosis.4,Energy_envelope_Kurtosis.5,Energy_envelope_Kurtosis.6,Energy_envelope_Kurtosis.7,Energy_envelope_Kurtosis.8,Energy_envelope_Kurtosis.9,Energy_envelope_Kurtosis.10,Energy_envelope_Kurtosis
47.2725566740538,9.529416151675589,19.49915589914462,23.413114077987927,6.489169253111507,10.619221987742153,21.433308737039603,31.390074095118443,15.364617995047,2.554712372067743,0.4511985878156692,49.765720895573146
12.245176190501684,-0.9240331544616384,8.927377486472961,3.6272942295117954,-1.972093726893292,-1.4574164903001463,3.7223006953608255,11.388585062936835,-1.345894732691432,-1.4999999999999998,1.1225498096670972,8.28924228739303
0.5609973709760903,-2.0,-1.6444009261986945,14.904790832484132,-2.0,-1.4787082451500737,0.1056270691615446,4.376937731736954,-1.5000000000000009,-1.4412611178741914,-2.0,1.1810077709322186
0.4351418724527165,-2.0,-1.822200463099348,-1.6626783861409056,-0.7691924939885997,-1.500000000000001,-1.500000000000001,142.6666088030768,-1.5000000000000002,-1.3825222357483828,-2.0,48.49241124676759
1.0336943336401792,-2.0,-2.0,-1.0601795668589675,-2.0,-1.7500000000000004,-1.3803287243251674,183.07509568670807,-1.4999999999999996,-1.3237833536225745,-2.0,0.9244257278352211
-0.6191202438508299,-2.0,-2.0,-0.6761460263774541,-1.8333333333333333,-2.0,-1.2606574486503337,20.454519122739203,-2.0,-1.499999999999998,-1.7696623992781824,-0.3553908111622332
0.0835190500440545,-2.0,-1.8333333333333333,-0.5390295706179593,-1.6666666666666663,-2.0,-1.1409861729754998,14.49623433684398,-1.1776980588457595,-1.4999999999999982,-1.539324798556365,-0.1203380748648701
-0.3807769945325558,-2.0,-1.666666666666667,-1.3280853906865715,-1.4999999999999996,-0.3605910234290168,-2.0,3.1037677710598226,-1.58884902942288,-1.4999999999999982,-2.0,-0.581013773227228
0.020740688426581,-2.0,-1.5000000000000004,0.1998863709679561,-1.7499999999999998,-0.9816546778466008,-2.0,-1.7044941713463766,-2.0,-1.4999999999999984,14.776777853391447,-0.3830559251562828
-0.6967194480779013,-2.0,-2.0,-1.1174477643689136,-2.0,-1.6027183322641845,-2.0,-1.5795763870730402,-2.0,-1.499999999999999,0.0524942714126854,-0.762200815800969
1.7038489701204425,-2.0,-1.7500000000000004,0.2078142722155074,-0.3136360763247636,50.148059337776935,-2.0,46.76109806281693,1.711276832402616,-1.499999999999999,75.7698702579196,0.2178199193579786
-1.2157654325157752,-2.0,-1.5000000000000009,-0.8999744897691837,-1.1487108475534855,-0.3560676028874194,-2.0,89.13930429732382,-1.009198775730194,-1.499999999999999,-0.9634240832008838,-0.2034573542742106
2.6687226631163083,-2.0,-1.5000000000000009,-1.5000000000000004,-1.683869784208119,16.75075459116907,-1.230368972326974,45.5649535675128,-1.7610425486534909,-1.4999999999999991,-0.4595098721264379,0.2060065716726922
